"class","isscaap","order","family","genus","species","comm_name","gentry","fao","fao_rank","fao_mt_yr","feed_group","feed_group_long","fcr","fm_perc","fo_perc","fmfo_perc","harvest_kg_m3","harvest_cm_ft","fish_juv_m3","bivalve_juv_ft","nstocked","nstocked_adj","rope_ft_req","lines_n","harvest_linf_prop","harvest_cm","harvest_g","harvest_yr","prod_mt_yr","edible_mt_yr","revenue_usd_yr","price_usd_mt_isscaap","price_usd_mt_spp","m","m_source","a","a_source","b","b_source","linf_cm","linf_source","k","k_source","sst_c_min","sst_c_q10","sst_c_q90","sst_c_max","sal_psu_min","sal_psu_q10","sal_psu_q90","sal_psu_max"
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagellus","Pagellus erythrinus","Common pandora",TRUE,TRUE,86,10.71,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,153.331168004013,NA,27599610.2407223,126977737.17192,NA,NA,0.52,19.6757281173935,97.8274684479509,3.84407917079071,702.378874117886,611.069620482561,7254231.03732302,10328.0883076581,7433.54248366013,0.397028795327559,"FishLife",0.0144568181818182,"FB species-average",2.96027272727273,"FB species-average",37.8379386872952,"FishLife",0.19093497882595,"FishLife",9.68,14.62,21.27,26.05,16.77,34.93,38.84,39.97
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Pseudocaranx","Pseudocaranx dentex","White trevally",TRUE,TRUE,31,3606.8,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,64.7798364000906,NA,11660370.5520163,56292140.4984669,NA,NA,0.52,25.8416622273825,231.553533222245,3.10407825244993,869.823432405092,756.74638619243,6966530.72306112,8009.13204165863,13455.6068569377,0.507190488383117,"FishLife",0.014555,"FB species-average",2.97499,"FB species-average",49.6955042834279,"FishLife",0.236453180425109,"FishLife",6.81,15.1,24.72,28.85,33.72,34.9,36.49,39.31
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Seriola","Seriola dumerili","Greater amberjack",TRUE,TRUE,82,16.494,"Misc marine fish","Misc marine fish",1.6,8,3,11,5,400,0.883290386104853,NA,158992.269498874,894257.177574017,NA,NA,0.52,77.8329224349654,5660.65257661082,3.12832789715839,287.693627262511,250.293455718384,2304176.24828917,8009.13204165863,9224.49546485261,0.552096161180293,"FishLife",0.018784,"FB species-average",2.8972,"FB species-average",149.678696990318,"FishLife",0.234620282530773,"FishLife",7.1,18.95,28.18,32.38,29.54,33.25,37.34,39.65
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Seriola","Seriola rivoliana","Longfin yellowtail",TRUE,TRUE,49,400,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,10.6058788632827,NA,1909058.19539089,9546707.8631511,NA,NA,0.52,50.8035662041474,1414.30994954408,2.5619581115632,1053.88139947088,916.876817539665,8440675.28461025,8009.13204165863,6000,0.628264112669868,"FishLife",0.008405,"FB species-average",3.0635,"FB species-average",97.6991657772065,"FishLife",0.28648757829704,"FishLife",11.37,24.1,27.94,32.14,27.5,33.48,35.53,39.2
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Trachinotus","Trachinotus goodei","Great pompano",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,69.9889468648764,NA,12598010.4356777,60372276.7945128,NA,NA,0.52,24.3635961281864,214.319555757277,1.68692167562592,1600.54852516978,1392.47721689771,12819004.4771667,8009.13204165863,NA,0.92890566834527,"FishLife",0.017385,"FB species-average",2.95,"FB species-average",46.8530694772816,"FishLife",0.435093807664701,"FishLife",10.91,23.23,27.99,32.19,31.28,34.06,36.47,37.65
"Finfish","Miscellaneous coastal fishes","Perciformes","Ephippidae","Chaetodipterus","Chaetodipterus faber","Atlantic spadefish",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,35.0466319822793,NA,6308393.75681027,20779251.0047186,NA,NA,0.52,24.7791877760702,428.001184467155,2.15688334583165,1251.80622550495,1089.07141618931,12928765.2410913,10328.0883076581,NA,0.55268350711278,"FishLife",0.04175,"FB species-average",2.877,"FB species-average",47.6522841847503,"FishLife",0.340291549145973,"FishLife",12.2,22.24,28.17,32.37,7.84,29.04,36.3,40.39
"Finfish","Miscellaneous coastal fishes","Elopiformes","Megalopidae","Megalops","Megalops atlanticus","Tarpon",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,5,400,1.34140885130526,NA,241453.593234947,548835.601549135,NA,NA,0.52,88.8176070507102,3727.42433832515,7.77525952591962,115.751763269092,100.70403404411,1195494.43281032,10328.0883076581,NA,0.105606976730247,"FishLife",0.00532,"FB species-average",3,"FB species-average",170.803090482135,"FishLife",0.0943980291118823,"FishLife",2.66,22,28.12,32.32,7.84,30.08,36.19,39.9
"Finfish","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Mugil","Mugil curema","White mullet",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,133.143953307757,NA,23965911.5953962,75880542.678541,NA,NA,0.52,22.2264564281025,112.660016676297,2.1678076999996,1245.49792862185,1083.58319790101,12863612.5938118,10328.0883076581,NA,0.531655933475212,"FishLife",0.0129333333333333,"FB species-average",2.92534444444444,"FB species-average",42.7431854386587,"FishLife",0.338576698975807,"FishLife",10.52,21.97,28.33,32.53,7.84,30.76,36.17,39.97
"Finfish","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Mugil","Mugil liza","Lebranche mullet",FALSE,TRUE,80,18.33975,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,34.142157104451,NA,6145588.27880117,22532040.3750277,NA,NA,0.52,33.8010209123194,439.339551807185,3.00665201280846,898.008811295051,781.267665826695,9274714.3041104,10328.0883076581,1866.18201859039,0.4321098138515,"FishLife",0.009617,"FB species-average",3.047727,"FB species-average",65.0019632929219,"FishLife",0.244115106089252,"FishLife",11.16,18.01,28.2,32.4,0.59,30.39,36.54,39.41
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Sparus","Sparus aurata","Gilthead seabream",TRUE,TRUE,5,179131.4713,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,41.1244897152909,NA,7402408.14875236,25557853.0261111,NA,NA,0.52,28.4975721256,364.746167158463,2.91655897864938,925.74846583433,805.401165275867,9561211.90581599,10328.0883076581,5523.26703949132,0.424863431482495,"FishLife",0.0177258333333333,"FB species-average",2.96491666666667,"FB species-average",54.8030233184615,"FishLife",0.25165586585192,"FishLife",9.5,13.98,20.78,24.33,16.5,35.09,38.43,39.58
"Finfish","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Sciaenops","Sciaenops ocellatus","Red drum",TRUE,TRUE,13,68382.6462,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,10.2024785118628,NA,1836446.1321353,5084183.64666452,NA,NA,0.52,50.3729369069208,1470.23098186965,1.99703868579237,1352.00185114527,1176.24161049638,13963594.5107456,10328.0883076581,2306.78620032389,0.509906106654271,"FishLife",0.00975666666666667,"FB species-average",3.042,"FB species-average",96.8710325133093,"FishLife",0.367528771626665,"FishLife",11.77,15.44,26.1,30.3,29.52,32.63,36.08,39.52
"Finfish","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Umbrina","Umbrina cirrosa","Shi drum",TRUE,TRUE,48,448.452,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,29.4546794857018,NA,5301842.30742633,17118702.7751642,NA,NA,0.52,34.2562497872772,509.256941915849,2.18920696589292,1233.32331847334,1072.9912870718,12737872.1450866,10328.0883076581,7111.41305416878,0.535407226586153,"FishLife",0.0117,"FB species-average",3.0225,"FB species-average",65.8774034370716,"FishLife",0.335267147654463,"FishLife",4.06,19.89,21.36,22.41,12.72,22.78,39,39.5
"Finfish","Flounders, halibuts, soles","Pleuronectiformes","Pleuronectidae","Platichthys","Platichthys flesus","European flounder",TRUE,TRUE,95,2.66666666666667,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,119.580930187074,NA,21524567.4336734,40048000.9560407,NA,NA,0.52,21.2688821615674,125.43806087253,2.57598294444323,1048.14358566476,911.884919528342,11742244.0477268,11202.8964431238,10686.875,0.24102791743472,"FishLife",0.0121345454545455,"FB species-average",3.02347727272727,"FB species-average",40.9016964645527,"FishLife",0.284927808494803,"FishLife",5.14,8.58,14.92,22.07,5.4,6.9,35.25,39.11
"Finfish","Flounders, halibuts, soles","Pleuronectiformes","Pleuronectidae","Pleuronectes","Pleuronectes platessa","European plaice",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,63.13539445814,NA,11364371.0024652,23695783.7585166,NA,NA,0.52,28.1670981265116,237.584640576615,5.30994270308967,508.480062963573,442.377654778309,5696449.48877399,11202.8964431238,NA,0.138384548061425,"FishLife",0.0087575,"FB species-average",3.0580875,"FB species-average",54.1674963971377,"FishLife",0.138225441614112,"FishLife",-1.77,8.8,13.4,18,6.25,28.7,35.37,36
"Finfish","Flounders, halibuts, soles","Pleuronectiformes","Scophthalmidae","Scophthalmus","Scophthalmus maximus","Turbot",TRUE,TRUE,12,68833.9186,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,32.8874024494097,NA,5919732.44089374,15109811.398703,NA,NA,0.52,29.0155525358065,456.101694959775,2.79873934238075,964.720064892948,839.306456456865,10807658.9835994,11202.8964431238,7266.54109460494,0.334812545081137,"FishLife",0.012911,"FB species-average",3.109535,"FB species-average",55.7991394919355,"FishLife",0.262249922301035,"FishLife",6.7,8.91,12.49,21.91,5.61,7.26,35.22,39.11
"Finfish","Flounders, halibuts, soles","Pleuronectiformes","Paralichthyidae","Paralichthys","Paralichthys olivaceus","Bastard halibut",TRUE,TRUE,16,43985,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,16.3172425395724,NA,2937103.65712304,9077855.67997454,NA,NA,0.52,41.3725065954052,919.272969291357,3.32764594926707,811.38439640632,705.904424873498,9089855.36850653,11202.8964431238,10839.420454914,0.339102800658963,"FishLife",0.0062,"FB species-average",3.1985,"FB species-average",79.5625126834715,"FishLife",0.220567087445664,"FishLife",5.45,13.45,26.49,30.69,30.7,32.9,34.52,35.38
"Finfish","Flounders, halibuts, soles","Pleuronectiformes","Pleuronectidae","Hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",TRUE,TRUE,33,1442.9536,"Misc marine fish","Misc marine fish",1.6,8,3,11,5,400,0.142239760928696,NA,25603.1569671652,124209.135399176,NA,NA,0.52,106.338916573983,35151.9150999311,11.2303865827639,80.1397167735341,69.7215535929747,897796.947995176,11202.8964431238,13602.1423023349,0.140623036097847,"FishLife",0.015675,"FB species-average",3.13355,"FB species-average",204.497916488428,"FishLife",0.0653556464571464,"FishLife",-0.92,2.23,10.86,18.98,5.21,28.51,34.96,37.77
"Finfish","Cods, hakes, haddocks","Gadiformes","Gadidae","Melanogrammus","Melanogrammus aeglefinus","Haddock",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,33.9823063217269,NA,6116815.13791083,17075442.8543023,NA,NA,0.52,35.5160462562427,441.406179380169,3.07397593682515,878.341293324696,764.156925192486,3185590.09412876,3626.82492368162,NA,0.333964807559716,"FishLife",0.00587727272727273,"FB species-average",3.14472727272727,"FB species-average",68.3000889543129,"FishLife",0.238768679444594,"FishLife",-0.57,6.57,12.74,18.98,3.58,29.71,35.28,39.61
"Finfish","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus erythropterus","Crimson snapper",FALSE,TRUE,76,34.61502,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,26.2045045186603,NA,4716810.81335886,13468743.417292,NA,NA,0.52,32.073751420651,572.420668718175,2.45004899289529,1102.01877914667,958.756337857604,11381747.2677244,10328.0883076581,7529.42799205828,0.428252171902219,"FishLife",0.0181038405797101,"FB genus-average",2.98771391304348,"FB genus-average",61.6802911935597,"FishLife",0.299573264538212,"FishLife",21.47,25.45,29.21,33.41,21.09,31.13,35.2,38.34
"Finfish","Miscellaneous coastal fishes","Perciformes","Lutjanidae","Lutjanus","Lutjanus argentimaculatus","Mangrove red snapper",TRUE,TRUE,24,9079.6914,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,8.5899476881601,NA,1546190.58386882,3881274.37393312,NA,NA,0.52,46.2870807158685,1746.2271651171,3.92181894157795,688.456055779477,598.956768528145,7110434.94003245,10328.0883076581,5842.36873321361,0.234679199186995,"FishLife",0.020026,"FB species-average",2.966452,"FB species-average",89.0136167612855,"FishLife",0.187150193829419,"FishLife",15.4,23.46,29.21,33.41,21.09,31.86,35.51,38.86
"Finfish","Miscellaneous pelagic fishes","Atheriniformes","Atherinidae","Atherina","Atherina boyeri","Big-scale sand smelt",TRUE,TRUE,102,0.60375,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,9639.44619491836,NA,1735100315.08531,8581828418.91,NA,NA,0.52,5.70604026189668,1.55610599371441,1.4124919262686,1911.51535084001,1663.01835523081,15309578.8445351,8009.13204165863,4503.08675026355,1.13174577021227,"FishLife",0.00790391304347826,"FB species-average",3.03330869565217,"FB species-average",10.9731543498013,"FishLife",0.51962716489229,"FishLife",11.97,14.21,20.9,24.62,13.88,30.04,38.66,39.25
"Finfish","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Chelon","Chelon auratus","Golden grey mullet",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,57.064012593227,NA,10271522.2667809,48026932.140756,NA,NA,0.52,27.8256735058824,262.862692585701,2.88296579860522,936.535563934287,814.785940622829,9672622.00757572,10328.0883076581,NA,0.535,"FB-species",0.013272,"FB species-average",2.9747,"FB species-average",53.5109105882353,"FB species-average",0.254588235294118,"FB species-average",7.25,12.18,21.45,26.81,5.21,30.96,38.35,39.25
"Finfish","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Chelon","Chelon saliens","Leaping mullet",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,203.360031505637,NA,36604805.6710147,99140514.3836155,NA,NA,0.52,19.8335928,73.7608068259185,2.9304666081212,921.354978936629,801.578831674867,9515835.58515799,10328.0883076581,NA,0.34,"FB-species",0.009525,"FB species-average",2.9975,"FB species-average",38.1415246153846,"FB species-average",0.250461538461538,"FB species-average",13.74,16.03,22.97,26.4,15.57,19.79,39.05,39.55
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Diplodus","Diplodus puntazzo","Sharpsnout seabream",TRUE,TRUE,52,285.66,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,388.392509659813,NA,69910651.7387663,414369216.818187,NA,NA,0.52,14.2134179242608,38.6207242079367,2.65575769014962,1016.65901599927,884.493343919364,10500144.0960173,10328.0883076581,7031.60459168302,0.670068428315681,"FishLife",0.0179571428571429,"FB species-average",2.89111428571429,"FB species-average",27.3334960081938,"FishLife",0.276369029374382,"FishLife",16.03,18.82,23.03,27.83,28.35,34.83,38.82,39.32
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Diplodus","Diplodus sargus","White seabream",TRUE,TRUE,87,10.3908,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,49.0701685968641,NA,8832630.34743553,9425367665.05124,NA,NA,0.52,25.142,305.684704758862,5.24263696485857,515.008004196765,448.056963651186,5319048.14649496,10328.0883076581,6384.04490540842,1.33,"FB-species",0.0179566666666667,"FB species-average",3.02131428571429,"FB species-average",48.35,"FB species-average",0.14,"FB species-average",13.76,16.82,22.66,27.21,16.33,34.71,38.71,39.25
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Diplodus","Diplodus vulgaris","Common two-banded seabream",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,150.448682626978,NA,27080762.8728561,158330283.749341,NA,NA,0.52,17.5355346290944,99.7017703185273,3.15749629320877,855.1078922269,743.943866237403,8831629.82349484,10328.0883076581,NA,0.559259448608379,"FishLife",0.0139506896551724,"FB species-average",3.09835862068965,"FB species-average",33.7221819790277,"FishLife",0.232452901578647,"FishLife",14.45,17.45,22.28,27.21,17.66,35.03,38.71,39.25
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagrus","Pagrus pagrus","Red porgy",TRUE,TRUE,36,1389.54,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,35.0319443479505,NA,6305749.98263109,25731017.7988797,NA,NA,0.52,29.3090180685277,428.180629970587,4.51508562097383,597.995304332158,520.255914768978,6176148.31070743,10328.0883076581,7332.74623537796,0.311452625188997,"FishLife",0.0182209090909091,"FB species-average",2.97958636363636,"FB species-average",56.3634962856301,"FishLife",0.162559303786114,"FishLife",12.98,20,27.69,31.89,27.12,31.62,38,39.66
"Finfish","Miscellaneous coastal fishes","Perciformes","Lethrinidae","Lethrinus","Lethrinus miniatus","Trumpet emperor",TRUE,TRUE,74,45,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,22.8139795190793,NA,4106516.31343427,14485785.2988734,NA,NA,0.52,29.8919876348986,657.491604542537,2.96927244846749,909.313660790384,791.102884887634,9391471.78800298,10328.0883076581,10412.8666666667,0.424546015725451,"FishLife",0.017445,"FB species-average",3.101355,"FB species-average",57.4845916055742,"FishLife",0.247188221296102,"FishLife",20.2,23.36,28.51,32.71,30.88,33.86,35.45,36.68
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Caranx","Caranx ignobilis","Giant trevally",FALSE,TRUE,90,7.0164,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,6.25925198740011,NA,1126665.35773202,7539927.50479893,NA,NA,0.52,56.6685606083069,2396.45248828375,4.41075992925079,612.139414365865,532.561290498302,4902705.3975598,8009.13204165863,5957.6016433553,0.430980225327874,"FishLife",0.0160614285714286,"FB species-average",2.95081285714286,"FB species-average",108.978001169821,"FishLife",0.166404244813404,"FishLife",17.92,24.68,28.96,33.16,17.92,33.13,35.41,38.86
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Caranx","Caranx sexfasciatus","Bigeye trevally",TRUE,TRUE,99,1.10333333333333,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,27.9975017010951,NA,5039550.30619712,38604986.5987972,NA,NA,0.52,34.1629760546269,535.762089065729,2.71511662044467,994.432423148662,865.156208139336,7964540.58350418,8009.13204165863,6765.5,0.749899501977636,"FishLife",0.0151333333333333,"FB species-average",2.96633333333333,"FB species-average",65.6980308742825,"FishLife",0.270326942700529,"FishLife",17.52,24.68,28.85,33.05,21.09,32.74,35.26,38.83
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Trachinotus","Trachinotus blochii","Snubnose pompano",TRUE,TRUE,11,114153.5394,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,46.2284920897135,NA,8321128.57614842,39876572.5911178,NA,NA,0.52,24.3635961281864,324.475216948245,1.68692167562592,1600.54852516978,1392.47721689771,12819004.4771667,8009.13204165863,7190.37986971228,0.92890566834527,"FishLife",0.088,"FB species-average",2.572,"FB species-average",46.8530694772816,"FishLife",0.435093807664701,"FishLife",20,26,28.96,31,27.5,33.2,35,39.65
"Finfish","Miscellaneous demersal fishes","Perciformes","Anarhichadidae","Anarhichas","Anarhichas lupus","Atlantic wolffish",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,5.30115369319182,NA,954207.664774527,2957084.58360039,NA,NA,0.52,65.6301713671739,2829.57274362074,8.78407576096597,307.374398112328,267.415726357725,2338360.22527368,7607.5308797161,NA,0.128764576835816,"FishLife",0.005775,"FB species-average",3.13145,"FB species-average",126.211868013796,"FishLife",0.0835567901567697,"FishLife",-1.57,2.01,10.9,20.03,5.21,29.52,35.03,37.97
"Finfish","Miscellaneous pelagic fishes","Perciformes","Rachycentridae","Rachycentron","Rachycentron canadum","Cobia",TRUE,TRUE,17,42730.071646,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,10.2256918988063,NA,1840624.54178514,5167263.66365418,NA,NA,0.52,57.7379422477338,1466.89340422539,2.51041156321953,1075.52085863456,935.703147012067,8613988.57036226,8009.13204165863,2755.1215985579,0.411182912235175,"FishLife",0.00452,"FB species-average",3.1288,"FB species-average",111.034504322565,"FishLife",0.29237005829391,"FishLife",9.08,21.75,28.78,29.42,28.69,32.66,35.9,39.5
"Finfish","Miscellaneous demersal fishes","Perciformes","Anarhichadidae","Anarhichas","Anarhichas minor","Spotted wolffish",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,5,400,1.41863995858044,NA,255355.192544478,663951.349463837,NA,NA,0.52,77.8430777499086,3524.50244317329,7.18687796259462,125.228229098116,108.948559315361,952677.619876079,7607.5308797161,NA,0.132958065378332,"FishLife",0.00484,"FB genus-average",3.09972,"FB genus-average",149.698226442132,"FishLife",0.102126288897665,"FishLife",-0.57,0.22,9.34,15.57,5.21,30.54,33.81,35.3
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Carangoides","Carangoides malabaricus","Malabar trevally",TRUE,TRUE,50,387,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,152.374430540233,NA,27427397.4972419,134595805.852891,NA,NA,0.52,17.5487305077029,98.4417132639547,1.03068242367191,2619.62359887829,2279.07253102411,20980911.3028612,8009.13204165863,10069.2506459948,1.54337921907957,"FishLife",0.0212025,"FB species-average",2.947,"FB species-average",33.7475586686594,"FishLife",0.712119619218267,"FishLife",18.21,25.18,28.85,33.05,21.09,31.44,35.37,38.86
"Finfish","Miscellaneous coastal fishes","Perciformes","Siganidae","Siganus","Siganus canaliculatus","White-spotted spinefoot",TRUE,TRUE,100,0.9932,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,465.441017234528,NA,83779383.1022151,160551093.530576,NA,NA,0.52,12.7449100925715,32.227499177284,0.548053033590275,4926.53052627481,4286.08155785908,50881642.3257397,10328.0883076581,8549.87511854533,1.18679259052449,"FishLife",0.0190666666666667,"FB species-average",2.92033333333333,"FB species-average",24.5094424857144,"FishLife",1.33923020236198,"FishLife",21.42,24.65,28.81,33.01,26.36,32.65,35.97,39.93
"Finfish","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus fuscoguttatus","Brown-marbled grouper",TRUE,TRUE,71,54.48386,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,8.64188959971967,NA,1555540.12794954,4918255.14353136,NA,NA,0.52,46.8631854623842,1735.73150025969,4.1005268694132,658.451971169837,572.853214917758,6800550.10459364,10328.0883076581,11758.576234353,0.280727580663427,"FishLife",0.0139375,"FB species-average",3.0495575,"FB species-average",90.121510504585,"FishLife",0.17899387041091,"FishLife",22.16,25.42,29.27,33.47,21.09,31.93,35.37,38.86
"Finfish","Miscellaneous coastal fishes","Perciformes","Serranidae","Epinephelus","Epinephelus tauvina","Greasy grouper",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,4.63963173391389,NA,835133.7121045,2632676.66518633,NA,NA,0.52,54.2373769585206,3233.01521764236,5.33708834332425,505.893818185944,440.127621821771,5224916.02852278,10328.0883076581,NA,0.215129379708974,"FishLife",0.0175033333333333,"FB species-average",3.03666666666667,"FB species-average",104.302647997155,"FishLife",0.137522395708189,"FishLife",21.35,24.59,28.94,33.14,28.69,33.79,36.48,39.93
"Finfish","Miscellaneous pelagic fishes","Perciformes","Carangidae","Gnathanodon","Gnathanodon speciosus","Golden trevally",TRUE,TRUE,78,21.5516,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,19.2998397468254,NA,3473971.15442857,15308793.0068823,NA,NA,0.52,39.1839495840018,777.20852591366,2.06344702092907,1308.49010060085,1138.38638752274,10479869.9909154,8009.13204165863,5829.61934062524,0.718762822643829,"FishLife",0.0156533333333333,"FB species-average",2.94765333333333,"FB species-average",75.3537492000035,"FishLife",0.355700518421708,"FishLife",15.47,24.46,29.13,33.33,21.09,31.32,35.44,39.93
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Sparidentex","Sparidentex hasta","Sobaity seabream",TRUE,TRUE,65,103.0198,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,14.7760131712888,NA,2659682.37083199,8634320.96383649,NA,NA,0.52,42.6894053926219,1015.15881355239,2.76928828976456,974.979748399378,848.232381107459,10069676.9396471,10328.0883076581,9365.76762842199,0.425213354998197,"FishLife",0.013,"FB species-average",3.001,"FB species-average",82.0950103704268,"FishLife",0.26503891913059,"FishLife",25.7,26.38,27.8,32,31.38,35.77,39.56,40.06
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Dentex","Dentex gibbosus","Pink dentex",FALSE,TRUE,67,83.25,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,8.04014585697468,NA,1447226.25425544,6673756.27032721,NA,NA,0.52,48.8175521749657,1865.63779648198,5.10664254371713,528.723124222175,459.989118073293,5460699.11726753,10328.0883076581,12003.7393554126,0.299322705857702,"FishLife",0.015545,"FB species-average",3.008,"FB species-average",93.8799080287802,"FishLife",0.143728324196732,"FishLife",11.92,19.54,27.85,32.05,17.55,27.97,38.4,39.25
"Finfish","Miscellaneous coastal fishes","Perciformes","Sparidae","Pagrus","Pagrus caeruleostictus","Bluespotted seabream",FALSE,TRUE,63,122,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,80.4129366186079,NA,14474328.5913494,66099800.8646388,NA,NA,0.52,22.0298548478806,186.53714975171,3.08605800024224,874.902545508887,761.165214592731,9036070.75061066,10328.0883076581,7126.93442622951,0.492145350388771,"FishLife",0.026245,"FB species-average",2.86797125,"FB species-average",42.3651054766935,"FishLife",0.23783388874175,"FishLife",13.54,19.81,27.85,32.05,17.55,27.64,38.4,39.25
"Finfish","Miscellaneous coastal fishes","Perciformes","Siganidae","Siganus","Siganus rivulatus","Marbled spinefoot",TRUE,TRUE,107,0.005,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,430.397707817612,NA,77471587.4071702,214639734.393248,NA,NA,0.52,13.8987264784822,34.8514867238942,1.33424900400696,2023.61027955911,1760.54094321643,20900025.6675713,10328.0883076581,5750,0.763762768842312,"FishLife",0.0129125,"FB species-average",3.002,"FB species-average",26.7283201509274,"FishLife",0.550099099100673,"FishLife",19.45,24.3,29.22,33.42,29.95,35.02,39.5,40
"Finfish","Miscellaneous coastal fishes","Perciformes","Sciaenidae","Miichthys","Miichthys miiuy","Mi-iuy (brown) croaker",TRUE,TRUE,55,220.2,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,17.1489736117428,NA,3086815.25011371,13041223.3447369,NA,NA,0.52,37.2105537987266,874.687916583456,2.23381938186864,1208.6921717643,1051.56218943494,12483479.4867568,10328.0883076581,12227.2552967683,0.645072507901653,"FishLife",0.0132230526315789,"FB family-average",3.06909361403509,"FB family-average",71.5587573052434,"FishLife",0.328571406013237,"FishLife",6.53,15.09,25.16,29.36,24.32,29.63,33.72,37.94
"Finfish","Miscellaneous coastal fishes","Mugiliformes","Mugilidae","Chelon","Chelon ramada","Thinlip grey mullet",TRUE,FALSE,NA,NA,"Misc marine fish","Misc marine fish",1.6,8,3,11,15,400,96.333171765957,NA,17339970.9178723,55223435.2068439,NA,NA,0.52,25.32492495,155.709603712029,2.85313576318834,946.327207711556,823.304670709053,9773750.96918448,10328.0883076581,NA,0.406,"FB-species",0.0104533333333333,"FB species-average",2.97322222222222,"FB species-average",48.70177875,"FB species-average",0.25725,"FB species-average",4.1,12.16,21.13,28.4,5.55,31.44,38.37,39.21
