"eez_code","eez_name","eez_type","ter1_code","ter1_name","ter1_iso","ter2_code","ter2_name","ter2_iso","ter3_code","ter3_name","ter3_iso","sov1_code","sov1_name","sov1_iso","sov2_code","sov2_name","sov2_iso","sov3_code","sov3_name","sov3_iso","long_dd","lat_dd","area_sqkm","income_usd_yr","diesel_usd_l","gas_usd_l"
8474,"Nigerian Exclusive Economic Zone","200NM",2253,"Nigeria","NGA",0,NA,NA,0,NA,NA,2253,"Nigeria","NGA",0,NA,NA,0,NA,NA,4.82275202232,4.08512494706,179839,1604.24537391182,0.64,0.46
8475,"Cameroonian Exclusive Economic Zone","200NM",2170,"Cameroon","CMR",0,NA,NA,0,NA,NA,2170,"Cameroon","CMR",0,NA,NA,0,NA,NA,9.31089145674,3.46277659257,15210,1182.62520026256,0.94,1.03
8397,"Sao Tome and Principe Exclusive Economic Zone","200NM",2238,"Sao Tome and Principe","STP",0,NA,NA,0,NA,NA,2238,"Sao Tome and Principe","STP",0,NA,NA,0,NA,NA,6.35334522867,0.779096486722,131430,738.900246278788,0.857541062801932,0.974311698113208
21797,"Joint regime area Nigeria / Sao Tome and Principe","Joint regime",2238,"Sao Tome and Principe","STP",2253,"Nigeria","NGA",0,NA,NA,2238,"Sao Tome and Principe","STP",2253,"Nigeria","NGA",0,NA,NA,5.58698920142,2.06760424839,34688,738.900246278788,0.857541062801932,0.974311698113208
48976,"Joint regime area Italy / France","Joint regime",17,"France","FRA",2133,"Italy","ITA",0,NA,NA,17,"France","FRA",2133,"Italy","ITA",0,NA,NA,9.048856776,41.3071528226,67,32671.7550857999,1.2,1.39
22491,"Bosnian and Herzegovinian Exclusive Economic Zone","200NM",2136,"Bosnia and Herzegovina","BIH",0,NA,NA,0,NA,NA,2136,"Bosnia and Herzegovina","BIH",0,NA,NA,0,NA,NA,17.5925605485,42.9165596313,13,4584.90603354495,0.99,1.05
48957,"Guam Exclusive Economic Zone","200NM",8599,"Guam","GUM",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,144.002607874,12.9295751986,209028,51484.941242542,0.65,0.71
8318,"Marshall Islands Exclusive Economic Zone","200NM",2226,"Marshall Islands","MHL",0,NA,NA,0,NA,NA,2226,"Marshall Islands","MHL",0,NA,NA,0,NA,NA,167.487347243,10.1520394692,2009620,10359.2557180985,0.857541062801932,0.974311698113208
8316,"Micronesian Exclusive Economic Zone","200NM",8595,"Micronesia","FSM",0,NA,NA,0,NA,NA,8595,"Micronesia",NA,0,NA,NA,0,NA,NA,150.322031428,6.76930482445,3023481,10359.2557180985,0.857541062801932,0.974311698113208
48980,"Northern Mariana Exclusive Economic Zone","200NM",8598,"Northern Mariana Islands","MNP",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,145.73933219,18.2865983172,766028,51484.941242542,0.65,0.71
8315,"Palau Exclusive Economic Zone","200NM",8594,"Palau","PLW",0,NA,NA,0,NA,NA,8594,"Palau","PLW",0,NA,NA,0,NA,NA,133.067102152,6.44072818632,617449,10359.2557180985,0.857541062801932,0.974311698113208
8322,"Philippines Exclusive Economic Zone","200NM",2245,"Philippines","PHL",0,NA,NA,0,NA,NA,2245,"Philippines","PHL",0,NA,NA,0,NA,NA,122.153142597,12.2450001896,1978551,3288.52662377447,0.58,0.86
48954,"Overlapping claim Senkaku Islands: Japan / China / Taiwan","Overlapping claim",2177,"Taiwan","TWN",2121,"Japan","JPN",8603,"China","CHN",2177,"Taiwan","TWN",2121,"Japan","JPN",8603,"China","CHN",124.122109181,26.5208027254,73928,10359.2557180985,0.857541062801932,0.974311698113208
8485,"Singaporean Exclusive Economic Zone","200NM",2190,"Singapore","SGP",0,NA,NA,0,NA,NA,2190,"Singapore","SGP",0,NA,NA,0,NA,NA,103.818346834,1.27519477925,717,47165.7875085154,0.77,1.25
8332,"Thailand Exclusive Economic Zone","200NM",2207,"Thailand","THA",0,NA,NA,0,NA,NA,2207,"Thailand","THA",0,NA,NA,0,NA,NA,99.6286756622,9.16617314888,299918,4967.84426499955,0.68,0.71
8319,"Wake Island Exclusive Economic Zone","200NM",8597,"Wake Island","UMI",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,166.530457536,19.5032615321,408185,51484.941242542,0.65,0.71
8484,"Vietnamese Exclusive Economic Zone","200NM",2200,"Vietnam","VNM",0,NA,NA,0,NA,NA,2200,"Vietnam","VNM",0,NA,NA,0,NA,NA,108.758129735,11.6110268094,753883,1948.62085316628,0.59,0.8
21796,"Joint regime area Japan / Korea","Joint regime",8600,"South Korea","KOR",2121,"Japan","JPN",0,NA,NA,8600,"South Korea","KOR",2121,"Japan","JPN",0,NA,NA,127.578081731,30.8139587202,82690,24027.9160451874,1.05,1.22
26521,"Bruneian Exclusive Economic Zone","200NM",2145,"Brunei","BRN",0,NA,NA,0,NA,NA,2145,"Brunei","BRN",0,NA,NA,0,NA,NA,113.387438747,6.05933567528,43331,24573.4204477503,0.22,0.37
8321,"Taiwanese Exclusive Economic Zone","200NM",2177,"Taiwan","TWN",0,NA,NA,0,NA,NA,2177,"Taiwan","TWN",0,NA,NA,0,NA,NA,118.714575312,21.4207570212,356388,10359.2557180985,0.857541062801932,0.974311698113208
8328,"North Korean Exclusive Economic Zone","200NM",8601,"North Korea","PRK",0,NA,NA,0,NA,NA,8601,"North Korea","PRK",0,NA,NA,0,NA,NA,128.995348944,39.8278543985,114262,10359.2557180985,0.73,0.58
8331,"Cambodian Exclusive Economic Zone","200NM",2171,"Cambodia","KHM",0,NA,NA,0,NA,NA,2171,"Cambodia","KHM",0,NA,NA,0,NA,NA,102.542280479,10.2254258282,48894,1151.49113914101,0.8,0.9
8486,"Chinese Exclusive Economic Zone","200NM",8603,"China","CHN",0,NA,NA,0,NA,NA,8603,"China","CHN",0,NA,NA,0,NA,NA,118.14569834,27.7385311639,965049,6567.92860612977,0.81,0.96
5675,"Estonian Exclusive Economic Zone","200NM",2110,"Estonia","EST",0,NA,NA,0,NA,NA,2110,"Estonia","EST",0,NA,NA,0,NA,NA,23.0023188331,58.7701196016,36257,16641.880669677,1.14,1.14
5676,"Finnish Exclusive Economic Zone","200NM",2106,"Finland","FIN",0,NA,NA,0,NA,NA,2106,"Finland","FIN",0,NA,NA,0,NA,NA,21.88918562,61.7548366612,81072,37828.7075409136,1.34,1.45
5694,"Swedish Exclusive Economic Zone","200NM",2180,"Sweden","SWE",0,NA,NA,0,NA,NA,2180,"Sweden","SWE",0,NA,NA,0,NA,NA,18.1151682684,59.4854995664,154510,45159.0587059653,1.42,1.42
5684,"Lithuanian Exclusive Economic Zone","200NM",2156,"Lithuania","LTU",0,NA,NA,0,NA,NA,2156,"Lithuania","LTU",0,NA,NA,0,NA,NA,20.3641170157,55.7552690241,6800,10359.2557180985,1.05,1.16
48977,"Joint regime area Sweden / Norway","Joint regime",2252,"Norway","NOR",2180,"Sweden","SWE",0,NA,NA,2252,"Norway","NOR",2180,"Sweden","SWE",0,NA,NA,10.5009537039,58.8099814814,139,61865.2017747682,1.63,1.78
3293,"Belgian Exclusive Economic Zone","200NM",14,"Belgium","BEL",0,NA,NA,0,NA,NA,14,"Belgium","BEL",0,NA,NA,0,NA,NA,2.70503854662,51.4654455537,3482,35803.8562832135,1.32,1.43
5668,"Dutch Exclusive Economic Zone","200NM",15,"Netherlands","NLD",0,NA,NA,0,NA,NA,15,"Netherlands","NLD",0,NA,NA,0,NA,NA,4.1865445206,53.6120782113,64058,40544.911980103,1.34,1.68
5669,"German Exclusive Economic Zone","200NM",2101,"Germany","DEU",0,NA,NA,0,NA,NA,2101,"Germany","DEU",0,NA,NA,0,NA,NA,8.39440118787,54.5535395805,56512,37791.4835682453,1.2,1.39
5674,"Danish Exclusive Economic Zone","200NM",2157,"Denmark","DNK",0,NA,NA,0,NA,NA,2157,"Denmark","DNK",0,NA,NA,0,NA,NA,9.24983395975,56.1421317006,104521,48267.1564851588,1.35,1.55
5683,"Latvian Exclusive Economic Zone","200NM",2132,"Latvia","LVA",0,NA,NA,0,NA,NA,2132,"Latvia","LVA",0,NA,NA,0,NA,NA,21.3519656539,57.1043333209,28212,12356.8072165498,1.07,1.16
8455,"New Zealand Exclusive Economic Zone","200NM",2227,"New Zealand","NZL",0,NA,NA,0,NA,NA,2227,"New Zealand","NZL",0,NA,NA,0,NA,NA,71.7274489218,-42.765946112,4098264,34960.2348538501,0.79,1.4
8399,"Bouvet Exclusive Economic Zone","200NM",8634,"Bouvet","BVT",0,NA,NA,0,NA,NA,2252,"Norway","NOR",0,NA,NA,0,NA,NA,3.35557324104,-54.4556346338,439907,61865.2017747682,1.63,1.78
8442,"Jarvis Island Exclusive Economic Zone","200NM",8668,"Jarvis Island","UMI",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-160.468385678,-0.913995273863,324633,51484.941242542,0.65,0.71
8489,"Antarctic 200NM zone beyond the coastline","200NM",1926,"Antarctica","ATA",0,NA,NA,0,NA,NA,1926,"Antarctica","ATA",0,NA,NA,0,NA,NA,-10.9752039918,-71.1122695372,9550534,10359.2557180985,0.857541062801932,0.974311698113208
8326,"Tuvaluan Exclusive Economic Zone","200NM",2210,"Tuvalu","TUV",0,NA,NA,0,NA,NA,2210,"Tuvalu","TUV",0,NA,NA,0,NA,NA,74.2878528352,-7.81254213691,756313,10359.2557180985,0.857541062801932,0.974311698113208
8454,"Wallis and Futuna Exclusive Economic Zone","200NM",8680,"Wallis and Futuna","WLF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,-172.775945776,-12.7966355295,263754,32671.7550857999,1.2,1.39
8451,"Howland and Baker Islands Exclusive Economic Zone","200NM",48684,"Howland and Baker islands","UMI",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-176.72726847,0.791304953123,436839,51484.941242542,0.65,0.71
8325,"Fijian Exclusive Economic Zone","200NM",2108,"Fiji","FJI",0,NA,NA,0,NA,NA,2108,"Fiji","FJI",0,NA,NA,0,NA,NA,94.9811669811,-17.9942361498,1288135,4802.26449603015,0.67,0.82
8337,"Seychellois Exclusive Economic Zone","200NM",2192,"Seychelles","SYC",0,NA,NA,0,NA,NA,2192,"Seychelles","SYC",0,NA,NA,0,NA,NA,52.4688606988,-6.54775500032,1347251,11667.0273636682,0.857541062801932,0.974311698113208
8398,"Equatorial Guinean Exclusive Economic Zone","200NM",2112,"Equatorial Guinea","GNQ",0,NA,NA,0,NA,NA,2112,"Equatorial Guinea","GNQ",0,NA,NA,0,NA,NA,5.43745069906,-1.37183355987,305490,4686.98737517569,0.857541062801932,0.974311698113208
8345,"Maldives Exclusive Economic Zone","200NM",2229,"Maldives","MDV",0,NA,NA,0,NA,NA,2229,"Maldives","MDV",0,NA,NA,0,NA,NA,73.0880145593,2.45483622223,929335,7623.81567776123,0.857541062801932,0.974311698113208
8324,"Papua New Guinean Exclusive Economic Zone","200NM",2237,"Papua New Guinea","PNG",0,NA,NA,0,NA,NA,2237,"Papua New Guinea","PNG",0,NA,NA,0,NA,NA,150.717739785,-5.46159340329,2409920,1834.33919842473,0.857541062801932,0.974311698113208
8350,"Somali Exclusive Economic Zone","200NM",2187,"Federal Republic of Somalia","SOM",0,NA,NA,0,NA,NA,2187,"Federal Republic of Somalia","SOM",0,NA,NA,0,NA,NA,48.7186004881,5.38251638048,785214,10359.2557180985,1.18,1.41
8317,"Nauruan Exclusive Economic Zone","200NM",8596,"Nauru","NRU",0,NA,NA,0,NA,NA,8596,"Nauru","NRU",0,NA,NA,0,NA,NA,166.123963816,-0.591130617199,310645,10359.2557180985,0.857541062801932,0.974311698113208
8492,"Indonesian Exclusive Economic Zone","200NM",2127,"Indonesia","IDN",0,NA,NA,0,NA,NA,2127,"Indonesia","IDN",0,NA,NA,0,NA,NA,117.898130009,-3.30902926942,6051529,2934.49988949476,0.61,0.63
48978,"Joint regime area United States / Russia","Joint regime",2204,"United States","USA",2240,"Russia","RUS",0,NA,NA,2204,"United States","USA",2240,"Russia","RUS",0,NA,NA,-16.9003919564,61.1806189892,8473,51484.941242542,0.65,0.71
5677,"French Exclusive Economic Zone","200NM",17,"France","FRA",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,-1.96612922953,46.0421241338,344395,32671.7550857999,1.2,1.39
8378,"Algerian Exclusive Economic Zone","200NM",2152,"Algeria","DZA",0,NA,NA,0,NA,NA,2152,"Algeria","DZA",0,NA,NA,0,NA,NA,3.53979379733,37.2034369817,131138,3257.67687393948,0.17,0.28
8400,"Ghanaian Exclusive Economic Zone","200NM",2100,"Ghana","GHA",0,NA,NA,0,NA,NA,2100,"Ghana","GHA",0,NA,NA,0,NA,NA,-0.850265479175,3.50201022575,228509,1274.40741513908,0.85,0.92
8438,"Greenlandic Exclusive Economic Zone","200NM",2260,"Greenland","GRL",0,NA,NA,0,NA,NA,2157,"Denmark","DNK",0,NA,NA,0,NA,NA,-31.9709635324,75.4796502777,2252305,48267.1564851588,1.35,1.55
5696,"United Kingdom Exclusive Economic Zone","200NM",2208,"United Kingdom","GBR",0,NA,NA,0,NA,NA,2208,"United Kingdom","GBR",0,NA,NA,0,NA,NA,-4.29778889925,56.7858807367,729123,34170.5625138448,1.49,1.46
8453,"United States Exclusive Economic Zone (Hawaii)","200NM",8679,"Hawaii","USA",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-151.05752732,24.0409882574,2480254,51484.941242542,0.65,0.71
33181,"Svalvard Exclusive Economic Zone","200NM",5334,"Svalbard","SJM",0,NA,NA,0,NA,NA,2252,"Norway","NOR",0,NA,NA,0,NA,NA,18.2890415813,78.7134022616,790442,61865.2017747682,1.63,1.78
5686,"Norwegian Exclusive Economic Zone","200NM",2252,"Norway","NOR",0,NA,NA,0,NA,NA,2252,"Norway","NOR",0,NA,NA,0,NA,NA,14.0571352197,68.188925744,926633,61865.2017747682,1.63,1.78
5690,"Russian Exclusive economic Zone","200NM",2240,"Russia","RUS",0,NA,NA,0,NA,NA,2240,"Russia","RUS",0,NA,NA,0,NA,NA,93.5501092188,71.3249006493,7686381,8519.41047132148,0.55,0.59
5673,"Croatian Exclusive Economic Zone","200NM",2160,"Croatia","HRV",0,NA,NA,0,NA,NA,2160,"Croatia","HRV",0,NA,NA,0,NA,NA,15.6521837248,43.4300621862,55301,10777.1676244751,1.17,1.26
5682,"Italian Exclusive Economic Zone","200NM",2133,"Italy","ITA",0,NA,NA,0,NA,NA,2133,"Italy","ITA",0,NA,NA,0,NA,NA,12.9278577687,39.6546686322,536134,26537.3591436077,1.44,1.61
5695,"Overlapping claim Ukrainian Exclusive Economic Zone","Overlapping claim",2196,"Ukraine","UKR",0,NA,NA,0,NA,NA,2196,"Ukraine","UKR",0,NA,NA,0,NA,NA,33.6346521053,44.9519170891,135897,2333.03008705105,0.73,0.83
5689,"Romanian Exclusive economic Zone","200NM",2241,"Romania","ROU",0,NA,NA,0,NA,NA,2241,"Romania","ROU",0,NA,NA,0,NA,NA,30.0785047918,44.2410925738,29545,8431.93090176465,1.14,1.16
8487,"Japanese Exclusive Economic Zone","200NM",2121,"Japan","JPN",0,NA,NA,0,NA,NA,2121,"Japan","JPN",0,NA,NA,0,NA,NA,138.448625191,29.5565563148,4071500,31107.4489466499,0.88,1.06
48950,"Overlapping claim Kuril Islands: Japan / Russia","Overlapping claim",2121,"Japan","JPN",2240,"Russia","RUS",0,NA,NA,2121,"Japan","JPN",2240,"Russia","RUS",0,NA,NA,147.961539344,43.8860570245,213305,31107.4489466499,0.88,1.06
8437,"Jan Mayen Exclusive Economic Zone","200NM",5343,"Jan Mayen","SJM",0,NA,NA,0,NA,NA,2252,"Norway","NOR",0,NA,NA,0,NA,NA,-5.25129268462,71.1142133564,290709,61865.2017747682,1.63,1.78
8333,"Indian Exclusive Economic Zone (Andaman and Nicobar Islands)","200NM",8605,"Andaman and Nicobar","IND",0,NA,NA,0,NA,NA,2128,"India","IND",0,NA,NA,0,NA,NA,92.1896665703,9.97738230194,667144,1678.49926188949,0.81,0.97
8359,"Pakistani Exclusive Economic Zone","200NM",2250,"Pakistan","PAK",0,NA,NA,0,NA,NA,2250,"Pakistan","PAK",0,NA,NA,0,NA,NA,64.7119829671,23.5395235583,224899,1460.76713614192,0.7,0.79
26523,"Turkmen Exclusive Economic Zone","200NM",2212,"Turkmenistan","TKM",0,NA,NA,0,NA,NA,2212,"Turkmenistan","TKM",0,NA,NA,0,NA,NA,52.6385343806,39.2923221859,61171,10359.2557180985,0.27,0.29
26524,"Azerbaijanis Exclusive Economic Zone","200NM",2134,"Azerbaijan","AZE",0,NA,NA,0,NA,NA,2134,"Azerbaijan","AZE",0,NA,NA,0,NA,NA,50.3317181634,40.2835047415,80524,3146.65431259243,0.35,0.56
26522,"Kazakh Exclusive Economic Zone","200NM",2119,"Kazakhstan","KAZ",0,NA,NA,0,NA,NA,2119,"Kazakhstan","KAZ",0,NA,NA,0,NA,NA,51.0143954042,44.4744157339,114144,6377.69292970303,0.4,0.42
8493,"Canadian Exclusive Economic Zone","200NM",2169,"Canada","CAN",0,NA,NA,0,NA,NA,2169,"Canada","CAN",0,NA,NA,0,NA,NA,-89.9420053901,68.5877668132,5708318,36802.0730904932,0.73,0.81
8482,"Myanmar Exclusive Economic Zone","200NM",2219,"Myanmar","MMR",0,NA,NA,0,NA,NA,2219,"Myanmar","MMR",0,NA,NA,0,NA,NA,94.6555236052,14.9965138141,499284,1134.91135864142,0.51,0.54
8449,"Tokelau Exclusive Economic Zone","200NM",8675,"Tokelau","TKL",0,NA,NA,0,NA,NA,2227,"New Zealand","NZL",0,NA,NA,0,NA,NA,-172.084954608,-8.63257349086,321889,34960.2348538501,0.79,1.4
48945,"Overlapping claim Glorioso Islands: France / Madagascar","Overlapping claim",7963,"Madagascar","MDG",8607,"Glorioso Islands","FRA",0,NA,NA,7963,"Madagascar","MDG",17,"France","FRA",0,NA,NA,47.0968966657,-11.6181023305,43678,405.080617111262,0.93,1.11
8341,"Ile Europa Exclusive Economic Zone","200NM",8612,"Europa Island","ATF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,40.109277452,-23.5368181698,128236,32671.7550857999,1.2,1.39
8368,"Overlapping claim Western Saharan Exclusive Economic Zone","Overlapping claim",8617,"Western Sahara","ESH",2221,"Morocco","MAR",0,NA,NA,8617,"Western Sahara","ESH",2221,"Morocco","MAR",0,NA,NA,-17.695380154,23.3424020215,284730,10359.2557180985,0.857541062801932,0.974311698113208
8461,"Surinamese Exclusive Economic Zone","200NM",2182,"Suriname","SUR",0,NA,NA,0,NA,NA,2182,"Suriname","SUR",0,NA,NA,0,NA,NA,-54.7761735987,7.58813113755,133870,2494.02025291289,0.857541062801932,0.974311698113208
48948,"Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu","Overlapping claim",2261,"New Caledonia","NCL",2202,"Vanuatu","VUT",0,NA,NA,17,"France","FRA",2202,"Vanuatu","VUT",0,NA,NA,172.036551979,-23.2791119381,187632,32671.7550857999,1.2,1.39
5687,"Polish Exclusive Economic Zone","200NM",2244,"Poland","POL",0,NA,NA,0,NA,NA,2244,"Poland","POL",0,NA,NA,0,NA,NA,17.290603293,54.9085653054,29847,11650.3951555759,1.04,1.07
8462,"French Guiana Exclusive Economic Zone","200NM",8683,"French Guiana","GUF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,-51.7545176305,6.69126970147,132120,32671.7550857999,1.2,1.39
8477,"Democratic Republic of the Congo Exclusive Economic Zone","200NM",2198,"Democratic Republic of the Congo","COD",0,NA,NA,0,NA,NA,2198,"Democratic Republic of the Congo","COD",0,NA,NA,0,NA,NA,10.7325554821,-6.40152598619,13431,347.005807691069,1.2,1.49
8476,"Gabonese Exclusive Economic Zone","200NM",2104,"Gabon","GAB",0,NA,NA,0,NA,NA,2104,"Gabon","GAB",0,NA,NA,0,NA,NA,8.73897075276,-3.06254123261,202654,5008.44195535603,0.79,0.92
8480,"Indian Exclusive Economic Zone","200NM",2128,"India","IND",0,NA,NA,0,NA,NA,2128,"India","IND",0,NA,NA,0,NA,NA,76.0853171614,14.5979955792,1665413,1678.49926188949,0.81,0.97
8432,"Peruvian Exclusive Economic Zone","200NM",2257,"Peru","PER",0,NA,NA,0,NA,NA,2257,"Peru","PER",0,NA,NA,0,NA,NA,-78.8847754645,-11.8994040658,857983,5419.92144474952,0.88,0.99
26582,"Overlapping claim: Sudan / Egypt","Overlapping claim",2183,"Sudan","SDN",3868,"Egypt","EGY",0,NA,NA,2183,"Sudan","SDN",3868,"Egypt","EGY",0,NA,NA,36.8791693772,22.6116408335,19784,2240.72358006821,0.61,0.95
8393,"Beninese Exclusive Economic Zone","200NM",2139,"Benin","BEN",0,NA,NA,0,NA,NA,2139,"Benin","BEN",0,NA,NA,0,NA,NA,2.42123297004,4.84154943849,35648,686.742052655336,0.72,0.72
5692,"Slovenian Exclusive Economic Zone","200NM",2188,"Slovenia","SVN",2188,"Slovenia","SVN",0,NA,NA,2188,"Slovenia","SVN",2188,"Slovenia","SVN",0,NA,NA,13.5789620717,45.5628748746,214,18407.2383869235,1.21,1.32
22756,"Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)","200NM",25135,"Islas San Félix and San Ambrosio","CHL",0,NA,NA,0,NA,NA,2165,"Chile","CHL",0,NA,NA,0,NA,NA,-79.9908635581,-26.3309136903,451791,11353.3045916759,0.65,1.03
21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM",15120,"Easter Island","CHL",0,NA,NA,0,NA,NA,2165,"Chile","CHL",0,NA,NA,0,NA,NA,-107.438687937,-26.8240003679,731040,11353.3045916759,0.65,1.03
48982,"Overlapping claim: Puerto Rico / Dominican Republic","Overlapping claim",8641,"Puerto Rico","PRI",8640,"Dominican Republic","DOM",0,NA,NA,2204,"United States","USA",8640,"Dominican Republic","DOM",0,NA,NA,-66.8412519674,20.8944771349,18348,51484.941242542,0.65,0.71
8452,"Johnston Atoll Exclusive Economic Zone","200NM",8678,"Johnston Atoll","UMI",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-169.506117311,16.7510914393,443931,51484.941242542,0.65,0.71
8323,"Australian Exclusive Economic Zone","200NM",2147,"Australia","AUS",0,NA,NA,0,NA,NA,2147,"Australia","AUS",0,NA,NA,0,NA,NA,138.083586329,-27.3692276503,6881490,41489.4767632325,0.92,0.93
8311,"Australian Exclusive Economic Zone (Macquarie Island)","200NM",8592,"Macquarie Island","AUS",0,NA,NA,0,NA,NA,2147,"Australia","AUS",0,NA,NA,0,NA,NA,158.649874215,-54.8781774068,473522,41489.4767632325,0.92,0.93
8339,"Juan de Nova Exclusive Economic Zone","200NM",8610,"Juan de Nova Island","ATF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,42.0942817109,-17.3066334276,62982,32671.7550857999,1.2,1.39
8340,"Bassas da India Exclusive Economic Zone","200NM",31136,"Bassas da India","ATF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,39.42517963,-20.8605425261,121042,32671.7550857999,1.2,1.39
8464,"Brazilian Exclusive Economic Zone","200NM",2143,"Brazil","BRA",0,NA,NA,0,NA,NA,2143,"Brazil","BRA",0,NA,NA,0,NA,NA,-39.4442325948,-11.0979857632,3216502,8397.11814360887,0.95,1.02
8381,"Brazilian Exclusive Economic Zone (Trindade)","200NM",8622,"Trindade","BRA",0,NA,NA,0,NA,NA,2143,"Brazil","BRA",0,NA,NA,0,NA,NA,-29.0964357789,-20.5027699013,473819,8397.11814360887,0.95,1.02
8456,"United States Exclusive Economic Zone","200NM",2204,"United States","USA",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-95.8160986924,34.759366767,2452565,51484.941242542,0.65,0.71
8463,"United States Exclusive Economic Zone (Alaska)","200NM",8684,"Alaska","USA",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-119.976599431,59.0116992673,3664694,51484.941242542,0.65,0.71
8450,"Kiribati Exclusive Economic Zone (Phoenix Islands)","200NM",8658,"Phoenix Group","KIR",0,NA,NA,0,NA,NA,2116,"Kiribati","KIR",0,NA,NA,0,NA,NA,-172.453965248,-3.73181210892,749075,3037.31490727359,0.857541062801932,0.974311698113208
8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM",8657,"Line Group","KIR",0,NA,NA,0,NA,NA,2116,"Kiribati","KIR",0,NA,NA,0,NA,NA,-154.726337182,-3.82154491972,1648238,3037.31490727359,0.857541062801932,0.974311698113208
8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM",17597,"Gilbert Islands","KIR",0,NA,NA,0,NA,NA,2116,"Kiribati","KIR",0,NA,NA,0,NA,NA,172.782142391,-0.259123609503,1057946,3037.31490727359,0.857541062801932,0.974311698113208
8426,"Colombian Exclusive Economic Zone","200NM",2175,"Colombia","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-78.0622198147,8.60754392884,721281,5226.94263923089,0.64,0.68
33183,"Colombian Exclusive Economic Zone (Quitasueño)","200NM",5765,"Quitasueño Bank","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-80.301848623,14.3808745442,2848,5226.94263923089,0.64,0.68
33184,"Colombian Exclusive Economic Zone (Serrana)","200NM",5770,"Serrana Bank","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-81.1608804118,14.3036190524,3703,5226.94263923089,0.64,0.68
48984,"Colombian Exclusive Economic Zone (Serranilla)","200NM",5772,"Serranilla Bank","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-79.8556192108,15.7971921556,1558,5226.94263923089,0.64,0.68
48985,"Colombian Exclusive Economic Zone (Bajo Nuevo)","200NM",48983,"Bajo Nuevo Bank","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-78.6333303458,15.8499938828,1556,5226.94263923089,0.64,0.68
8403,"Ecuadorian Exclusive Economic Zone (Galapagos)","200NM",5660,"Galapagos","ECU",0,NA,NA,0,NA,NA,2166,"Ecuador","ECU",0,NA,NA,0,NA,NA,-90.8317420492,-0.0418391859923,845194,5021.30125538899,0.29,0.61
8431,"Ecuadorian Exclusive Economic Zone","200NM",2166,"Ecuador","ECU",0,NA,NA,0,NA,NA,2166,"Ecuador","ECU",0,NA,NA,0,NA,NA,-82.2086358617,-0.965562767606,237350,5021.30125538899,0.29,0.61
8367,"Moroccan Exclusive Economic Zone","200NM",2221,"Morocco","MAR",0,NA,NA,0,NA,NA,2221,"Morocco","MAR",0,NA,NA,0,NA,NA,-9.85198239917,32.7813948464,280604,2617.26253274653,0.86,0.99
8466,"Argentinean Exclusive Economic Zone","200NM",2149,"Argentina","ARG",0,NA,NA,0,NA,NA,2149,"Argentina","ARG",0,NA,NA,0,NA,NA,-62.159504061,-47.0899881567,1069356,12365.9012994312,1,1.1
8483,"Malaysian Exclusive Economic Zone","200NM",2230,"Malaysia","MYS",0,NA,NA,0,NA,NA,2230,"Malaysia","MYS",0,NA,NA,0,NA,NA,109.118299052,5.17569257458,513039,7804.05209815735,0.44,0.45
49000,"Overlapping claim Melilla: Spain / Morocco","Overlapping claim",36288,"Melilla","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-2.91697413963,35.3167225459,27,23216.4082585691,1.13,1.26
