"eez_code","eez_name","eez_type","ter1_code","ter1_name","ter1_iso","ter2_code","ter2_name","ter2_iso","ter3_code","ter3_name","ter3_iso","sov1_code","sov1_name","sov1_iso","sov2_code","sov2_name","sov2_iso","sov3_code","sov3_name","sov3_iso","long_dd","lat_dd","area_sqkm","income_usd_yr","diesel_usd_l","gas_usd_l"
5693,"Spanish Exclusive Economic Zone","200NM",2185,"Spain","ESP",0,NA,NA,0,NA,NA,2185,"Spain","ESP",0,NA,NA,0,NA,NA,-4.1580121227,41.7220128715,560957,23216.4082585691,1.13,1.26
49001,"Overlapping claim Alhucemas Islands: Spain / Morocco","Overlapping claim",48995,"Alhucemas Islands","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-3.87866392126,35.2342198016,14,23216.4082585691,1.13,1.26
48998,"Overlapping claim Perejil Island: Spain / Morocco","Overlapping claim",48994,"Perejil Island","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-5.42010724928,35.9146475632,1,23216.4082585691,1.13,1.26
49002,"Overlapping claim Ceuta: Spain / Morocco","Overlapping claim",14864,"Ceuta","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-5.30551056856,35.8690940329,33,23216.4082585691,1.13,1.26
48999,"Overlapping claim Peñón de Vélez de la Gomera: Spain / Morocco","Overlapping claim",48996,"Peñón de Vélez de la Gomera","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-4.30608787347,35.1852507289,4,23216.4082585691,1.13,1.26
48997,"Overlapping claim Chafarinas Islands: Spain / Morocco","Overlapping claim",5363,"Chafarinas Islands","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-2.45355923256,35.1699044911,26,23216.4082585691,1.13,1.26
49003,"Overlapping claim South China Sea","Overlapping claim",8603,"China","CHN",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,114.101760286,13.141789515,340115,10359.2557180985,0.857541062801932,0.974311698113208
33176,"Overlapping claim: Kenya / Somalia","Overlapping claim",2118,"Kenya","KEN",2187,"Federal Republic of Somalia","SOM",0,NA,NA,2118,"Kenya","KEN",2187,"Federal Republic of Somalia","SOM",0,NA,NA,43.9048951312,-2.28223541874,50453,1320.79389466005,0.82,0.95
50167,"Joint regime area Croatia / Slovenia","Joint regime",2160,"Croatia","HRV",0,NA,NA,0,NA,NA,2160,"Croatia","HRV",0,NA,NA,0,NA,NA,13.3093291952,45.4977039042,98,10777.1676244751,1.17,1.26
8327,"South Korean Exclusive Economic Zone","200NM",8600,"South Korea","KOR",0,NA,NA,0,NA,NA,8600,"South Korea","KOR",0,NA,NA,0,NA,NA,127.577123123,35.7407137162,347641,24027.9160451874,1.05,1.22
48955,"Overlapping claim Liancourt Rocks: Japan / South Korea","Overlapping claim",2121,"Japan","JPN",8600,"South Korea","KOR",0,NA,NA,2121,"Japan","JPN",8600,"South Korea","KOR",0,NA,NA,131.866326448,37.2423340541,1623,31107.4489466499,0.88,1.06
50170,"Overlapping claim Qatar / Saudi Arabia / United Arab Emirates","Overlapping claim",8468,"Qatar","QAT",2215,"Saudi Arabia","SAU",2206,"United Arab Emirates","ARE",8468,"Qatar","QAT",2215,"Saudi Arabia","SAU",2206,"United Arab Emirates","ARE",51.5998589667,24.6924308492,126,47932.6540405274,0.38,0.4
