"","ID","LABEL","sumareafish","fishphiavg"
"1",1,"Australian Tropical Territories",1232895.10278,3.45159547631341
"2",2,"Australian Southern Ocean Territories",892389.725589999,3.435940201391
"3",3,"New Caledonia",1429227.28729,3.39347647221757
"4",4,"Vanuatu",642600.84031,3.50843122365917
"5",5,"Solomon Islands",1604616.23102,3.51842138700965
"6",6,"Palau",608196.70747,3.52056586872893
"7",7,"Micronesia",3011783.33961999,3.52439687019005
"8",8,"Nauru",310594.3214,3.53875020175987
"9",9,"Marshall Islands",2004162.12524,3.53263582521355
"10",10,"Taiwan",342955.82893,3.51850493319334
"11",11,"Philippines",1831315.3287,3.51414538257778
"12",12,"Australia",6957265.64169999,3.34753573974865
"13",13,"Papua New Guinea",2405182.13298,3.52223776754324
"14",14,"Fiji",1287284.47727,3.46513812504981
"15",15,"Tuvalu",756270.01329,3.52083850522515
"16",16,"South Korea",325427.15205,3.26213479483565
"17",17,"North Korea",113994.91015,3.3458711339675
"18",18,"Cambodia",47959.34022,3.45475026442025
"19",19,"Thailand",306288.12841,3.45494139742285
"20",20,"Comoros",165689.3117,3.5404201613815
"21",21,"French Indian Ocean Territories",1006108.6761,3.45769732162919
"22",22,"Seychelles",1340667.82168,3.53120568057428
"23",23,"Mauritius",1280013.46473,3.43485811780287
"24",24,"British Indian Ocean Territory",642742.31329,3.53284915909421
"25",25,"Maldives",921971.55105,3.52250238135852
"26",26,"Sri Lanka",534004.60894,3.53164015686059
"27",27,"Mozambique",575678.00774,3.49425794797502
"28",28,"Madagascar",1205811.76001,3.42730656758357
"29",29,"Kenya",112630.83117,3.54495893135439
"30",30,"Somalia",836296.56231,3.53499295343311
"31",31,"Eritrea",79333.15676,3.4130625362766
"32",32,"Djibouti",7019.50502,3.47044080741032
"33",33,"Yemen",548463.67147,3.48373760265107
"34",34,"Oman",539551.74702,3.38091274263668
"35",35,"Sudan",66880.91465,3.44128360303626
"36",36,"Saudi Arabia",220764.21884,3.42622579887534
"37",37,"Kuwait",11709.07232,3.44125945197786
"38",38,"Bahrain",7664.86633,3.45230673967676
"39",39,"Pakistan",222853.12852,3.46216962621609
"40",40,"United Arab Emirates",53882.86629,3.49629019574589
"41",41,"Cape Verde",800961.50233,3.34930329588794
"42",42,"Belgium",3439.88931,3.26317839165938
"43",43,"Gibraltar",461.09712,3.2697626521156
"44",44,"Tunisia",101526.07553,3.32996204159645
"45",45,"Morocco",274444.48185,3.26150305650954
"46",46,"Western Sahara",301623.88652,3.27875681267741
"47",47,"Mauritania",156519.7667,3.33660549717973
"48",48,"Gambia",22344.87123,3.41841398584172
"49",49,"Senegal",157689.10201,3.42069596002522
"50",50,"Libya",354512.0755,3.35075881899253
"51",51,"Malta",55608.48733,3.3482455026985
"52",52,"Latvia",27730.45066,3.42176833292412
"53",53,"Estonia",33045.2936,3.32062595981479
"54",54,"Bulgaria",35090.53878,3.20011490654283
"55",55,"Romania",29056.10488,3.24787991699133
"56",56,"Russia",2776990.59022,2.83516466234972
"57",57,"Georgia",23066.20877,3.20686977037886
"58",58,"Ukraine",130452.0602,3.26799828525545
"59",59,"Turkey",254853.96728,3.233992067357
"60",60,"Syria",10354.59953,3.34474161373919
"61",61,"Lebanon",19294.46926,3.35413525750281
"62",62,"Israel",27395.98059,3.3559607333755
"63",63,"Greece",493973.86863,3.30390364523252
"64",64,"Cyprus",78887.77886,3.35615825711925
"65",65,"Albania",11144.92698,3.24649964845078
"66",66,"Algeria",127318.69568,3.28277335737936
"67",67,"French Southern Ocean Territories",1651118.05023,3.33823874619221
"68",68,"British Southern Ocean Territories",3098302.79979,3.23919226136845
"69",69,"Sierra Leone",160655.66814,3.54202572601312
"70",70,"Liberia",248264.12094,3.53177083878959
"71",71,"Togo",15555.04148,3.54376404068815
"72",72,"Benin",30494.41351,3.54162804570381
"73",73,"Republic of the Congo",40909.27005,3.51597858677295
"74",74,"Namibia",562616.20921,3.29304973367736
"75",75,"South Africa",1543644.8698,3.30872388696695
"76",76,"Sao Tome and Principe",131701.73819,3.51784592644913
"77",77,"Equatorial Guinea",310565.50283,3.51936350462959
"78",78,"Ghana",227366.29124,3.54053265902382
"79",79,"Clipperton Island",434035.60948,3.54427828078097
"80",80,"Bahamas",598002.7933,3.5172404369729
"81",81,"Cuba",366241.23349,3.53005166871261
"82",82,"Haiti",124083.15623,3.49668006207541
