"","ID","LABEL","sumareafish","fishphiavg"
"1",1,"Australian Tropical Territories",1232895.10278,3.42725655122482
"2",2,"Australian Southern Ocean Territories",892389.725589999,3.44079649568856
"3",3,"New Caledonia",1429227.28729,3.36346792939453
"4",4,"Vanuatu",642600.84031,3.47503358629366
"5",5,"Solomon Islands",1604616.23102,3.5353291089811
"6",6,"Palau",608196.70747,3.54253791457006
"7",7,"Micronesia",3011783.33961999,3.54548710035331
"8",8,"Nauru",310594.3214,3.52219561580843
"9",9,"Marshall Islands",2004162.12524,3.52713048934282
"10",10,"Taiwan",342955.82893,3.5351765989078
"11",11,"Philippines",1831315.3287,3.53936176816225
"12",12,"Australia",6957265.64169999,3.3483085998018
"13",13,"Papua New Guinea",2405182.13298,3.54282807940019
"14",14,"Fiji",1287284.47727,3.4418236892119
"15",15,"Tuvalu",756270.01329,3.53891344193798
"16",16,"South Korea",325427.15205,3.2587068707038
"17",17,"North Korea",113994.91015,3.34625217453188
"18",18,"Cambodia",47959.34022,3.51936078540192
"19",19,"Thailand",306288.12841,3.51604217594319
"20",20,"Comoros",165689.3117,3.50607877460903
"21",21,"French Indian Ocean Territories",1006108.6761,3.40788691251802
"22",22,"Seychelles",1340667.82168,3.5313486348341
"23",23,"Mauritius",1280013.46473,3.39508328639382
"24",24,"British Indian Ocean Territory",642742.31329,3.54106912895571
"25",25,"Maldives",921971.55105,3.54776666824061
"26",26,"Sri Lanka",534004.60894,3.54705594596477
"27",27,"Mozambique",575678.00774,3.45459322262895
"28",28,"Madagascar",1205811.76001,3.39663486327975
"29",29,"Kenya",112630.83117,3.49791355860073
"30",30,"Somalia",836296.56231,3.47636447967711
"31",31,"Eritrea",79333.15676,3.40108268798931
"32",32,"Djibouti",7019.50502,3.51708554878062
"33",33,"Yemen",548463.67147,3.40769118496991
"34",34,"Oman",539551.74702,3.36985278369704
"35",35,"Sudan",66880.91465,3.40851197597805
"36",36,"Saudi Arabia",220764.21884,3.4324460218894
