"","ID","CountryYieldCumSum","CountryAreaCumSum","MaxPhi","averagePhi","averageWeightedPhi","MaxDevPerCountry","MaxProdPerCountry","OnePercentDevPerCountry","ProdPerCountryOnePercent","LABEL","MarFishProdMT","MarMolluscProdMT"
"165",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Singapore",3636,459
"166",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kiribati",NA,NA
"167",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Antarctica",NA,NA
"168",164,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jordan",NA,NA
"169",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saint Pierre and Miquelon",NA,5
"170",168,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sweden",3122,1702
"171",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Norway",1245399,2363
"172",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,"East Timor",NA,NA
"173",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bosnia and Herzegovina",109,50
"174",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deleted",NA,NA
"175",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arctic",NA,NA
"176",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic",NA,NA
"177",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic",NA,NA
"178",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic",NA,NA
"179",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indian",NA,NA
"180",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific",NA,NA
"181",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific",NA,NA
"182",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific",NA,NA
"183",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic",NA,NA
"184",184,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Indian",NA,NA
"185",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pacific",NA,NA
"186",186,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclaimed",NA,NA
