"","ID","CountryYieldCumSum","CountryAreaCumSum","MaxPhi","averagePhi","averageWeightedPhi","MaxDevPerCountry","MaxProdPerCountry","OnePercentDevPerCountry","ProdPerCountryOnePercent","LABEL","MarFishProdMT","MarMolluscProdMT"
"18",19,1368.68224935312,0.838358090708111,3.50265955776138,3.43665572778464,3.43663340381279,105392.788131735,154074284.738964,1053.92788131735,1661859.05641206,"Thailand",NA,217467
"19",20,1412.63882048832,0.835747094901777,3.52362457125636,3.48989194770777,3.48988824266772,759.60296881565,1214550.30830664,7.5960296881565,12714.2329082111,"Comoros",NA,NA
"20",21,1360.12337759124,0.796128035981849,3.53009796541498,3.48681720226749,3.48693993436141,3265.93171244697,5197323.78482486,32.6593171244697,55561.181576056,"French Indian Ocean Territories",139,NA
"21",22,1450.55595801059,0.844800515999781,3.53315091443592,3.49139600942138,3.49137383305376,34049.3674121303,54565118.5783596,340.493674121304,575661.245455055,"Seychelles",NA,NA
"22",23,1434.11182914104,0.84093439970712,3.52901642625099,3.46574454046265,3.46605847797024,25751.9308069799,39613049.2706647,257.519308069799,434427.470828671,"Mauritius",403,3
"23",24,1454.46783282049,0.851109203505263,3.53027038424955,3.50488729727698,3.50489160638265,1009.6060928146,1654545.30557244,10.096060928146,254133.958042062,"British Indian Ocean Territory",NA,NA
"24",25,1446.07275488845,0.852614812058407,3.52568986729648,3.49535080609452,3.49533864748845,18238.5938852533,29422028.8223707,182.385938852533,308163.627377676,"Maldives",NA,NA
"25",26,1420.58179024738,0.84359477171385,3.52136140572654,3.44962690152826,3.44967151344306,4050.91182589397,6059463.31619708,40.5091182589397,254475.95531524,"Sri Lanka",NA,NA
"26",27,1411.97659582208,0.797072557548387,3.55214209867277,3.47906387742221,3.48007148207073,5113.70385246217,8072392.74668083,51.1370385246217,511676.256157001,"Mozambique",130,NA
"27",28,1422.66692954042,0.835433578268976,3.52813747425205,3.44122451947717,3.44224720947018,38982.5457994607,57701900.7824546,389.825457994607,785526.121043356,"Madagascar",NA,NA
"28",29,1462.3268167384,0.853764802975913,3.53164974397224,3.4973558202263,3.49735648078199,2727.47042925914,4416412.32815809,27.2747042925914,49599.1145531169,"Kenya",NA,NA
"29",30,1464.28586056593,0.852847170868415,3.53311504346355,3.48408183705513,3.48426457433369,14748.6700003472,23392252.4160394,147.486700003472,350649.536865372,"Somalia",NA,NA
"30",31,1350.75597961371,0.82680706393226,3.50307483577333,3.47608777407245,3.47611598908728,2595.11607584643,4054129.86840229,25.9511607584643,230103.82894661,"Eritrea",NA,NA
"31",32,1352.24157360536,0.83769854421968,3.4958665756054,3.42617323154764,3.42617414439164,1201.58797052935,1725923.45849691,12.0158797052935,18926.2322562527,"Djibouti",NA,NA
"32",33,1432.30506898885,0.833964257871934,3.53330157295882,3.47694437833384,3.47701534973879,25505.592782701,39938901.6433337,255.05592782701,433350.244460677,"Yemen",NA,NA
"33",34,1351.73368197316,0.801683819759413,3.52213563539878,3.38134132539901,3.38101646546164,8637.9670104272,11520412.7282578,86.379670104272,299101.119514663,"Oman",NA,NA
"34",35,1266.56233003671,0.798187323082472,3.48558463691466,3.4384887819011,3.43843704014895,7958.17709076948,11669168.0322513,79.5817709076948,123955.502564191,"Sudan",NA,NA
"35",36,1472.51743454843,0.775172439328972,3.59502799330365,3.44868614066219,3.44797970703526,11106.7540435448,16578423.3523333,111.067540435448,630155.57765921,"Saudi Arabia",1997,NA
"36",37,1204.73244380896,0.746826422093837,3.49545775856133,3.31427617028138,3.31441630786269,2620.98861677443,3132680.73501516,26.2098861677443,41318.329138872,"Kuwait",NA,NA
"37",38,1344.12636375874,0.769700557992671,3.54342343458398,3.49524623201667,3.49524380905711,1061.13658512455,1711917.09343617,10.6113658512455,17473.9252283622,"Bahrain",2,NA
"38",39,1325.60284682985,0.774701219909743,3.5310531402855,3.45236473185623,3.45240232485088,11742.5076594934,17650816.1846351,117.425076594934,197524.052844045,"Pakistan",NA,NA
"39",40,1476.49433953386,0.778587492521065,3.59397878711714,3.54236063634756,3.54235228039044,10030.1275961095,17492173.0731427,100.301275961095,184795.595889205,"United Arab Emirates",380,NA
"40",41,1033.77919976673,0.826523201183087,3.34593471022598,3.30627600379137,3.30629271065792,2480.00733071696,2894428.68154684,24.8000733071696,30842.2710376875,"Cape Verde",NA,NA
"41",44,919.224714980835,0.712914826480895,3.36346973329818,3.24085749495216,3.2410147793426,22998.1166661958,23909647.8051774,229.981166661958,279962.949445923,"Tunisia",630,NA
"42",45,873.088513675232,0.755356174607238,3.3008788741305,3.23489837575966,3.23500416102803,21381.0287475683,21980792.2382926,213.810287475683,234726.2629484,"Morocco",170,NA
"43",46,865.497251898861,0.76665310868891,3.28753306325469,3.23276257919315,3.23274648674518,9052.02691138402,9268106.23475376,90.5202691138402,98797.4112786089,"Western Sahara",NA,NA
"44",47,1147.04350805068,0.821379412582829,3.40990033841509,3.31028785353549,3.31055328162132,2905.16029447274,3421053.46215033,29.0516029447274,188696.095812809,"Mauritania",NA,NA
"45",48,1407.59296904738,0.832834410299337,3.52357182824109,3.47547447629959,3.47547796364297,905.002387546071,1413149.96442518,9.05002387546071,30829.2846916618,"Gambia",NA,NA
"46",49,1430.3152518983,0.834397174955917,3.53214266687423,3.43596933116328,3.43619926579468,10481.514752376,15353846.5764347,104.81514752376,175850.272565339,"Senegal",NA,190
"47",50,934.31648494424,0.73884458824266,3.35225281657485,3.29058045067724,3.29073353120927,11962.5864597075,13589470.5488904,119.625864597075,415431.788090881,"Libya",NA,NA
"48",51,828.360717361486,0.705007429736617,3.31018967312887,3.28932751701868,3.28934142526996,281.454865753158,318831.118454702,2.81454865753158,2484.91712705508,"Malta",3939,NA
"49",52,586.282117996953,0.477345663886009,3.33549417336437,2.59214784854452,2.59675193507971,167.721156867697,69540.4156752205,1.67721156867697,1758.97317899271,"Latvia",NA,NA
"50",53,516.130630700371,0.434173572267324,3.31683693018699,2.47061250019109,2.47119699945229,605.09245401722,160893.33487747,6.0509245401722,6712.37579690655,"Estonia",NA,NA
"51",55,1131.26291259515,0.607986340315318,3.58226028556078,3.44836291291035,3.44833002419357,274.136925048952,409936.306385415,2.74136925048952,4525.05165038061,"Romania",NA,2
"52",56,958.671355833507,0.581924667398551,3.50810992491945,2.88090874383075,2.86621061572769,24041.9712345241,15841948.7085648,240.419712345241,572056.682616797,"Russia",22550,2329
"53",57,871.539282438848,0.627148710080731,3.40704189046198,3.36947298874399,3.36938835385378,549.08304913582,716410.828149196,5.4908304913582,6940.58110311732,"Georgia",NA,NA
"54",58,1139.11367124179,0.593302914287727,3.60161736733685,3.15948823947488,3.16072977392417,3694.55703479159,3677600.93375491,36.9455703479159,148421.066333996,"Ukraine",NA,70
"55",59,1000.90759858577,0.638345444255296,3.47844357786849,3.35490277988128,3.35526169981609,2397.29103506207,3071980.33445883,23.9729103506207,36493.5153428308,"Turkey",110844,NA
"56",60,1006.49801353096,0.703600085354436,3.4240290876228,3.37477926822565,3.3748953765625,148.506775440541,195808.372016716,1.48506775440541,2013.19773156088,"Syria",NA,NA
"57",61,1009.83099429666,0.704304503916833,3.4253856770442,3.36826798993807,3.36816154299642,130.175870055679,169554.858703205,1.30175870055679,1010.03273643372,"Lebanon",NA,NA
"58",62,1095.37532140474,0.728917952407129,3.45313914040232,3.40036529997384,3.40037189767935,176.468002963709,242630.674248336,1.76468002963709,3287.09996342173,"Israel",2530,NA
"59",63,828.914538717849,0.696402109111973,3.3175632739282,3.24182776019189,3.24180232722056,740.742038899145,770944.310530633,7.40742038899145,15325.0247692714,"Greece",123740,17500
"60",64,958.259658215856,0.697767732143499,3.4001147583004,3.35611013427512,3.35608391603795,521.535126661923,664714.624243375,5.21535126661923,6695.80667872743,"Cyprus",5265,NA
"61",65,719.833978989829,0.646623917745563,3.27962623762173,3.23599044271595,3.23597552491785,1603.15163263219,1651217.63654684,16.0315163263219,17754.4601113883,"Albania",670,NA
"62",66,738.12620114474,0.684766028784933,3.26152053844335,3.2220431544739,3.22201342018753,185.622301480028,186424.04344997,1.85622301480028,17734.1394266582,"Algeria",NA,NA
"63",67,941.435778305546,0.574505847378537,3.50490969636287,3.42817425190948,3.42894344554248,44911.275321145,65453539.7762016,449.11275321145,732763.719362615,"French Southern Ocean Territories",NA,NA
"64",68,814.752949559574,0.49839830120594,3.50345831266667,3.43194304621623,3.43085496656255,40352.9760359398,58618641.2962545,403.529760359398,1970191.15103598,"British Southern Ocean Territories",NA,NA
"65",69,1427.9522547501,0.844988598809044,3.5234943304734,3.48605997026271,3.48605033513024,1765.57827227217,2805381.7743465,17.6557827227217,282649.743609782,"Sierra Leone",NA,NA
"66",70,1418.98784402401,0.849169283894703,3.51670005715654,3.47095164900334,3.47094021092879,12230.9256892945,18947727.7433661,122.309256892945,201228.525841539,"Liberia",NA,NA
"67",71,1335.33091883629,0.85002818567869,3.4795686328747,3.45269028839776,3.45269027797606,651.138411234148,977928.415779371,6.51138411234148,9344.94204028041,"Togo",NA,NA
"68",72,1370.2078044432,0.849988893049772,3.49504601065583,3.47108381762963,3.47108394076691,379.022359269426,587116.84366546,3.79022359269426,17807.0059995628,"Benin",NA,NA
"69",73,1411.19522405415,0.851511521346571,3.51171159715194,3.46984516596936,3.46984311743183,3078.88347649539,4763215.18805438,30.7888347649539,50304.0637447119,"Republic of the Congo",NA,NA
"70",74,825.845316649896,0.772962086011543,3.25655895144928,3.23617693123571,3.23617783559878,1329.43238478322,1369697.34675723,13.2943238478322,671025.853606994,"Namibia",NA,345
"71",75,915.951101275571,0.589712337740318,3.47279714129664,3.24249163308297,3.2417745189444,62231.9183450974,64852032.3940529,622.319183450974,947494.030679632,"South Africa",50,2205
"72",76,1344.14847033187,0.854400654326996,3.48043617532239,3.44699030992551,3.44698975802675,440.958264745894,656087.173213116,4.40958264745894,15956.9188439435,"Sao Tome and Principe",NA,NA
"73",77,1449.45634382232,0.854239919896565,3.52595213183492,3.48603470261274,3.48603651958103,6499.11963911074,10325698.6592331,64.9911963911074,109306.487353218,"Equatorial Guinea",NA,NA
"74",78,1351.57419107228,0.852341315948795,3.4851772976783,3.44777122435994,3.44778118841543,444.643336336234,662550.483760781,4.44643336336234,82910.7258642369,"Ghana",NA,NA
"75",80,1341.60403219416,0.768237604358981,3.54343814837125,3.4885530998946,3.48855497203534,10771.445075099,17185293.8771838,107.71445075099,955194.776916595,"Bahamas",NA,NA
"76",81,1333.05135625013,0.795675661100669,3.51826765916844,3.45370555993743,3.45364829111259,8060.69194513202,12129503.8262581,80.6069194513202,554082.549380863,"Cuba",NA,1519
"77",82,1386.73432703591,0.812336830736272,3.52962555136437,3.48225858409508,3.48229326416733,939.230314291893,1483232.76520072,9.39230314291893,34430.4637847792,"Haiti",NA,NA
"78",83,1396.35407906227,0.813296276504886,3.5331040260696,3.49195609783346,3.49193479019157,746.127889406136,1197242.82784598,7.46127889406136,89407.6334226831,"Dominican Republic",350,NA
"79",84,1360.97419556649,0.812491061148871,3.51815698625426,3.50091163343246,3.50091376892465,139.071239196506,226424.754007813,1.39071239196506,16333.1735841559,"USA Caribbean Territories",NA,NA
"80",85,1379.10652244635,0.795584984743394,3.53893016215926,3.48371527681874,3.48496160981278,1509.79474992759,2399891.18882803,15.0979474992759,94686.0393994381,"British Caribbean Territories",NA,NA
"81",87,1299.31416461608,0.814771625565258,3.48855989860568,3.45386408947356,3.45386387203675,1706.13596105087,2567533.63533031,17.0613596105087,25969.9280659141,"Antigua and Barbuda",NA,NA
"82",88,1317.88881572657,0.830779024953042,3.48540744322626,3.46081701421555,3.46082172211833,258.151103043952,393100.71434,2.58151103043952,3953.6664471797,"Saint Lucia",NA,NA
"83",89,1277.77840685555,0.823407741151231,3.47225929447419,3.45129585166009,3.45129822171277,239.043652552073,358280.756835457,2.39043652552073,2555.55681371111,"Dominica",NA,NA
"84",91,1353.53464969725,0.835354803625612,3.4981244045306,3.47631273112574,3.47631342263775,196.289267895761,306701.458312665,1.96289267895761,9471.68443381274,"Grenada",NA,NA
"85",92,1425.43244812835,0.842002399645843,3.52456858075498,3.49308077636723,3.49308484003639,7062.06120983045,11348533.6135983,70.6206120983045,116638.153094565,"Trinidad and Tobago",NA,NA
"86",93,1330.84871315754,0.83333407061268,3.48943131560258,3.47462132124224,3.47462224180258,1266.09188194418,1972680.83784439,12.6609188194418,19963.073192958,"Saint Vincent and the Grenadines",NA,NA
"87",95,1469.03390956676,0.846601352681728,3.53954856906629,3.47816734518557,3.47815401380139,4985.75193108216,7822417.84317219,49.8575193108216,335997.408443303,"Panama",980,NA
"88",96,1433.13871527502,0.839847023998601,3.5293894399295,3.49274202968319,3.49273525479847,287.316584409522,461641.802334366,2.87316584409522,102963.246193868,"Costa Rica",NA,NA
"89",97,1432.76512437706,0.837376402790084,3.53101834695001,3.48937850180749,3.48936719356563,250.442420687096,400035.045222906,2.50442420687096,765717.963382394,"Nicaragua",NA,NA
"90",98,1433.9541025912,0.843932167900682,3.5267926453209,3.45917728769344,3.45896946642464,25743.3701648489,39124088.6727815,257.433701648489,429401.322521756,"Colombia",NA,NA
"91",99,1402.31514087968,0.821310728535197,3.52973867593171,3.49524913007202,3.49523171171689,9132.49643326337,14731477.8510434,91.3249643326337,532872.354725754,"Honduras",150,NA
"92",100,1304.19643736975,0.834718913656772,3.47633105528569,3.43152048682077,3.43152468832489,2731.40465033006,3958185.76343789,27.3140465033006,130655.414769011,"El Salvador",NA,17
"93",101,1396.72232781477,0.798409014404293,3.54449797173997,3.448319148968,3.44970518582971,26273.077502001,39614983.9888626,262.73077502001,4342687.08028109,"Mexico",6965,2662
"94",102,1236.72433757339,0.82277218235235,3.45328806449768,3.41619906464575,3.41619888646618,7608.67352896174,10740984.7171966,76.0867352896174,111420.212605891,"Guatemala",NA,NA
"95",103,1313.91759913558,0.854558075740432,3.46674921382167,3.34999799685917,3.34999742351183,18972.0436305077,23913361.5131437,189.720436305077,276875.38065072,"Ecuador",NA,NA
"96",104,1105.16125420354,0.853287444681806,3.36606069418427,3.24384574121551,3.24400048593791,6978.81254983302,7296540.16188728,69.7881254983302,375593.490941263,"Peru",3,67694
"97",105,1416.19318400612,0.842697710968706,3.5201332522955,3.46163306782735,3.46166148210732,16144.6047426292,24639263.5269253,161.446047426292,749357.30742775,"Venezuela",NA,NA
"98",106,1299.6232376391,0.821241975313811,3.48396404968162,3.45724560675788,3.45725785926033,216.361122341833,327498.568174482,2.16361122341833,23349.0710718993,"French Caribbean Territories",14,NA
"99",107,588.697479665342,0.353424072085684,3.51476887979506,3.20659453718058,3.211152563812,6309.55575325697,6889327.62724354,63.0955575325697,537661.288670357,"Iceland",540,166
"100",109,1426.43348401636,0.83232907228689,3.53199945024645,3.47083638961137,3.47169663420063,18501.2781231066,28783375.4102257,185.012781231066,312002.328340363,"French Polynesia",8,2610
"101",111,1408.18337156835,0.824300137285652,3.53006787046038,3.51051392562284,3.51036383947584,741.98545685091,1227159.13498655,7.4198545685091,12610.0886684043,"USA Pacific Inhabited Territories",NA,NA
"102",112,1413.23705986637,0.83130137628911,3.5271119306734,3.51277316320216,3.51276964736664,555.745850481094,922705.922041358,5.55745850481094,11247.7227264074,"Samoa",NA,NA
"103",113,1412.49039977209,0.827743089565826,3.52939209352241,3.39413190561794,3.39442185257316,5122.50609198224,6980782.4143039,51.2250609198224,86117.5798758535,"Tonga",NA,NA
"104",114,1409.691631571,0.849477271451607,3.51251168767045,3.42340158304782,3.42431777365505,95.2763867386838,137347.175471784,0.952763867386838,2819.29149140277,"USA Pacific Uninhabited Territories",NA,NA
"105",115,1423.27861892375,0.844225611658689,3.52205674168716,3.25533190755519,3.2529368233908,167362.107944657,178125386.507701,1673.62107944657,2424051.18709144,"New Zealand",11415,85141
"106",116,1304.06630984165,0.673604805531867,3.60675649616326,3.34583686275534,3.35919520779663,58335.3850564516,80140491.1813821,583.353850564516,3712820.42960874,"United States",21187,160458
"107",117,1368.27184773254,0.815071036183266,3.51947350191828,3.46109951258815,3.46105214342087,1896.33117718734,2889865.1776814,18.9633117718734,101804.087486703,"Belize",NA,NA
"108",118,1384.00978620771,0.813639056265771,3.52746201452548,3.49941317498898,3.49940517229173,640.160868976495,1039557.40831643,6.40160868976495,85655.2272528268,"Jamaica",NA,NA
"109",119,1431.37125672448,0.845230450366157,3.52476917716361,3.4858711391893,3.48585794664627,9866.18966605341,15668744.4637432,98.6618966605341,478114.881233748,"Guyana",NA,NA
"110",120,1422.32041583291,0.850132179878862,3.51743281504164,3.45729153577484,3.45728107797628,863.528510174054,1308051.99708715,8.63528510174054,442173.670754945,"Suriname",NA,NA
"111",121,1452.11729462453,0.851166467541102,3.52924861846282,3.4810929521935,3.48109496890625,5181.03646636057,8166117.21502203,51.8103646636057,352818.69958793,"French Guiana",NA,NA
"112",122,1490.51070101891,0.854321637271175,3.54285624572,3.40568747248634,3.41137921377462,47542.7178559452,67263752.0871951,475.427178559452,3736686.28386737,"Brazil",NA,19360
"113",123,828.561992569142,0.512349286884685,3.49696266699154,3.34046817817235,3.33439074003883,689.705525045139,851412.788609723,6.89705525045139,8712591.44253499,"Argentina",NA,42
"114",124,789.643039978498,0.687211468481811,3.29752932312985,3.25215360239386,3.25211750759782,13993.6179126323,14834337.5092278,139.936179126323,157312.837523738,"Uruguay",NA,NA
"115",125,413.879545681916,0.381654920493385,3.2648962975,2.16811123762681,2.16872687907025,114.236971134155,12465.3082294877,1.14236971134155,827.879969023382,"Finland",NA,NA
"116",126,635.097204169458,0.386884931031082,3.50596672071795,3.08869391015956,3.13293190407386,6775.43307374658,6989929.8170664,67.7543307374658,103254.478941715,"Denmark",86763,560
"117",127,775.729450765092,0.495664332699351,3.47732128519793,3.23706286471362,3.23854969659096,171.496895581466,190776.661309288,1.71496895581466,8505.44347649858,"Germany",NA,5116
"118",129,684.532469171614,0.499004795955577,3.39946508041817,3.0549241067844,3.05495533458935,134.756694951455,107063.411484342,1.34756694951455,10265.0756475381,"Poland",NA,NA
"119",130,739.912873435925,0.548534167539018,3.389644162441,3.27014134353025,3.2687716658569,354.454153387717,387727.764933145,3.54454153387717,75816.4657327431,"France",6295,156980
"120",131,772.31370613921,0.493634185531798,3.4771368007451,3.31065216028921,3.3110559709818,13756.923376413,16212697.1975482,137.56923376413,592763.076806809,"United Kingdom",156220,28112
"121",132,645.073884811542,0.505148937772703,3.35789317340034,3.2676807026184,3.26724704761543,4575.58524932905,4987475.35790894,45.7558524932905,486749.620826069,"Ireland",9305,24043
"122",133,865.849769586202,0.772537799588779,3.28344621879922,3.24238636984018,3.24348679376905,2158.51208005724,2254720.19004207,21.5851208005724,23968.7537879087,"Spain",41135,163200
"123",134,807.052448967866,0.740586167809318,3.26763991046337,3.23460971704273,3.23500166640532,507.419573687402,521731.840159433,5.07419573687402,18225.3252729721,"Portugal",3802,3173
"124",135,843.902204251198,0.608685031811272,3.40567135407844,3.2362109526893,3.2359130418936,436.135338863891,449362.845612222,4.36135338863892,84156.9612952636,"Italy",6428,79000
"125",137,677.505053595391,0.635942794111298,3.25495390378962,3.23297266331521,3.23296524705761,1853.3024395976,1898163.25615676,18.533024395976,19498.0385532922,"Serbia and Montenegro",100,181
"126",138,662.760995184592,0.60614833552507,3.26951746095256,3.24828569968843,3.2482300606638,1309.03000351017,1378087.50911318,13.0903000351017,14120.9267196984,"Croatia",6784,2000
"127",140,671.296977784336,0.48659786240415,3.4027688469387,2.74436974666709,2.74443755525386,555.745587296857,235804.600381485,5.55745587296857,7247.78138933928,"Lithuania",NA,NA
"128",141,1395.74664925762,0.776266794603327,3.56124092756548,3.52287901815937,3.52296724018645,91.3736237004604,154809.546970328,0.913736237004604,53006.3292557311,"Qatar",NA,NA
"129",142,1348.3919408587,0.750895390525751,3.56045356359456,3.4381903637008,3.43900582535358,1233.44984338805,1831498.94882127,12.3344984338805,132451.661233979,"Iran",NA,NA
"130",143,1106.96144534387,0.741390584956198,3.44931736548026,3.33166338529171,3.33163601751672,131.991743498361,162303.091384671,1.31991743498361,1106.96144534387,"Iraq",NA,NA
"131",144,1446.60300077009,0.836083880836423,3.53779379686983,3.49821253054534,3.49819439971632,13870.418733356,22499103.4720285,138.70418733356,237789.8393042,"Guinea-Bissau",NA,NA
"132",145,1448.84466742807,0.842384051733267,3.53417343507701,3.50017802732834,3.50018421636013,5362.62537826437,8720684.32967468,53.6262537826437,593707.15024095,"Guinea",NA,NA
"133",146,1357.72855181625,0.852397305028519,3.48785964503707,3.43508209572803,3.43508230941964,7448.4070570665,10860630.5865885,74.484070570665,116965.331515024,"Ivory Coast",NA,NA
"134",147,1447.75718320398,0.849641622330369,3.52851248679583,3.48589005056737,3.48587364537126,1600.18694474432,2541222.50345421,16.0018694474432,257871.273881117,"Nigeria",NA,NA
"135",148,1447.63945773836,0.853830669747997,3.52548257416472,3.49070118117284,3.490702324625,5952.75003794878,9529601.69888033,59.5275003794878,98820.1319614283,"Cameroon",NA,NA
"136",149,1417.03791831852,0.854740624551822,3.5119207859858,3.46281563848753,3.46282349103586,3116.31440144872,4764215.64146108,31.1631440144872,429703.738901248,"Gabon",NA,NA
"137",151,1418.27440599979,0.850015106000791,3.51579470200045,3.41344387699576,3.41445392173716,34178.0584285469,48571891.5410488,341.780584285469,561457.540963324,"Angola",NA,NA
"138",152,1448.85371257962,0.85191102828666,3.52735444667839,3.49304022681252,3.49304030911392,11225.4917431285,18046371.2563686,112.254917431285,189289.257624917,"Tanzania",NA,NA
"139",153,1460.55469069512,0.837151637908918,3.54285624572,3.48413944136554,3.48383249336111,266978.775987541,422783408.818147,2669.78775987541,4530417.13131435,"India",NA,13000
"140",154,1364.24226444783,0.793018826970542,3.53430810826222,3.49266631375927,3.49268977808515,13426.8352658987,21564659.4162225,134.268352658987,620510.256418741,"Bangladesh",NA,NA
"141",155,1375.16730676839,0.820307039235385,3.51864114064656,3.45340777433811,3.4533550417058,25215.5019203717,37927339.9192707,252.155019203718,2823726.25805705,"Myanmar",225,NA
"142",156,1455.2543168817,0.851120692090032,3.53059013103544,3.43239906538013,3.43238992305654,184957.562038239,268508440.367101,1849.57562038239,3030113.56795596,"Malaysia",NA,41941
"143",157,1396.2795247824,0.805280327553346,3.53908984821095,3.47883194145166,3.478705110137,49388.341093902,77515560.0738192,493.88341093902,3210435.37163809,"Vietnam",5096,179163
"144",159,1516.11374632552,0.720492367579012,3.65879709472875,3.46369691125107,3.47173102585504,718.031118055315,1150361.38055458,7.18031118055315,902650.235265148,"China",1124581,12728618
"145",160,1358.00963524627,0.776992350239687,3.54393912147942,3.33502133581005,3.33694917609366,77787.1740895045,97773211.1367974,777.871740895045,1338123.84019229,"Japan",242905,332460
"146",161,1421.408373252,0.837870771598353,3.52583572141777,3.47807035539203,3.47805102880498,4472.06157627648,7011728.01801446,44.7206157627648,74396.7320659225,"Kiribati",NA,NA
"147",162,603.40966931649,0.368220184605206,3.5049213835,2.72506551099641,2.72732623149756,54.1084407575026,36042.5982960871,0.541084407575027,603.40966931649,"Antarctica",NA,NA
"148",163,1255.16374751803,0.776370642135821,3.49678614426318,3.38729928973994,3.38900425995498,12020.9900171798,16279185.5096396,120.209900171798,190504.035356756,"Egypt",NA,NA
"149",165,1531.89673755756,0.853479629197532,3.560171305375,3.46322853005838,3.46321310214315,1310389.6704801,2004101437.62592,13103.896704801,22015828.8947624,"Indonesia",19343,29091
"150",166,1020.95340754619,0.605622145036898,3.52201880278234,3.11088154063462,3.11660593405443,13562.2079014947,13471578.5946727,135.622079014947,1656961.47293643,"Canada",122024,41759
"151",168,659.871791961521,0.462684772470267,3.42225125169995,2.73943962129816,2.75498629497835,301.106239729147,143178.872781245,3.01106239729147,3638.7797570497,"Sweden",3122,1702
"152",169,482.029340751361,0.292874360830742,3.50753970363292,3.01708414719425,3.07613186716592,11741.9808602066,11202616.2636532,117.419808602066,189675.688467127,"Norway",1245399,2363
"153",170,843.667276188505,0.525107411129928,3.49304134115789,3.33087095980023,3.3220777723568,18047.5964263294,21812785.5078761,180.475964263294,1690014.73981728,"Chile",736203,252528
"154",171,1411.94241220875,0.844667801149699,3.51690410233875,3.44511721413863,3.44513589957183,210.30155840171,312085.265836522,2.1030155840171,25392.3656634476,"East Timor",NA,NA
"155",174,1406.50617903209,0.818435187779174,3.53367800268507,3.4406209688796,3.44401387200914,3362.54794522596,5032997.29236108,33.6254794522596,843347.086617342,"Disputed",NA,NA
"156",176,976.36996124289,0.58971233774752,3.51112480097016,3.18443719701831,3.17872996019881,1744.24779064246,1837959.25318149,17.4424779064246,253817.428224493,"Atlantic",NA,NA
