"eez_code","eez_name","eez_type","ter1_code","ter1_name","ter1_iso","ter2_code","ter2_name","ter2_iso","ter3_code","ter3_name","ter3_iso","sov1_code","sov1_name","sov1_iso","sov2_code","sov2_name","sov2_iso","sov3_code","sov3_name","sov3_iso","long_dd","lat_dd","area_sqkm","use"
48982,"Overlapping claim: Puerto Rico / Dominican Republic","Overlapping claim",8641,"Puerto Rico","PRI",8640,"Dominican Republic","DOM",0,NA,NA,2204,"United States","USA",8640,"Dominican Republic","DOM",0,NA,NA,-66.8412519674,20.8944771349,18348,TRUE
8452,"Johnston Atoll Exclusive Economic Zone","200NM",8678,"Johnston Atoll","UMI",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-169.506117311,16.7510914393,443931,FALSE
8323,"Australian Exclusive Economic Zone","200NM",2147,"Australia","AUS",0,NA,NA,0,NA,NA,2147,"Australia","AUS",0,NA,NA,0,NA,NA,138.083586329,-27.3692276503,6881490,TRUE
8311,"Australian Exclusive Economic Zone (Macquarie Island)","200NM",8592,"Macquarie Island","AUS",0,NA,NA,0,NA,NA,2147,"Australia","AUS",0,NA,NA,0,NA,NA,158.649874215,-54.8781774068,473522,FALSE
8339,"Juan de Nova Exclusive Economic Zone","200NM",8610,"Juan de Nova Island","ATF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,42.0942817109,-17.3066334276,62982,FALSE
8340,"Bassas da India Exclusive Economic Zone","200NM",31136,"Bassas da India","ATF",0,NA,NA,0,NA,NA,17,"France","FRA",0,NA,NA,0,NA,NA,39.42517963,-20.8605425261,121042,TRUE
8464,"Brazilian Exclusive Economic Zone","200NM",2143,"Brazil","BRA",0,NA,NA,0,NA,NA,2143,"Brazil","BRA",0,NA,NA,0,NA,NA,-39.4442325948,-11.0979857632,3216502,TRUE
8381,"Brazilian Exclusive Economic Zone (Trindade)","200NM",8622,"Trindade","BRA",0,NA,NA,0,NA,NA,2143,"Brazil","BRA",0,NA,NA,0,NA,NA,-29.0964357789,-20.5027699013,473819,FALSE
8456,"United States Exclusive Economic Zone","200NM",2204,"United States","USA",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-95.8160986924,34.759366767,2452565,TRUE
8463,"United States Exclusive Economic Zone (Alaska)","200NM",8684,"Alaska","USA",0,NA,NA,0,NA,NA,2204,"United States","USA",0,NA,NA,0,NA,NA,-119.976599431,59.0116992673,3664694,TRUE
8450,"Kiribati Exclusive Economic Zone (Phoenix Islands)","200NM",8658,"Phoenix Group","KIR",0,NA,NA,0,NA,NA,2116,"Kiribati","KIR",0,NA,NA,0,NA,NA,-172.453965248,-3.73181210892,749075,FALSE
8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM",8657,"Line Group","KIR",0,NA,NA,0,NA,NA,2116,"Kiribati","KIR",0,NA,NA,0,NA,NA,-154.726337182,-3.82154491972,1648238,TRUE
8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM",17597,"Gilbert Islands","KIR",0,NA,NA,0,NA,NA,2116,"Kiribati","KIR",0,NA,NA,0,NA,NA,172.782142391,-0.259123609503,1057946,TRUE
8426,"Colombian Exclusive Economic Zone","200NM",2175,"Colombia","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-78.0622198147,8.60754392884,721281,TRUE
33183,"Colombian Exclusive Economic Zone (Quitasueño)","200NM",5765,"Quitasueño Bank","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-80.301848623,14.3808745442,2848,FALSE
33184,"Colombian Exclusive Economic Zone (Serrana)","200NM",5770,"Serrana Bank","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-81.1608804118,14.3036190524,3703,TRUE
48984,"Colombian Exclusive Economic Zone (Serranilla)","200NM",5772,"Serranilla Bank","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-79.8556192108,15.7971921556,1558,FALSE
48985,"Colombian Exclusive Economic Zone (Bajo Nuevo)","200NM",48983,"Bajo Nuevo Bank","COL",0,NA,NA,0,NA,NA,2175,"Colombia","COL",0,NA,NA,0,NA,NA,-78.6333303458,15.8499938828,1556,FALSE
8403,"Ecuadorian Exclusive Economic Zone (Galapagos)","200NM",5660,"Galapagos","ECU",0,NA,NA,0,NA,NA,2166,"Ecuador","ECU",0,NA,NA,0,NA,NA,-90.8317420492,-0.0418391859923,845194,TRUE
8431,"Ecuadorian Exclusive Economic Zone","200NM",2166,"Ecuador","ECU",0,NA,NA,0,NA,NA,2166,"Ecuador","ECU",0,NA,NA,0,NA,NA,-82.2086358617,-0.965562767606,237350,TRUE
8367,"Moroccan Exclusive Economic Zone","200NM",2221,"Morocco","MAR",0,NA,NA,0,NA,NA,2221,"Morocco","MAR",0,NA,NA,0,NA,NA,-9.85198239917,32.7813948464,280604,TRUE
8466,"Argentinean Exclusive Economic Zone","200NM",2149,"Argentina","ARG",0,NA,NA,0,NA,NA,2149,"Argentina","ARG",0,NA,NA,0,NA,NA,-62.159504061,-47.0899881567,1069356,TRUE
8483,"Malaysian Exclusive Economic Zone","200NM",2230,"Malaysia","MYS",0,NA,NA,0,NA,NA,2230,"Malaysia","MYS",0,NA,NA,0,NA,NA,109.118299052,5.17569257458,513039,TRUE
49000,"Overlapping claim Melilla: Spain / Morocco","Overlapping claim",36288,"Melilla","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-2.91697413963,35.3167225459,27,TRUE
5693,"Spanish Exclusive Economic Zone","200NM",2185,"Spain","ESP",0,NA,NA,0,NA,NA,2185,"Spain","ESP",0,NA,NA,0,NA,NA,-4.1580121227,41.7220128715,560957,TRUE
49001,"Overlapping claim Alhucemas Islands: Spain / Morocco","Overlapping claim",48995,"Alhucemas Islands","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-3.87866392126,35.2342198016,14,TRUE
48998,"Overlapping claim Perejil Island: Spain / Morocco","Overlapping claim",48994,"Perejil Island","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-5.42010724928,35.9146475632,1,TRUE
49002,"Overlapping claim Ceuta: Spain / Morocco","Overlapping claim",14864,"Ceuta","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-5.30551056856,35.8690940329,33,TRUE
48999,"Overlapping claim Peñón de Vélez de la Gomera: Spain / Morocco","Overlapping claim",48996,"Peñón de Vélez de la Gomera","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-4.30608787347,35.1852507289,4,TRUE
48997,"Overlapping claim Chafarinas Islands: Spain / Morocco","Overlapping claim",5363,"Chafarinas Islands","ESP",2221,"Morocco","MAR",0,NA,NA,2185,"Spain","ESP",2221,"Morocco","MAR",0,NA,NA,-2.45355923256,35.1699044911,26,TRUE
49003,"Overlapping claim South China Sea","Overlapping claim",8603,"China","CHN",0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,114.101760286,13.141789515,340115,TRUE
33176,"Overlapping claim: Kenya / Somalia","Overlapping claim",2118,"Kenya","KEN",2187,"Federal Republic of Somalia","SOM",0,NA,NA,2118,"Kenya","KEN",2187,"Federal Republic of Somalia","SOM",0,NA,NA,43.9048951312,-2.28223541874,50453,TRUE
50167,"Joint regime area Croatia / Slovenia","Joint regime",2160,"Croatia","HRV",0,NA,NA,0,NA,NA,2160,"Croatia","HRV",0,NA,NA,0,NA,NA,13.3093291952,45.4977039042,98,TRUE
8327,"South Korean Exclusive Economic Zone","200NM",8600,"South Korea","KOR",0,NA,NA,0,NA,NA,8600,"South Korea","KOR",0,NA,NA,0,NA,NA,127.577123123,35.7407137162,347641,TRUE
48955,"Overlapping claim Liancourt Rocks: Japan / South Korea","Overlapping claim",2121,"Japan","JPN",8600,"South Korea","KOR",0,NA,NA,2121,"Japan","JPN",8600,"South Korea","KOR",0,NA,NA,131.866326448,37.2423340541,1623,TRUE
50170,"Overlapping claim Qatar / Saudi Arabia / United Arab Emirates","Overlapping claim",8468,"Qatar","QAT",2215,"Saudi Arabia","SAU",2206,"United Arab Emirates","ARE",8468,"Qatar","QAT",2215,"Saudi Arabia","SAU",2206,"United Arab Emirates","ARE",51.5998589667,24.6924308492,126,TRUE
