"rcp","year","eez_code","eez_name","eez_type","ter1_name","ter1_iso","ter1_continent","sov1_name","sov1_iso","sov1_continent","ncells","area_sqkm","prod_mt","profits_usd"
"RCP 2.6","2051",8418,"Barbados Exclusive Economic Zone","200NM","Barbados","BRB","Americas","Barbados","BRB","Americas",1824,182400,295926165.178676,1428684186159.99
"RCP 2.6","2051",8420,"Trinidad and Tobago Exclusive Economic Zone","200NM","Trinidad and Tobago","TTO","Americas","Trinidad and Tobago","TTO","Americas",90,9000,14601619.9923689,74353675948.0522
"RCP 2.6","2051",8421,"Saint Vincent and the Grenadines Exclusive Economic Zone","200NM","Saint Vincent and the Grenadines","VCT","Americas","Saint Vincent and the Grenadines","VCT","Americas",62,6200,10058893.7725208,56443088567.9471
"RCP 2.6","2051",8423,"Panamanian Exclusive Economic Zone","200NM","Panama","PAN","Americas","Panama","PAN","Americas",3320,332000,538637537.496274,2856944510553.04
"RCP 2.6","2051",8424,"Costa Rican Exclusive Economic Zone","200NM","Costa Rica","CRI","Americas","Costa Rica","CRI","Americas",5848,584800,948780819.059703,4763058896532.82
"RCP 2.6","2051",8425,"Nicaraguan Exclusive Economic Zone","200NM","Nicaragua","NIC","Americas","Nicaragua","NIC","Americas",1827,182700,298789164.959577,1600119113105.58
"RCP 2.6","2051",8426,"Colombian Exclusive Economic Zone","200NM","Colombia","COL","Americas","Colombia","COL","Americas",3974,397400,653411661.025161,3372668211365.44
"RCP 2.6","2051",8427,"Honduran Exclusive Economic Zone","200NM","Honduras","HND","Americas","Honduras","HND","Americas",1559,155900,253218539.909371,1382082218437.53
"RCP 2.6","2051",8428,"El Salvador Exclusive Economic Zone","200NM","El Salvador","SLV","Americas","El Salvador","SLV","Americas",955,95500,154983417.310034,819898231715.327
"RCP 2.6","2051",8429,"Mexican Exclusive Economic Zone","200NM","Mexico","MEX","Americas","Mexico","MEX","Americas",28747,2874700,4712457366.95664,23692120068160.1
"RCP 2.6","2051",8430,"Guatemalan Exclusive Economic Zone","200NM","Guatemala","GTM","Americas","Guatemala","GTM","Americas",1112,111200,180411127.016824,950280981369.89
"RCP 2.6","2051",8431,"Ecuadorian Exclusive Economic Zone","200NM","Ecuador","ECU","Americas","Ecuador","ECU","Americas",2156,215600,378811327.743219,1620053767047.41
"RCP 2.6","2051",8432,"Peruvian Exclusive Economic Zone","200NM","Peru","PER","Americas","Peru","PER","Americas",3698,369800,643661474.069548,2607549632564.99
"RCP 2.6","2051",8433,"Venezuelan Exclusive Economic Zone","200NM","Venezuela","VEN","Americas","Venezuela","VEN","Americas",393,39300,63760407.3000108,337891628038.761
"RCP 2.6","2051",8435,"Faeroe Exclusive Economic Zone","200NM","Faeroe","FRO","Europe","Denmark","DNK","Europe",2463,246300,445086083.185166,936614639429.262
"RCP 2.6","2051",8437,"Jan Mayen Exclusive Economic Zone","200NM","Jan Mayen","SJM","Europe","Norway","NOR","Europe",1682,168200,310377888.103618,504143795531.893
"RCP 2.6","2051",8438,"Greenlandic Exclusive Economic Zone","200NM","Greenland","GRL","Americas","Denmark","DNK","Europe",11719,1171900,2257431846.58176,4437490910750.72
"RCP 2.6","2051",8439,"Pitcairn Islands Exclusive Economic Zone","200NM","Pitcairn","PCN","Oceania","United Kingdom","GBR","Europe",7873,787300,1277317268.888,3911186382163.99
"RCP 2.6","2051",8440,"French Polynesian Exclusive Economic Zone","200NM","French Polynesia","PYF","Oceania","France","FRA","Europe",47913,4791300,7773415763.27078,31833501867170.3
"RCP 2.6","2051",8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM","Line Group","KIR","Oceania","Kiribati","KIR","Oceania",16504,1650400,2677612626.15618,13730253709121.4
"RCP 2.6","2051",8442,"Jarvis Island Exclusive Economic Zone","200NM","Jarvis Island","UMI","Oceania","United States","USA","Americas",3259,325900,528740883.945891,1766604467086.38
"RCP 2.6","2051",8443,"Palmyra Atoll Exclusive Economic Zone","200NM","Palmyra Atoll","UMI","Oceania","United States","USA","Americas",3561,356100,577737431.031395,1905418401787.8
"RCP 2.6","2051",8444,"American Samoa Exclusive Economic Zone","200NM","American Samoa","ASM","Oceania","United States","USA","Americas",4084,408400,683843563.733312,2413923386906.03
"RCP 2.6","2051",8445,"Samoan Exclusive Economic Zone","200NM","Samoa","WSM","Oceania","Samoa","WSM","Oceania",1313,131300,215639719.209265,1132123661034.15
"RCP 2.6","2051",8446,"Cook Islands Exclusive Economic Zone","200NM","Cook Islands","COK","Oceania","New Zealand","NZL","Oceania",19795,1979500,3212865352.27407,12008640884693.6
"RCP 2.6","2051",8447,"Niue Exclusive Economic Zone","200NM","Niue","NIU","Oceania","New Zealand","NZL","Oceania",3194,319400,533927117.348251,1873026683628.99
"RCP 2.6","2051",8448,"Tongan Exclusive Economic Zone","200NM","Tonga","TON","Oceania","Tonga","TON","Oceania",6700,670000,1124347874.03642,5327713559492.78
"RCP 2.6","2051",8449,"Tokelau Exclusive Economic Zone","200NM","Tokelau","TKL","Oceania","New Zealand","NZL","Oceania",3232,323200,524360397.94818,2240441201031.56
"RCP 2.6","2051",8450,"Kiribati Exclusive Economic Zone (Phoenix Islands)","200NM","Phoenix Group","KIR","Oceania","Kiribati","KIR","Oceania",7512,751200,1218748548.69639,6350380383990.49
"RCP 2.6","2051",8451,"Howland and Baker Islands Exclusive Economic Zone","200NM","Howland and Baker islands","UMI","Oceania","United States","USA","Americas",4371,437100,709152010.962715,2236942364808.27
"RCP 2.6","2051",8452,"Johnston Atoll Exclusive Economic Zone","200NM","Johnston Atoll","UMI","Oceania","United States","USA","Americas",4408,440800,797400559.64439,1342169352938.65
"RCP 2.6","2051",8453,"United States Exclusive Economic Zone (Hawaii)","200NM","Hawaii","USA","Americas","United States","USA","Americas",23224,2322400,3767866918.91972,10491091166682.6
"RCP 2.6","2051",8454,"Wallis and Futuna Exclusive Economic Zone","200NM","Wallis and Futuna","WLF","Oceania","France","FRA","Europe",2639,263900,454291016.480062,1541454631417.84
"RCP 2.6","2051",8455,"New Zealand Exclusive Economic Zone","200NM","New Zealand","NZL","Oceania","New Zealand","NZL","Oceania",36735,3673500,5775563980.41615,20425538499658.5
"RCP 2.6","2051",8456,"United States Exclusive Economic Zone","200NM","United States","USA","Americas","United States","USA","Americas",23798,2379800,3891242137.49474,14246119799058.5
"RCP 2.6","2051",8457,"Belizean Exclusive Economic Zone","200NM","Belize","BLZ","Americas","Belize","BLZ","Americas",344,34400,56162677.7655713,310146318554.647
"RCP 2.6","2051",8459,"Jamaican Exclusive Economic Zone","200NM","Jamaica","JAM","Americas","Jamaica","JAM","Americas",2454,245400,398137505.125258,2084262167268.36
"RCP 2.6","2051",8460,"Guyanese Exclusive Economic Zone","200NM","Guyana","GUY","Americas","Guyana","GUY","Americas",337,33700,54674954.8603146,271789240286.551
"RCP 2.6","2051",8461,"Surinamese Exclusive Economic Zone","200NM","Suriname","SUR","Americas","Suriname","SUR","Americas",387,38700,62786965.9671862,306838609015.025
"RCP 2.6","2051",8462,"French Guiana Exclusive Economic Zone","200NM","French Guiana","GUF","Americas","France","FRA","Europe",798,79800,129467697.265671,436846636076.996
"RCP 2.6","2051",8463,"United States Exclusive Economic Zone (Alaska)","200NM","Alaska","USA","Americas","United States","USA","Americas",27903,2790300,5468902200.80489,13195523183079.3
"RCP 2.6","2051",8464,"Brazilian Exclusive Economic Zone","200NM","Brazil","BRA","Americas","Brazil","BRA","Americas",23064,2306400,3741328002.53018,18440001510955.2
"RCP 2.6","2051",8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","Americas",22674,2267400,3765200232.79015,16810028560389.4
"RCP 2.6","2051",8466,"Argentinean Exclusive Economic Zone","200NM","Argentina","ARG","Americas","Argentina","ARG","Americas",8583,858300,1449620587.70184,5102287297577.64
"RCP 2.6","2051",8467,"Uruguayan Exclusive Economic Zone","200NM","Uruguay","URY","Americas","Uruguay","URY","Americas",524,52400,85013876.4000144,329279566067.682
"RCP 2.6","2051",8469,"Iranian Exclusive Economic Zone","200NM","Iran","IRN","Asia","Iran","IRN","Asia",448,44800,72860066.4409629,401361919924.578
"RCP 2.6","2051",8471,"Guinea Bissau Exclusive Economic Zone","200NM","Guinea-Bissau","GNB","Africa","Guinea-Bissau","GNB","Africa",782,78200,129446156.085502,665637240521.562
"RCP 2.6","2051",8472,"Guinean Exclusive Economic Zone","200NM","Guinea","GIN","Africa","Guinea","GIN","Africa",1035,103500,189789198.799298,676764178576.809
"RCP 2.6","2051",8473,"Ivory Coast Exclusive Economic Zone","200NM","Ivory Coast","CIV","Africa","Ivory Coast","CIV","Africa",1735,173500,319661269.331022,1006719406388.36
"RCP 2.6","2051",8474,"Nigerian Exclusive Economic Zone","200NM","Nigeria","NGA","Africa","Nigeria","NGA","Africa",1809,180900,333273234.429911,1207186908511.53
"RCP 2.6","2051",8475,"Cameroonian Exclusive Economic Zone","200NM","Cameroon","CMR","Africa","Cameroon","CMR","Africa",156,15600,28741877.8188123,108966621872.087
"RCP 2.6","2051",8476,"Gabonese Exclusive Economic Zone","200NM","Gabon","GAB","Africa","Gabon","GAB","Africa",1647,164700,303447902.356307,1042341486824
"RCP 2.6","2051",8477,"Democratic Republic of the Congo Exclusive Economic Zone","200NM","Democratic Republic of the Congo","COD","Africa","Democratic Republic of the Congo","COD","Africa",58,5800,10652056.7193189,33701248927.1167
"RCP 2.6","2051",8478,"Angolan Exclusive Economic Zone","200NM","Angola","AGO","Africa","Angola","AGO","Africa",3802,380200,695251137.271866,2395048444195.25
"RCP 2.6","2051",8479,"Tanzanian Exclusive Economic Zone","200NM","Tanzania","TZA","Africa","Tanzania","TZA","Africa",2187,218700,354819365.814564,1924779653864.07
"RCP 2.6","2051",8480,"Indian Exclusive Economic Zone","200NM","India","IND","Asia","India","IND","Asia",16496,1649600,2679967133.38839,14387224209693.4
"RCP 2.6","2051",8481,"Bangladeshi Exclusive Economic Zone","200NM","Bangladesh","BGD","Asia","Bangladesh","BGD","Asia",1124,112400,192061149.39997,896524779031.724
"RCP 2.6","2051",8482,"Myanmar Exclusive Economic Zone","200NM","Myanmar","MMR","Asia","Myanmar","MMR","Asia",4999,499900,879994969.953989,3833310476155.84
"RCP 2.6","2051",8483,"Malaysian Exclusive Economic Zone","200NM","Malaysia","MYS","Asia","Malaysia","MYS","Asia",3805,380500,651802094.977412,2989798340211.32
"RCP 2.6","2051",8484,"Vietnamese Exclusive Economic Zone","200NM","Vietnam","VNM","Asia","Vietnam","VNM","Asia",6724,672400,1118252466.05311,5702634326030.12
"RCP 2.6","2051",8485,"Singaporean Exclusive Economic Zone","200NM","Singapore","SGP","Asia","Singapore","SGP","Asia",7,700,1223691.89253569,5322053212.79372
"RCP 2.6","2051",8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","Asia",9139,913900,1348598354.37833,6730089860888.97
"RCP 2.6","2051",8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","Asia",38248,3824800,6326477734.95958,24370560762195.7
"RCP 2.6","2051",8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","Gilbert Islands","KIR","Oceania","Kiribati","KIR","Oceania",10619,1061900,1722828918.87739,9102659776544.87
"RCP 2.6","2051",8489,"Antarctic 200NM zone beyond the coastline","200NM","Antarctica","ATA","Antarctica","Antarctica","ATA","Antarctica",19178,1917800,3356426331.81415,9799262954600.94
"RCP 2.6","2051",8490,"Egyptian Exclusive Economic Zone","200NM","Egypt","EGY","Africa","Egypt","EGY","Africa",790,79000,128007911.776546,706133721684.912
"RCP 2.6","2051",8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","Asia",51294,5129400,9019585897.67948,38839600831322.6
"RCP 2.6","2051",8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","Americas",35417,3541700,6733002249.29834,18359391492319.1
"RCP 2.6","2051",8494,"Saint-Pierre and Miquelon Exclusive Economic Zone","200NM","Saint-Pierre and Miquelon","SPM","Americas","France","FRA","Europe",88,8800,17506062.6702151,44336403096.6446
"RCP 2.6","2051",8495,"Saint-Martin Exclusive Economic Zone","200NM","Collectivity of Saint Martin","MAF","Americas","France","FRA","Europe",11,1100,1784642.44351175,9713246514.18416
"RCP 2.6","2051",8758,"East Timorian Exclusive Economic Zone","200NM","East Timor","TLS","Asia","East Timor","TLS","Asia",730,73000,125432183.997432,582019463266.824
"RCP 2.6","2051",21787,"Chilean Exclusive Economic Zone (Easter Island)","200NM","Easter Island","CHL","Americas","Chile","CHL","Americas",7328,732800,1188896347.8231,5794299614057.23
"RCP 2.6","2051",21788,"Guernsey Exclusive Economic Zone","200NM","Guernsey","GGY","Europe","United Kingdom","GBR","Europe",1,100,145043.060611716,627381890.410814
"RCP 2.6","2051",21789,"Jersey Exclusive Economic Zone","200NM","Jersey","JEY","Europe","United Kingdom","GBR","Europe",12,1200,1740516.72734059,8419263964.92977
"RCP 2.6","2051",21790,"Monégasque Exclusive Economic Zone","200NM","Monaco","MCO","Europe","Monaco","MCO","Europe",3,300,486720.666412296,2679179463.86841
"RCP 2.6","2051",21791,"Oecussi Ambeno Exclusive Economic Zone","200NM","Oecusse","TLS","Asia","East Timor","TLS","Asia",17,1700,2758083.77633634,15735696193.921
"RCP 2.6","2051",21792,"Joint regime area Colombia / Jamaica","Joint regime","Jamaica","JAM","Americas","Jamaica","JAM","Americas",142,14200,23038111.5435153,111062019423.105
"RCP 2.6","2051",21796,"Joint regime area Japan / Korea","Joint regime","South Korea","KOR","Asia","South Korea","KOR","Asia",827,82700,134172663.707656,637038964622.391
"RCP 2.6","2051",21797,"Joint regime area Nigeria / Sao Tome and Principe","Joint regime","Sao Tome and Principe","STP","Africa","Sao Tome and Principe","STP","Africa",345,34500,63563768.2531426,220403578764.808
"RCP 2.6","2051",21803,"Sint-Maarten Exclusive Economic Zone","200NM","Sint-Maarten","SXM","Americas","Netherlands","NLD","Europe",6,600,973441.332824592,5261475919.73682
"RCP 2.6","2051",22756,"Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)","200NM","Islas San Félix and San Ambrosio","CHL","Americas","Chile","CHL","Americas",4534,453400,735597167.171117,3577961285662.45
"RCP 2.6","2051",26518,"Saba Exclusive Economic Zone","200NM","Saba","BES","Americas","Netherlands","NLD","Europe",98,9800,15899541.7694683,79268992278.368
"RCP 2.6","2051",26521,"Bruneian Exclusive Economic Zone","200NM","Brunei","BRN","Asia","Brunei","BRN","Asia",282,28200,47996006.2508843,183428840365.7
"RCP 2.6","2051",26526,"Sint-Eustatius Exclusive Economic Zone","200NM","Sint-Eustatius","BES","Americas","Netherlands","NLD","Europe",23,2300,3731525.10916094,19734267089.6578
"RCP 2.6","2051",26582,"Overlapping claim: Sudan / Egypt","Overlapping claim","Sudan","SDN","Africa","Sudan","SDN","Africa",1,100,157018.812072102,410583886.909843
"RCP 2.6","2051",33176,"Overlapping claim: Kenya / Somalia","Overlapping claim","Kenya","KEN","Africa","Kenya","KEN","Africa",517,51700,83878194.8450524,438932304886.656
"RCP 2.6","2051",33177,"Guadeloupean Exclusive Economic Zone","200NM","Guadeloupe","GLP","Americas","France","FRA","Europe",865,86500,140337792.148879,593483899079.391
"RCP 2.6","2051",33178,"Martinican Exclusive Economic Zone","200NM","Martinique","MTQ","Americas","France","FRA","Europe",411,41100,66680731.2984846,309344724981.972
"RCP 2.6","2051",33179,"Puerto Rican Exclusive Economic Zone","200NM","Puerto Rico","PRI","Americas","United States","USA","Americas",1386,138600,224864947.882481,967834311219.204
"RCP 2.6","2051",33180,"Virgin Islander Exclusive Economic Zone","200NM","United States Virgin Islands","VIR","Americas","United States","USA","Americas",395,39500,64084887.7442857,300224993569.34
"RCP 2.6","2051",33181,"Svalvard Exclusive Economic Zone","200NM","Svalbard","SJM","Europe","Norway","NOR","Europe",2001,200100,358679353.481261,611518223728.891
"RCP 2.6","2051",33183,"Colombian Exclusive Economic Zone (Quitasueño)","200NM","Quitasueño Bank","COL","Americas","Colombia","COL","Americas",28,2800,4542726.2198481,24085760948.1051
"RCP 2.6","2051",33184,"Colombian Exclusive Economic Zone (Serrana)","200NM","Serrana Bank","COL","Americas","Colombia","COL","Americas",36,3600,5840647.99694755,31766733598.4209
"RCP 2.6","2051",33185,"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","Overlapping claim","Guyana","GUY","Americas","Guyana","GUY","Americas",32,3200,5191687.10839782,26226825513.263
"RCP 2.6","2051",48943,"Overlapping claim: Canada / USA","Overlapping claim","Canada","CAN","Americas","Canada","CAN","Americas",250,25000,49733132.5858384,126884844993.649
"RCP 2.6","2051",48944,"Overlapping claim Mayotte: France / Comoros","Overlapping claim","Mayotte","MYT","Africa","France","FRA","Europe",674,67400,109349909.720629,525843439805.102
"RCP 2.6","2051",48945,"Overlapping claim Glorioso Islands: France / Madagascar","Overlapping claim","Madagascar","MDG","Africa","Madagascar","MDG","Africa",442,44200,71710178.184745,398911649585.945
"RCP 2.6","2051",48946,"Overlapping claim Ile Tromelin: Reunion / Mauritus","Overlapping claim","Réunion","REU","Africa","France","FRA","Europe",2759,275900,447620772.877175,1154836956825.65
"RCP 2.6","2051",48948,"Overlapping claim Matthew and Hunter Islands: New Caledonia / Vanuatu","Overlapping claim","New Caledonia","NCL","Oceania","France","FRA","Europe",1887,188700,310613823.805198,968262948241.426
"RCP 2.6","2051",48950,"Overlapping claim Kuril Islands: Japan / Russia","Overlapping claim","Japan","JPN","Asia","Japan","JPN","Asia",2139,213900,415180946.375846,1012678962327.16
"RCP 2.6","2051",48951,"Overlapping claim Navassa Island: USA / Haiti","Overlapping claim","Haiti","HTI","Americas","Haiti","HTI","Americas",141,14100,22875871.3213779,129759574897.815
"RCP 2.6","2051",48952,"Saint-Barthélemy Exclusive Economic Zone","200NM","Saint-Barthélemy","BLM","Americas","France","FRA","Europe",41,4100,6651849.10763471,35916762752.8682
"RCP 2.6","2051",48954,"Overlapping claim Senkaku Islands: Japan / China / Taiwan","Overlapping claim","Taiwan","TWN","Asia","Taiwan","TWN","Asia",737,73700,119571043.715287,626935273826.339
"RCP 2.6","2051",48955,"Overlapping claim Liancourt Rocks: Japan / South Korea","Overlapping claim","Japan","JPN","Asia","Japan","JPN","Asia",15,1500,2433603.33206148,11861871143.342
"RCP 2.6","2051",48957,"Guam Exclusive Economic Zone","200NM","Guam","GUM","Oceania","United States","USA","Americas",2094,209400,385804436.875596,748073730314.402
"RCP 2.6","2051",48962,"Joint regime area Peru / Ecuador","Joint regime","Peru","PER","Americas","Peru","PER","Americas",155,15500,27281485.1174633,109456523326.228
"RCP 2.6","2051",48964,"Joint regime area Senegal / Guinea Bissau","Joint regime","Senegal","SEN","Africa","Senegal","SEN","Africa",644,64400,104482703.056506,539438206638.418
"RCP 2.6","2051",48966,"Joint regime area Spain / France","Joint regime","France","FRA","Europe","France","FRA","Europe",25,2500,4056005.5534358,17080100204.2367
"RCP 2.6","2051",48967,"Joint regime area United Kingdom / Denmark (Faeroe Islands)","Joint regime","United Kingdom","GBR","Europe","United Kingdom","GBR","Europe",82,8200,16312467.488155,38805256286.237
"RCP 2.6","2051",48968,"Joint regime area Costa Rica / Ecuador (Galapagos)","Joint regime","Costa Rica","CRI","Americas","Costa Rica","CRI","Americas",87,8700,14114899.3259566,62886968612.1838
"RCP 2.6","2051",48972,"Joint regime area Honduras / Cayman Islands","Joint regime","Honduras","HND","Americas","Honduras","HND","Americas",20,2000,3244804.44274864,17477678729.7894
"RCP 2.6","2051",48974,"Joint regime area Ecuador / Colombia","Joint regime","Ecuador","ECU","Americas","Ecuador","ECU","Americas",182,18200,31353934.9336662,143078220853.858
"RCP 2.6","2051",48975,"Joint regime area Iceland / Norway (Jan Mayen)","Joint regime","Iceland","ISL","Europe","Iceland","ISL","Europe",323,32300,54695510.8729309,127904489974.61
"RCP 2.6","2051",48976,"Joint regime area Italy / France","Joint regime","France","FRA","Europe","France","FRA","Europe",1,100,162240.222137432,894579181.289469
"RCP 2.6","2051",48978,"Joint regime area United States / Russia","Joint regime","United States","USA","Americas","United States","USA","Americas",78,7800,15516737.3667816,16601786551.2986
"RCP 2.6","2051",48980,"Northern Mariana Exclusive Economic Zone","200NM","Northern Mariana Islands","MNP","Oceania","United States","USA","Americas",7678,767800,1349774652.33646,3656945828041.48
"RCP 2.6","2051",48982,"Overlapping claim: Puerto Rico / Dominican Republic","Overlapping claim","Puerto Rico","PRI","Americas","United States","USA","Americas",186,18600,30176681.3175624,84808580455.8413
"RCP 2.6","2051",48984,"Colombian Exclusive Economic Zone (Serranilla)","200NM","Serranilla Bank","COL","Americas","Colombia","COL","Americas",16,1600,2595843.55419891,12786962132.6315
"RCP 2.6","2051",48985,"Colombian Exclusive Economic Zone (Bajo Nuevo)","200NM","Bajo Nuevo Bank","COL","Americas","Colombia","COL","Americas",15,1500,2433603.33206148,12342993831.342
"RCP 2.6","2051",49003,"Overlapping claim South China Sea","Overlapping claim","China","CHN","Asia",NA,NA,"Asia",3409,340900,577763816.955919,2445610189830.57
"RCP 2.6","2100",3293,"Belgian Exclusive Economic Zone","200NM","Belgium","BEL","Europe","Belgium","BEL","Europe",38,3800,5422882.42357085,20207571283.7125
"RCP 2.6","2100",5668,"Dutch Exclusive Economic Zone","200NM","Netherlands","NLD","Europe","Netherlands","NLD","Europe",640,64000,103680623.73392,302984332333.664
"RCP 2.6","2100",5669,"German Exclusive Economic Zone","200NM","Germany","DEU","Europe","Germany","DEU","Europe",371,37100,68875358.9670834,215466139899.043
"RCP 2.6","2100",5670,"Albanian Exclusive Economic Zone","200NM","Albania","ALB","Europe","Albania","ALB","Europe",89,8900,14112633.7012428,77733881552.0683
"RCP 2.6","2100",5672,"Bulgarian Exclusive Economic Zone","200NM","Bulgaria","BGR","Europe","Bulgaria","BGR","Europe",272,27200,16925939.9290632,70313025386.4781
"RCP 2.6","2100",5673,"Croatian Exclusive Economic Zone","200NM","Croatia","HRV","Europe","Croatia","HRV","Europe",248,24800,39146456.824166,178702861027.913
"RCP 2.6","2100",5674,"Danish Exclusive Economic Zone","200NM","Denmark","DNK","Europe","Denmark","DNK","Europe",211,21100,38674555.9430501,91057777733.1278
"RCP 2.6","2100",5675,"Estonian Exclusive Economic Zone","200NM","Estonia","EST","Europe","Estonia","EST","Europe",187,18700,23525304.3372611,87128845713.8921
"RCP 2.6","2100",5676,"Finnish Exclusive Economic Zone","200NM","Finland","FIN","Europe","Finland","FIN","Europe",158,15800,19876995.108488,68999617291.3527
"RCP 2.6","2100",5677,"French Exclusive Economic Zone","200NM","France","FRA","Europe","France","FRA","Europe",2764,276400,431359471.200417,1860954440957.14
"RCP 2.6","2100",5678,"Georgian Exclusive Economic Zone","200NM","Georgia","GEO","Asia","Georgia","GEO","Asia",180,18000,25774177.4424361,108057057302.832
"RCP 2.6","2100",5679,"Greek Exclusive Economic Zone","200NM","Greece","GRC","Europe","Greece","GRC","Europe",4722,472200,761288397.218786,3945183550295.14
"RCP 2.6","2100",5680,"Icelandic Exclusive Economic Zone","200NM","Iceland","ISL","Europe","Iceland","ISL","Europe",4758,475800,803616613.250049,1520707722152.54
"RCP 2.6","2100",5681,"Irish Exclusive Economic Zone","200NM","Ireland","IRL","Europe","Ireland","IRL","Europe",3934,393400,570599400.446491,1705383424908.14
"RCP 2.6","2100",5682,"Italian Exclusive Economic Zone","200NM","Italy","ITA","Europe","Italy","ITA","Europe",5096,509600,822921160.146395,4118786228434.61
"RCP 2.6","2100",5683,"Latvian Exclusive Economic Zone","200NM","Latvia","LVA","Europe","Latvia","LVA","Europe",197,19700,24783342.0023553,90954390859.3195
"RCP 2.6","2100",5684,"Lithuanian Exclusive Economic Zone","200NM","Lithuania","LTU","Europe","Lithuania","LTU","Europe",65,6500,8177244.82311214,30756448597.278
"RCP 2.6","2100",5685,"Maltese Exclusive Economic Zone","200NM","Malta","MLT","Europe","Malta","MLT","Europe",524,52400,85013876.4000144,442083643123.682
"RCP 2.6","2100",5686,"Norwegian Exclusive Economic Zone","200NM","Norway","NOR","Europe","Norway","NOR","Europe",4523,452300,796235741.366535,1699124634162.07
"RCP 2.6","2100",5687,"Polish Exclusive Economic Zone","200NM","Poland","POL","Europe","Poland","POL","Europe",149,14900,18744761.2099032,70907330839.668
"RCP 2.6","2100",5688,"Portuguese Exclusive Economic Zone","200NM","Portugal","PRT","Europe","Portugal","PRT","Europe",3171,317100,514463744.397797,2369524519356.91
"RCP 2.6","2100",5689,"Romanian Exclusive economic Zone","200NM","Romania","ROU","Europe","Romania","ROU","Europe",187,18700,14387125.9006362,43989979545.1306
"RCP 2.6","2100",5690,"Russian Exclusive economic Zone","200NM","Russia","RUS","Europe","Russia","RUS","Europe",48103,4810300,9205282987.20871,31127162755107.4
"RCP 2.6","2100",5691,"Montenegrin Exclusive economic Zone","200NM","Montenegro","MNE","Europe","Montenegro","MNE","Europe",15,1500,2484792.41994622,10848265939.4041
"RCP 2.6","2100",5693,"Spanish Exclusive Economic Zone","200NM","Spain","ESP","Europe","Spain","ESP","Europe",5552,555200,900344981.430405,4414759367218.05
"RCP 2.6","2100",5694,"Swedish Exclusive Economic Zone","200NM","Sweden","SWE","Europe","Sweden","SWE","Europe",471,47100,61593694.4686216,200595726960.569
"RCP 2.6","2100",5695,"Overlapping claim Ukrainian Exclusive Economic Zone","Overlapping claim","Ukraine","UKR","Europe","Ukraine","UKR","Europe",665,66500,76990300.7255419,309269555380.952
"RCP 2.6","2100",5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","Europe",6603,660300,1031554300.27288,3245587385306.49
"RCP 2.6","2100",5697,"Turkish Exclusive Economic Zone","200NM","Turkey","TUR","Asia","Turkey","TUR","Asia",2589,258900,291345405.316487,1408067602911.93
"RCP 2.6","2100",8308,"Cocos Islands Exclusive Economic Zone","200NM","Cocos Islands","CCK","Indian Ocean","Australia","AUS","Oceania",4707,470700,763664725.600893,2553118501817.53
"RCP 2.6","2100",8309,"Christmas Island Exclusive Economic Zone","200NM","Christmas Island","CXR","Oceania","Australia","AUS","Oceania",2641,264100,434307111.529213,1473499507714.08
"RCP 2.6","2100",8310,"Norfolk Island Exclusive Economic Zone","200NM","Norfolk Island","NFK","Oceania","Australia","AUS","Oceania",4326,432600,701851200.966531,2309717949970.24
"RCP 2.6","2100",8311,"Australian Exclusive Economic Zone (Macquarie Island)","200NM","Macquarie Island","AUS","Oceania","Australia","AUS","Oceania",3734,373400,643280217.707748,1259017165317.96
"RCP 2.6","2100",8312,"New Caledonian Exclusive Economic Zone","200NM","New Caledonia","NCL","Oceania","France","FRA","Europe",11624,1162400,1937102358.59338,5388732753957.44
"RCP 2.6","2100",8313,"Vanuatu Exclusive Economic Zone","200NM","Vanuatu","VUT","Oceania","Vanuatu","VUT","Oceania",6271,627100,1017408433.02384,5384968625258.26
"RCP 2.6","2100",8314,"Solomon Islands Exclusive Economic Zone","200NM","Solomon Islands","SLB","Oceania","Solomon Islands","SLB","Oceania",16141,1614100,2642680239.92472,13623533591906
"RCP 2.6","2100",8315,"Palau Exclusive Economic Zone","200NM","Palau","PLW","Oceania","Palau","PLW","Oceania",6184,618400,1018387306.59176,4873621881390.19
"RCP 2.6","2100",8316,"Micronesian Exclusive Economic Zone","200NM","Micronesia","FSM","Oceania","Micronesia",NA,"Oceania",30331,3033100,5050855441.07797,22076340377283.5
"RCP 2.6","2100",8317,"Nauruan Exclusive Economic Zone","200NM","Nauru","NRU","Oceania","Nauru","NRU","Oceania",3111,311100,504729331.069551,2445216297695.54
