"rcp","year","eez_code","eez_name","eez_type","ter1_name","ter1_iso","ter1_continent","sov1_name","sov1_iso","sov1_continent","ncells","area_sqkm","prod_mt","profits_usd"
"RCP 2.6","2051",8446,"Cook Islands Exclusive Economic Zone","200NM","Cook Islands","COK","Oceania","New Zealand","NZL","Oceania",5560,556000,5278865762.8591,31621169292831
"RCP 2.6","2051",8449,"Tokelau Exclusive Economic Zone","200NM","Tokelau","TKL","Oceania","New Zealand","NZL","Oceania",1484,148400,1408963451.81347,8520189773185.81
"RCP 2.6","2051",8450,"Kiribati Exclusive Economic Zone (Phoenix Islands)","200NM","Phoenix Group","KIR","Oceania","Kiribati","KIR","Oceania",7508,750800,7128367652.43635,44402576972733.4
"RCP 2.6","2051",8451,"Howland and Baker Islands Exclusive Economic Zone","200NM","Howland and Baker islands","UMI","Oceania","United States","USA","Americas",4371,437100,4149986016.08941,24391951011502.8
"RCP 2.6","2051",8452,"Johnston Atoll Exclusive Economic Zone","200NM","Johnston Atoll","UMI","Oceania","United States","USA","Americas",33,3300,31331397.5133724,174525151408.617
"RCP 2.6","2051",8455,"New Zealand Exclusive Economic Zone","200NM","New Zealand","NZL","Oceania","New Zealand","NZL","Oceania",12273,1227300,12595442993.9944,92390993491172.9
"RCP 2.6","2051",8456,"United States Exclusive Economic Zone","200NM","United States","USA","Americas","United States","USA","Americas",2928,292800,2370466595.23441,14514609584867.2
"RCP 2.6","2051",8460,"Guyanese Exclusive Economic Zone","200NM","Guyana","GUY","Americas","Guyana","GUY","Americas",337,33700,319960029.151712,1979919626195.88
"RCP 2.6","2051",8461,"Surinamese Exclusive Economic Zone","200NM","Suriname","SUR","Americas","Suriname","SUR","Americas",178,17800,168999659.314554,1042732644892.54
"RCP 2.6","2051",8462,"French Guiana Exclusive Economic Zone","200NM","French Guiana","GUF","Americas","France","FRA","Europe",202,20200,191786130.23337,1143173017675.53
"RCP 2.6","2051",8463,"United States Exclusive Economic Zone (Alaska)","200NM","Alaska","USA","Americas","United States","USA","Americas",13408,1340800,3890498740.15284,21760737685097.1
"RCP 2.6","2051",8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","Americas",14962,1496200,14742838063.9991,101006516327891
"RCP 2.6","2051",8466,"Argentinean Exclusive Economic Zone","200NM","Argentina","ARG","Americas","Argentina","ARG","Americas",6877,687700,6527703460.4758,40305258066509.8
"RCP 2.6","2051",8467,"Uruguayan Exclusive Economic Zone","200NM","Uruguay","URY","Americas","Uruguay","URY","Americas",81,8100,76904339.3510049,460766757550.606
"RCP 2.6","2051",8469,"Iranian Exclusive Economic Zone","200NM","Iran","IRN","Asia","Iran","IRN","Asia",33,3300,24048924.8785808,186891371112.547
"RCP 2.6","2051",8482,"Myanmar Exclusive Economic Zone","200NM","Myanmar","MMR","Asia","Myanmar","MMR","Asia",60,6000,37968422.5975845,332255120402.869
"RCP 2.6","2051",8483,"Malaysian Exclusive Economic Zone","200NM","Malaysia","MYS","Asia","Malaysia","MYS","Asia",82,8200,61705684.1447511,465699374923.539
"RCP 2.6","2051",8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","Asia",643,64300,586498011.975874,3688754755083.32
"RCP 2.6","2051",8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","Asia",1335,133500,797612642.356275,4987551398238.2
"RCP 2.6","2051",8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","Gilbert Islands","KIR","Oceania","Kiribati","KIR","Oceania",9615,961500,9128829911.85076,57025307770719.1
"RCP 2.6","2051",8489,"Antarctic 200NM zone beyond the coastline","200NM","Antarctica","ATA","Antarctica","Antarctica","ATA","Antarctica",1386,138600,122043914.091045,599980560073.046
"RCP 2.6","2051",8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","Asia",1654,165400,1045813235.18193,9069759135907.25
"RCP 2.6","2051",8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","Americas",3963,396300,867878928.484101,4790079222102.41
"RCP 2.6","2051",21788,"Guernsey Exclusive Economic Zone","200NM","Guernsey","GGY","Europe","United Kingdom","GBR","Europe",1,100,949436.288284011,5874710865.95809
"RCP 2.6","2051",21789,"Jersey Exclusive Economic Zone","200NM","Jersey","JEY","Europe","United Kingdom","GBR","Europe",12,1200,11393235.4594081,71387211087.4971
"RCP 2.6","2051",22756,"Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)","200NM","Islas San Félix and San Ambrosio","CHL","Americas","Chile","CHL","Americas",2662,266200,2527399399.41204,15601227269364.4
"RCP 2.6","2051",33185,"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","Overlapping claim","Guyana","GUY","Americas","Guyana","GUY","Americas",32,3200,30381961.2250883,188423182462.659
"RCP 2.6","2051",48950,"Overlapping claim Kuril Islands: Japan / Russia","Overlapping claim","Japan","JPN","Asia","Japan","JPN","Asia",846,84600,108031153.837135,543649712239.443
"RCP 2.6","2051",48955,"Overlapping claim Liancourt Rocks: Japan / South Korea","Overlapping claim","Japan","JPN","Asia","Japan","JPN","Asia",3,300,2848308.86485203,17613800373.8743
"RCP 2.6","2051",48962,"Joint regime area Peru / Ecuador","Joint regime","Peru","PER","Americas","Peru","PER","Americas",150,15000,112652294.213454,843724998597.081
"RCP 2.6","2051",48968,"Joint regime area Costa Rica / Ecuador (Galapagos)","Joint regime","Costa Rica","CRI","Americas","Costa Rica","CRI","Americas",87,8700,82600957.0807089,503858314762.354
"RCP 2.6","2100",3293,"Belgian Exclusive Economic Zone","200NM","Belgium","BEL","Europe","Belgium","BEL","Europe",38,3800,11551835.6871866,71093400487.4362
"RCP 2.6","2100",5668,"Dutch Exclusive Economic Zone","200NM","Netherlands","NLD","Europe","Netherlands","NLD","Europe",583,58300,175804338.414582,1059417365023.48
"RCP 2.6","2100",5669,"German Exclusive Economic Zone","200NM","Germany","DEU","Europe","Germany","DEU","Europe",240,24000,43789317.0808996,307110657315.354
"RCP 2.6","2100",5673,"Croatian Exclusive Economic Zone","200NM","Croatia","HRV","Europe","Croatia","HRV","Europe",248,24800,235460199.494435,1478183622013.61
"RCP 2.6","2100",5674,"Danish Exclusive Economic Zone","200NM","Denmark","DNK","Europe","Denmark","DNK","Europe",10,1000,3066011.55633068,15250850097.9308
"RCP 2.6","2100",5677,"French Exclusive Economic Zone","200NM","France","FRA","Europe","France","FRA","Europe",1652,165200,1514684396.58539,9287487527030.04
"RCP 2.6","2100",5679,"Greek Exclusive Economic Zone","200NM","Greece","GRC","Europe","Greece","GRC","Europe",637,63700,604790915.636915,3805624412607.31
"RCP 2.6","2100",5681,"Irish Exclusive Economic Zone","200NM","Ireland","IRL","Europe","Ireland","IRL","Europe",534,53400,506998977.943662,3096922718221.62
"RCP 2.6","2100",5682,"Italian Exclusive Economic Zone","200NM","Italy","ITA","Europe","Italy","ITA","Europe",494,49400,443432703.595507,2784231118821.98
"RCP 2.6","2100",5688,"Portuguese Exclusive Economic Zone","200NM","Portugal","PRT","Europe","Portugal","PRT","Europe",303,30300,287679195.350055,1765368140737.3
"RCP 2.6","2100",5690,"Russian Exclusive economic Zone","200NM","Russia","RUS","Europe","Russia","RUS","Europe",3578,357800,717598199.287195,3979412434750.86
"RCP 2.6","2100",5691,"Montenegrin Exclusive economic Zone","200NM","Montenegro","MNE","Europe","Montenegro","MNE","Europe",3,300,2848308.86485203,17856228245.8743
"RCP 2.6","2100",5693,"Spanish Exclusive Economic Zone","200NM","Spain","ESP","Europe","Spain","ESP","Europe",1557,155700,1478272300.8582,9236188261200.75
"RCP 2.6","2100",5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","Europe",1940,194000,1495986472.31614,9323853058192.78
"RCP 2.6","2100",5697,"Turkish Exclusive Economic Zone","200NM","Turkey","TUR","Asia","Turkey","TUR","Asia",163,16300,120200745.938697,770510304195.659
"RCP 2.6","2100",8311,"Australian Exclusive Economic Zone (Macquarie Island)","200NM","Macquarie Island","AUS","Oceania","Australia","AUS","Oceania",705,70500,266554752.500921,1232796758804.78
"RCP 2.6","2100",8314,"Solomon Islands Exclusive Economic Zone","200NM","Solomon Islands","SLB","Oceania","Solomon Islands","SLB","Oceania",1341,134100,1273194062.58886,7872390926113.8
"RCP 2.6","2100",8316,"Micronesian Exclusive Economic Zone","200NM","Micronesia","FSM","Oceania","Micronesia",NA,"Oceania",12627,1262700,11957185716.9081,74171977557535.3
"RCP 2.6","2100",8317,"Nauruan Exclusive Economic Zone","200NM","Nauru","NRU","Oceania","Nauru","NRU","Oceania",3111,311100,2953696292.85156,18213743389163.6
"RCP 2.6","2100",8318,"Marshall Islands Exclusive Economic Zone","200NM","Marshall Islands","MHL","Oceania","Marshall Islands","MHL","Oceania",10133,1013300,9620637909.18188,59639103163985.3
"RCP 2.6","2100",8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","Asia",17,1700,10757719.7359823,94102559430.2795
"RCP 2.6","2100",8323,"Australian Exclusive Economic Zone","200NM","Australia","AUS","Oceania","Australia","AUS","Oceania",4261,426100,3964116178.01902,31330794975877.2
"RCP 2.6","2100",8324,"Papua New Guinean Exclusive Economic Zone","200NM","Papua New Guinea","PNG","Oceania","Papua New Guinea","PNG","Oceania",6268,626800,5447309526.1836,36224300434863.8
"RCP 2.6","2100",8326,"Tuvaluan Exclusive Economic Zone","200NM","Tuvalu","TUV","Oceania","Tuvalu","TUV","Oceania",4299,429900,4081626603.33296,25125973806649.8
"RCP 2.6","2100",8327,"South Korean Exclusive Economic Zone","200NM","South Korea","KOR","Asia","South Korea","KOR","Asia",2255,225500,2140978830.08044,13334590694567.5
"RCP 2.6","2100",8328,"North Korean Exclusive Economic Zone","200NM","North Korea","PRK","Asia","North Korea","PRK","Asia",831,83100,637627506.5533,4032600974178.58
"RCP 2.6","2100",8354,"Omani Exclusive Economic Zone","200NM","Oman","OMN","Asia","Oman","OMN","Asia",633,63300,600993170.483779,3753983148391.47
"RCP 2.6","2100",8359,"Pakistani Exclusive Economic Zone","200NM","Pakistan","PAK","Asia","Pakistan","PAK","Asia",350,35000,332302700.899404,2078695336293.33
"RCP 2.6","2100",8361,"Portuguese Exclusive Economic Zone (Azores)","200NM","Azores","PRT","Europe","Portugal","PRT","Europe",2164,216400,2307829313.51948,18388758668795.7
"RCP 2.6","2100",8362,"Cape Verdean Exclusive Economic Zone","200NM","Cape Verde","CPV","Africa","Cape Verde","CPV","Africa",342,34200,324707210.593132,2006352978029.67
"RCP 2.6","2100",8363,"Portuguese Exclusive Economic Zone (Madeira)","200NM","Madeira","PRT","Europe","Portugal","PRT","Europe",1328,132800,1260851390.84117,7799027686632.35
"RCP 2.6","2100",8364,"Spanish Exclusive Economic Zone (Canary Islands)","200NM","Canary Islands","ESP","Europe","Spain","ESP","Europe",3986,398600,3784453045.10007,23175932832645
"RCP 2.6","2100",8366,"Tunisian Exclusive Economic Zone","200NM","Tunisia","TUN","Africa","Tunisia","TUN","Africa",397,39700,376926206.448752,2376741793633.36
"RCP 2.6","2100",8367,"Moroccan Exclusive Economic Zone","200NM","Morocco","MAR","Africa","Morocco","MAR","Africa",1671,167100,1586508037.72258,9924153722151.97
"RCP 2.6","2100",8368,"Overlapping claim Western Saharan Exclusive Economic Zone","Overlapping claim","Western Sahara","ESH","Africa","Western Sahara","ESH","Africa",1892,189200,1796333457.43335,11114342357992.7
"RCP 2.6","2100",8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","Africa",564,56400,535482066.592182,3349928639240.36
"RCP 2.6","2100",8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","Africa",14,1400,13292108.0359761,83935507251.4133
"RCP 2.6","2100",8372,"Libyan Exclusive Economic Zone","200NM","Libya","LBY","Africa","Libya","LBY","Africa",46,4600,43674069.2610645,275008311010.072
"RCP 2.6","2100",8378,"Algerian Exclusive Economic Zone","200NM","Algeria","DZA","Africa","Algeria","DZA","Africa",31,3100,29432524.9368043,185552709396.701
"RCP 2.6","2100",8382,"Tristan Da Cunha Exclusive Economic Zone","200NM","Tristan da Cunha","TAA","S Atlantic Ocean","United Kingdom","GBR","Europe",5148,514800,5637680176.34099,46430473314382.9
"RCP 2.6","2100",8383,"Overlapping claim South Georgia and South Sandwich Exclusive Economic Zone: UK / Argentina","Overlapping claim","South Georgia and the South Sandwich Islands","SGS","S Atlantic Ocean","United Kingdom","GBR","Europe",5695,569500,804259338.649264,4686838074905.93
"RCP 2.6","2100",8384,"South African Exclusive Economic Zone (Prince Edward Islands)","200NM","Prince Edward Islands","ZAF","Africa","South Africa","ZAF","Africa",4303,430300,4074451273.7742,25827608803521.3
"RCP 2.6","2100",8385,"Crozet Islands Exclusive Economic Zone","200NM","Crozet Islands","ATF","Indian Ocean","France","FRA","Europe",4808,480800,4689653478.26635,30124282514497.3
"RCP 2.6","2100",8386,"Amsterdam Island & St. Paul Island Exclusive Economic Zone","200NM","Amsterdam and Saint Paul Islands","ATF","Indian Ocean","France","FRA","Europe",3,300,3336578.50303882,28575134372.8994
"RCP 2.6","2100",8387,"Kerguelen Exclusive Economic Zone","200NM","Kerguélen","ATF","Indian Ocean","France","FRA","Europe",3372,337200,2910589257.59682,17387067255051.6
"RCP 2.6","2100",8388,"Heard and McDonald Islands Exclusive Economic Zone","200NM","Heard and McDonald Islands","HMD","Indian Ocean","Australia","AUS","Oceania",1394,139400,293167874.152457,1506746161957.09
"RCP 2.6","2100",8389,"Overlapping claim Falkland / Malvinas Islands Exclusive Economic Zone: UK / Argentina","Overlapping claim","Falkland / Malvinas Islands","FLK","Americas","United Kingdom","GBR","Europe",5078,507800,4756207063.63401,28540094179759.8
"RCP 2.6","2100",8395,"Namibian Exclusive Economic Zone","200NM","Namibia","NAM","Africa","Namibia","NAM","Africa",627,62700,595296552.754075,3689968936587.72
"RCP 2.6","2100",8396,"South African Exclusive Economic Zone","200NM","South Africa","ZAF","Africa","South Africa","ZAF","Africa",2081,208100,2136092113.79035,15947830760618.7
"RCP 2.6","2100",8399,"Bouvet Exclusive Economic Zone","200NM","Bouvet","BVT","S Atlantic Ocean","Norway","NOR","Europe",2967,296700,442149839.900703,2077263198157.26
"RCP 2.6","2100",8401,"Clipperton Exclusive Economic Zone","200NM","Clipperton Island","CPT","Americas","France","FRA","Europe",173,17300,164252477.873134,948749594434.75
"RCP 2.6","2100",8403,"Ecuadorian Exclusive Economic Zone (Galapagos)","200NM","Galapagos","ECU","Americas","Ecuador","ECU","Americas",7349,734900,6977407282.59919,43738593946606
"RCP 2.6","2100",8423,"Panamanian Exclusive Economic Zone","200NM","Panama","PAN","Americas","Panama","PAN","Americas",1568,156800,1488716100.02933,9296793951562.29
"RCP 2.6","2100",8424,"Costa Rican Exclusive Economic Zone","200NM","Costa Rica","CRI","Americas","Costa Rica","CRI","Americas",3294,329400,3127443133.60753,19398495300838
"RCP 2.6","2100",8425,"Nicaraguan Exclusive Economic Zone","200NM","Nicaragua","NIC","Americas","Nicaragua","NIC","Americas",106,10600,100006988.068123,624866296063.204
"RCP 2.6","2100",8426,"Colombian Exclusive Economic Zone","200NM","Colombia","COL","Americas","Colombia","COL","Americas",795,79500,754801849.185789,4722204986008.68
"RCP 2.6","2100",8428,"El Salvador Exclusive Economic Zone","200NM","El Salvador","SLV","Americas","El Salvador","SLV","Americas",181,18100,167415158.749533,1056453707799.94
"RCP 2.6","2100",8431,"Ecuadorian Exclusive Economic Zone","200NM","Ecuador","ECU","Americas","Ecuador","ECU","Americas",1958,195800,1858996252.46009,11660049024697.9
"RCP 2.6","2100",8432,"Peruvian Exclusive Economic Zone","200NM","Peru","PER","Americas","Peru","PER","Americas",3374,337400,3203398036.67025,19871292891486.6
"RCP 2.6","2100",8440,"French Polynesian Exclusive Economic Zone","200NM","French Polynesia","PYF","Oceania","France","FRA","Europe",20602,2060200,19560286411.2272,118547484367629
"RCP 2.6","2100",8441,"Kiribati Exclusive Economic Zone (Line Islands)","200NM","Line Group","KIR","Oceania","Kiribati","KIR","Oceania",16504,1650400,15669496501.8393,97383024898972.3
"RCP 2.6","2100",8442,"Jarvis Island Exclusive Economic Zone","200NM","Jarvis Island","UMI","Oceania","United States","USA","Americas",3259,325900,3094212863.51759,18285289711277.4
"RCP 2.6","2100",8443,"Palmyra Atoll Exclusive Economic Zone","200NM","Palmyra Atoll","UMI","Oceania","United States","USA","Americas",3561,356100,3380942622.57936,19954831760268.8
"RCP 2.6","2100",8444,"American Samoa Exclusive Economic Zone","200NM","American Samoa","ASM","Oceania","United States","USA","Americas",201,20100,190836693.945086,1148030252601.58
"RCP 2.6","2100",8446,"Cook Islands Exclusive Economic Zone","200NM","Cook Islands","COK","Oceania","New Zealand","NZL","Oceania",8275,827500,7856585285.55019,47277277186411.2
"RCP 2.6","2100",8449,"Tokelau Exclusive Economic Zone","200NM","Tokelau","TKL","Oceania","New Zealand","NZL","Oceania",3050,305000,2895780679.26623,17590459228964.2
"RCP 2.6","2100",8450,"Kiribati Exclusive Economic Zone (Phoenix Islands)","200NM","Phoenix Group","KIR","Oceania","Kiribati","KIR","Oceania",7512,751200,7132165397.58949,44425975221585.2
"RCP 2.6","2100",8451,"Howland and Baker Islands Exclusive Economic Zone","200NM","Howland and Baker islands","UMI","Oceania","United States","USA","Americas",4371,437100,4149986016.08941,24391951016206.8
"RCP 2.6","2100",8454,"Wallis and Futuna Exclusive Economic Zone","200NM","Wallis and Futuna","WLF","Oceania","France","FRA","Europe",2,200,1898872.57656802,10944786979.9162
"RCP 2.6","2100",8455,"New Zealand Exclusive Economic Zone","200NM","New Zealand","NZL","Oceania","New Zealand","NZL","Oceania",13817,1381700,14324224444.9955,106908820064719
"RCP 2.6","2100",8456,"United States Exclusive Economic Zone","200NM","United States","USA","Americas","United States","USA","Americas",2874,287400,2424183899.81721,15079167135274.4
"RCP 2.6","2100",8460,"Guyanese Exclusive Economic Zone","200NM","Guyana","GUY","Americas","Guyana","GUY","Americas",137,13700,130072771.494909,804609528316.259
"RCP 2.6","2100",8461,"Surinamese Exclusive Economic Zone","200NM","Suriname","SUR","Americas","Suriname","SUR","Americas",201,20100,190836693.945086,1177365700169.58
"RCP 2.6","2100",8462,"French Guiana Exclusive Economic Zone","200NM","French Guiana","GUF","Americas","France","FRA","Europe",181,18100,171847968.179406,1025293843026.41
"RCP 2.6","2100",8463,"United States Exclusive Economic Zone (Alaska)","200NM","Alaska","USA","Americas","United States","USA","Americas",5141,514100,767908944.101397,3396359370349.14
"RCP 2.6","2100",8464,"Brazilian Exclusive Economic Zone","200NM","Brazil","BRA","Americas","Brazil","BRA","Americas",27,2700,25634779.7836683,158025430980.868
"RCP 2.6","2100",8465,"Chilean Exclusive Economic Zone","200NM","Chile","CHL","Americas","Chile","CHL","Americas",14595,1459500,14480609733.239,100740869107735
"RCP 2.6","2100",8466,"Argentinean Exclusive Economic Zone","200NM","Argentina","ARG","Americas","Argentina","ARG","Americas",7046,704600,6691665950.48755,41363058497115.6
"RCP 2.6","2100",8467,"Uruguayan Exclusive Economic Zone","200NM","Uruguay","URY","Americas","Uruguay","URY","Americas",38,3800,36078578.9547924,217015455594.408
"RCP 2.6","2100",8469,"Iranian Exclusive Economic Zone","200NM","Iran","IRN","Asia","Iran","IRN","Asia",30,3000,28483088.6485203,179092001906.743
"RCP 2.6","2100",8482,"Myanmar Exclusive Economic Zone","200NM","Myanmar","MMR","Asia","Myanmar","MMR","Asia",118,11800,112033482.017513,707689407531.055
"RCP 2.6","2100",8486,"Chinese Exclusive Economic Zone","200NM","China","CHN","Asia","China","CHN","Asia",488,48800,463324908.682597,2897784357259.55
"RCP 2.6","2100",8487,"Japanese Exclusive Economic Zone","200NM","Japan","JPN","Asia","Japan","JPN","Asia",2372,237200,1545792958.17089,9617117976521.13
"RCP 2.6","2100",8488,"Kiribati Exclusive Economic Zone (Gilbert Islands)","200NM","Gilbert Islands","KIR","Oceania","Kiribati","KIR","Oceania",10619,1061900,10082063945.2879,62926507167421
"RCP 2.6","2100",8489,"Antarctic 200NM zone beyond the coastline","200NM","Antarctica","ATA","Antarctica","Antarctica","ATA","Antarctica",1558,155800,130907235.775166,624603109527.194
"RCP 2.6","2100",8492,"Indonesian Exclusive Economic Zone","200NM","Indonesia","IDN","Asia","Indonesia","IDN","Asia",1093,109300,714587432.044069,5853646522516.09
"RCP 2.6","2100",8493,"Canadian Exclusive Economic Zone","200NM","Canada","CAN","Americas","Canada","CAN","Americas",4217,421700,728861159.014475,4214874435103.36
"RCP 2.6","2100",21788,"Guernsey Exclusive Economic Zone","200NM","Guernsey","GGY","Europe","United Kingdom","GBR","Europe",1,100,949436.288284011,5874710865.95809
"RCP 2.6","2100",21789,"Jersey Exclusive Economic Zone","200NM","Jersey","JEY","Europe","United Kingdom","GBR","Europe",12,1200,11393235.4594081,71387211087.4971
"RCP 2.6","2100",21796,"Joint regime area Japan / Korea","Joint regime","South Korea","KOR","Asia","South Korea","KOR","Asia",4,400,3797745.15313604,23274478615.8324
"RCP 2.6","2100",22756,"Chilean Exclusive Economic Zone (San Felix and San Ambrosio islands)","200NM","Islas San Félix and San Ambrosio","CHL","Americas","Chile","CHL","Americas",2457,245700,2332764960.31381,14391798393083
"RCP 2.6","2100",48950,"Overlapping claim Kuril Islands: Japan / Russia","Overlapping claim","Japan","JPN","Asia","Japan","JPN","Asia",907,90700,116868958.896389,668416067575.573
"RCP 2.6","2100",48955,"Overlapping claim Liancourt Rocks: Japan / South Korea","Overlapping claim","Japan","JPN","Asia","Japan","JPN","Asia",15,1500,14241544.3242602,87891413533.3714
"RCP 2.6","2100",48962,"Joint regime area Peru / Ecuador","Joint regime","Peru","PER","Americas","Peru","PER","Americas",155,15500,147162624.684022,917023658759.504
"RCP 2.6","2100",48974,"Joint regime area Ecuador / Colombia","Joint regime","Ecuador","ECU","Americas","Ecuador","ECU","Americas",84,8400,79752648.2158569,498555532228.48
"RCP 8.5","2021",3293,"Belgian Exclusive Economic Zone","200NM","Belgium","BEL","Europe","Belgium","BEL","Europe",38,3800,10396739.7070364,87311877491.2617
"RCP 8.5","2021",5668,"Dutch Exclusive Economic Zone","200NM","Netherlands","NLD","Europe","Netherlands","NLD","Europe",619,61900,215859909.92906,1330648818915.01
"RCP 8.5","2021",5669,"German Exclusive Economic Zone","200NM","Germany","DEU","Europe","Germany","DEU","Europe",288,28800,83910296.5718549,496488522394.872
"RCP 8.5","2021",5673,"Croatian Exclusive Economic Zone","200NM","Croatia","HRV","Europe","Croatia","HRV","Europe",246,24600,233561326.917867,1466281422673.69
"RCP 8.5","2021",5674,"Danish Exclusive Economic Zone","200NM","Denmark","DNK","Europe","Denmark","DNK","Europe",17,1700,4428141.74389276,24390041887.7511
"RCP 8.5","2021",5677,"French Exclusive Economic Zone","200NM","France","FRA","Europe","France","FRA","Europe",1840,184000,1697240543.8096,10553172202174.8
"RCP 8.5","2021",5679,"Greek Exclusive Economic Zone","200NM","Greece","GRC","Europe","Greece","GRC","Europe",434,43400,412055349.115261,2592253920745.81
"RCP 8.5","2021",5681,"Irish Exclusive Economic Zone","200NM","Ireland","IRL","Europe","Ireland","IRL","Europe",547,54700,519341649.691354,3166759776031.08
"RCP 8.5","2021",5682,"Italian Exclusive Economic Zone","200NM","Italy","ITA","Europe","Italy","ITA","Europe",465,46500,421496606.226444,2642541488552.73
"RCP 8.5","2021",5688,"Portuguese Exclusive Economic Zone","200NM","Portugal","PRT","Europe","Portugal","PRT","Europe",350,35000,332302700.899404,2022691240429.33
"RCP 8.5","2021",5690,"Russian Exclusive economic Zone","200NM","Russia","RUS","Europe","Russia","RUS","Europe",1655,165500,445485186.423453,2617419610559.38
"RCP 8.5","2021",5693,"Spanish Exclusive Economic Zone","200NM","Spain","ESP","Europe","Spain","ESP","Europe",2921,292100,2812202212.58648,18028117031745.9
"RCP 8.5","2021",5696,"United Kingdom Exclusive Economic Zone","200NM","United Kingdom","GBR","Europe","United Kingdom","GBR","Europe",2086,208600,1663457627.05005,10492369470754.7
"RCP 8.5","2021",5697,"Turkish Exclusive Economic Zone","200NM","Turkey","TUR","Asia","Turkey","TUR","Asia",141,14100,89090076.7186556,579447076031.781
"RCP 8.5","2021",8311,"Australian Exclusive Economic Zone (Macquarie Island)","200NM","Macquarie Island","AUS","Oceania","Australia","AUS","Oceania",319,31900,176309833.012922,926808879194.073
"RCP 8.5","2021",8314,"Solomon Islands Exclusive Economic Zone","200NM","Solomon Islands","SLB","Oceania","Solomon Islands","SLB","Oceania",3774,377400,3084798120.36812,21596441192955.3
"RCP 8.5","2021",8316,"Micronesian Exclusive Economic Zone","200NM","Micronesia","FSM","Oceania","Micronesia",NA,"Oceania",14151,1415100,10519950827.6305,78893296818919.7
"RCP 8.5","2021",8317,"Nauruan Exclusive Economic Zone","200NM","Nauru","NRU","Oceania","Nauru","NRU","Oceania",3099,309900,2942303057.39215,18144162353188.1
"RCP 8.5","2021",8318,"Marshall Islands Exclusive Economic Zone","200NM","Marshall Islands","MHL","Oceania","Marshall Islands","MHL","Oceania",9814,981400,9149954233.37409,57536519328162.9
"RCP 8.5","2021",8322,"Philippines Exclusive Economic Zone","200NM","Philippines","PHL","Asia","Philippines","PHL","Asia",84,8400,53155791.6366183,464884079273.616
"RCP 8.5","2021",8323,"Australian Exclusive Economic Zone","200NM","Australia","AUS","Oceania","Australia","AUS","Oceania",4029,402900,3771968979.67393,27569091007977.8
"RCP 8.5","2021",8324,"Papua New Guinean Exclusive Economic Zone","200NM","Papua New Guinea","PNG","Oceania","Papua New Guinea","PNG","Oceania",7651,765100,5060080867.27906,42152191006565.6
"RCP 8.5","2021",8326,"Tuvaluan Exclusive Economic Zone","200NM","Tuvalu","TUV","Oceania","Tuvalu","TUV","Oceania",4082,408200,3875598928.77533,23876017581624.9
"RCP 8.5","2021",8327,"South Korean Exclusive Economic Zone","200NM","South Korea","KOR","Asia","South Korea","KOR","Asia",2860,286000,2709393579.628,17106492938622.4
"RCP 8.5","2021",8328,"North Korean Exclusive Economic Zone","200NM","North Korea","PRK","Asia","North Korea","PRK","Asia",738,73800,651193374.465185,4084165292443.79
"RCP 8.5","2021",8361,"Portuguese Exclusive Economic Zone (Azores)","200NM","Azores","PRT","Europe","Portugal","PRT","Europe",2696,269600,2836854631.15773,21923006655405.6
"RCP 8.5","2021",8363,"Portuguese Exclusive Economic Zone (Madeira)","200NM","Madeira","PRT","Europe","Portugal","PRT","Europe",2027,202700,1924507356.35169,11867340749729.1
"RCP 8.5","2021",8364,"Spanish Exclusive Economic Zone (Canary Islands)","200NM","Canary Islands","ESP","Europe","Spain","ESP","Europe",3889,388900,3729466217.63871,23484644080124.9
"RCP 8.5","2021",8366,"Tunisian Exclusive Economic Zone","200NM","Tunisia","TUN","Africa","Tunisia","TUN","Africa",213,21300,202229929.404494,1275177805165.07
"RCP 8.5","2021",8367,"Moroccan Exclusive Economic Zone","200NM","Morocco","MAR","Africa","Morocco","MAR","Africa",1758,175800,1734374369.77426,11950421883376
"RCP 8.5","2021",8368,"Overlapping claim Western Saharan Exclusive Economic Zone","Overlapping claim","Western Sahara","ESH","Africa","Western Sahara","ESH","Africa",362,36200,343695936.358812,2117545996732.83
"RCP 8.5","2021",8369,"Mauritanian Exclusive Economic Zone","200NM","Mauritania","MRT","Africa","Mauritania","MRT","Africa",252,25200,239257944.647571,1506015997845.44
"RCP 8.5","2021",8371,"Senegalese Exclusive Economic Zone","200NM","Senegal","SEN","Africa","Senegal","SEN","Africa",7,700,6646054.01798807,41992226201.7066
