"level","species_id","species_orig","species","comm_name","type","class","order","family","genus","forage"
"species","16331","Tetrapturus belone","Tetrapturus belone","Mediterranean spearfish","fish","Actinopterygii","Perciformes","Istiophoridae","Tetrapturus","not forage fish"
"species","16404","Thelenota ananas","Thelenota ananas","Prickly redfish","invert","Holothuroidea","Aspidochirotida","Stichopodidae","Thelenota","not forage fish"
"species","16408","Thenus orientalis","Thenus orientalis","Flathead lobster","invert","Malacostraca","Decapoda","Scyllaridae","Thenus","not forage fish"
"species","16437","Thunnus alalunga","Thunnus alalunga","Albacore","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","not forage fish"
"species","16438","Thunnus albacares","Thunnus albacares","Yellowfin tuna","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","not forage fish"
"species","16439","Thunnus atlanticus","Thunnus atlanticus","Blackfin tuna","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","not forage fish"
"species","16440","Thunnus maccoyii","Thunnus maccoyii","Southern bluefin tuna","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","not forage fish"
"species","16441","Thunnus obesus","Thunnus obesus","Bigeye tuna","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","not forage fish"
"species","16442","Thunnus orientalis","Thunnus orientalis","Pacific bluefin tuna","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","not forage fish"
"species","16443","Thunnus thynnus","Thunnus thynnus","Atlantic bluefin tuna","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","not forage fish"
"species","16444","Thunnus tonggol","Thunnus tonggol","Longtail tuna","fish","Actinopterygii","Perciformes","Scombridae","Thunnus","not forage fish"
"species","16454","Thyrsites atun","Thyrsites atun","Snoek","fish","Actinopterygii","Perciformes","Gempylidae","Thyrsites","not forage fish"
"species","16480","Todarodes pacificus","Todarodes pacificus","Japanese flying squid","invert","Cephalopoda","Teuthida","Ommastrephidae","Todarodes","not forage fish"
"species","16481","Todarodes sagittatus","Todarodes sagittatus","European flying squid","invert","Cephalopoda","Teuthida","Ommastrephidae","Todarodes","not forage fish"
"species","16556","Trachinotus blochii","Trachinotus blochii","Snubnose pompano","fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","not forage fish"
"species","16558","Trachinotus carolinus","Trachinotus carolinus","Florida pompano","fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","not forage fish"
"species","16565","Trachinotus mookalee","Trachinotus mookalee","Indian pompano","fish","Actinopterygii","Perciformes","Carangidae","Trachinotus","not forage fish"
"species","16574","Trachinus draco","Trachinus draco","Greater weever","fish","Actinopterygii","Perciformes","Trachinidae","Trachinus","not forage fish"
"species","16577","Trachipterus arcticus","Trachipterus arcticus","Dealfish","fish","Actinopterygii","Lampriformes","Trachipteridae","Trachipterus","not forage fish"
"species","16586","Trachurus capensis","Trachurus capensis","Cape horse mackerel","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","not forage fish"
"species","16587","Trachurus declivis","Trachurus declivis","Greenback horse mackerel","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","not forage fish"
"species","16590","Trachurus japonicus","Trachurus japonicus","Japanese jack mackerel","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","forage fish"
"species","16591","Trachurus lathami","Trachurus lathami","Rough scad","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","forage fish"
"species","16592","Trachurus mediterraneus","Trachurus mediterraneus","Mediterranean horse mackerel","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","not forage fish"
"species","16593","Trachurus murphyi","Trachurus murphyi","Chilean jack mackerel","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","not forage fish"
"species","16596","Trachurus symmetricus","Trachurus symmetricus","Pacific jack mackerel","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","not forage fish"
"species","16597","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","not forage fish"
"species","16598","Trachurus trecae","Trachurus trecae","Cunene horse mackerel","fish","Actinopterygii","Perciformes","Carangidae","Trachurus","not forage fish"
"species","16616","Trachysalambria curvirostris","Trachysalambria curvirostris","Southern rough shrimp","invert","Malacostraca","Decapoda","Penaeidae","Trachysalambria","not forage fish"
"species","16621","Tragulichthys jaculiferus","Tragulichthys jaculiferus","Longspine burrfish","fish","Actinopterygii","Tetraodontiformes","Diodontidae","Tragulichthys","not forage fish"
"species","16654","Trichiurus lepturus","Trichiurus lepturus","Largehead hairtail","fish","Actinopterygii","Perciformes","Trichiuridae","Trichiurus","not forage fish"
"species","16779","Trisopterus esmarkii","Trisopterus esmarkii","Norway pout","fish","Actinopterygii","Gadiformes","Gadidae","Trisopterus","forage fish"
"species","16780","Trisopterus luscus","Trisopterus luscus","Pouting(=Bib)","fish","Actinopterygii","Gadiformes","Gadidae","Trisopterus","not forage fish"
"species","16781","Trisopterus minutus","Trisopterus minutus","Poor cod","fish","Actinopterygii","Gadiformes","Gadidae","Trisopterus","forage fish"
"species","16792","Trochus niloticus","Trochus niloticus","Commercial top","invert","Gastropoda","Archaeogastropoda","Trochidae","Trochus","not forage fish"
"species","16917","Umbrina canariensis","Umbrina canariensis","Canary drum(=Baardman)","fish","Actinopterygii","Perciformes","Sciaenidae","Umbrina","not forage fish"
"species","16918","Umbrina canosai","Umbrina canosai","Argentine croaker","fish","Actinopterygii","Perciformes","Sciaenidae","Umbrina","forage fish"
"species","16919","Umbrina cirrosa","Umbrina cirrosa","Shi drum","fish","Actinopterygii","Perciformes","Sciaenidae","Umbrina","not forage fish"
"species","16950","Upogebia pugettensis","Upogebia pugettensis","Blue mud shrimp","invert","Malacostraca","Decapoda","Upogebiidae","Upogebia","not forage fish"
"species","16964","Uranoscopus scaber","Uranoscopus scaber","Stargazer","fish","Actinopterygii","Perciformes","Uranoscopidae","Uranoscopus","forage fish"
"species","16996","Urophycis chuss","Urophycis chuss","Red hake","fish","Actinopterygii","Gadiformes","Phycidae","Urophycis","not forage fish"
"species","17077","Variola louti","Variola louti","Yellow-edged lyretail","fish","Actinopterygii","Perciformes","Serranidae","Variola","not forage fish"
"species","17238","Xiphias gladius","Xiphias gladius","Swordfish","fish","Actinopterygii","Perciformes","Xiphiidae","Xiphias","not forage fish"
"species","17242","Xiphopenaeus kroyeri","Xiphopenaeus kroyeri","Atlantic seabob","invert","Malacostraca","Decapoda","Penaeidae","Xiphopenaeus","not forage fish"
"species","17253","Xyrichtys novacula","Xyrichtys novacula","Pearly razorfish","fish","Actinopterygii","Perciformes","Labridae","Xyrichtys","forage fish"
"species","17321","Zenopsis conchifer","Zenopsis conchifer","Silvery John dory","fish","Actinopterygii","Zeiformes","Zeidae","Zenopsis","not forage fish"
"species","17322","Zenopsis nebulosa","Zenopsis nebulosa","Mirror dory","fish","Actinopterygii","Zeiformes","Zeidae","Zenopsis","not forage fish"
"species","17329","Zeus faber","Zeus faber","John dory","fish","Actinopterygii","Zeiformes","Zeidae","Zeus","not forage fish"
"species","17334","Zoarces viviparus","Zoarces viviparus","Eelpout","fish","Actinopterygii","Perciformes","Zoarcidae","Zoarces","forage fish"
