"level","species_id","species_orig","species","comm_name","type","class","order","family","genus","forage"
"NEI","nei_1","Albania","Albania","nei_1",NA,NA,NA,NA,NA,NA
"NEI","nei_2","Algeria","Algeria","nei_2",NA,NA,NA,NA,NA,NA
"NEI","nei_3","Angola","Angola","nei_3",NA,NA,NA,NA,NA,NA
"NEI","nei_4","Antigua and Barbuda","Antigua and Barbuda","nei_4",NA,NA,NA,NA,NA,NA
"NEI","nei_5","Argentina","Argentina","nei_5",NA,NA,NA,NA,NA,NA
"NEI","nei_6","Australia","Australia","nei_6",NA,NA,NA,NA,NA,NA
"NEI","nei_7","Bahamas","Bahamas","nei_7",NA,NA,NA,NA,NA,NA
"NEI","nei_8","Bahrain","Bahrain","nei_8",NA,NA,NA,NA,NA,NA
"NEI","nei_9","Barbados","Barbados","nei_9",NA,NA,NA,NA,NA,NA
"NEI","nei_10","Belgium","Belgium","nei_10",NA,NA,NA,NA,NA,NA
"NEI","nei_11","Belize","Belize","nei_11",NA,NA,NA,NA,NA,NA
"NEI","nei_12","Benin","Benin","nei_12",NA,NA,NA,NA,NA,NA
"NEI","nei_13","Brazil","Brazil","nei_13",NA,NA,NA,NA,NA,NA
"NEI","nei_14","Bulgaria","Bulgaria","nei_14",NA,NA,NA,NA,NA,NA
"NEI","nei_15","Cambodia","Cambodia","nei_15",NA,NA,NA,NA,NA,NA
"NEI","nei_16","Cameroon","Cameroon","nei_16",NA,NA,NA,NA,NA,NA
"NEI","nei_17","Canada","Canada","nei_17",NA,NA,NA,NA,NA,NA
"NEI","nei_18","Cape Verde","Cape Verde","nei_18",NA,NA,NA,NA,NA,NA
"NEI","nei_19","Chile","Chile","nei_19",NA,NA,NA,NA,NA,NA
"NEI","nei_20","China","China","nei_20",NA,NA,NA,NA,NA,NA
"NEI","nei_21","Colombia","Colombia","nei_21",NA,NA,NA,NA,NA,NA
"NEI","nei_22","Comoro Islands","Comoro Islands","nei_22",NA,NA,NA,NA,NA,NA
"NEI","nei_23","Congo","Congo","nei_23",NA,NA,NA,NA,NA,NA
"NEI","nei_24","Costa Rica","Costa Rica","nei_24",NA,NA,NA,NA,NA,NA
"NEI","nei_25","Croatia","Croatia","nei_25",NA,NA,NA,NA,NA,NA
"NEI","nei_26","Cuba","Cuba","nei_26",NA,NA,NA,NA,NA,NA
"NEI","nei_27","Cyprus","Cyprus","nei_27",NA,NA,NA,NA,NA,NA
"NEI","nei_28","Democratic Republic of the Congo","Democratic Republic of the Congo","nei_28",NA,NA,NA,NA,NA,NA
"NEI","nei_29","Denmark","Denmark","nei_29",NA,NA,NA,NA,NA,NA
"NEI","nei_30","Djibouti","Djibouti","nei_30",NA,NA,NA,NA,NA,NA
"NEI","nei_31","Dominican Republic","Dominican Republic","nei_31",NA,NA,NA,NA,NA,NA
"NEI","nei_32","East Timor","East Timor","nei_32",NA,NA,NA,NA,NA,NA
"NEI","nei_33","Ecuador","Ecuador","nei_33",NA,NA,NA,NA,NA,NA
"NEI","nei_34","Egypt","Egypt","nei_34",NA,NA,NA,NA,NA,NA
"NEI","nei_35","El Salvador","El Salvador","nei_35",NA,NA,NA,NA,NA,NA
"NEI","nei_36","Equatorial Guinea","Equatorial Guinea","nei_36",NA,NA,NA,NA,NA,NA
"NEI","nei_37","Eritrea","Eritrea","nei_37",NA,NA,NA,NA,NA,NA
"NEI","nei_38","Estonia","Estonia","nei_38",NA,NA,NA,NA,NA,NA
"NEI","nei_39","Fiji","Fiji","nei_39",NA,NA,NA,NA,NA,NA
"NEI","nei_40","France","France","nei_40",NA,NA,NA,NA,NA,NA
"NEI","nei_41","Gabon","Gabon","nei_41",NA,NA,NA,NA,NA,NA
"NEI","nei_42","Gambia","Gambia","nei_42",NA,NA,NA,NA,NA,NA
"NEI","nei_43","Georgia","Georgia","nei_43",NA,NA,NA,NA,NA,NA
"NEI","nei_44","Germany","Germany","nei_44",NA,NA,NA,NA,NA,NA
"NEI","nei_45","Ghana","Ghana","nei_45",NA,NA,NA,NA,NA,NA
"NEI","nei_46","Greece","Greece","nei_46",NA,NA,NA,NA,NA,NA
"NEI","nei_47","Grenada","Grenada","nei_47",NA,NA,NA,NA,NA,NA
"NEI","nei_48","Guatemala","Guatemala","nei_48",NA,NA,NA,NA,NA,NA
"NEI","nei_49","Guinea","Guinea","nei_49",NA,NA,NA,NA,NA,NA
"NEI","nei_50","Guinea Bissau","Guinea Bissau","nei_50",NA,NA,NA,NA,NA,NA
"NEI","nei_51","Guyana","Guyana","nei_51",NA,NA,NA,NA,NA,NA
"NEI","nei_52","Haiti","Haiti","nei_52",NA,NA,NA,NA,NA,NA
"NEI","nei_53","Honduras","Honduras","nei_53",NA,NA,NA,NA,NA,NA
"NEI","nei_54","Iceland","Iceland","nei_54",NA,NA,NA,NA,NA,NA
"NEI","nei_55","India","India","nei_55",NA,NA,NA,NA,NA,NA
"NEI","nei_56","Indonesia","Indonesia","nei_56",NA,NA,NA,NA,NA,NA
"NEI","nei_57","Iran","Iran","nei_57",NA,NA,NA,NA,NA,NA
"NEI","nei_58","Iraq","Iraq","nei_58",NA,NA,NA,NA,NA,NA
"NEI","nei_59","Ireland","Ireland","nei_59",NA,NA,NA,NA,NA,NA
"NEI","nei_60","Israel","Israel","nei_60",NA,NA,NA,NA,NA,NA
"NEI","nei_61","Italy","Italy","nei_61",NA,NA,NA,NA,NA,NA
"NEI","nei_62","Ivory Coast","Ivory Coast","nei_62",NA,NA,NA,NA,NA,NA
"NEI","nei_63","Japan","Japan","nei_63",NA,NA,NA,NA,NA,NA
"NEI","nei_64","Kenya","Kenya","nei_64",NA,NA,NA,NA,NA,NA
"NEI","nei_65","Kiribati","Kiribati","nei_65",NA,NA,NA,NA,NA,NA
"NEI","nei_66","Kuwait","Kuwait","nei_66",NA,NA,NA,NA,NA,NA
"NEI","nei_67","Latvia","Latvia","nei_67",NA,NA,NA,NA,NA,NA
"NEI","nei_68","Lebanon","Lebanon","nei_68",NA,NA,NA,NA,NA,NA
"NEI","nei_69","Liberia","Liberia","nei_69",NA,NA,NA,NA,NA,NA
"NEI","nei_70","Libya","Libya","nei_70",NA,NA,NA,NA,NA,NA
"NEI","nei_71","Lithuania","Lithuania","nei_71",NA,NA,NA,NA,NA,NA
"NEI","nei_72","Madagascar","Madagascar","nei_72",NA,NA,NA,NA,NA,NA
"NEI","nei_73","Malaysia","Malaysia","nei_73",NA,NA,NA,NA,NA,NA
"NEI","nei_74","Malta","Malta","nei_74",NA,NA,NA,NA,NA,NA
"NEI","nei_75","Mauritania","Mauritania","nei_75",NA,NA,NA,NA,NA,NA
"NEI","nei_76","Mauritius","Mauritius","nei_76",NA,NA,NA,NA,NA,NA
"NEI","nei_77","Mexico","Mexico","nei_77",NA,NA,NA,NA,NA,NA
"NEI","nei_78","Micronesia","Micronesia","nei_78",NA,NA,NA,NA,NA,NA
"NEI","nei_79","Montenegro","Montenegro","nei_79",NA,NA,NA,NA,NA,NA
"NEI","nei_80","Morocco","Morocco","nei_80",NA,NA,NA,NA,NA,NA
"NEI","nei_81","Mozambique","Mozambique","nei_81",NA,NA,NA,NA,NA,NA
"NEI","nei_82","Myanmar","Myanmar","nei_82",NA,NA,NA,NA,NA,NA
"NEI","nei_83","Namibia","Namibia","nei_83",NA,NA,NA,NA,NA,NA
"NEI","nei_84","Netherlands","Netherlands","nei_84",NA,NA,NA,NA,NA,NA
"NEI","nei_85","New Zealand","New Zealand","nei_85",NA,NA,NA,NA,NA,NA
"NEI","nei_86","Nicaragua","Nicaragua","nei_86",NA,NA,NA,NA,NA,NA
"NEI","nei_87","Nigeria","Nigeria","nei_87",NA,NA,NA,NA,NA,NA
"NEI","nei_88","North Korea","North Korea","nei_88",NA,NA,NA,NA,NA,NA
"NEI","nei_89","Norway","Norway","nei_89",NA,NA,NA,NA,NA,NA
"NEI","nei_90","Oman","Oman","nei_90",NA,NA,NA,NA,NA,NA
"NEI","nei_91","Pakistan","Pakistan","nei_91",NA,NA,NA,NA,NA,NA
"NEI","nei_92","Palau","Palau","nei_92",NA,NA,NA,NA,NA,NA
"NEI","nei_93","Panama","Panama","nei_93",NA,NA,NA,NA,NA,NA
"NEI","nei_94","Papua New Guinea","Papua New Guinea","nei_94",NA,NA,NA,NA,NA,NA
"NEI","nei_95","Peru","Peru","nei_95",NA,NA,NA,NA,NA,NA
"NEI","nei_96","Philippines","Philippines","nei_96",NA,NA,NA,NA,NA,NA
"NEI","nei_97","Poland","Poland","nei_97",NA,NA,NA,NA,NA,NA
"NEI","nei_98","Portugal","Portugal","nei_98",NA,NA,NA,NA,NA,NA
"NEI","nei_99","Qatar","Qatar","nei_99",NA,NA,NA,NA,NA,NA
"NEI","nei_100","Romania","Romania","nei_100",NA,NA,NA,NA,NA,NA
"NEI","nei_101","Russia","Russia","nei_101",NA,NA,NA,NA,NA,NA
"NEI","nei_102","Saint Kitts and Nevis","Saint Kitts and Nevis","nei_102",NA,NA,NA,NA,NA,NA
"NEI","nei_103","Saint Lucia","Saint Lucia","nei_103",NA,NA,NA,NA,NA,NA
"NEI","nei_104","Saint Vincent and the Grenadines","Saint Vincent and the Grenadines","nei_104",NA,NA,NA,NA,NA,NA
"NEI","nei_105","Sao Tome and Principe","Sao Tome and Principe","nei_105",NA,NA,NA,NA,NA,NA
"NEI","nei_106","Saudi Arabia","Saudi Arabia","nei_106",NA,NA,NA,NA,NA,NA
"NEI","nei_107","Senegal","Senegal","nei_107",NA,NA,NA,NA,NA,NA
"NEI","nei_108","Seychelles","Seychelles","nei_108",NA,NA,NA,NA,NA,NA
"NEI","nei_109","Sierra Leone","Sierra Leone","nei_109",NA,NA,NA,NA,NA,NA
"NEI","nei_110","Singapore","Singapore","nei_110",NA,NA,NA,NA,NA,NA
"NEI","nei_111","Slovenia","Slovenia","nei_111",NA,NA,NA,NA,NA,NA
"NEI","nei_112","Solomon Islands","Solomon Islands","nei_112",NA,NA,NA,NA,NA,NA
"NEI","nei_113","Somalia","Somalia","nei_113",NA,NA,NA,NA,NA,NA
"NEI","nei_114","South Africa","South Africa","nei_114",NA,NA,NA,NA,NA,NA
"NEI","nei_115","South Korea","South Korea","nei_115",NA,NA,NA,NA,NA,NA
"NEI","nei_116","Spain","Spain","nei_116",NA,NA,NA,NA,NA,NA
"NEI","nei_117","Sri Lanka","Sri Lanka","nei_117",NA,NA,NA,NA,NA,NA
"NEI","nei_118","Suriname","Suriname","nei_118",NA,NA,NA,NA,NA,NA
"NEI","nei_119","Syria","Syria","nei_119",NA,NA,NA,NA,NA,NA
"NEI","nei_120","Taiwan","Taiwan","nei_120",NA,NA,NA,NA,NA,NA
"NEI","nei_121","Tanzania","Tanzania","nei_121",NA,NA,NA,NA,NA,NA
"NEI","nei_122","Thailand","Thailand","nei_122",NA,NA,NA,NA,NA,NA
"NEI","nei_123","Togo","Togo","nei_123",NA,NA,NA,NA,NA,NA
"NEI","nei_124","Tonga","Tonga","nei_124",NA,NA,NA,NA,NA,NA
"NEI","nei_125","Trinidad and Tobago","Trinidad and Tobago","nei_125",NA,NA,NA,NA,NA,NA
"NEI","nei_126","Tunisia","Tunisia","nei_126",NA,NA,NA,NA,NA,NA
"NEI","nei_127","Turkey","Turkey","nei_127",NA,NA,NA,NA,NA,NA
"NEI","nei_128","Ukraine","Ukraine","nei_128",NA,NA,NA,NA,NA,NA
"NEI","nei_129","United Arab Emirates","United Arab Emirates","nei_129",NA,NA,NA,NA,NA,NA
"NEI","nei_130","United Kingdom","United Kingdom","nei_130",NA,NA,NA,NA,NA,NA
"NEI","nei_131","United States","United States","nei_131",NA,NA,NA,NA,NA,NA
"NEI","nei_132","Uruguay","Uruguay","nei_132",NA,NA,NA,NA,NA,NA
"NEI","nei_133","Vanuatu","Vanuatu","nei_133",NA,NA,NA,NA,NA,NA
"NEI","nei_134","Venezuela","Venezuela","nei_134",NA,NA,NA,NA,NA,NA
"NEI","nei_135","Vietnam","Vietnam","nei_135",NA,NA,NA,NA,NA,NA
"NEI","nei_136","Yemen","Yemen","nei_136",NA,NA,NA,NA,NA,NA
"species","10","Ablennes hians","Ablennes hians","Flat needlefish","fish","Actinopterygii","Beloniformes","Belonidae","Ablennes","not forage fish"
"species","75","Acanthistius brasilianus","Acanthistius brasilianus","Argentine seabass","fish","Actinopterygii","Perciformes","Serranidae","Acanthistius","not forage fish"
"species","94","Acanthocybium solandri","Acanthocybium solandri","Wahoo","fish","Actinopterygii","Perciformes","Scombridae","Acanthocybium","not forage fish"
"species","110","Acanthopagrus berda","Acanthopagrus berda","Goldsilk seabream","fish","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","not forage fish"
"species","111","Acanthopagrus bifasciatus","Acanthopagrus bifasciatus","Twobar seabream","fish","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","forage fish"
"species","114","Acanthopagrus latus","Acanthopagrus latus","Yellowfin seabream","fish","Actinopterygii","Perciformes","Sparidae","Acanthopagrus","not forage fish"
"species","153","Acanthurus sohal","Acanthurus sohal","Sohal surgeonfish","fish","Actinopterygii","Perciformes","Acanthuridae","Acanthurus","forage fish"
"species","178","Acetes erythraeus","Acetes erythraeus","Tsivakihini paste shrimp","invert","Malacostraca","Decapoda","Sergestidae","Acetes","not forage fish"
"species","179","Acetes japonicus","Acetes japonicus","Akiami paste shrimp","invert","Malacostraca","Decapoda","Sergestidae","Acetes","not forage fish"
"species","366","Aequipecten opercularis","Aequipecten opercularis","Queen scallop","invert","Bivalvia","Ostreoida","Pectinidae","Aequipecten","not forage fish"
"species","481","Alepes djedaba","Alepes djedaba","Shrimp scad","fish","Actinopterygii","Perciformes","Carangidae","Alepes","forage fish"
"species","523","Allocyttus niger","Allocyttus niger","Black oreo","fish","Actinopterygii","Zeiformes","Oreosomatidae","Allocyttus","not forage fish"
"species","530","Allothunnus fallai","Allothunnus fallai","Slender tuna","fish","Actinopterygii","Perciformes","Scombridae","Allothunnus","not forage fish"
"species","532","Alopias superciliosus","Alopias superciliosus","Bigeye thresher","fish","Elasmobranchii","Lamniformes","Alopiidae","Alopias","not forage fish"
"species","533","Alopias vulpinus","Alopias vulpinus","Thresher","fish","Elasmobranchii","Lamniformes","Alopiidae","Alopias","not forage fish"
"species","536","Alosa fallax","Alosa fallax","Twaite shad","fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","not forage fish"
"species","539","Alosa pseudoharengus","Alosa pseudoharengus","Alewife","fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","forage fish"
"species","540","Alosa sapidissima","Alosa sapidissima","American shad","fish","Actinopterygii","Clupeiformes","Clupeidae","Alosa","not forage fish"
"species","655","Amblygaster sirm","Amblygaster sirm","Spotted sardinella","fish","Actinopterygii","Clupeiformes","Clupeidae","Amblygaster","forage fish"
"species","677","Amblyraja radiata","Amblyraja radiata","Starry ray","fish","Elasmobranchii","Rajiformes","Rajidae","Amblyraja","not forage fish"
"species","692","Ammodytes marinus","Ammodytes marinus","Lesser sand-eel","fish","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","forage fish"
"species","693","Ammodytes personatus","Ammodytes personatus","Pacific sandlance","fish","Actinopterygii","Perciformes","Ammodytidae","Ammodytes","forage fish"
"species","737","Amphichthys cryptocentrus","Amphichthys cryptocentrus","Bocon toadfish","fish","Actinopterygii","Batrachoidiformes","Batrachoididae","Amphichthys","forage fish"
"species","822","Anadara ovalis","Anadara ovalis","Blood ark","invert","Bivalvia","Arcoida","Arcidae","Anadara",NA
"species","846","Anarhichas denticulatus","Anarhichas denticulatus","Northern wolffish","fish","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","not forage fish"
"species","847","Anarhichas lupus","Anarhichas lupus","Atlantic wolffish","fish","Actinopterygii","Perciformes","Anarhichadidae","Anarhichas","not forage fish"
"species","874","Anchoa nasus","Anchoa nasus","Longnose anchovy","fish","Actinopterygii","Clupeiformes","Engraulidae","Anchoa","forage fish"
"species","941","Anodontostoma chacunda","Anodontostoma chacunda","Chacunda gizzard shad","fish","Actinopterygii","Clupeiformes","Clupeidae","Anodontostoma","forage fish"
"species","976","Anoplopoma fimbria","Anoplopoma fimbria","Sablefish","fish","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma","not forage fish"
"species","1067","Antimora rostrata","Antimora rostrata","Blue antimora","fish","Actinopterygii","Gadiformes","Moridae","Antimora","not forage fish"
"species","1083","Aphanopus carbo","Aphanopus carbo","Black scabbardfish","fish","Actinopterygii","Perciformes","Trichiuridae","Aphanopus","not forage fish"
"species","1086","Aphareus rutilans","Aphareus rutilans","Rusty jobfish","fish","Actinopterygii","Perciformes","Lutjanidae","Aphareus","not forage fish"
"species","1091","Aphia minuta","Aphia minuta","Transparent goby","fish","Actinopterygii","Perciformes","Gobiidae","Aphia","forage fish"
"species","1271","Aprion virescens","Aprion virescens","Green jobfish","fish","Actinopterygii","Perciformes","Lutjanidae","Aprion","not forage fish"
"species","1294","Apsilus fuscus","Apsilus fuscus","African forktail snapper","fish","Actinopterygii","Perciformes","Lutjanidae","Apsilus","not forage fish"
"species","1342","Archosargus probatocephalus","Archosargus probatocephalus","Sheepshead","fish","Actinopterygii","Perciformes","Sparidae","Archosargus","not forage fish"
"species","1364","Arctoscopus japonicus","Arctoscopus japonicus","Japanese sandfish","fish","Actinopterygii","Perciformes","Trichodontidae","Arctoscopus","forage fish"
"species","1387","Argentina silus","Argentina silus","Greater argentine","fish","Actinopterygii","Osmeriformes","Argentinidae","Argentina","not forage fish"
"species","1388","Argentina sphyraena","Argentina sphyraena","Argentine","fish","Actinopterygii","Osmeriformes","Argentinidae","Argentina","forage fish"
"species","1412","Argyrops spinifer","Argyrops spinifer","King soldier bream","fish","Actinopterygii","Perciformes","Sparidae","Argyrops","not forage fish"
"species","1414","Argyrosomus hololepidotus","Argyrosomus hololepidotus","Southern meagre(=Mulloway)","fish","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus","not forage fish"
"species","1417","Argyrosomus regius","Argyrosomus regius","Meagre","fish","Actinopterygii","Perciformes","Sciaenidae","Argyrosomus","not forage fish"
"species","1419","Argyrozona argyrozona","Argyrozona argyrozona","Carpenter seabream","fish","Actinopterygii","Perciformes","Sparidae","Argyrozona","not forage fish"
"species","1422","Ariomma indicum","Ariomma indicum","Indian dirtfish","fish","Actinopterygii","Perciformes","Ariommatidae","Ariomma","forage fish"
"species","1443","Aristaeomorpha foliacea","Aristaeomorpha foliacea","Giant red shrimp","invert","Malacostraca","Decapoda","Aristeidae","Aristaeomorpha","not forage fish"
"species","1445","Aristeus antennatus","Aristeus antennatus","Blue and red shrimp","invert","Malacostraca","Decapoda","Aristeidae","Aristeus","not forage fish"
"species","1447","Aristeus varidens","Aristeus varidens","Striped red shrimp","invert","Malacostraca","Decapoda","Aristeidae","Aristeus","not forage fish"
"species","1500","Arripis georgianus","Arripis georgianus","Ruff","fish","Actinopterygii","Perciformes","Arripidae","Arripis","forage fish"
"species","1501","Arripis trutta","Arripis trutta","Australian salmon","fish","Actinopterygii","Perciformes","Arripidae","Arripis","not forage fish"
"species","1523","Artemesia longinaris","Artemesia longinaris","Argentine stiletto shrimp","invert","Malacostraca","Decapoda","Penaeidae","Artemesia","not forage fish"
"species","1733","Atheresthes evermanni","Atheresthes evermanni","Kamchatka flounder","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","not forage fish"
"species","1734","Atheresthes stomias","Atheresthes stomias","Arrow-tooth flounder","fish","Actinopterygii","Pleuronectiformes","Pleuronectidae","Atheresthes","not forage fish"
"species","1735","Atherina boyeri","Atherina boyeri","Big-scale sand smelt","fish","Actinopterygii","Atheriniformes","Atherinidae","Atherina","forage fish"
"species","1763","Atractoscion aequidens","Atractoscion aequidens","Geelbek croaker","fish","Actinopterygii","Perciformes","Sciaenidae","Atractoscion","not forage fish"
"species","1764","Atractoscion nobilis","Atractoscion nobilis","White weakfish","fish","Actinopterygii","Perciformes","Sciaenidae","Atractoscion","not forage fish"
"species","1773","Atrobucca nibe","Atrobucca nibe","Blackmouth croaker","fish","Actinopterygii","Perciformes","Sciaenidae","Atrobucca","not forage fish"
"species","1780","Atule mate","Atule mate","Yellowtail scad","fish","Actinopterygii","Perciformes","Carangidae","Atule","forage fish"
"species","1793","Aulacomya ater","Aulacomya ater","Cholga mussel","invert","Bivalvia","Mytiloida","Mytilidae","Aulacomya","not forage fish"
"species","1829","Austroglossus microlepis","Austroglossus microlepis","West coast sole","fish","Actinopterygii","Pleuronectiformes","Soleidae","Austroglossus","not forage fish"
"species","1830","Austroglossus pectoralis","Austroglossus pectoralis","Mud sole","fish","Actinopterygii","Pleuronectiformes","Soleidae","Austroglossus","not forage fish"
"species","1910","Balistes capriscus","Balistes capriscus","Grey triggerfish","fish","Actinopterygii","Tetraodontiformes","Balistidae","Balistes","not forage fish"
"species","2098","Bathyraja eatonii","Bathyraja eatonii","Eaton's skate","fish","Elasmobranchii","Rajiformes","Arhynchobatidae","Bathyraja","not forage fish"
"species","2172","Belone belone","Belone belone","Garfish","fish","Actinopterygii","Beloniformes","Belonidae","Belone","not forage fish"
"species","14165","Raja rhina","Beringraja rhina","Longnose skate","fish","Elasmobranchii","Rajiformes","Rajidae","Beringraja","not forage fish"
"species","2239","Berryteuthis magister","Berryteuthis magister","Schoolmaster gonate squid","invert","Cephalopoda","Teuthida","Gonatidae","Berryteuthis","not forage fish"
"species","2248","Beryx decadactylus","Beryx decadactylus","Alfonsino","fish","Actinopterygii","Beryciformes","Berycidae","Beryx","not forage fish"
"species","2250","Beryx splendens","Beryx splendens","Splendid alfonsino","fish","Actinopterygii","Beryciformes","Berycidae","Beryx","not forage fish"
"species","2324","Bolbometopon muricatum","Bolbometopon muricatum","Green humphead parrotfish","fish","Actinopterygii","Perciformes","Scaridae","Bolbometopon","not forage fish"
"species","2352","Boops boops","Boops boops","Bogue","fish","Actinopterygii","Perciformes","Sparidae","Boops","forage fish"
"species","2355","Boreogadus saida","Boreogadus saida","Polar cod","fish","Actinopterygii","Gadiformes","Gadidae","Boreogadus","forage fish"
"species","2387","Bothus pantherinus","Bothus pantherinus","Leopard flounder","fish","Actinopterygii","Pleuronectiformes","Bothidae","Bothus","not forage fish"
"species","2422","Brachydeuterus auritus","Brachydeuterus auritus","Bigeye grunt","fish","Actinopterygii","Perciformes","Haemulidae","Brachydeuterus","forage fish"
"species","2436","Brama brama","Brama brama","Atlantic pomfret","fish","Actinopterygii","Perciformes","Bramidae","Brama","not forage fish"
"species","2468","Bregmaceros mcclellandi","Bregmaceros mcclellandi","Unicorn cod","fish","Actinopterygii","Gadiformes","Bregmacerotidae","Bregmaceros","forage fish"
"species","2477","Brevoortia aurea","Brevoortia aurea","Brazilian menhaden","fish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","forage fish"
"species","2479","Brevoortia patronus","Brevoortia patronus","Gulf menhaden","fish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","forage fish"
"species","2482","Brevoortia tyrannus","Brevoortia tyrannus","Atlantic menhaden","fish","Actinopterygii","Clupeiformes","Clupeidae","Brevoortia","not forage fish"
"species","2494","Brosme brosme","Brosme brosme","Tusk(=Cusk)","fish","Actinopterygii","Gadiformes","Lotidae","Brosme","not forage fish"
"species","2498","Brotula barbata","Brotula barbata","Bearded brotula","fish","Actinopterygii","Ophidiiformes","Ophidiidae","Brotula","not forage fish"
"species","2525","Buccinum undatum","Buccinum undatum","Whelk","invert","Gastropoda","Neogastropoda","Buccinidae","Buccinum","not forage fish"
"species","2675","Callinectes danae","Callinectes danae","Dana swimcrab","invert","Malacostraca","Decapoda","Portunidae","Callinectes","not forage fish"
"species","2679","Callinectes sapidus","Callinectes sapidus","Blue crab","invert","Malacostraca","Decapoda","Portunidae","Callinectes","not forage fish"
"species","2760","Callista chione","Callista chione","Smooth callista","invert","Bivalvia","Veneroida","Veneridae","Callista","not forage fish"
"species","2786","Callorhinchus callorynchus","Callorhinchus callorynchus","Plownose chimaera","fish","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus","not forage fish"
"species","2788","Callorhinchus milii","Callorhinchus milii","Ghost shark","fish","Holocephali","Chimaeriformes","Callorhinchidae","Callorhinchus","not forage fish"
"species","2817","Cancer borealis","Cancer borealis","Jonah crab","invert","Malacostraca","Decapoda","Cancridae","Cancer","not forage fish"
"species","2818","Cancer irroratus","Cancer irroratus","Atlantic rock crab","invert","Malacostraca","Decapoda","Cancridae","Cancer","not forage fish"
"species","2820","Cancer pagurus","Cancer pagurus","Edible crab","invert","Malacostraca","Decapoda","Cancridae","Cancer","not forage fish"
"species","2821","Cancer productus","Cancer productus","Pacific rock crab","invert","Malacostraca","Decapoda","Cancridae","Cancer","not forage fish"
"species","2869","Caprodon longimanus","Caprodon longimanus","Pink maomao","fish","Actinopterygii","Perciformes","Serranidae","Caprodon","not forage fish"
"species","2873","Capros aper","Capros aper","Boarfish","fish","Actinopterygii","Perciformes","Caproidae","Capros","forage fish"
"species","2880","Carangoides bajad","Carangoides bajad","Orangespotted trevally","fish","Actinopterygii","Perciformes","Carangidae","Carangoides","not forage fish"
"species","2888","Carangoides fulvoguttatus","Carangoides fulvoguttatus","Yellowspotted trevally","fish","Actinopterygii","Perciformes","Carangidae","Carangoides","not forage fish"
"species","2892","Carangoides malabaricus","Carangoides malabaricus","Malabar trevally","fish","Actinopterygii","Perciformes","Carangidae","Carangoides","not forage fish"
"species","2902","Caranx crysos","Caranx crysos","Blue runner","fish","Actinopterygii","Perciformes","Carangidae","Caranx","not forage fish"
"species","2904","Caranx hippos","Caranx hippos","Crevalle jack","fish","Actinopterygii","Perciformes","Carangidae","Caranx","not forage fish"
"species","2905","Caranx ignobilis","Caranx ignobilis","Giant trevally","fish","Actinopterygii","Perciformes","Carangidae","Caranx","not forage fish"
"species","2908","Caranx melampygus","Caranx melampygus","Bluefin trevally","fish","Actinopterygii","Perciformes","Carangidae","Caranx","not forage fish"
"species","2910","Caranx rhonchus","Caranx rhonchus","False scad","fish","Actinopterygii","Perciformes","Carangidae","Caranx","forage fish"
"species","2911","Caranx ruber","Caranx ruber","Bar jack","fish","Actinopterygii","Perciformes","Carangidae","Caranx","not forage fish"
"species","2913","Caranx sexfasciatus","Caranx sexfasciatus","Bigeye trevally","fish","Actinopterygii","Perciformes","Carangidae","Caranx","not forage fish"
"species","2927","Carcharhinus brachyurus","Carcharhinus brachyurus","Copper shark","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","not forage fish"
"species","2931","Carcharhinus falciformis","Carcharhinus falciformis","Silky shark","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","not forage fish"
"species","2937","Carcharhinus limbatus","Carcharhinus limbatus","Blacktip shark","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","not forage fish"
"species","2938","Carcharhinus longimanus","Carcharhinus longimanus","Oceanic whitetip shark","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","not forage fish"
"species","2947","Carcharhinus sorrah","Carcharhinus sorrah","Spot-tail shark","fish","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Carcharhinus","not forage fish"
"species","2951","Carcinus aestuarii","Carcinus aestuarii","Mediterranean shore crab","invert","Malacostraca","Decapoda","Portunidae","Carcinus","not forage fish"
"species","2952","Carcinus maenas","Carcinus maenas","Green crab","invert","Malacostraca","Decapoda","Portunidae","Carcinus","not forage fish"
"species","3053","Caulolatilus microps","Caulolatilus microps","Grey tilefish","fish","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","not forage fish"
"species","3054","Caulolatilus princeps","Caulolatilus princeps","Ocean whitefish","fish","Actinopterygii","Perciformes","Malacanthidae","Caulolatilus","not forage fish"
