Mapping parameters for Rachycentron canadum (Cobia)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  31 |  34 |  41 |  47 |  51 |  57 |  61 |  71 ,
Bounding Box (NSWE): ,47,-37,-98,166

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,155,515,1200
Temperature (°C),1,9.08,21.75,28.78,29.42
Salinity (psu),1,28.69,32.66,35.9,39.5
Primary Production,1,0,421,1679,3830
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,9,172,620
 

Map data (HSPEC) for predicted occurrences (n = 10415): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Rachycentron,canadum,3.75,9.75,1000:239:4,0.08,0.27741935483871,1,0.38035264483627,0.71687587168759,1,1
Rachycentron,canadum,4.75,8.75,1000:248:4,0.11,0.32903225806452,1,0.46599496221662,0.73547187354719,1,1
Rachycentron,canadum,6.75,3.25,1000:363:3,0.01,0.012903225806452,1,1,1,1,1
Rachycentron,canadum,6.75,3.75,1000:363:4,0.01,0.0064516129032258,1,1,1,1,1
Rachycentron,canadum,5.25,5.75,1000:455:2,0.01,0.0064516129032258,1,1,1,1,1
Rachycentron,canadum,5.75,5.75,1000:455:4,0.01,0.0064516129032258,1,1,1,1,1
Rachycentron,canadum,1.25,43.75,1004:113:2,0.01,0.012903225806452,1,1,1,1,1
Rachycentron,canadum,5.25,49.25,1004:459:1,0.07,0.072992700729927,1,1,1,1,1
Rachycentron,canadum,6.25,48.75,1004:468:2,0.15,0.15483870967742,1,1,1,1,1
Rachycentron,canadum,8.25,49.75,1004:489:2,0.03,0.025806451612903,1,1,1,1,1
Rachycentron,canadum,1.25,56.25,1005:216:1,0.03,0.035036496350365,1,1,0.8313539192399,1,1
Rachycentron,canadum,9.25,51.75,1005:391:2,0.17,0.16934306569343,1,1,1,1,1
Rachycentron,canadum,1.25,73.75,1007:113:2,0.05,0.077372262773723,0.671875,1,0.87173396674584,1,1
Rachycentron,canadum,6.75,73.75,1007:363:4,0.03,0.027737226277372,0.953125,1,1,1,1
Rachycentron,canadum,7.75,73.25,1007:373:3,0.11,0.10510948905109,1,1,1,1,1
Rachycentron,canadum,7.75,75.75,1007:475:4,0.11,0.10948905109489,1,1,1,1,1
Rachycentron,canadum,7.75,76.25,1007:476:3,0.01,0.0058394160583942,1,1,1,1,1
Rachycentron,canadum,8.25,75.75,1007:485:2,0.13,0.12992700729927,1,1,1,1,1
Rachycentron,canadum,3.25,94.25,1009:134:1,0.11,0.27883211678832,0.40625,1,0.99524940617577,1,1
Rachycentron,canadum,4.25,93.25,1009:143:1,0.18,0.3007299270073,0.671875,1,0.86935866983373,1,1
Rachycentron,canadum,4.25,93.75,1009:143:2,0.16,0.27299270072993,0.671875,1,0.87885985748219,1,1
Rachycentron,canadum,4.25,94.25,1009:144:1,0.16,0.29197080291971,0.53125,1,1,1,1
Rachycentron,canadum,0.25,97.75,1009:207:2,0.14,1,0.14062500000001,1,1,1,1
Rachycentron,canadum,0.75,97.25,1009:207:3,0.14,1,0.14062500000001,1,1,1,1
Rachycentron,canadum,0.75,97.75,1009:207:4,0.14,1,0.14062500000001,1,1,1,1
Rachycentron,canadum,0.25,98.25,1009:208:1,0.16,1,0.15625,1,1,1,1
Rachycentron,canadum,0.25,98.75,1009:208:2,0.08,0.50322580645161,0.15625,1,1,1,1
Rachycentron,canadum,0.75,98.25,1009:208:3,0.16,1,0.15625,1,1,1,1
Rachycentron,canadum,0.75,98.75,1009:208:4,0.10,0.65806451612903,0.15625,1,1,1,1
Rachycentron,canadum,0.25,99.25,1009:209:1,0.17,1,0.171875,1,1,1,1
Rachycentron,canadum,0.25,99.75,1009:209:2,0.08,0.46451612903226,0.171875,1,1,1,1
Rachycentron,canadum,0.75,99.25,1009:209:3,0.03,0.18064516129032,0.171875,1,1,1,1
Rachycentron,canadum,1.25,96.75,1009:216:2,0.04,0.39270072992701,0.109375,1,1,1,1
Rachycentron,canadum,1.75,96.75,1009:216:4,0.11,1,0.109375,1,1,1,1
Rachycentron,canadum,1.25,97.25,1009:217:1,0.09,1,0.093750000000003,1,1,1,1
Rachycentron,canadum,1.25,97.75,1009:217:2,0.09,1,0.093750000000003,1,1,1,1
Rachycentron,canadum,1.75,97.25,1009:217:3,0.09,1,0.093750000000003,1,1,1,1
Rachycentron,canadum,1.75,97.75,1009:217:4,0.09,1,0.093750000000003,1,1,1,1
Rachycentron,canadum,1.25,98.25,1009:218:1,0.11,1,0.109375,1,1,1,1
Rachycentron,canadum,1.25,98.75,1009:218:2,0.08,0.69677419354839,0.109375,1,1,1,1
Rachycentron,canadum,1.75,98.25,1009:218:3,0.11,1,0.109375,1,1,1,1
Rachycentron,canadum,1.75,98.75,1009:218:4,0.11,1,0.109375,1,1,1,1
Rachycentron,canadum,2.25,95.75,1009:225:2,0.19,1,0.1875,1,1,1,1
Rachycentron,canadum,2.75,95.25,1009:225:3,0.19,1,0.1875,1,1,1,1
Rachycentron,canadum,2.75,95.75,1009:225:4,0.19,1,0.1875,1,1,1,1
Rachycentron,canadum,2.25,96.25,1009:226:1,0.11,1,0.109375,1,1,1,1
Rachycentron,canadum,2.25,96.75,1009:226:2,0.11,1,0.109375,1,1,1,1
Rachycentron,canadum,2.75,96.25,1009:226:3,0.11,1,0.109375,1,1,1,1
Rachycentron,canadum,2.75,96.75,1009:226:4,0.11,1,0.109375,1,1,1,1
Rachycentron,canadum,2.25,97.25,1009:227:1,0.08,1,0.078125000000001,1,1,1,1
Rachycentron,canadum,2.25,97.75,1009:227:2,0.08,1,0.078125000000001,1,1,1,1
Rachycentron,canadum,2.75,97.25,1009:227:3,0.08,1,0.078125000000001,1,1,1,1
Rachycentron,canadum,2.75,97.75,1009:227:4,0.08,1,0.078125000000001,1,1,1,1
Rachycentron,canadum,2.25,98.25,1009:228:1,0.09,0.98064516129032,0.093750000000003,1,1,1,1
Rachycentron,canadum,3.25,96.25,1009:236:1,0.16,1,0.15625,1,1,1,1
Rachycentron,canadum,3.25,96.75,1009:236:2,0.16,1,0.15625,1,1,1,1
Rachycentron,canadum,3.75,96.25,1009:236:3,0.16,1,0.15625,1,1,1,1
Rachycentron,canadum,3.75,96.75,1009:236:4,0.16,1,0.15625,1,1,1,1
Rachycentron,canadum,3.25,97.25,1009:237:1,0.12,1,0.125,1,1,1,1
Rachycentron,canadum,3.75,97.25,1009:237:3,0.12,0.98709677419355,0.125,1,1,1,1
