Mapping parameters for Acipenser gueldenstaedtii (Danube sturgeon)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 27 |  37,
Bounding Box (NSWE): ,61,35,26,54

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,2,10,25,100
Temperature (°C),1,11.8,14.03,18.4,21.17
Salinity (psu),1,16.75,17.25,26.5,39.11
Primary Production,1,237.5,647.6,1641.4,2189.5
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,7,10,17,21.25
 

Map data (HSPEC) for predicted occurrences (n = 173): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Acipenser,gueldenstaedtii,37.25,26.25,1302:476:1,0.01
Acipenser,gueldenstaedtii,37.75,26.25,1302:476:3,0.01
Acipenser,gueldenstaedtii,37.75,27.25,1302:477:3,0.01
Acipenser,gueldenstaedtii,38.25,26.25,1302:486:1,0.03
Acipenser,gueldenstaedtii,38.25,26.75,1302:486:2,0.02
Acipenser,gueldenstaedtii,38.75,26.25,1302:486:3,0.03
Acipenser,gueldenstaedtii,38.75,26.75,1302:486:4,0.05
Acipenser,gueldenstaedtii,38.25,27.25,1302:487:1,0.02
Acipenser,gueldenstaedtii,38.75,27.25,1302:487:3,0.02
Acipenser,gueldenstaedtii,39.25,26.25,1302:496:1,0.07
Acipenser,gueldenstaedtii,39.25,26.75,1302:496:2,0.06
Acipenser,gueldenstaedtii,39.75,26.25,1302:496:3,0.10
Acipenser,gueldenstaedtii,39.75,26.75,1302:496:4,0.10
Acipenser,gueldenstaedtii,40.25,26.25,1402:206:1,0.10
Acipenser,gueldenstaedtii,40.25,26.75,1402:206:2,0.10
Acipenser,gueldenstaedtii,40.75,26.25,1402:206:3,0.10
Acipenser,gueldenstaedtii,40.75,26.75,1402:206:4,0.10
Acipenser,gueldenstaedtii,40.25,27.25,1402:207:1,0.09
Acipenser,gueldenstaedtii,41.75,29.25,1402:219:3,0.05
Acipenser,gueldenstaedtii,44.75,29.25,1402:249:3,0.09
Acipenser,gueldenstaedtii,41.75,31.25,1403:111:3,0.08
Acipenser,gueldenstaedtii,45.25,31.25,1403:351:1,0.03
Acipenser,gueldenstaedtii,45.25,31.75,1403:351:2,0.02
Acipenser,gueldenstaedtii,45.75,31.25,1403:351:3,0.03
Acipenser,gueldenstaedtii,45.75,31.75,1403:351:4,0.03
Acipenser,gueldenstaedtii,45.25,32.25,1403:352:1,0.02
