Mapping parameters for Perna canaliculus (New Zealand green mussels)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  81 ,
Bounding Box (NSWE): ,-33,-48,166,-175

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,10,50,100
Temperature (°C),1,4.27,10.44,17.9,24
Salinity (psu),1,33.18,34.36,35.59,36.7
Primary Production,1,1.5,358,1003,1453.5
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,3,98,226
 

Map data (HSPEC) for predicted occurrences (n = 199): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Perna,canaliculus,-35.25,173.75,3317:353:2,0.19,0.2,0.98688524590164,0.94594594594595,1,1,1
Perna,canaliculus,-36.75,173.75,3317:363:4,0.12,0.12,1,1,1,1,1
Perna,canaliculus,-38.75,173.75,3317:383:4,0.19,0.2,1,1,0.96353436185133,1,1
Perna,canaliculus,-39.25,172.75,3317:392:2,0.02,0.02,1,1,1,1,1
Perna,canaliculus,-39.75,172.75,3317:392:4,0.04,0.04,1,1,1,1,1
Perna,canaliculus,-39.25,173.25,3317:393:1,0.09,0.24,1,1,0.36886395511921,1,1
Perna,canaliculus,-39.75,173.25,3317:393:3,0.18,0.18,1,1,0.98316970546985,1,1
Perna,canaliculus,-37.75,175.75,3317:475:4,0.10,0.1,1,1,1,1,1
Perna,canaliculus,-45.75,167.25,3416:457:3,0.10,0.1,1,1,1,1,1
Perna,canaliculus,-43.25,170.75,3417:130:2,0.10,0.1,1,1,1,1,1
Perna,canaliculus,-40.25,177.25,3417:207:1,0.16,0.16,1,1,1,1,1
Perna,canaliculus,-44.25,176.25,3417:246:1,0.19,0.2,1,1,0.95560488346282,1,1
