Mapping parameters for Epinephelus areolatus (Areolate grouper)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 51 |  57 |  61 |  71 |  77,
Bounding Box (NSWE): ,35,-33,29,180

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,6,27,99,200
Temperature (°C),1,20.65,25.17,29.12,33.32
Salinity (psu),1,26,32.35,36.26,39.93
Primary Production (mgC·m-3·day-1) ,1,0.87,2.37,17.56,97.58
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,11.34,96.87,209.7,275.68
Distance to Land (km),0,1,17,230,727
 

Map data (HSPEC) for predicted occurrences (n = 5298): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Epinephelus,areolatus,-31.75,159.25,3315:219:3,0.17
Epinephelus,areolatus,-30.75,156.25,3315:206:3,0.09
Epinephelus,areolatus,-32.75,152.25,3315:122:3,0.09
Epinephelus,areolatus,-32.25,152.25,3315:122:1,0.14
Epinephelus,areolatus,-32.75,151.75,3315:121:4,0.06
Epinephelus,areolatus,-32.25,115.25,3311:225:1,0.05
Epinephelus,areolatus,-31.75,115.75,3311:215:4,0.04
Epinephelus,areolatus,-31.75,115.25,3311:215:3,0.11
Epinephelus,areolatus,-31.25,115.25,3311:215:1,0.11
Epinephelus,areolatus,-30.75,115.25,3311:205:3,0.13
Epinephelus,areolatus,-30.25,115.25,3311:205:1,0.13
Epinephelus,areolatus,-32.75,114.75,3311:124:4,0.09
Epinephelus,areolatus,-22.25,171.25,3217:121:1,0.05
Epinephelus,areolatus,-29.75,168.25,3216:498:3,0.06
Epinephelus,areolatus,-29.25,168.25,3216:498:1,0.10
Epinephelus,areolatus,-29.75,167.75,3216:497:4,0.08
Epinephelus,areolatus,-29.25,167.75,3216:497:2,0.11
Epinephelus,areolatus,-28.75,168.25,3216:488:3,0.15
Epinephelus,areolatus,-28.75,167.75,3216:487:4,0.16
Epinephelus,areolatus,-28.25,167.25,3216:487:1,0.10
Epinephelus,areolatus,-26.25,167.25,3216:467:1,0.12
Epinephelus,areolatus,-25.75,163.75,3216:353:4,0.18
Epinephelus,areolatus,-22.75,169.75,3216:229:4,0.14
Epinephelus,areolatus,-22.75,169.25,3216:229:3,0.02
Epinephelus,areolatus,-22.25,169.25,3216:229:1,0.12
Epinephelus,areolatus,-22.25,168.75,3216:228:2,0.18
Epinephelus,areolatus,-21.75,168.75,3216:218:4,0.13
Epinephelus,areolatus,-21.25,168.25,3216:218:1,0.16
Epinephelus,areolatus,-21.25,167.75,3216:217:2,0.17
Epinephelus,areolatus,-20.75,167.25,3216:207:3,0.10
Epinephelus,areolatus,-20.75,166.75,3216:206:4,0.13
Epinephelus,areolatus,-20.75,166.25,3216:206:3,0.12
Epinephelus,areolatus,-20.25,166.75,3216:206:2,0.03
Epinephelus,areolatus,-20.25,166.25,3216:206:1,0.04
Epinephelus,areolatus,-20.75,165.75,3216:205:4,0.12
