Mapping parameters for Dicentrarchus punctatus (Spotted seabass)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 27 |  34 |  37,
Bounding Box (NSWE): ,51,10,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,30,32,41,50
Temperature (°C),1,8.27,15.11,24.68,25.45
Salinity (psu),1,29.27,33.57,38.59,39.21
Primary Production (mgC·m-3·day-1) ,1,0.08,0.63,94.13,139.39
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,37.5,147.9,263.42,326.57
Distance to Land (km),0,0,6,127,237
 

Map data (HSPEC) for predicted occurrences (n = 840): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Dicentrarchus,punctatus,35.25,27.25,1302:457:1,0.15
Dicentrarchus,punctatus,35.75,27.25,1302:457:3,0.12
Dicentrarchus,punctatus,35.75,27.75,1302:457:4,0.02
Dicentrarchus,punctatus,36.75,26.75,1302:466:4,0.18
Dicentrarchus,punctatus,36.25,27.25,1302:467:1,0.10
Dicentrarchus,punctatus,36.25,27.75,1302:467:2,0.02
Dicentrarchus,punctatus,36.75,27.25,1302:467:3,0.04
Dicentrarchus,punctatus,37.25,27.25,1302:477:1,0.16
Dicentrarchus,punctatus,34.75,33.25,1303:143:3,0.01
Dicentrarchus,punctatus,34.75,34.25,1303:144:3,0.03
Dicentrarchus,punctatus,34.75,35.75,1303:245:4,0.15
Dicentrarchus,punctatus,35.75,34.75,1303:354:4,0.03
Dicentrarchus,punctatus,36.25,32.75,1303:362:2,0.11
Dicentrarchus,punctatus,36.25,33.25,1303:363:1,0.12
Dicentrarchus,punctatus,36.25,33.75,1303:363:2,0.03
Dicentrarchus,punctatus,36.25,34.25,1303:364:1,0.04
Dicentrarchus,punctatus,36.75,34.75,1303:364:4,0.14
Dicentrarchus,punctatus,35.25,35.75,1303:455:2,0.14
Dicentrarchus,punctatus,35.75,35.75,1303:455:4,0.18
