Mapping parameters for Choromytilus chorus (Choro mussel)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 41 |  87,
Bounding Box (NSWE): ,-7,-56,-81,-52

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,4,20,100
Temperature (°C),1,0.26,6.81,18.51,28.89
Salinity (psu),1,30.27,32.43,34.94,37.47
Primary Production (mgC·m-3·day-1) ,1,4.27,6.62,84.7,138.02
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,57.29,83.2,304.73,308.03
Distance to Land (km),0,3,4,49,316
 

Map data (HSPEC) for predicted occurrences (n = 768): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Choromytilus,chorus,-9.25,-79.25,5007:499:1,0.18
Choromytilus,chorus,-9.25,-79.75,5007:499:2,0.02
Choromytilus,chorus,-10.25,-78.75,5107:208:2,0.05
Choromytilus,chorus,-13.25,-76.75,5107:236:2,0.13
Choromytilus,chorus,-16.75,-73.25,5107:363:3,0.13
Choromytilus,chorus,-23.75,-70.75,5207:130:4,0.04
Choromytilus,chorus,-26.25,-79.75,5207:469:2,0.03
Choromytilus,chorus,-26.25,-80.25,5208:360:1,0.01
Choromytilus,chorus,-35.75,-52.75,5305:352:4,0.11
Choromytilus,chorus,-35.75,-54.75,5305:354:4,0.07
Choromytilus,chorus,-37.25,-55.75,5305:475:2,0.07
Choromytilus,chorus,-33.75,-77.75,5307:237:4,0.03
Choromytilus,chorus,-41.25,-57.25,5405:217:1,0.19
Choromytilus,chorus,-44.75,-59.75,5405:249:4,0.16
Choromytilus,chorus,-49.75,-58.75,5405:498:4,0.19
Choromytilus,chorus,-42.75,-62.25,5406:122:3,0.08
Choromytilus,chorus,-43.25,-61.75,5406:131:2,0.10
Choromytilus,chorus,-43.75,-63.75,5406:133:4,0.09
Choromytilus,chorus,-44.25,-64.25,5406:144:1,0.17
Choromytilus,chorus,-44.25,-64.75,5406:144:2,0.09
Choromytilus,chorus,-45.75,-61.25,5406:351:3,0.10
Choromytilus,chorus,-46.25,-60.75,5406:360:2,0.09
