Mapping parameters for Pollachius pollachius (Pollack)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 ,
Bounding Box (NSWE): ,72,36,-25,28

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,40,100,200
Temperature (°C),1,6.33,9.6,12.53,19.3
Salinity (psu),1,6.4,33.88000000000001,35.25,38.08
Primary Production,1,0,668,1654,2299
Sea Ice Concentration,1,-0.9900000000000001,0,0.02,0.13
Distance to Land (km),0,0,3,72,358
 

Map data (HSPEC) for predicted occurrences (n = 1351): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Pollachius,pollachius,50.25,1.25,1500:101:1,0.02,1,1,1,0.026356589147287,0.90909090909091,1
Pollachius,pollachius,51.25,0.25,1500:110:1,0.02,0.025,1,1,0.86046511627907,1,1
Pollachius,pollachius,52.25,3.75,1500:123:2,0.12,0.75,1,1,0.16434108527132,1,1
Pollachius,pollachius,52.75,4.25,1500:124:3,0.01,0.725,1,0.98362445414847,0.013953488372093,1,1
Pollachius,pollachius,53.75,9.75,1500:239:4,0.01,0.025,1,0.97270742358079,0.89457364341085,0.54545454545455,1
Pollachius,pollachius,59.25,3.75,1500:393:2,0.10,0.1,1,1,1,1,1
Pollachius,pollachius,55.25,9.75,1500:459:2,0.17,1,1,0.48107714701601,1,0.36363636363636,1
Pollachius,pollachius,55.75,9.75,1500:459:4,0.09,1,1,0.48107714701601,0.98604651162791,0.18181818181818,1
Pollachius,pollachius,58.75,6.25,1500:486:3,0.02,0.025,1,0.97197962154294,1,1,1
Pollachius,pollachius,58.25,7.25,1500:487:1,0.18,0.325,1,0.94541484716157,0.5906976744186,1,1
Pollachius,pollachius,59.75,6.25,1500:496:3,0.02,0.025,1,0.98289665211063,1,1,1
Pollachius,pollachius,59.25,9.75,1500:499:2,0.02,0.05,1,0.81149927219796,0.41705426356589,1,1
Pollachius,pollachius,53.75,11.25,1501:131:3,0.01,0.075,1,0.48107714701601,0.74883720930233,0.36363636363636,1
Pollachius,pollachius,53.75,13.75,1501:133:4,0.06,1,0.95412844036697,0.070596797671033,0.85891472868217,1,1
Pollachius,pollachius,53.75,14.25,1501:134:3,0.07,1,0.92660550458716,0.070596797671033,1,1,1
Pollachius,pollachius,53.75,14.75,1501:134:4,0.07,1,0.92660550458716,0.070596797671033,1,1,1
Pollachius,pollachius,54.25,10.25,1501:140:1,0.17,1,1,0.48107714701601,1,0.36363636363636,1
Pollachius,pollachius,54.25,10.75,1501:140:2,0.14,1,1,0.48107714701601,0.8062015503876,0.36363636363636,1
Pollachius,pollachius,54.75,10.25,1501:140:3,0.09,1,1,0.48107714701601,1,0.18181818181818,1
Pollachius,pollachius,54.75,10.75,1501:140:4,0.17,1,1,0.48107714701601,1,0.36363636363636,1
Pollachius,pollachius,54.25,11.25,1501:141:1,0.10,1,0.9480122324159,0.48107714701601,0.8077519379845,0.27272727272727,1
Pollachius,pollachius,54.25,11.75,1501:141:2,0.07,0.9,0.9480122324159,0.48107714701601,1,0.18181818181818,1
Pollachius,pollachius,54.75,11.25,1501:141:3,0.13,0.8,0.9480122324159,0.48107714701601,1,0.36363636363636,1
Pollachius,pollachius,54.75,11.75,1501:141:4,0.12,0.5,0.9480122324159,0.48107714701601,1,0.54545454545455,1
Pollachius,pollachius,54.25,12.25,1501:142:1,0.03,0.75,0.8960244648318,0.070596797671033,1,0.63636363636364,1
Pollachius,pollachius,54.25,12.75,1501:142:2,0.06,1,0.8960244648318,0.070596797671033,1,0.90909090909091,1
Pollachius,pollachius,54.75,12.75,1501:142:4,0.06,1,0.8960244648318,0.070596797671033,1,0.90909090909091,1
Pollachius,pollachius,54.25,13.25,1501:143:1,0.06,0.95,0.85321100917431,0.070596797671033,1,1,1
Pollachius,pollachius,54.25,13.75,1501:143:2,0.04,0.825,0.85321100917431,0.070596797671033,0.78604651162791,0.90909090909091,1
Pollachius,pollachius,54.75,13.25,1501:143:3,0.05,1,0.85321100917431,0.070596797671033,0.86201550387597,0.90909090909091,1
Pollachius,pollachius,54.75,13.75,1501:143:4,0.05,1,0.85321100917431,0.070596797671033,0.82325581395349,1,1
Pollachius,pollachius,54.25,14.25,1501:144:1,0.03,1,0.82874617737003,0.070596797671033,0.56279069767442,0.90909090909091,1
Pollachius,pollachius,54.25,14.75,1501:144:2,0.05,1,0.82874617737003,0.070596797671033,0.91782945736434,0.90909090909091,1
Pollachius,pollachius,54.75,14.25,1501:144:3,0.06,1,0.82874617737003,0.070596797671033,1,1,1
Pollachius,pollachius,54.75,14.75,1501:144:4,0.06,1,0.82874617737003,0.070596797671033,1,1,1
Pollachius,pollachius,54.25,15.25,1501:245:1,0.06,1,0.81651376146789,0.070596797671033,1,1,1
Pollachius,pollachius,54.25,15.75,1501:245:2,0.03,1,0.81651376146789,0.043304221251819,0.96589147286822,0.81818181818182,1
Pollachius,pollachius,54.75,15.25,1501:245:3,0.03,1,0.81651376146789,0.043304221251819,0.98914728682171,1,1
Pollachius,pollachius,54.75,15.75,1501:245:4,0.04,1,0.81651376146789,0.043304221251819,1,1,1
Pollachius,pollachius,54.25,16.25,1501:246:1,0.03,1,0.83180428134557,0.031295487627365,1,1,1
Pollachius,pollachius,54.75,16.25,1501:246:3,0.02,1,0.83180428134557,0.031295487627365,0.95038759689922,1,1
Pollachius,pollachius,54.75,16.75,1501:246:4,0.03,1,0.83180428134557,0.031295487627365,1,1,1
Pollachius,pollachius,54.75,17.25,1501:247:3,0.02,1,0.84403669724771,0.022197962154294,1,0.90909090909091,1
Pollachius,pollachius,54.75,17.75,1501:247:4,0.02,1,0.84403669724771,0.022197962154294,1,1,1
Pollachius,pollachius,54.75,18.25,1501:248:3,0.01,0.75,0.88379204892966,0.018195050946143,0.73798449612403,0.90909090909091,1
Pollachius,pollachius,54.75,18.75,1501:248:4,0.01,1,0.88379204892966,0.018195050946143,0.6015503875969,1,1
Pollachius,pollachius,54.75,19.25,1501:249:3,0.01,1,0.88379204892966,0.016739446870451,0.58139534883721,1,1
Pollachius,pollachius,55.25,10.25,1501:350:1,0.09,1,1,0.48107714701601,1,0.18181818181818,1
Pollachius,pollachius,55.25,10.75,1501:350:2,0.17,1,1,0.48107714701601,1,0.36363636363636,1
Pollachius,pollachius,55.25,13.25,1501:353:1,0.05,1,0.85015290519878,0.070596797671033,1,0.90909090909091,1
Pollachius,pollachius,55.25,13.75,1501:353:2,0.06,1,0.85015290519878,0.070596797671033,1,1,1
Pollachius,pollachius,55.75,13.25,1501:353:3,0.04,1,0.85015290519878,0.070596797671033,1,0.72727272727273,1
Pollachius,pollachius,55.25,14.25,1501:354:1,0.04,1,0.81957186544343,0.070596797671033,0.76434108527132,0.90909090909091,1
Pollachius,pollachius,55.25,14.75,1501:354:2,0.03,1,0.81957186544343,0.043304221251819,0.87596899224806,1,1
Pollachius,pollachius,55.75,14.25,1501:354:3,0.03,1,0.81957186544343,0.043304221251819,0.92093023255814,1,1
Pollachius,pollachius,55.75,14.75,1501:354:4,0.03,1,0.81957186544343,0.043304221251819,0.89612403100775,0.90909090909091,1
Pollachius,pollachius,56.25,14.75,1501:364:2,0.04,1,0.81039755351682,0.043304221251819,1,1,1
Pollachius,pollachius,58.25,11.75,1501:381:2,0.08,0.15,1,0.81149927219796,0.66976744186047,1,1
Pollachius,pollachius,59.75,10.25,1501:390:3,0.10,0.3,1,0.81149927219796,0.4,1,1
