Mapping parameters for Panopea generosa (Pacific geoduck)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 67 |  77,
Bounding Box (NSWE): ,60,27,-145,-113

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,11,54,110
Temperature (°C),1,6.01,9.91,14.48,17.45
Salinity (psu),1,28.13,30.27,33.29,35.03
Primary Production,1,703.5,1428.6,2288.2,2919.5
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,1.2,16.2000007629395,31.5
 

Map data (HSPEC) for predicted occurrences (n = 220): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Panopea,generosa,32.25,-117.25,7311:227:1,0.01
Panopea,generosa,32.75,-117.25,7311:227:3,0.01
Panopea,generosa,32.75,-118.25,7311:228:3,0.01
Panopea,generosa,32.75,-118.75,7311:228:4,0.04
Panopea,generosa,32.25,-119.25,7311:229:1,0.03
Panopea,generosa,32.75,-119.25,7311:229:3,0.14
Panopea,generosa,33.25,-117.25,7311:237:1,0.06
Panopea,generosa,33.25,-117.75,7311:237:2,0.03
Panopea,generosa,33.75,-117.75,7311:237:4,0.07
Panopea,generosa,33.25,-118.25,7311:238:1,0.06
Panopea,generosa,33.25,-118.75,7311:238:2,0.06
Panopea,generosa,33.75,-118.75,7311:238:4,0.13
Panopea,generosa,34.25,-120.75,7312:140:2,0.14
Panopea,generosa,35.25,-121.25,7312:351:1,0.18
Panopea,generosa,46.25,-123.25,7412:363:1,0.09
Panopea,generosa,47.25,-122.75,7412:372:2,0.18
Panopea,generosa,47.25,-123.25,7412:373:1,0.09
Panopea,generosa,47.75,-123.25,7412:373:3,0.09
Panopea,generosa,49.75,-123.25,7412:393:3,0.04
Panopea,generosa,48.25,-125.25,7412:485:1,0.18
Panopea,generosa,48.25,-125.75,7412:485:2,0.04
Panopea,generosa,49.25,-125.25,7412:495:1,0.17
Panopea,generosa,49.75,-126.25,7412:496:3,0.09
Panopea,generosa,50.25,-123.75,7512:103:2,0.04
Panopea,generosa,50.25,-124.25,7512:104:1,0.04
Panopea,generosa,50.75,-124.75,7512:104:4,0.09
Panopea,generosa,50.75,-125.25,7512:205:3,0.09
Panopea,generosa,50.75,-125.75,7512:205:4,0.09
Panopea,generosa,51.25,-125.75,7512:215:2,0.09
Panopea,generosa,51.25,-126.75,7512:216:2,0.09
Panopea,generosa,51.75,-127.25,7512:217:3,0.18
Panopea,generosa,51.75,-129.75,7512:219:4,0.14
Panopea,generosa,52.25,-127.25,7512:227:1,0.09
Panopea,generosa,52.75,-127.25,7512:227:3,0.09
Panopea,generosa,52.75,-127.75,7512:227:4,0.09
Panopea,generosa,52.25,-129.75,7512:229:2,0.01
Panopea,generosa,53.25,-128.25,7512:238:1,0.09
Panopea,generosa,53.25,-128.75,7512:238:2,0.18
Panopea,generosa,53.75,-128.25,7512:238:3,0.09
Panopea,generosa,54.25,-128.75,7512:248:2,0.07
