Mapping parameters for Anguilla japonica (Japanese eel)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  61 |  71 ,
Bounding Box (NSWE): ,46,15,105,170

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,47,184,400
Temperature (°C),1,8.35,17.73,28.83,33.03
Salinity (psu),1,13.61,30.35,34.56,36.3
Primary Production (mgC·m-3·day-1) ,1,0.08,0.94,50.06,131.74
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,57.07,138.45,250.22,328.5
Distance to Land (km),0,0,3,557,985
 

Map data (HSPEC) for predicted occurrences (n = 1110): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Anguilla,japonica,16.25,109.75,1110:469:2,0.14
Anguilla,japonica,18.25,105.75,1110:485:2,0.02
Anguilla,japonica,19.75,109.75,1110:499:4,0.04
Anguilla,japonica,15.75,110.75,1111:350:4,0.10
Anguilla,japonica,16.25,114.75,1111:364:2,0.16
Anguilla,japonica,21.25,107.25,1210:217:1,0.02
Anguilla,japonica,22.25,113.75,1211:123:2,0.11
Anguilla,japonica,21.75,118.25,1211:218:3,0.17
Anguilla,japonica,29.25,121.25,1212:391:1,0.01
Anguilla,japonica,21.75,143.75,1214:113:4,0.19
Anguilla,japonica,23.75,141.75,1214:131:4,0.17
Anguilla,japonica,37.25,118.75,1311:478:2,0.01
Anguilla,japonica,30.25,120.25,1312:100:1,0.01
Anguilla,japonica,30.25,120.75,1312:100:2,0.17
Anguilla,japonica,30.75,121.25,1312:101:3,0.11
Anguilla,japonica,30.75,121.75,1312:101:4,0.07
Anguilla,japonica,31.25,122.25,1312:112:1,0.06
Anguilla,japonica,31.75,122.25,1312:112:3,0.13
Anguilla,japonica,32.25,121.25,1312:121:1,0.03
Anguilla,japonica,32.25,121.75,1312:121:2,0.06
Anguilla,japonica,36.75,120.75,1312:360:4,0.01
Anguilla,japonica,37.25,121.75,1312:371:2,0.01
Anguilla,japonica,35.25,128.25,1312:458:1,0.02
Anguilla,japonica,37.75,126.75,1312:476:4,0.04
Anguilla,japonica,38.25,125.25,1312:485:1,0.04
Anguilla,japonica,38.25,125.75,1312:485:2,0.01
Anguilla,japonica,38.25,128.25,1312:488:1,0.02
Anguilla,japonica,33.25,132.75,1313:132:2,0.02
Anguilla,japonica,34.75,133.75,1313:143:4,0.13
Anguilla,japonica,36.25,132.25,1313:362:1,0.16
Anguilla,japonica,36.75,137.75,1313:467:4,0.07
Anguilla,japonica,39.25,135.75,1313:495:2,0.07
Anguilla,japonica,39.25,139.25,1313:499:1,0.16
Anguilla,japonica,31.75,140.25,1314:110:3,0.07
Anguilla,japonica,37.25,140.75,1314:370:2,0.02
Anguilla,japonica,15.25,110.25,1111:350:1,0.37
Anguilla,japonica,17.25,118.75,1111:478:2,0.30
Anguilla,japonica,19.25,167.25,1116:497:1,0.37
Anguilla,japonica,21.75,109.75,1210:219:4,0.28
Anguilla,japonica,21.25,110.25,1211:110:1,0.37
Anguilla,japonica,21.75,111.25,1211:111:3,0.20
Anguilla,japonica,22.25,114.25,1211:124:1,0.36
Anguilla,japonica,25.25,118.75,1211:458:2,0.37
Anguilla,japonica,25.75,119.25,1211:459:3,0.24
Anguilla,japonica,24.25,122.25,1212:142:1,0.25
Anguilla,japonica,29.25,122.25,1212:392:1,0.29
Anguilla,japonica,25.25,126.75,1212:456:2,0.26
Anguilla,japonica,27.75,126.75,1212:476:4,0.22
Anguilla,japonica,29.25,128.75,1212:498:2,0.29
Anguilla,japonica,29.75,128.25,1212:498:3,0.37
Anguilla,japonica,34.25,119.75,1311:249:2,0.32
Anguilla,japonica,37.25,119.25,1311:479:1,0.29
Anguilla,japonica,37.25,119.75,1311:479:2,0.30
Anguilla,japonica,37.75,119.75,1311:479:4,0.32
Anguilla,japonica,30.25,121.25,1312:101:1,0.29
Anguilla,japonica,30.25,121.75,1312:101:2,0.37
Anguilla,japonica,31.75,120.75,1312:110:4,0.20
Anguilla,japonica,32.25,120.75,1312:120:2,0.28
Anguilla,japonica,32.75,121.25,1312:121:3,0.26
Anguilla,japonica,32.75,121.75,1312:121:4,0.34
Anguilla,japonica,32.25,122.25,1312:122:1,0.32
Anguilla,japonica,33.75,120.25,1312:130:3,0.20
Anguilla,japonica,30.25,128.25,1312:208:1,0.29
Anguilla,japonica,31.25,128.75,1312:218:2,0.38
Anguilla,japonica,37.25,120.25,1312:370:1,0.29
Anguilla,japonica,37.75,120.25,1312:370:3,0.32
Anguilla,japonica,37.75,120.75,1312:370:4,0.38
Anguilla,japonica,37.25,122.25,1312:372:1,0.23
Anguilla,japonica,37.25,122.75,1312:372:2,0.36
Anguilla,japonica,38.25,121.25,1312:381:1,0.31
Anguilla,japonica,36.75,125.75,1312:465:4,0.34
Anguilla,japonica,36.75,126.75,1312:466:4,0.27
Anguilla,japonica,37.25,126.25,1312:476:1,0.37
Anguilla,japonica,37.25,126.75,1312:476:2,0.39
Anguilla,japonica,37.75,129.75,1312:479:4,0.29
Anguilla,japonica,38.75,127.75,1312:487:4,0.33
Anguilla,japonica,32.25,133.25,1313:123:1,0.39
Anguilla,japonica,32.75,133.75,1313:123:4,0.20
Anguilla,japonica,36.75,134.25,1313:364:3,0.23
Anguilla,japonica,36.75,135.75,1313:465:4,0.33
Anguilla,japonica,38.75,137.25,1313:487:3,0.35
Anguilla,japonica,39.75,135.25,1313:495:3,0.21
Anguilla,japonica,36.75,141.75,1314:361:4,0.37
Anguilla,japonica,38.75,141.25,1314:381:3,0.22
Anguilla,japonica,42.25,140.75,1414:120:2,0.37
Anguilla,japonica,42.25,141.25,1414:121:1,0.33
Anguilla,japonica,42.25,141.75,1414:121:2,0.31
Anguilla,japonica,42.75,141.25,1414:121:3,0.39
Anguilla,japonica,42.25,142.25,1414:122:1,0.29
Anguilla,japonica,43.75,140.25,1414:130:3,0.31
Anguilla,japonica,44.75,140.25,1414:140:3,0.37
Anguilla,japonica,44.75,140.75,1414:140:4,0.39
Anguilla,japonica,15.75,110.25,1111:350:3,0.46
Anguilla,japonica,16.25,110.75,1111:360:2,0.52
Anguilla,japonica,16.75,110.75,1111:360:4,0.59
Anguilla,japonica,19.25,113.75,1111:393:2,0.48
Anguilla,japonica,15.75,146.25,1114:456:3,0.58
Anguilla,japonica,19.25,166.75,1116:496:2,0.59
Anguilla,japonica,21.75,107.75,1210:217:4,0.57
Anguilla,japonica,21.75,109.25,1210:219:3,0.52
Anguilla,japonica,20.75,110.75,1211:100:4,0.59
Anguilla,japonica,22.25,113.25,1211:123:1,0.49
Anguilla,japonica,23.75,116.75,1211:236:4,0.41
Anguilla,japonica,24.75,126.25,1212:246:3,0.52
Anguilla,japonica,29.75,121.75,1212:391:4,0.59
