Mapping parameters for Salmo trutta (Sea trout)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 |  37 ,
Bounding Box (NSWE): ,71,34,-25,57

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,10,50
Temperature (°C),1,1.18,6.9,14,21.17
Salinity (psu),1,3.56,6.46,35.72,39.11
Primary Production,1,293,588,1913,2669
Sea Ice Concentration,1,-0.98,0,0.07,0.34
Distance to Land (km),0,0,1,17,556
 

Map data (HSPEC) for predicted occurrences (n = 1846): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Salmo,trutta,35.75,0.25,1300:350:3,0.13,1,0.27196652719665,0.53687315634218,0.90508474576271,1,1
Salmo,trutta,36.25,0.25,1300:360:1,0.14,1,0.27475592747559,0.53687315634218,0.94576271186441,1,1
Salmo,trutta,36.25,0.75,1300:360:2,0.16,1,0.27475592747559,0.57817109144543,1,1,1
Salmo,trutta,36.75,1.25,1300:361:3,0.11,1,0.26917712691771,0.58997050147493,0.71864406779661,1,1
Salmo,trutta,36.75,1.75,1300:361:4,0.13,1,0.26917712691771,0.58997050147493,0.81694915254237,1,1
Salmo,trutta,36.75,2.25,1300:362:3,0.14,1,0.26638772663877,0.6047197640118,0.85762711864407,1,1
Salmo,trutta,36.75,2.75,1300:362:4,0.13,1,0.26638772663877,0.6047197640118,0.83728813559322,1,1
Salmo,trutta,36.75,3.25,1300:363:3,0.15,1,0.24825662482566,0.62241887905605,1,1,1
Salmo,trutta,36.75,3.75,1300:363:4,0.13,1,0.24825662482566,0.62241887905605,0.87118644067797,1,1
Salmo,trutta,36.75,4.25,1300:364:3,0.12,1,0.22733612273361,0.63126843657817,0.85423728813559,1,1
Salmo,trutta,36.75,4.75,1300:364:4,0.14,1,0.22733612273361,0.63126843657817,0.98983050847458,1,1
Salmo,trutta,38.75,0.25,1300:380:3,0.05,1,0.28172942817294,0.47492625368732,0.39661016949153,1,1
Salmo,trutta,38.75,1.25,1300:381:3,0.04,1,0.26778242677824,0.51032448377581,0.32542372881356,1,1
Salmo,trutta,38.75,1.75,1300:381:4,0.05,1,0.26778242677824,0.51032448377581,0.34237288135593,1,1
Salmo,trutta,39.25,0.25,1300:390:1,0.04,0.575,0.29846582984658,0.40117994100295,0.55593220338983,1,1
Salmo,trutta,39.75,0.25,1300:390:3,0.08,1,0.29846582984658,0.40117994100295,0.66779661016949,1,1
Salmo,trutta,39.75,0.75,1300:390:4,0.07,1,0.29846582984658,0.40117994100295,0.61694915254237,1,1
