Mapping parameters for Hippopus hippopus (bear paw clam)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 57 |  61 |  71 |  77,
Bounding Box (NSWE): ,29,-28,91,-170

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,3,16,30
Temperature (°C),1,22.16,25.72,29.44,33.64
Salinity (psu),1,25.97,31.93,35.12,36.96
Primary Production (mgC·m-3·day-1) ,1,0.2,1.2,17.73,44.19
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,35.87,104.01,207.46,302.11
Distance to Land (km),0,1,12,166,545
 

Map data (HSPEC) for predicted occurrences (n = 3220): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Hippopus,hippopus,3.25,95.75,1009:235:2,0.14
Hippopus,hippopus,4.25,99.25,1009:249:1,0.07
Hippopus,hippopus,0.75,102.25,1010:102:3,0.15
Hippopus,hippopus,0.75,102.75,1010:102:4,0.16
Hippopus,hippopus,1.75,100.75,1010:110:4,0.15
Hippopus,hippopus,1.75,101.25,1010:111:3,0.13
Hippopus,hippopus,1.75,103.75,1010:113:4,0.17
Hippopus,hippopus,2.25,101.75,1010:121:2,0.05
Hippopus,hippopus,8.25,101.25,1010:381:1,0.13
Hippopus,hippopus,8.75,101.25,1010:381:3,0.13
Hippopus,hippopus,9.25,100.75,1010:390:2,0.19
Hippopus,hippopus,7.75,105.75,1010:475:4,0.14
Hippopus,hippopus,7.75,106.75,1010:476:4,0.14
Hippopus,hippopus,7.25,108.25,1010:478:1,0.14
Hippopus,hippopus,9.25,105.75,1010:495:2,0.06
Hippopus,hippopus,9.75,105.75,1010:495:4,0.01
Hippopus,hippopus,1.75,110.75,1011:110:4,0.12
Hippopus,hippopus,1.25,111.25,1011:111:1,0.10
Hippopus,hippopus,2.25,110.75,1011:120:2,0.14
Hippopus,hippopus,2.25,111.75,1011:121:2,0.16
Hippopus,hippopus,2.75,117.75,1011:227:4,0.19
Hippopus,hippopus,3.25,117.25,1011:237:1,0.07
Hippopus,hippopus,3.25,117.75,1011:237:2,0.15
Hippopus,hippopus,3.75,117.25,1011:237:3,0.13
Hippopus,hippopus,9.75,115.75,1011:495:4,0.14
Hippopus,hippopus,7.25,123.75,1012:373:2,0.17
Hippopus,hippopus,12.75,99.75,1109:229:4,0.09
Hippopus,hippopus,13.75,97.25,1109:237:3,0.19
Hippopus,hippopus,14.25,97.25,1109:247:1,0.16
Hippopus,hippopus,14.75,97.25,1109:247:3,0.14
Hippopus,hippopus,15.75,94.75,1109:354:4,0.01
Hippopus,hippopus,16.25,94.75,1109:364:2,0.17
Hippopus,hippopus,16.75,94.75,1109:364:4,0.15
Hippopus,hippopus,15.75,95.25,1109:455:3,0.03
Hippopus,hippopus,15.75,96.25,1109:456:3,0.08
Hippopus,hippopus,15.75,96.75,1109:456:4,0.13
Hippopus,hippopus,15.25,97.75,1109:457:2,0.12
Hippopus,hippopus,15.75,97.25,1109:457:3,0.12
Hippopus,hippopus,16.25,95.25,1109:465:1,0.03
Hippopus,hippopus,11.75,100.75,1110:110:4,0.06
Hippopus,hippopus,12.75,100.75,1110:120:4,0.01
Hippopus,hippopus,19.75,106.25,1110:496:3,0.08
Hippopus,hippopus,20.75,91.25,1209:101:3,0.01
Hippopus,hippopus,20.25,107.25,1210:207:1,0.14
Hippopus,hippopus,20.75,112.25,1211:102:3,0.14
Hippopus,hippopus,20.75,112.75,1211:102:4,0.14
Hippopus,hippopus,20.75,113.25,1211:103:3,0.07
Hippopus,hippopus,21.75,112.75,1211:112:4,0.17
Hippopus,hippopus,21.25,114.25,1211:114:1,0.07
Hippopus,hippopus,22.25,114.75,1211:124:2,0.12
Hippopus,hippopus,22.25,115.25,1211:225:1,0.14
Hippopus,hippopus,22.25,118.75,1211:228:2,0.07
Hippopus,hippopus,23.25,117.75,1211:237:2,0.08
Hippopus,hippopus,23.75,117.75,1211:237:4,0.06
Hippopus,hippopus,23.75,118.25,1211:238:3,0.16
Hippopus,hippopus,24.25,118.25,1211:248:1,0.04
Hippopus,hippopus,24.25,118.75,1211:248:2,0.15
Hippopus,hippopus,24.25,119.25,1211:249:1,0.10
Hippopus,hippopus,24.75,119.25,1211:249:3,0.05
Hippopus,hippopus,25.25,120.25,1212:350:1,0.14
Hippopus,hippopus,25.75,120.75,1212:350:4,0.14
Hippopus,hippopus,26.25,120.75,1212:360:2,0.11
Hippopus,hippopus,26.75,121.25,1212:361:3,0.02
Hippopus,hippopus,27.25,121.75,1212:371:2,0.02
Hippopus,hippopus,-2.75,104.75,3010:124:4,0.15
Hippopus,hippopus,-0.75,106.25,3010:206:3,0.14
Hippopus,hippopus,-1.25,106.75,3010:216:2,0.07
Hippopus,hippopus,-4.25,108.25,3010:248:1,0.14
Hippopus,hippopus,-4.75,109.75,3010:249:4,0.14
Hippopus,hippopus,-7.75,109.75,3010:479:4,0.16
Hippopus,hippopus,-3.75,111.25,3011:131:3,0.07
Hippopus,hippopus,-3.25,114.75,3011:134:2,0.09
Hippopus,hippopus,-4.25,110.75,3011:140:2,0.07
Hippopus,hippopus,-4.25,112.25,3011:142:1,0.14
Hippopus,hippopus,-7.75,112.75,3011:372:4,0.10
Hippopus,hippopus,-7.75,113.25,3011:373:3,0.01
Hippopus,hippopus,-2.25,129.75,3012:229:2,0.07
