Mapping parameters for Crassostrea tulipa (West African mangrove oyster)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 31 |  34 |  41 |  47,
Bounding Box (NSWE): ,21,-24,-61,14

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,2,11,20
Temperature (°C),1,21.68,24.32,28.01,32.21
Salinity (psu),1,21.03,25.87,34.88,35.83
Primary Production (mgC·m-3·day-1) ,1,4.92,7.14,58.01,98.91
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,33.8,102.55,221.73,321.6
Distance to Land (km),0,8.5,14,27,594
 

Map data (HSPEC) for predicted occurrences (n = 370): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Crassostrea,tulipa,3.75,5.75,1000:235:4,0.10
Crassostrea,tulipa,3.75,6.25,1000:236:3,0.09
Crassostrea,tulipa,-9.25,12.75,3001:392:2,0.11
Crassostrea,tulipa,-13.75,12.25,3101:132:3,0.09
Crassostrea,tulipa,-13.75,12.75,3101:132:4,0.16
Crassostrea,tulipa,-14.25,12.25,3101:142:1,0.03
Crassostrea,tulipa,-14.75,12.25,3101:142:3,0.01
Crassostrea,tulipa,-4.75,-37.25,5003:247:3,0.02
Crassostrea,tulipa,-2.75,-41.75,5004:121:4,0.06
Crassostrea,tulipa,-2.75,-42.25,5004:122:3,0.18
Crassostrea,tulipa,-1.75,-48.75,5004:218:4,0.10
Crassostrea,tulipa,-10.25,-36.25,5103:206:1,0.15
Crassostrea,tulipa,-10.75,-36.75,5103:206:4,0.07
Crassostrea,tulipa,4.75,-0.75,7000:140:4,0.11
Crassostrea,tulipa,9.75,-15.25,7001:495:3,0.06
Crassostrea,tulipa,9.75,-15.75,7001:495:4,0.16
Crassostrea,tulipa,0.75,-49.25,7004:209:3,0.14
Crassostrea,tulipa,1.25,-49.25,7004:219:1,0.19
Crassostrea,tulipa,2.75,-49.75,7004:229:4,0.07
Crassostrea,tulipa,3.25,-49.75,7004:239:2,0.11
Crassostrea,tulipa,3.75,-50.75,7005:130:4,0.02
Crassostrea,tulipa,4.25,-51.75,7005:141:2,0.19
Crassostrea,tulipa,17.75,-16.25,7101:476:3,0.07
Crassostrea,tulipa,18.25,-16.25,7101:486:1,0.01
Crassostrea,tulipa,3.25,9.75,1000:239:2,0.28
Crassostrea,tulipa,4.75,8.25,1000:248:3,0.24
Crassostrea,tulipa,3.25,10.25,1001:130:1,0.21
Crassostrea,tulipa,-3.25,9.75,3000:239:2,0.33
Crassostrea,tulipa,-6.75,12.25,3001:362:3,0.33
Crassostrea,tulipa,-13.25,12.75,3101:132:2,0.26
Crassostrea,tulipa,-0.75,-48.75,5004:208:4,0.28
Crassostrea,tulipa,-1.25,-48.75,5004:218:2,0.22
Crassostrea,tulipa,-1.75,-48.25,5004:218:3,0.24
Crassostrea,tulipa,-23.75,-46.25,5204:236:3,0.20
Crassostrea,tulipa,8.25,-13.75,7001:383:2,0.35
Crassostrea,tulipa,0.25,-46.75,7004:206:2,0.26
Crassostrea,tulipa,0.25,-48.75,7004:208:2,0.37
Crassostrea,tulipa,0.75,-48.75,7004:208:4,0.29
Crassostrea,tulipa,1.25,-46.75,7004:216:2,0.34
Crassostrea,tulipa,1.25,-48.75,7004:218:2,0.22
Crassostrea,tulipa,1.75,-48.75,7004:218:4,0.25
Crassostrea,tulipa,1.75,-49.25,7004:219:3,0.27
Crassostrea,tulipa,3.25,-48.75,7004:238:2,0.33
Crassostrea,tulipa,3.25,-49.25,7004:239:1,0.22
Crassostrea,tulipa,3.25,-50.25,7005:130:1,0.29
Crassostrea,tulipa,6.25,-53.75,7005:363:2,0.33
Crassostrea,tulipa,7.25,-56.75,7005:476:2,0.22
Crassostrea,tulipa,9.25,-60.25,7006:390:1,0.33
Crassostrea,tulipa,16.75,-16.25,7101:466:3,0.39
Crassostrea,tulipa,17.25,-16.25,7101:476:1,0.24
Crassostrea,tulipa,17.25,-16.75,7101:476:2,0.23
Crassostrea,tulipa,1.25,9.25,1000:219:1,0.49
Crassostrea,tulipa,2.25,9.75,1000:229:2,0.40
Crassostrea,tulipa,2.75,9.75,1000:229:4,0.40
Crassostrea,tulipa,3.75,9.25,1000:239:3,0.41
Crassostrea,tulipa,3.75,9.75,1000:239:4,0.41
Crassostrea,tulipa,4.75,6.75,1000:246:4,0.50
Crassostrea,tulipa,4.75,7.25,1000:247:3,0.50
Crassostrea,tulipa,4.75,8.75,1000:248:4,0.45
Crassostrea,tulipa,4.25,9.25,1000:249:1,0.49
Crassostrea,tulipa,4.25,9.75,1000:249:2,0.48
Crassostrea,tulipa,6.75,3.75,1000:363:4,0.50
Crassostrea,tulipa,5.25,5.75,1000:455:2,0.50
Crassostrea,tulipa,5.75,5.75,1000:455:4,0.50
Crassostrea,tulipa,-5.75,12.75,3001:352:4,0.50
Crassostrea,tulipa,-12.75,12.75,3101:122:4,0.44
Crassostrea,tulipa,-12.75,13.25,3101:123:3,0.45
Crassostrea,tulipa,-1.25,-44.75,5004:114:2,0.41
Crassostrea,tulipa,-2.25,-43.75,5004:123:2,0.43
Crassostrea,tulipa,-2.75,-43.25,5004:123:3,0.50
Crassostrea,tulipa,-0.75,-45.75,5004:205:4,0.51
Crassostrea,tulipa,-0.25,-48.75,5004:208:2,0.56
Crassostrea,tulipa,-0.75,-48.25,5004:208:3,0.55
Crassostrea,tulipa,-1.25,-48.25,5004:218:1,0.48
Crassostrea,tulipa,4.25,-1.75,7000:141:2,0.56
Crassostrea,tulipa,7.75,-12.25,7001:372:3,0.50
Crassostrea,tulipa,8.75,-12.75,7001:382:4,0.50
Crassostrea,tulipa,4.25,-50.75,7005:140:2,0.54
Crassostrea,tulipa,4.75,-51.25,7005:141:3,0.42
Crassostrea,tulipa,4.75,-51.75,7005:141:4,0.52
Crassostrea,tulipa,6.25,-51.75,7005:361:2,0.42
Crassostrea,tulipa,5.75,-57.25,7005:457:3,0.50
Crassostrea,tulipa,6.25,-58.75,7005:468:2,0.50
Crassostrea,tulipa,6.75,-58.75,7005:468:4,0.50
Crassostrea,tulipa,10.25,-13.75,7101:103:2,0.50
Crassostrea,tulipa,11.25,-14.75,7101:114:2,0.50
Crassostrea,tulipa,12.25,-14.75,7101:124:2,0.50
Crassostrea,tulipa,12.25,-15.25,7101:225:1,0.50
Crassostrea,tulipa,12.25,-15.75,7101:225:2,0.50
Crassostrea,tulipa,12.75,-16.25,7101:226:3,0.50
Crassostrea,tulipa,13.25,-15.75,7101:235:2,0.50
Crassostrea,tulipa,13.75,-15.75,7101:235:4,0.50
Crassostrea,tulipa,13.75,-16.25,7101:236:3,0.50
Crassostrea,tulipa,16.25,-16.25,7101:466:1,0.57
Crassostrea,tulipa,16.25,-16.75,7101:466:2,0.59
Crassostrea,tulipa,16.75,-16.75,7101:466:4,0.55
Crassostrea,tulipa,0.75,9.25,1000:209:3,0.69
Crassostrea,tulipa,1.75,9.75,1000:219:4,0.64
Crassostrea,tulipa,4.75,7.75,1000:247:4,0.75
Crassostrea,tulipa,-4.75,11.75,3001:141:4,0.69
Crassostrea,tulipa,-11.75,13.75,3101:113:4,0.67
Crassostrea,tulipa,-12.25,13.25,3101:123:1,0.66
Crassostrea,tulipa,-12.25,13.75,3101:123:2,0.63
Crassostrea,tulipa,-0.75,-46.25,5004:206:3,0.75
Crassostrea,tulipa,9.25,-14.25,7001:394:1,0.68
Crassostrea,tulipa,9.75,-14.75,7001:394:4,0.73
Crassostrea,tulipa,0.25,-47.25,7004:207:1,0.62
