Mapping parameters for Pagrus major (Red seabream)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 61 |  71,
Bounding Box (NSWE): ,34,15,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,10,30,101,200
Temperature (°C),1,15.84,21.08,26.88,31.08
Salinity (psu),1,30.7,33.56,34.56,35.27
Primary Production,1,252,314,1398,2126
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,5,170,268
 

Map data (HSPEC) for predicted occurrences (n = 606): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Pagrus,major,15.75,114.25,1111:354:3,0.18
Pagrus,major,16.75,119.75,1111:469:4,0.07
Pagrus,major,15.25,120.25,1112:350:1,0.06
Pagrus,major,21.75,109.75,1210:219:4,0.14
Pagrus,major,25.75,119.25,1211:459:3,0.10
Pagrus,major,20.75,122.25,1212:102:3,0.10
Pagrus,major,24.75,123.75,1212:143:4,0.15
Pagrus,major,26.75,120.25,1212:360:3,0.03
Pagrus,major,27.25,120.75,1212:370:2,0.08
Pagrus,major,28.75,121.75,1212:381:4,0.13
Pagrus,major,29.25,121.75,1212:391:2,0.08
Pagrus,major,25.75,126.75,1212:456:4,0.19
Pagrus,major,25.75,131.25,1213:351:3,0.16
Pagrus,major,26.75,142.25,1214:362:3,0.16
Pagrus,major,27.25,140.75,1214:370:2,0.18
Pagrus,major,30.25,120.75,1312:100:2,0.01
Pagrus,major,30.75,121.25,1312:101:3,0.03
Pagrus,major,30.25,123.25,1312:103:1,0.18
Pagrus,major,30.75,123.25,1312:103:3,0.09
Pagrus,major,31.25,123.25,1312:113:1,0.01
Pagrus,major,31.25,123.75,1312:113:2,0.05
Pagrus,major,31.75,123.75,1312:113:4,0.01
