Mapping parameters for Ostrea conchaphila (Olympia oyster)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 27 |  67 |  77,
Bounding Box (NSWE): ,26,7,-110,-78

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,26,50
Temperature (°C),1,23.44,26.04,28.62,32.82
Salinity (psu),1,27.94,31.04,33.71,36.28
Primary Production (mgC·m-3·day-1) ,1,5.12,7.27,26.87,48.67
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,42.81,88.26,212.24,294.64
Distance to Land (km),0,5,7,50,96
 

Map data (HSPEC) for predicted occurrences (n = 135): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Ostrea,conchaphila,8.75,-78.75,7007:488:4,0.13
Ostrea,conchaphila,10.75,-86.25,7108:206:3,0.04
Ostrea,conchaphila,11.25,-85.75,7108:215:2,0.17
Ostrea,conchaphila,11.25,-86.25,7108:216:1,0.04
Ostrea,conchaphila,11.25,-86.75,7108:216:2,0.09
Ostrea,conchaphila,13.25,-88.75,7108:238:2,0.13
Ostrea,conchaphila,16.25,-93.75,7109:363:2,0.19
Ostrea,conchaphila,25.25,-107.75,7210:457:2,0.12
Ostrea,conchaphila,25.75,-108.75,7210:458:4,0.09
Ostrea,conchaphila,10.25,-85.75,7108:205:2,0.28
Ostrea,conchaphila,13.25,-87.75,7108:237:2,0.27
Ostrea,conchaphila,13.25,-88.25,7108:238:1,0.29
Ostrea,conchaphila,13.75,-89.75,7108:239:4,0.27
Ostrea,conchaphila,13.75,-90.75,7109:130:4,0.22
Ostrea,conchaphila,13.75,-91.25,7109:131:3,0.38
Ostrea,conchaphila,15.25,-93.75,7109:353:2,0.29
Ostrea,conchaphila,17.75,-101.75,7110:371:4,0.36
Ostrea,conchaphila,7.75,-78.75,7007:478:4,0.52
Ostrea,conchaphila,8.75,-79.25,7007:489:3,0.41
Ostrea,conchaphila,10.25,-85.25,7108:205:1,0.46
Ostrea,conchaphila,11.75,-86.25,7108:216:3,0.52
Ostrea,conchaphila,11.75,-86.75,7108:216:4,0.52
Ostrea,conchaphila,13.25,-89.25,7108:239:1,0.50
Ostrea,conchaphila,13.75,-89.25,7108:239:3,0.46
Ostrea,conchaphila,13.75,-91.75,7109:131:4,0.59
Ostrea,conchaphila,14.25,-91.25,7109:141:1,0.43
Ostrea,conchaphila,14.25,-91.75,7109:141:2,0.57
Ostrea,conchaphila,14.75,-92.75,7109:142:4,0.56
Ostrea,conchaphila,15.25,-93.25,7109:353:1,0.54
Ostrea,conchaphila,17.75,-102.25,7110:372:3,0.50
Ostrea,conchaphila,23.75,-107.25,7210:237:3,0.49
Ostrea,conchaphila,25.25,-108.25,7210:458:1,0.49
Ostrea,conchaphila,25.25,-108.75,7210:458:2,0.59
