Mapping parameters for Acipenser stellatus (Starry sturgeon)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 37,
Bounding Box (NSWE): ,61,36,22,54

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,10,19,55,100
Temperature (°C),1,12.82,13.83,17.48,21.17
Salinity (psu),1,16.21,16.71,22.41,39.11
Primary Production,1,413,725.8,1885.4,2592.5
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,4.5,10.6,33,97
 

Map data (HSPEC) for predicted occurrences (n = 207): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Acipenser,stellatus,38.25,22.25,1302:382:1,0.01
Acipenser,stellatus,38.25,22.75,1302:382:2,0.01
Acipenser,stellatus,38.75,22.75,1302:382:4,0.01
Acipenser,stellatus,38.25,23.25,1302:383:1,0.01
Acipenser,stellatus,38.75,23.75,1302:383:4,0.01
Acipenser,stellatus,39.75,22.75,1302:392:4,0.01
Acipenser,stellatus,39.25,23.25,1302:393:1,0.01
Acipenser,stellatus,39.25,23.75,1302:393:2,0.02
Acipenser,stellatus,39.75,23.25,1302:393:3,0.03
Acipenser,stellatus,39.75,23.75,1302:393:4,0.02
Acipenser,stellatus,39.25,24.25,1302:394:1,0.02
Acipenser,stellatus,39.25,24.75,1302:394:2,0.01
Acipenser,stellatus,39.75,24.25,1302:394:3,0.03
Acipenser,stellatus,39.75,24.75,1302:394:4,0.02
Acipenser,stellatus,38.25,26.75,1302:486:2,0.01
Acipenser,stellatus,38.75,26.25,1302:486:3,0.01
Acipenser,stellatus,38.75,26.75,1302:486:4,0.02
Acipenser,stellatus,38.25,27.25,1302:487:1,0.01
Acipenser,stellatus,38.75,27.25,1302:487:3,0.01
Acipenser,stellatus,39.25,25.75,1302:495:2,0.01
Acipenser,stellatus,39.75,25.25,1302:495:3,0.05
Acipenser,stellatus,39.75,25.75,1302:495:4,0.01
Acipenser,stellatus,39.25,26.25,1302:496:1,0.02
Acipenser,stellatus,39.25,26.75,1302:496:2,0.02
Acipenser,stellatus,39.75,26.25,1302:496:3,0.05
Acipenser,stellatus,39.75,26.75,1302:496:4,0.05
Acipenser,stellatus,40.25,22.75,1402:102:2,0.03
Acipenser,stellatus,40.75,22.75,1402:102:4,0.03
Acipenser,stellatus,40.25,23.25,1402:103:1,0.01
Acipenser,stellatus,40.25,23.75,1402:103:2,0.02
Acipenser,stellatus,40.75,23.75,1402:103:4,0.01
Acipenser,stellatus,40.25,24.25,1402:104:1,0.04
Acipenser,stellatus,40.75,24.25,1402:104:3,0.04
Acipenser,stellatus,40.75,24.75,1402:104:4,0.02
Acipenser,stellatus,40.25,25.25,1402:205:1,0.07
Acipenser,stellatus,40.25,25.75,1402:205:2,0.07
Acipenser,stellatus,40.75,25.75,1402:205:4,0.07
Acipenser,stellatus,40.25,26.25,1402:206:1,0.07
Acipenser,stellatus,40.25,26.75,1402:206:2,0.05
