Mapping parameters for Epinephelus fuscoguttatus (Brown-marbled grouper)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  77 ,
Bounding Box (NSWE): ,28,-27,33,-171

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,7,31,60
Temperature (°C),1,22.16,25.42,29.27,33.47
Salinity (psu),1,21.09,31.93,35.37,38.86
Primary Production (mgC·m-3·day-1) ,1,0.41,1.41,18.58,195.85
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,11.34,100.37,210.31,289.31
Distance to Land (km),0,0,16,111,514
 

Map data (HSPEC) for predicted occurrences (n = 4790): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Epinephelus,fuscoguttatus,27.75,-175.75,7217:475:4,0.10
Epinephelus,fuscoguttatus,26.25,-174.75,7217:364:2,0.08
Epinephelus,fuscoguttatus,26.25,-173.75,7217:363:2,0.18
Epinephelus,fuscoguttatus,26.25,-173.25,7217:363:1,0.16
Epinephelus,fuscoguttatus,25.75,-173.75,7217:353:4,0.11
Epinephelus,fuscoguttatus,25.75,-173.25,7217:353:3,0.18
Epinephelus,fuscoguttatus,25.25,-172.25,7217:352:1,0.19
Epinephelus,fuscoguttatus,-15.75,-179.25,5117:459:3,0.10
Epinephelus,fuscoguttatus,-15.75,-176.75,5117:456:4,0.03
Epinephelus,fuscoguttatus,-15.75,-175.75,5117:455:4,0.07
Epinephelus,fuscoguttatus,-19.25,-173.75,5117:393:2,0.14
Epinephelus,fuscoguttatus,-18.75,-174.75,5117:384:4,0.10
Epinephelus,fuscoguttatus,-18.75,-174.25,5117:384:3,0.15
Epinephelus,fuscoguttatus,-18.75,-173.75,5117:383:4,0.09
Epinephelus,fuscoguttatus,-14.25,-178.25,5117:248:1,0.10
Epinephelus,fuscoguttatus,-14.25,-177.75,5117:247:2,0.05
Epinephelus,fuscoguttatus,-14.25,-176.25,5117:246:1,0.07
Epinephelus,fuscoguttatus,-14.25,-175.75,5117:245:2,0.07
Epinephelus,fuscoguttatus,-13.25,-179.25,5117:239:1,0.06
Epinephelus,fuscoguttatus,-13.25,-176.25,5117:236:1,0.18
Epinephelus,fuscoguttatus,-11.75,-178.25,5117:218:3,0.11
Epinephelus,fuscoguttatus,-14.25,-171.25,5117:141:1,0.12
Epinephelus,fuscoguttatus,-13.75,-171.25,5117:131:3,0.13
Epinephelus,fuscoguttatus,-25.75,152.75,3215:352:4,0.05
Epinephelus,fuscoguttatus,-22.75,152.25,3215:122:3,0.19
Epinephelus,fuscoguttatus,-22.75,149.75,3214:229:4,0.08
Epinephelus,fuscoguttatus,-26.25,114.25,3211:364:1,0.16
Epinephelus,fuscoguttatus,-26.75,113.75,3211:363:4,0.16
Epinephelus,fuscoguttatus,-26.25,112.75,3211:362:2,0.08
Epinephelus,fuscoguttatus,-25.75,113.75,3211:353:4,0.15
Epinephelus,fuscoguttatus,-25.25,113.75,3211:353:2,0.18
Epinephelus,fuscoguttatus,-22.75,43.75,3204:123:4,0.17
Epinephelus,fuscoguttatus,-21.75,43.75,3204:113:4,0.17
Epinephelus,fuscoguttatus,-20.25,34.75,3203:104:2,0.08
Epinephelus,fuscoguttatus,-12.75,177.25,3117:227:3,0.11
Epinephelus,fuscoguttatus,-12.25,177.25,3117:227:1,0.16
Epinephelus,fuscoguttatus,-13.25,173.75,3117:133:2,0.04
Epinephelus,fuscoguttatus,-14.25,168.25,3116:248:1,0.19
Epinephelus,fuscoguttatus,-17.25,155.75,3115:475:2,0.18
Epinephelus,fuscoguttatus,-12.25,142.25,3114:122:1,0.17
Epinephelus,fuscoguttatus,-12.25,139.75,3113:229:2,0.14
Epinephelus,fuscoguttatus,-12.75,136.25,3113:226:3,0.17
Epinephelus,fuscoguttatus,-15.25,129.25,3112:459:1,0.17
Epinephelus,fuscoguttatus,-17.25,121.25,3112:371:1,0.07
Epinephelus,fuscoguttatus,-14.25,127.25,3112:247:1,0.17
Epinephelus,fuscoguttatus,-13.25,125.25,3112:235:1,0.17
Epinephelus,fuscoguttatus,-12.75,129.25,3112:229:3,0.07
Epinephelus,fuscoguttatus,-12.75,127.75,3112:227:4,0.10
Epinephelus,fuscoguttatus,-12.75,125.75,3112:225:4,0.07
Epinephelus,fuscoguttatus,-19.75,115.75,3111:495:4,0.14
Epinephelus,fuscoguttatus,-16.75,119.25,3111:469:3,0.14
Epinephelus,fuscoguttatus,-19.75,63.25,3106:393:3,0.02
