Mapping parameters for Epinephelus tauvina (Greasy grouper)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  77 |  81 ,
Bounding Box (NSWE): ,30,-32,29,-123

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,35,140,300
Temperature (°C),1,21.35,24.59,28.94,33.14
Salinity (psu),1,28.69,33.79,36.48,39.93
Primary Production,1,86,203,1077,2838
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,14,197,604
 

Map data (HSPEC) for predicted occurrences (n = 5824): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Epinephelus,tauvina,1.25,43.75,1004:113:2,0.03,0.029411764705882,1,1,1,1,1
Epinephelus,tauvina,8.25,49.75,1004:489:2,0.07,0.088235294117647,1,1,0.73935264054514,1,1
Epinephelus,tauvina,6.75,80.25,1008:360:3,0.15,0.14705882352941,1,1,1,1,1
Epinephelus,tauvina,2.75,99.75,1009:229:4,0.01,0.029411764705882,0.89761904761905,0.57058823529412,0.85746734809767,1,1
Epinephelus,tauvina,3.25,99.25,1009:239:1,0.04,0.088235294117647,0.88809523809524,0.57058823529412,0.85633162975582,1,1
Epinephelus,tauvina,6.25,93.75,1009:363:2,0.17,0.18125,1,0.91960784313726,1,1,1
Epinephelus,tauvina,8.25,97.25,1009:487:1,0.17,0.20625,0.99761904761905,0.8078431372549,1,1,1
Epinephelus,tauvina,0.25,103.25,1010:103:1,0.10,0.26470588235294,0.98333333333333,0.36666666666667,1,1,1
Epinephelus,tauvina,1.75,101.25,1010:111:3,0.01,0.029411764705882,0.94047619047619,0.36666666666667,1,1,1
Epinephelus,tauvina,1.75,101.75,1010:111:4,0.11,0.55882352941176,0.94047619047619,0.36666666666667,0.57240204429302,1,1
Epinephelus,tauvina,1.75,102.25,1010:112:3,0.19,1,0.96666666666667,0.36666666666667,0.53265190232822,1,1
Epinephelus,tauvina,1.75,102.75,1010:112:4,0.10,1,0.96666666666667,0.36666666666667,0.28506530380466,1,1
Epinephelus,tauvina,1.25,103.25,1010:113:1,0.15,1,0.9952380952381,0.36666666666667,0.40772288472459,1,1
Epinephelus,tauvina,1.25,103.75,1010:113:2,0.16,1,0.9952380952381,0.36666666666667,0.44236229415105,1,1
Epinephelus,tauvina,1.75,103.25,1010:113:3,0.19,1,0.9952380952381,0.36666666666667,0.51391254968768,1,1
Epinephelus,tauvina,2.25,100.25,1010:120:1,0.15,0.41176470588235,0.9,0.57058823529412,0.70982396365701,1,1
Epinephelus,tauvina,2.75,100.25,1010:120:3,0.11,1,0.9,0.57058823529412,0.21692220329358,1,1
Epinephelus,tauvina,2.75,100.75,1010:120:4,0.13,1,0.9,0.57058823529412,0.25042589437819,1,1
Epinephelus,tauvina,2.25,101.75,1010:121:2,0.12,1,0.91904761904762,0.36666666666667,0.35207268597388,1,1
Epinephelus,tauvina,1.25,108.75,1010:218:2,0.17,1,0.99047619047619,0.86666666666667,0.19704713231119,1,1
Epinephelus,tauvina,5.75,102.25,1010:352:3,0.14,0.23529411764706,1,0.71372549019608,0.81487791027825,1,1
Epinephelus,tauvina,7.75,109.75,1010:479:4,0.15,0.16875,1,0.9156862745098,1,1,1
Epinephelus,tauvina,2.75,111.75,1011:121:4,0.18,0.55882352941176,0.93809523809524,0.73725490196078,0.47075525269733,1,1
Epinephelus,tauvina,2.75,112.25,1011:122:3,0.05,0.14705882352941,0.96190476190476,0.68039215686274,0.54287336740488,1,1
Epinephelus,tauvina,4.25,114.25,1011:144:1,0.02,0.029411764705882,1,0.83333333333333,1,1,1
Epinephelus,tauvina,0.25,117.25,1011:207:1,0.03,0.029411764705882,0.98809523809524,0.92352941176471,1,1,1
Epinephelus,tauvina,1.25,118.25,1011:218:1,0.03,0.029411764705882,0.96904761904762,1,1,1,1
Epinephelus,tauvina,8.25,112.75,1011:382:2,0.15,0.16875,1,0.9156862745098,1,1,1
Epinephelus,tauvina,5.75,117.75,1011:457:4,0.17,0.20588235294118,1,0.95098039215686,0.86598523566156,1,1
Epinephelus,tauvina,5.25,118.25,1011:458:1,0.03,0.029411764705882,1,0.95098039215686,1,1,1
Epinephelus,tauvina,6.75,115.25,1011:465:3,0.12,0.1375,1,0.86274509803922,1,1,1
Epinephelus,tauvina,9.25,115.75,1011:495:2,0.19,0.2125,1,0.91372549019608,1,1,1
Epinephelus,tauvina,9.75,117.75,1011:497:4,0.10,0.1,1,0.95490196078431,1,1,1
Epinephelus,tauvina,0.75,121.25,1012:101:3,0.03,0.029411764705882,0.92619047619048,1,1,1,1
Epinephelus,tauvina,0.75,121.75,1012:101:4,0.03,0.029411764705882,0.92380952380952,1,1,1,1
Epinephelus,tauvina,0.75,122.25,1012:102:3,0.03,0.029411764705882,0.93333333333333,1,1,1,1
Epinephelus,tauvina,0.75,122.75,1012:102:4,0.08,0.088235294117647,0.93333333333333,1,1,1,1
Epinephelus,tauvina,3.75,127.75,1012:237:4,0.07,0.06875,1,1,1,1,1
Epinephelus,tauvina,9.25,145.25,1014:495:1,0.09,0.09375,1,1,1,1,1
Epinephelus,tauvina,17.75,39.75,1103:479:4,0.02,0.025,0.9452380952381,0.65217391304348,1,1,1
Epinephelus,tauvina,11.25,43.25,1104:113:1,0.01,0.029411764705882,1,1,0.41283361726292,1,1
Epinephelus,tauvina,12.75,42.75,1104:122:4,0.16,0.26470588235294,1,0.84347826086956,0.70868824531516,1,1
Epinephelus,tauvina,14.75,43.25,1104:143:3,0.02,0.029411764705882,1,0.75072463768116,0.76377058489495,1,1
Epinephelus,tauvina,14.25,48.25,1104:248:1,0.06,1,1,1,0.057353776263487,1,1
Epinephelus,tauvina,14.25,48.75,1104:248:2,0.19,1,1,1,0.19363997728563,1,1
Epinephelus,tauvina,17.25,42.75,1104:372:2,0.13,0.26470588235294,0.90476190476191,0.59420289855072,0.92844974446337,1,1
Epinephelus,tauvina,14.75,51.75,1105:141:4,0.04,0.05,1,1,0.72118114707553,1,1
Epinephelus,tauvina,17.25,55.25,1105:475:1,0.12,1,1,1,0.11584327086882,1,1
Epinephelus,tauvina,17.75,55.25,1105:475:3,0.13,1,1,1,0.13060760931289,1,1
Epinephelus,tauvina,17.75,55.75,1105:475:4,0.16,1,1,1,0.16297558205565,1,1
Epinephelus,tauvina,17.75,56.25,1105:476:3,0.18,1,1,1,0.18228279386712,1,1
