Mapping parameters for Seriola dumerili (Greater amberjack)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 21 |  27 |  31 |  34 |  37 |  41 |  47 |  51 |  57 |  61 |  71 |  77 |  81,
Bounding Box (NSWE): ,45,-28,-180,180

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,18,72,360
Temperature (°C),1,7.1,18.95,28.18,32.38
Salinity (psu),1,29.54,33.25,37.34,39.65
Primary Production,1,141,257,1549,3830
Sea Ice Concentration,1,-1,0,0,0.08
Distance to Land (km),0,2,14,200,594
 

Map data (HSPEC) for predicted occurrences (n = 10219): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Seriola,dumerili,-27.25,-71.25,5207:371:1,0.06
Seriola,dumerili,2.75,8.25,1000:228:3,0.18
Seriola,dumerili,2.25,9.75,1000:229:2,0.15
Seriola,dumerili,2.75,9.75,1000:229:4,0.15
Seriola,dumerili,3.25,8.75,1000:238:2,0.16
Seriola,dumerili,3.25,9.25,1000:239:1,0.14
Seriola,dumerili,3.25,9.75,1000:239:2,0.10
Seriola,dumerili,3.75,9.25,1000:239:3,0.13
Seriola,dumerili,3.75,9.75,1000:239:4,0.12
Seriola,dumerili,4.25,8.75,1000:248:2,0.16
Seriola,dumerili,4.75,8.25,1000:248:3,0.19
Seriola,dumerili,4.75,8.75,1000:248:4,0.19
Seriola,dumerili,4.25,9.25,1000:249:1,0.17
Seriola,dumerili,4.25,9.75,1000:249:2,0.01
Seriola,dumerili,5.75,1.75,1000:351:4,0.11
