Mapping parameters for Mactra glabrata (smooth mactra)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO
FAOAreas: 34 |  37 |  47,
Bounding Box (NSWE): ,,,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,22,26,47,70
Temperature (°C),1,5.39,15.99,26.07,30.27
Salinity (psu),1,21.03,32.96,36.35,38.13
Primary Production (mgC·m-3·day-1) ,1,0.08,0.6,62.4,98.91
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,107.42,181.88,236.7,263.37
Distance to Land (km),0,1,2,70,594
 

Map data (HSPEC) for predicted occurrences (n = 1710): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Mactra,glabrata,0.25,8.75,1000:208:2,0.07
Mactra,glabrata,1.75,9.75,1000:219:4,0.16
Mactra,glabrata,2.25,9.75,1000:229:2,0.10
Mactra,glabrata,2.75,9.75,1000:229:4,0.09
Mactra,glabrata,3.25,9.25,1000:239:1,0.19
Mactra,glabrata,3.25,9.75,1000:239:2,0.06
Mactra,glabrata,3.75,9.25,1000:239:3,0.09
Mactra,glabrata,3.75,9.75,1000:239:4,0.10
Mactra,glabrata,4.25,8.75,1000:248:2,0.16
Mactra,glabrata,4.75,8.75,1000:248:4,0.18
Mactra,glabrata,4.25,9.25,1000:249:1,0.14
Mactra,glabrata,39.25,2.25,1300:392:1,0.15
Mactra,glabrata,39.75,9.75,1300:499:4,0.16
Mactra,glabrata,32.75,12.25,1301:122:3,0.19
Mactra,glabrata,32.75,12.75,1301:122:4,0.16
Mactra,glabrata,32.75,13.25,1301:123:3,0.13
Mactra,glabrata,32.75,13.75,1301:123:4,0.08
Mactra,glabrata,32.75,14.25,1301:124:3,0.02
Mactra,glabrata,33.75,10.75,1301:130:4,0.10
Mactra,glabrata,33.25,11.25,1301:131:1,0.18
Mactra,glabrata,33.25,11.75,1301:131:2,0.18
Mactra,glabrata,33.75,11.25,1301:131:3,0.17
Mactra,glabrata,33.75,11.75,1301:131:4,0.18
Mactra,glabrata,33.25,12.25,1301:132:1,0.16
Mactra,glabrata,33.25,12.75,1301:132:2,0.14
Mactra,glabrata,33.75,12.25,1301:132:3,0.14
Mactra,glabrata,33.75,12.75,1301:132:4,0.07
Mactra,glabrata,33.25,13.25,1301:133:1,0.11
Mactra,glabrata,33.25,13.75,1301:133:2,0.02
Mactra,glabrata,34.25,10.75,1301:140:2,0.14
Mactra,glabrata,34.25,12.25,1301:142:1,0.12
Mactra,glabrata,31.25,15.75,1301:215:2,0.19
Mactra,glabrata,31.75,15.75,1301:215:4,0.07
Mactra,glabrata,31.25,16.25,1301:216:1,0.14
Mactra,glabrata,31.25,17.75,1301:217:2,0.01
Mactra,glabrata,31.25,19.75,1301:219:2,0.14
Mactra,glabrata,35.25,13.25,1301:353:1,0.06
Mactra,glabrata,36.75,12.75,1301:362:4,0.14
Mactra,glabrata,36.75,14.75,1301:364:4,0.17
Mactra,glabrata,37.75,10.25,1301:370:3,0.03
Mactra,glabrata,37.75,10.75,1301:370:4,0.07
Mactra,glabrata,37.25,12.25,1301:372:1,0.16
Mactra,glabrata,38.25,13.75,1301:383:2,0.17
Mactra,glabrata,38.75,13.25,1301:383:3,0.06
Mactra,glabrata,38.25,14.25,1301:384:1,0.17
Mactra,glabrata,38.25,14.75,1301:384:2,0.15
Mactra,glabrata,38.75,14.25,1301:384:3,0.14
Mactra,glabrata,38.75,14.75,1301:384:4,0.13
Mactra,glabrata,38.25,15.25,1301:485:1,0.12
Mactra,glabrata,38.75,15.25,1301:485:3,0.12
Mactra,glabrata,38.75,15.75,1301:485:4,0.14
Mactra,glabrata,39.75,15.25,1301:495:3,0.09
Mactra,glabrata,39.75,15.75,1301:495:4,0.09
Mactra,glabrata,35.75,23.25,1302:353:3,0.06
Mactra,glabrata,36.75,21.75,1302:361:4,0.05
Mactra,glabrata,36.25,22.25,1302:362:1,0.14
Mactra,glabrata,36.75,24.75,1302:364:4,0.08
Mactra,glabrata,37.25,21.75,1302:371:2,0.06
Mactra,glabrata,37.75,21.75,1302:371:4,0.07
Mactra,glabrata,38.25,21.75,1302:381:2,0.12
Mactra,glabrata,38.75,21.25,1302:381:3,0.17
Mactra,glabrata,39.25,20.75,1302:390:2,0.09
Mactra,glabrata,39.75,20.25,1302:390:3,0.03
Mactra,glabrata,37.75,25.25,1302:475:3,0.17
Mactra,glabrata,37.25,28.25,1302:478:1,0.01
Mactra,glabrata,38.25,25.75,1302:485:2,0.08
Mactra,glabrata,38.75,26.25,1302:486:3,0.01
Mactra,glabrata,31.75,31.25,1303:111:3,0.13
Mactra,glabrata,31.25,32.75,1303:112:2,0.17
Mactra,glabrata,31.25,33.25,1303:113:1,0.01
Mactra,glabrata,31.25,33.75,1303:113:2,0.01
Mactra,glabrata,31.75,34.25,1303:114:3,0.05
Mactra,glabrata,34.75,36.25,1303:246:3,0.04
Mactra,glabrata,36.75,32.25,1303:362:3,0.03
Mactra,glabrata,41.25,2.75,1400:112:2,0.09
Mactra,glabrata,41.75,2.75,1400:112:4,0.19
Mactra,glabrata,41.75,3.25,1400:113:3,0.18
Mactra,glabrata,40.75,8.75,1400:208:4,0.19
Mactra,glabrata,40.25,9.75,1400:209:2,0.08
Mactra,glabrata,40.75,9.75,1400:209:4,0.07
Mactra,glabrata,41.25,8.25,1400:218:1,0.14
Mactra,glabrata,41.25,8.75,1400:218:2,0.16
Mactra,glabrata,41.75,8.75,1400:218:4,0.12
Mactra,glabrata,41.25,9.25,1400:219:1,0.12
Mactra,glabrata,41.25,9.75,1400:219:2,0.07
Mactra,glabrata,41.75,9.25,1400:219:3,0.09
Mactra,glabrata,41.75,9.75,1400:219:4,0.03
Mactra,glabrata,42.25,8.75,1400:228:2,0.10
Mactra,glabrata,42.75,8.75,1400:228:4,0.09
Mactra,glabrata,42.25,9.75,1400:229:2,0.03
Mactra,glabrata,42.75,9.25,1400:229:3,0.07
Mactra,glabrata,42.75,9.75,1400:229:4,0.05
Mactra,glabrata,43.25,5.75,1400:235:2,0.17
Mactra,glabrata,43.25,6.25,1400:236:1,0.09
Mactra,glabrata,43.25,6.75,1400:236:2,0.01
Mactra,glabrata,43.75,6.75,1400:236:4,0.15
Mactra,glabrata,43.75,7.25,1400:237:3,0.01
Mactra,glabrata,43.75,7.75,1400:237:4,0.01
Mactra,glabrata,43.75,8.25,1400:238:3,0.01
Mactra,glabrata,43.25,9.25,1400:239:1,0.03
Mactra,glabrata,43.25,9.75,1400:239:2,0.03
Mactra,glabrata,43.75,9.75,1400:239:4,0.05
Mactra,glabrata,44.25,8.25,1400:248:1,0.09
Mactra,glabrata,44.25,9.25,1400:249:1,0.01
Mactra,glabrata,40.75,12.75,1401:102:4,0.09
Mactra,glabrata,40.75,13.25,1401:103:3,0.10
Mactra,glabrata,40.75,13.75,1401:103:4,0.12
Mactra,glabrata,40.25,14.75,1401:104:2,0.12
Mactra,glabrata,40.75,14.25,1401:104:3,0.12
Mactra,glabrata,40.75,14.75,1401:104:4,0.14
Mactra,glabrata,41.75,11.75,1401:111:4,0.14
Mactra,glabrata,41.25,13.25,1401:113:1,0.15
Mactra,glabrata,41.25,13.75,1401:113:2,0.13
Mactra,glabrata,42.25,10.25,1401:120:1,0.04
Mactra,glabrata,42.25,10.75,1401:120:2,0.05
Mactra,glabrata,42.75,10.25,1401:120:3,0.03
Mactra,glabrata,42.75,10.75,1401:120:4,0.07
Mactra,glabrata,42.25,11.25,1401:121:1,0.10
Mactra,glabrata,43.25,10.25,1401:130:1,0.06
Mactra,glabrata,43.75,10.25,1401:130:3,0.06
Mactra,glabrata,43.25,14.75,1401:134:2,0.19
Mactra,glabrata,40.25,15.25,1401:205:1,0.12
Mactra,glabrata,40.25,15.75,1401:205:2,0.05
Mactra,glabrata,41.75,15.75,1401:215:4,0.14
Mactra,glabrata,41.25,16.25,1401:216:1,0.01
Mactra,glabrata,41.75,16.25,1401:216:3,0.05
Mactra,glabrata,41.75,19.25,1401:219:3,0.08
Mactra,glabrata,42.25,15.75,1401:225:2,0.17
Mactra,glabrata,42.75,15.25,1401:225:3,0.14
Mactra,glabrata,42.75,15.75,1401:225:4,0.04
Mactra,glabrata,42.25,16.25,1401:226:1,0.04
Mactra,glabrata,43.25,15.25,1401:235:1,0.07
Mactra,glabrata,43.75,15.25,1401:235:3,0.11
Mactra,glabrata,43.75,15.75,1401:235:4,0.01
Mactra,glabrata,40.75,28.25,1402:208:3,0.13
Mactra,glabrata,40.75,28.75,1402:208:4,0.02
Mactra,glabrata,40.75,29.25,1402:209:3,0.18
Mactra,glabrata,40.75,38.25,1403:208:3,0.01
Mactra,glabrata,40.75,38.75,1403:208:4,0.01
Mactra,glabrata,52.75,1.25,1500:121:3,0.14
Mactra,glabrata,55.75,1.75,1500:351:4,0.18
Mactra,glabrata,56.75,0.25,1500:360:3,0.02
Mactra,glabrata,56.25,2.75,1500:362:2,0.17
Mactra,glabrata,56.75,2.75,1500:362:4,0.15
Mactra,glabrata,56.25,3.25,1500:363:1,0.08
Mactra,glabrata,56.75,3.25,1500:363:3,0.12
Mactra,glabrata,57.25,2.75,1500:372:2,0.08
Mactra,glabrata,57.75,2.25,1500:372:3,0.06
Mactra,glabrata,57.25,3.25,1500:373:1,0.16
Mactra,glabrata,58.25,2.25,1500:382:1,0.12
Mactra,glabrata,57.75,5.25,1500:475:3,0.04
Mactra,glabrata,57.75,7.25,1500:477:3,0.15
Mactra,glabrata,60.75,0.25,1600:100:3,0.10
Mactra,glabrata,63.25,6.25,1600:236:1,0.08
Mactra,glabrata,68.75,13.75,1601:383:4,0.01
Mactra,glabrata,69.25,14.75,1601:394:2,0.14
Mactra,glabrata,68.25,15.25,1601:485:1,0.19
Mactra,glabrata,68.25,15.75,1601:485:2,0.17
Mactra,glabrata,68.75,15.25,1601:485:3,0.18
Mactra,glabrata,68.75,15.75,1601:485:4,0.18
Mactra,glabrata,68.25,16.25,1601:486:1,0.16
Mactra,glabrata,68.25,16.75,1601:486:2,0.15
Mactra,glabrata,68.75,16.25,1601:486:3,0.17
Mactra,glabrata,68.75,16.75,1601:486:4,0.16
Mactra,glabrata,68.25,17.25,1601:487:1,0.13
Mactra,glabrata,68.75,17.25,1601:487:3,0.15
Mactra,glabrata,69.25,16.75,1601:496:2,0.19
Mactra,glabrata,69.25,17.25,1601:497:1,0.17
Mactra,glabrata,69.75,17.75,1601:497:4,0.17
Mactra,glabrata,69.25,18.75,1601:498:2,0.02
Mactra,glabrata,69.75,18.25,1601:498:3,0.14
Mactra,glabrata,69.75,18.75,1601:498:4,0.11
Mactra,glabrata,69.75,19.25,1601:499:3,0.02
Mactra,glabrata,69.75,19.75,1601:499:4,0.09
Mactra,glabrata,69.75,20.25,1602:390:3,0.09
Mactra,glabrata,69.75,20.75,1602:390:4,0.09
Mactra,glabrata,69.75,29.75,1602:499:4,0.02
Mactra,glabrata,69.75,30.75,1603:390:4,0.04
Mactra,glabrata,69.75,31.25,1603:391:3,0.05
Mactra,glabrata,69.75,31.75,1603:391:4,0.05
Mactra,glabrata,69.75,32.25,1603:392:3,0.04
Mactra,glabrata,69.75,32.75,1603:392:4,0.04
Mactra,glabrata,69.25,33.25,1603:393:1,0.03
Mactra,glabrata,69.25,33.75,1603:393:2,0.03
Mactra,glabrata,69.75,33.25,1603:393:3,0.05
Mactra,glabrata,69.25,34.25,1603:394:1,0.03
Mactra,glabrata,69.25,34.75,1603:394:2,0.03
Mactra,glabrata,69.25,35.25,1603:495:1,0.03
Mactra,glabrata,70.25,17.75,1701:207:2,0.13
Mactra,glabrata,70.25,18.25,1701:208:1,0.18
Mactra,glabrata,70.25,18.75,1701:208:2,0.17
Mactra,glabrata,70.25,19.25,1701:209:1,0.16
Mactra,glabrata,70.25,19.75,1701:209:2,0.16
Mactra,glabrata,70.25,20.25,1702:100:1,0.15
Mactra,glabrata,70.25,20.75,1702:100:2,0.15
Mactra,glabrata,70.75,20.25,1702:100:3,0.17
Mactra,glabrata,70.75,20.75,1702:100:4,0.18
Mactra,glabrata,70.25,21.25,1702:101:1,0.14
Mactra,glabrata,70.25,21.75,1702:101:2,0.12
Mactra,glabrata,70.75,21.75,1702:101:4,0.16
Mactra,glabrata,70.25,22.25,1702:102:1,0.11
Mactra,glabrata,70.25,22.75,1702:102:2,0.08
Mactra,glabrata,70.75,22.25,1702:102:3,0.15
Mactra,glabrata,70.75,22.75,1702:102:4,0.13
Mactra,glabrata,70.25,23.25,1702:103:1,0.06
Mactra,glabrata,70.75,23.25,1702:103:3,0.11
Mactra,glabrata,70.75,23.75,1702:103:4,0.09
Mactra,glabrata,70.75,24.25,1702:104:3,0.07
Mactra,glabrata,71.25,23.75,1702:113:2,0.15
Mactra,glabrata,71.25,24.25,1702:114:1,0.14
Mactra,glabrata,71.25,24.75,1702:114:2,0.13
Mactra,glabrata,70.25,25.25,1702:205:1,0.02
Mactra,glabrata,70.75,25.25,1702:205:3,0.07
Mactra,glabrata,70.75,25.75,1702:205:4,0.07
Mactra,glabrata,70.75,26.25,1702:206:3,0.08
Mactra,glabrata,70.75,26.75,1702:206:4,0.09
Mactra,glabrata,70.75,27.25,1702:207:3,0.09
Mactra,glabrata,70.75,28.25,1702:208:3,0.08
Mactra,glabrata,70.75,28.75,1702:208:4,0.08
Mactra,glabrata,70.25,29.25,1702:209:1,0.05
Mactra,glabrata,70.25,29.75,1702:209:2,0.05
Mactra,glabrata,70.75,29.25,1702:209:3,0.08
Mactra,glabrata,70.75,29.75,1702:209:4,0.08
Mactra,glabrata,71.25,25.25,1702:215:1,0.12
Mactra,glabrata,71.25,25.75,1702:215:2,0.12
Mactra,glabrata,71.25,26.25,1702:216:1,0.12
Mactra,glabrata,71.25,27.25,1702:217:1,0.11
Mactra,glabrata,71.25,27.75,1702:217:2,0.10
Mactra,glabrata,71.25,28.25,1702:218:1,0.10
Mactra,glabrata,71.25,28.75,1702:218:2,0.10
Mactra,glabrata,70.25,30.25,1703:100:1,0.06
Mactra,glabrata,70.25,30.75,1703:100:2,0.07
Mactra,glabrata,70.75,30.25,1703:100:3,0.08
Mactra,glabrata,70.75,30.75,1703:100:4,0.08
Mactra,glabrata,70.25,31.25,1703:101:1,0.07
Mactra,glabrata,70.25,31.75,1703:101:2,0.07
Mactra,glabrata,70.25,32.25,1703:102:1,0.06
Mactra,glabrata,-6.75,12.25,3001:362:3,0.13
Mactra,glabrata,-20.75,13.75,3201:103:4,0.05
Mactra,glabrata,-21.25,13.25,3201:113:1,0.03
Mactra,glabrata,-22.25,13.75,3201:123:2,0.05
Mactra,glabrata,-24.75,14.25,3201:144:3,0.01
Mactra,glabrata,-25.75,14.75,3201:354:4,0.11
Mactra,glabrata,-26.25,14.75,3201:364:2,0.19
Mactra,glabrata,-26.75,15.25,3201:465:3,0.04
Mactra,glabrata,-27.25,15.25,3201:475:1,0.11
Mactra,glabrata,-27.75,15.75,3201:475:4,0.09
Mactra,glabrata,-29.75,15.75,3201:495:4,0.17
Mactra,glabrata,-34.75,23.75,3302:143:4,0.04
Mactra,glabrata,-34.75,24.75,3302:144:4,0.09
Mactra,glabrata,-41.75,-0.25,5400:110:3,0.05
Mactra,glabrata,20.75,-17.25,7201:207:3,0.13
Mactra,glabrata,21.25,-16.75,7201:216:2,0.08
Mactra,glabrata,21.75,-17.25,7201:217:3,0.10
Mactra,glabrata,28.25,-13.25,7201:383:1,0.04
Mactra,glabrata,36.25,-0.25,7300:360:1,0.17
Mactra,glabrata,38.75,-9.75,7300:489:4,0.09
Mactra,glabrata,39.25,-9.75,7300:499:2,0.13
Mactra,glabrata,46.75,-3.25,7400:363:3,0.04
Mactra,glabrata,46.25,-4.75,7400:364:2,0.16
Mactra,glabrata,49.75,-3.75,7400:393:4,0.16
Mactra,glabrata,47.75,-7.25,7400:477:3,0.18
Mactra,glabrata,48.75,-8.75,7400:488:4,0.10
Mactra,glabrata,49.75,-5.75,7400:495:4,0.16
Mactra,glabrata,49.25,-6.75,7400:496:2,0.07
Mactra,glabrata,49.75,-7.75,7400:497:4,0.16
Mactra,glabrata,50.75,-5.75,7500:205:4,0.19
Mactra,glabrata,50.25,-8.25,7500:208:1,0.16
Mactra,glabrata,50.75,-8.25,7500:208:3,0.12
Mactra,glabrata,50.75,-9.75,7500:209:4,0.18
Mactra,glabrata,51.25,-8.75,7500:218:2,0.09
Mactra,glabrata,56.75,-0.25,7500:360:3,0.15
Mactra,glabrata,56.75,-0.75,7500:360:4,0.18
Mactra,glabrata,56.25,-1.25,7500:361:1,0.02
Mactra,glabrata,56.75,-1.25,7500:361:3,0.12
Mactra,glabrata,57.25,-0.75,7500:370:2,0.16
Mactra,glabrata,57.75,-1.25,7500:371:3,0.06
Mactra,glabrata,58.25,-1.25,7500:381:1,0.04
Mactra,glabrata,58.25,-1.75,7500:381:2,0.06
Mactra,glabrata,59.75,-2.75,7500:392:4,0.15
Mactra,glabrata,59.25,-3.75,7500:393:2,0.18
Mactra,glabrata,55.75,-8.75,7500:458:4,0.03
Mactra,glabrata,56.25,-8.75,7500:468:2,0.08
Mactra,glabrata,57.25,-8.75,7500:478:2,0.02
Mactra,glabrata,61.25,-6.25,7600:216:1,0.18
Mactra,glabrata,62.75,-6.25,7600:226:3,0.04
Mactra,glabrata,64.25,-14.25,7601:144:1,0.17
Mactra,glabrata,64.25,-14.75,7601:144:2,0.19
Mactra,glabrata,63.75,-15.75,7601:235:4,0.11
Mactra,glabrata,64.25,-22.25,7602:142:1,0.19
Mactra,glabrata,64.75,-22.75,7602:142:4,0.18
Mactra,glabrata,65.25,-23.25,7602:353:1,0.10
Mactra,glabrata,65.25,-23.75,7602:353:2,0.13
Mactra,glabrata,0.75,9.25,1000:209:3,0.39
Mactra,glabrata,0.75,9.75,1000:209:4,0.31
Mactra,glabrata,1.25,9.25,1000:219:1,0.26
Mactra,glabrata,1.25,9.75,1000:219:2,0.23
Mactra,glabrata,3.75,6.75,1000:236:4,0.37
Mactra,glabrata,3.75,7.25,1000:237:3,0.25
Mactra,glabrata,3.75,7.75,1000:237:4,0.23
Mactra,glabrata,3.25,8.25,1000:238:1,0.22
Mactra,glabrata,3.25,8.75,1000:238:2,0.25
Mactra,glabrata,3.75,8.25,1000:238:3,0.21
Mactra,glabrata,3.75,8.75,1000:238:4,0.20
Mactra,glabrata,4.25,5.75,1000:245:2,0.38
Mactra,glabrata,4.75,5.25,1000:245:3,0.38
Mactra,glabrata,4.75,5.75,1000:245:4,0.35
Mactra,glabrata,4.25,6.25,1000:246:1,0.36
Mactra,glabrata,4.25,6.75,1000:246:2,0.33
Mactra,glabrata,4.25,7.25,1000:247:1,0.29
Mactra,glabrata,4.25,7.75,1000:247:2,0.27
Mactra,glabrata,4.75,7.75,1000:247:4,0.23
Mactra,glabrata,4.25,8.25,1000:248:1,0.23
Mactra,glabrata,4.75,8.25,1000:248:3,0.20
Mactra,glabrata,5.25,0.25,1000:350:1,0.38
Mactra,glabrata,5.75,4.75,1000:354:4,0.29
Mactra,glabrata,6.25,4.25,1000:364:1,0.38
Mactra,glabrata,6.25,4.75,1000:364:2,0.37
Mactra,glabrata,5.25,5.25,1000:455:1,0.34
Mactra,glabrata,5.75,5.25,1000:455:3,0.29
Mactra,glabrata,38.75,8.25,1300:488:3,0.25
Mactra,glabrata,38.75,8.75,1300:488:4,0.29
Mactra,glabrata,38.75,9.25,1300:489:3,0.22
Mactra,glabrata,39.25,8.25,1300:498:1,0.28
Mactra,glabrata,39.25,8.75,1300:498:2,0.27
Mactra,glabrata,39.75,8.25,1300:498:3,0.29
Mactra,glabrata,39.25,9.25,1300:499:1,0.22
Mactra,glabrata,39.25,9.75,1300:499:2,0.22
