Mapping parameters for Pteria penguin (penguin wing oyster)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Computer-generated,
Map Option: In FAO
FAOAreas: 51 |  57 |  61 |  71 |  77,
Bounding Box (NSWE): ,,,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,35,35
Temperature (°C),1,17.99,25.11,29.19,33.39
Salinity (psu),1,28.81,32.27,35.36,39.56
Primary Production,1,159,276,1339,2059
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,1,12,91,180
 

Map data (HSPEC) for predicted occurrences (n = 5187): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Pteria,penguin,7.75,78.25,1007:478:3,0.17
Pteria,penguin,3.25,99.75,1009:239:2,0.17
Pteria,penguin,0.75,103.75,1010:103:4,0.19
Pteria,penguin,1.75,101.75,1010:111:4,0.16
Pteria,penguin,1.75,102.25,1010:112:3,0.11
Pteria,penguin,1.75,103.25,1010:113:3,0.09
Pteria,penguin,8.75,104.75,1010:384:4,0.18
Pteria,penguin,9.75,106.75,1010:496:4,0.01
Pteria,penguin,2.25,111.25,1011:121:1,0.11
Pteria,penguin,2.75,111.75,1011:121:4,0.07
Pteria,penguin,3.75,117.75,1011:237:4,0.10
Pteria,penguin,7.25,126.75,1012:476:2,0.16
Pteria,penguin,7.75,126.75,1012:476:4,0.11
Pteria,penguin,8.25,126.75,1012:486:2,0.15
Pteria,penguin,11.75,42.75,1104:112:4,0.13
Pteria,penguin,14.75,49.75,1104:249:4,0.12
Pteria,penguin,15.75,40.25,1104:350:3,0.12
Pteria,penguin,11.75,51.25,1105:111:3,0.18
Pteria,penguin,15.25,51.75,1105:351:2,0.10
Pteria,penguin,15.75,51.75,1105:351:4,0.11
Pteria,penguin,16.25,52.25,1105:362:1,0.14
Pteria,penguin,17.25,54.25,1105:374:1,0.15
Pteria,penguin,17.75,57.25,1105:477:3,0.04
Pteria,penguin,14.75,74.25,1107:144:3,0.14
Pteria,penguin,15.75,73.75,1107:353:4,0.09
Pteria,penguin,17.25,73.25,1107:373:1,0.07
Pteria,penguin,15.75,80.75,1108:350:4,0.16
Pteria,penguin,16.25,81.25,1108:361:1,0.11
Pteria,penguin,16.25,81.75,1108:361:2,0.13
Pteria,penguin,16.75,82.25,1108:362:3,0.17
Pteria,penguin,18.25,83.75,1108:383:2,0.12
Pteria,penguin,14.25,97.25,1109:247:1,0.18
Pteria,penguin,14.25,97.75,1109:247:2,0.18
Pteria,penguin,14.75,97.25,1109:247:3,0.16
Pteria,penguin,14.75,97.75,1109:247:4,0.11
Pteria,penguin,14.25,98.25,1109:248:1,0.18
Pteria,penguin,15.25,94.75,1109:354:2,0.06
Pteria,penguin,15.75,94.75,1109:354:4,0.02
Pteria,penguin,19.75,93.25,1109:393:3,0.02
Pteria,penguin,15.25,97.75,1109:457:2,0.16
Pteria,penguin,13.25,101.25,1110:131:1,0.16
Pteria,penguin,13.75,124.75,1112:134:4,0.19
Pteria,penguin,14.25,123.75,1112:143:2,0.13
Pteria,penguin,10.25,139.75,1113:209:2,0.17
Pteria,penguin,13.25,144.75,1114:134:2,0.11
Pteria,penguin,15.25,145.75,1114:455:2,0.05
Pteria,penguin,16.25,145.75,1114:465:2,0.15
Pteria,penguin,12.25,168.75,1116:228:2,0.17
Pteria,penguin,19.25,166.75,1116:496:2,0.11
Pteria,penguin,24.75,34.75,1203:144:4,0.02
Pteria,penguin,20.25,37.25,1203:207:1,0.09
Pteria,penguin,20.75,37.25,1203:207:3,0.09
Pteria,penguin,21.75,36.75,1203:216:4,0.09
Pteria,penguin,21.25,37.25,1203:217:1,0.09
Pteria,penguin,21.25,37.75,1203:217:2,0.09
Pteria,penguin,21.75,37.25,1203:217:3,0.09
Pteria,penguin,21.75,38.75,1203:218:4,0.11
Pteria,penguin,21.25,39.25,1203:219:1,0.11
Pteria,penguin,21.75,39.25,1203:219:3,0.11
Pteria,penguin,22.25,36.75,1203:226:2,0.11
Pteria,penguin,22.25,37.25,1203:227:1,0.11
Pteria,penguin,22.25,38.75,1203:228:2,0.12
Pteria,penguin,22.75,38.75,1203:228:4,0.12
Pteria,penguin,22.25,39.25,1203:229:1,0.12
Pteria,penguin,22.75,39.25,1203:229:3,0.12
Pteria,penguin,23.25,38.75,1203:238:2,0.12
Pteria,penguin,24.25,35.25,1203:245:1,0.02
Pteria,penguin,24.75,35.25,1203:245:3,0.02
Pteria,penguin,25.25,34.75,1203:354:2,0.02
Pteria,penguin,25.75,34.25,1203:354:3,0.16
Pteria,penguin,25.75,34.75,1203:354:4,0.16
Pteria,penguin,26.75,33.75,1203:363:4,0.16
Pteria,penguin,26.25,34.25,1203:364:1,0.16
Pteria,penguin,26.75,34.25,1203:364:3,0.16
Pteria,penguin,28.25,33.25,1203:383:1,0.18
Pteria,penguin,29.25,32.75,1203:392:2,0.11
Pteria,penguin,29.75,32.25,1203:392:3,0.11
Pteria,penguin,29.75,32.75,1203:392:4,0.11
Pteria,penguin,29.25,33.25,1203:393:1,0.19
Pteria,penguin,25.25,35.25,1203:455:1,0.02
Pteria,penguin,25.75,36.25,1203:456:3,0.02
Pteria,penguin,25.75,36.75,1203:456:4,0.02
Pteria,penguin,26.75,35.75,1203:465:4,0.09
Pteria,penguin,26.25,36.25,1203:466:1,0.09
Pteria,penguin,26.25,36.75,1203:466:2,0.09
Pteria,penguin,26.75,36.25,1203:466:3,0.09
Pteria,penguin,27.25,35.75,1203:475:2,0.09
Pteria,penguin,26.75,49.75,1204:469:4,0.01
Pteria,penguin,28.75,48.25,1204:488:3,0.07
Pteria,penguin,28.75,48.75,1204:488:4,0.16
Pteria,penguin,29.25,47.75,1204:497:2,0.19
Pteria,penguin,29.75,47.75,1204:497:4,0.19
Pteria,penguin,29.75,48.25,1204:498:3,0.19
Pteria,penguin,29.25,49.25,1204:499:1,0.12
Pteria,penguin,29.25,49.75,1204:499:2,0.12
Pteria,penguin,29.75,49.25,1204:499:3,0.09
Pteria,penguin,29.75,49.75,1204:499:4,0.12
Pteria,penguin,23.75,51.25,1205:131:3,0.02
Pteria,penguin,24.75,50.75,1205:140:4,0.01
Pteria,penguin,24.25,53.25,1205:143:1,0.06
Pteria,penguin,24.25,53.75,1205:143:2,0.06
Pteria,penguin,24.75,53.25,1205:143:3,0.06
Pteria,penguin,24.75,53.75,1205:143:4,0.06
Pteria,penguin,24.25,54.25,1205:144:1,0.15
Pteria,penguin,24.25,54.75,1205:144:2,0.15
Pteria,penguin,24.75,54.25,1205:144:3,0.15
Pteria,penguin,24.75,54.75,1205:144:4,0.15
Pteria,penguin,20.75,58.75,1205:208:4,0.02
Pteria,penguin,22.75,59.25,1205:229:3,0.11
Pteria,penguin,25.25,50.25,1205:350:1,0.01
Pteria,penguin,25.25,50.75,1205:350:2,0.01
Pteria,penguin,25.75,50.25,1205:350:3,0.01
Pteria,penguin,25.75,50.75,1205:350:4,0.01
Pteria,penguin,25.75,51.25,1205:351:3,0.05
Pteria,penguin,25.75,51.75,1205:351:4,0.05
Pteria,penguin,25.25,53.25,1205:353:1,0.06
Pteria,penguin,25.25,53.75,1205:353:2,0.06
Pteria,penguin,25.75,53.25,1205:353:3,0.06
Pteria,penguin,25.75,53.75,1205:353:4,0.06
Pteria,penguin,25.25,54.25,1205:354:1,0.15
Pteria,penguin,25.25,54.75,1205:354:2,0.14
Pteria,penguin,25.75,54.25,1205:354:3,0.15
Pteria,penguin,25.75,54.75,1205:354:4,0.14
Pteria,penguin,26.25,50.25,1205:360:1,0.01
Pteria,penguin,26.25,50.75,1205:360:2,0.01
Pteria,penguin,26.75,50.25,1205:360:3,0.01
Pteria,penguin,26.75,50.75,1205:360:4,0.01
Pteria,penguin,26.25,51.25,1205:361:1,0.05
Pteria,penguin,26.25,51.75,1205:361:2,0.05
Pteria,penguin,26.75,51.25,1205:361:3,0.05
Pteria,penguin,26.75,51.75,1205:361:4,0.05
Pteria,penguin,26.25,52.25,1205:362:1,0.09
Pteria,penguin,26.25,53.25,1205:363:1,0.09
Pteria,penguin,26.75,53.25,1205:363:3,0.09
Pteria,penguin,26.75,53.75,1205:363:4,0.09
Pteria,penguin,26.25,54.25,1205:364:1,0.13
Pteria,penguin,27.25,51.75,1205:371:2,0.05
Pteria,penguin,27.25,52.75,1205:372:2,0.09
Pteria,penguin,27.75,52.25,1205:372:3,0.09
Pteria,penguin,27.75,52.75,1205:372:4,0.09
Pteria,penguin,27.25,53.25,1205:373:1,0.09
Pteria,penguin,29.25,50.25,1205:390:1,0.12
Pteria,penguin,29.75,50.25,1205:390:3,0.12
Pteria,penguin,29.75,50.75,1205:390:4,0.12
Pteria,penguin,25.25,55.25,1205:455:1,0.15
Pteria,penguin,24.75,61.75,1206:141:4,0.11
Pteria,penguin,21.75,69.75,1206:219:4,0.15
Pteria,penguin,22.25,69.75,1206:229:2,0.02
Pteria,penguin,23.25,67.75,1206:237:2,0.16
Pteria,penguin,23.25,68.75,1206:238:2,0.18
Pteria,penguin,23.75,68.75,1206:238:4,0.02
Pteria,penguin,24.75,66.75,1206:246:4,0.07
Pteria,penguin,25.25,61.75,1206:351:2,0.14
Pteria,penguin,25.25,62.25,1206:352:1,0.01
Pteria,penguin,21.25,70.25,1207:110:1,0.03
Pteria,penguin,22.25,72.25,1207:122:1,0.11
Pteria,penguin,20.75,90.25,1209:100:3,0.01
Pteria,penguin,20.25,92.75,1209:102:2,0.15
Pteria,penguin,20.75,92.25,1209:102:3,0.11
Pteria,penguin,20.75,92.75,1209:102:4,0.14
Pteria,penguin,20.25,93.25,1209:103:1,0.11
Pteria,penguin,20.75,93.25,1209:103:3,0.03
Pteria,penguin,21.75,92.25,1209:112:3,0.15
Pteria,penguin,25.75,119.75,1211:459:4,0.13
Pteria,penguin,26.25,119.75,1211:469:2,0.08
Pteria,penguin,26.75,119.75,1211:469:4,0.17
Pteria,penguin,27.25,121.25,1212:371:1,0.14
Pteria,penguin,28.25,120.75,1212:380:2,0.15
Pteria,penguin,28.25,121.25,1212:381:1,0.14
Pteria,penguin,28.75,121.75,1212:381:4,0.02
Pteria,penguin,28.75,122.75,1212:382:4,0.14
Pteria,penguin,29.25,121.75,1212:391:2,0.01
Pteria,penguin,30.25,48.25,1304:208:1,0.05
Pteria,penguin,30.25,48.75,1304:208:2,0.13
Pteria,penguin,30.25,49.25,1304:209:1,0.12
Pteria,penguin,30.25,49.75,1304:209:2,0.12
Pteria,penguin,30.25,50.25,1305:100:1,0.12
Pteria,penguin,30.25,123.25,1312:103:1,0.05
Pteria,penguin,30.25,123.75,1312:103:2,0.07
Pteria,penguin,30.75,123.25,1312:103:3,0.02
Pteria,penguin,30.75,123.75,1312:103:4,0.05
Pteria,penguin,31.75,125.25,1312:215:3,0.10
Pteria,penguin,33.25,126.25,1312:236:1,0.07
Pteria,penguin,33.25,126.75,1312:236:2,0.07
Pteria,penguin,33.75,126.25,1312:236:3,0.07
Pteria,penguin,33.75,126.75,1312:236:4,0.07
Pteria,penguin,33.25,127.25,1312:237:1,0.19
Pteria,penguin,33.75,127.25,1312:237:3,0.19
Pteria,penguin,33.75,127.75,1312:237:4,0.19
Pteria,penguin,34.25,127.25,1312:247:1,0.10
Pteria,penguin,34.25,127.75,1312:247:2,0.10
Pteria,penguin,34.75,127.25,1312:247:3,0.10
Pteria,penguin,34.75,127.75,1312:247:4,0.10
Pteria,penguin,35.25,128.25,1312:458:1,0.03
Pteria,penguin,35.25,128.75,1312:458:2,0.07
Pteria,penguin,35.25,129.25,1312:459:1,0.04
Pteria,penguin,35.25,129.75,1312:459:2,0.04
Pteria,penguin,35.75,129.25,1312:459:3,0.04
Pteria,penguin,35.75,129.75,1312:459:4,0.04
Pteria,penguin,33.75,131.75,1313:131:4,0.14
Pteria,penguin,35.25,131.25,1313:351:1,0.10
Pteria,penguin,35.25,132.25,1313:352:1,0.13
Pteria,penguin,35.25,132.75,1313:352:2,0.13
Pteria,penguin,35.75,132.75,1313:352:4,0.13
Pteria,penguin,35.75,133.25,1313:353:3,0.15
Pteria,penguin,35.75,133.75,1313:353:4,0.15
Pteria,penguin,35.75,134.25,1313:354:3,0.16
Pteria,penguin,35.75,134.75,1313:354:4,0.16
Pteria,penguin,35.75,135.25,1313:455:3,0.16
Pteria,penguin,35.75,135.75,1313:455:4,0.16
Pteria,penguin,35.25,136.75,1313:456:2,0.19
Pteria,penguin,35.75,136.25,1313:456:3,0.19
Pteria,penguin,37.25,140.75,1314:370:2,0.05
Pteria,penguin,37.75,140.75,1314:370:4,0.05
Pteria,penguin,-0.25,103.75,3010:103:2,0.09
Pteria,penguin,-3.75,112.25,3011:132:3,0.19
Pteria,penguin,-3.25,113.25,3011:133:1,0.05
Pteria,penguin,-0.25,117.75,3011:207:2,0.16
Pteria,penguin,-2.25,131.75,3013:121:2,0.13
Pteria,penguin,-2.25,132.25,3013:122:1,0.18
Pteria,penguin,-4.75,136.75,3013:246:4,0.01
Pteria,penguin,-7.25,136.75,3013:476:2,0.14
Pteria,penguin,-8.25,138.25,3013:488:1,0.06
Pteria,penguin,-8.25,138.75,3013:488:2,0.19
Pteria,penguin,-18.25,36.75,3103:486:2,0.13
Pteria,penguin,-16.25,44.25,3104:364:1,0.18
Pteria,penguin,-16.25,50.25,3105:360:1,0.10
Pteria,penguin,-16.75,50.25,3105:360:3,0.13
Pteria,penguin,-16.25,59.75,3105:469:2,0.18
Pteria,penguin,-10.75,61.75,3106:101:4,0.15
Pteria,penguin,-11.25,61.25,3106:111:1,0.15
Pteria,penguin,-14.25,128.75,3112:248:2,0.01
Pteria,penguin,-14.75,128.25,3112:248:3,0.11
Pteria,penguin,-14.75,128.75,3112:248:4,0.01
Pteria,penguin,-17.25,140.75,3114:370:2,0.02
Pteria,penguin,-18.75,146.75,3114:486:4,0.06
Pteria,penguin,-18.75,147.25,3114:487:3,0.04
Pteria,penguin,-19.75,148.25,3114:498:3,0.13
Pteria,penguin,-12.75,177.25,3117:227:3,0.18
Pteria,penguin,-20.75,159.25,3215:209:3,0.12
Pteria,penguin,-34.25,114.75,3311:144:2,0.15
Pteria,penguin,-33.75,119.75,3311:239:4,0.07
Pteria,penguin,-34.25,115.25,3311:245:1,0.17
Pteria,penguin,-34.25,115.75,3311:245:2,0.17
Pteria,penguin,-34.75,115.25,3311:245:3,0.17
Pteria,penguin,-34.75,115.75,3311:245:4,0.17
Pteria,penguin,-34.75,116.25,3311:246:3,0.09
Pteria,penguin,-34.75,116.75,3311:246:4,0.09
Pteria,penguin,-34.75,117.25,3311:247:3,0.07
Pteria,penguin,-34.75,117.75,3311:247:4,0.06
Pteria,penguin,-34.25,118.75,3311:248:2,0.05
Pteria,penguin,-34.75,118.25,3311:248:3,0.05
Pteria,penguin,-34.75,118.75,3311:248:4,0.05
Pteria,penguin,-34.25,119.25,3311:249:1,0.04
Pteria,penguin,-34.25,119.75,3311:249:2,0.04
Pteria,penguin,-34.75,119.25,3311:249:3,0.04
Pteria,penguin,-34.75,119.75,3311:249:4,0.04
Pteria,penguin,-35.25,115.75,3311:455:2,0.04
Pteria,penguin,-31.75,128.25,3312:218:3,0.05
Pteria,penguin,-31.75,128.75,3312:218:4,0.05
Pteria,penguin,-32.75,124.25,3312:124:3,0.04
Pteria,penguin,-32.75,124.75,3312:124:4,0.04
Pteria,penguin,-33.75,120.25,3312:130:3,0.04
Pteria,penguin,-33.75,120.75,3312:130:4,0.04
Pteria,penguin,-33.75,121.25,3312:131:3,0.02
Pteria,penguin,-33.75,121.75,3312:131:4,0.02
Pteria,penguin,-34.25,120.25,3312:140:1,0.01
Pteria,penguin,-34.25,120.75,3312:140:2,0.01
Pteria,penguin,-31.75,129.25,3312:219:3,0.07
Pteria,penguin,-31.75,129.75,3312:219:4,0.07
Pteria,penguin,-32.25,125.75,3312:225:2,0.04
Pteria,penguin,-32.75,125.25,3312:225:3,0.04
Pteria,penguin,-32.75,125.75,3312:225:4,0.04
Pteria,penguin,-32.25,126.25,3312:226:1,0.04
Pteria,penguin,-32.25,126.75,3312:226:2,0.04
Pteria,penguin,-32.75,126.25,3312:226:3,0.04
Pteria,penguin,-32.75,126.75,3312:226:4,0.04
Pteria,penguin,-32.25,127.25,3312:227:1,0.02
Pteria,penguin,-32.25,127.75,3312:227:2,0.02
Pteria,penguin,-32.75,127.25,3312:227:3,0.02
Pteria,penguin,-32.75,127.75,3312:227:4,0.02
Pteria,penguin,-32.25,128.25,3312:228:1,0.02
Pteria,penguin,-32.25,128.75,3312:228:2,0.02
Pteria,penguin,-32.75,128.25,3312:228:3,0.02
Pteria,penguin,-32.75,128.75,3312:228:4,0.02
Pteria,penguin,-32.25,129.25,3312:229:1,0.03
Pteria,penguin,-32.25,129.75,3312:229:2,0.03
Pteria,penguin,-32.75,129.25,3312:229:3,0.03
Pteria,penguin,-33.25,125.25,3312:235:1,0.01
Pteria,penguin,-33.25,125.75,3312:235:2,0.01
Pteria,penguin,-33.75,125.25,3312:235:3,0.01
Pteria,penguin,-33.75,125.75,3312:235:4,0.01
Pteria,penguin,-31.75,130.25,3313:110:3,0.07
Pteria,penguin,-31.75,130.75,3313:110:4,0.07
Pteria,penguin,-31.25,131.25,3313:111:1,0.06
Pteria,penguin,-31.75,131.25,3313:111:3,0.06
Pteria,penguin,-31.75,131.75,3313:111:4,0.06
Pteria,penguin,-31.75,132.25,3313:112:3,0.04
Pteria,penguin,-31.75,132.75,3313:112:4,0.04
Pteria,penguin,-32.25,130.25,3313:120:1,0.03
Pteria,penguin,-32.25,130.75,3313:120:2,0.03
Pteria,penguin,-32.25,131.75,3313:121:2,0.03
Pteria,penguin,-32.25,132.25,3313:122:1,0.01
Pteria,penguin,-32.25,132.75,3313:122:2,0.01
Pteria,penguin,-32.75,132.75,3313:122:4,0.01
Pteria,penguin,-32.75,137.75,3313:227:4,0.06
Pteria,penguin,-36.75,149.75,3314:469:4,0.06
Pteria,penguin,-36.25,150.25,3315:360:1,0.14
Pteria,penguin,-36.75,150.25,3315:360:3,0.14
Pteria,penguin,-37.25,150.25,3315:370:1,0.03
Pteria,penguin,-37.75,150.25,3315:370:3,0.03
Pteria,penguin,-34.25,172.25,3317:142:1,0.04
Pteria,penguin,-34.25,172.75,3317:142:2,0.04
Pteria,penguin,-34.75,172.75,3317:142:4,0.04
Pteria,penguin,-34.25,173.25,3317:143:1,0.06
Pteria,penguin,-34.75,173.25,3317:143:3,0.06
Pteria,penguin,-34.75,173.75,3317:143:4,0.06
Pteria,penguin,-34.75,174.25,3317:144:3,0.07
Pteria,penguin,-35.25,174.25,3317:354:1,0.02
Pteria,penguin,-35.25,174.75,3317:354:2,0.02
Pteria,penguin,-35.75,174.25,3317:354:3,0.02
Pteria,penguin,-35.75,174.75,3317:354:4,0.02
Pteria,penguin,-35.75,175.25,3317:455:3,0.03
Pteria,penguin,-36.75,176.25,3317:466:3,0.01
Pteria,penguin,-7.25,-79.75,5007:479:2,0.17
Pteria,penguin,-7.75,-79.25,5007:479:3,0.17
Pteria,penguin,-8.25,-78.75,5007:488:2,0.13
Pteria,penguin,-8.25,-79.25,5007:489:1,0.06
Pteria,penguin,-9.75,-78.25,5007:498:3,0.06
Pteria,penguin,-3.75,-80.25,5008:130:3,0.09
Pteria,penguin,-3.75,-80.75,5008:130:4,0.10
Pteria,penguin,-4.25,-81.25,5008:141:1,0.12
Pteria,penguin,-5.25,-80.75,5008:350:2,0.14
Pteria,penguin,-5.75,-80.75,5008:350:4,0.03
Pteria,penguin,-6.25,-80.25,5008:360:1,0.03
Pteria,penguin,-6.75,-80.25,5008:360:3,0.06
Pteria,penguin,-7.25,-80.75,5008:370:2,0.13
Pteria,penguin,-10.25,-77.75,5107:207:2,0.04
Pteria,penguin,-11.75,-77.25,5107:217:3,0.03
Pteria,penguin,-11.75,-77.75,5107:217:4,0.01
Pteria,penguin,-12.25,-77.25,5107:227:1,0.09
Pteria,penguin,-13.75,-76.25,5107:236:3,0.11
Pteria,penguin,-14.75,-75.25,5107:245:3,0.18
Pteria,penguin,-14.75,-75.75,5107:245:4,0.16
Pteria,penguin,-14.25,-76.25,5107:246:1,0.16
Pteria,penguin,-15.75,-73.75,5107:353:4,0.13
Pteria,penguin,-15.25,-74.75,5107:354:2,0.08
Pteria,penguin,-15.75,-74.25,5107:354:3,0.10
Pteria,penguin,-15.75,-74.75,5107:354:4,0.18
Pteria,penguin,-16.25,-72.75,5107:362:2,0.15
Pteria,penguin,-16.75,-72.25,5107:362:3,0.09
Pteria,penguin,-16.75,-72.75,5107:362:4,0.10
Pteria,penguin,-16.25,-73.25,5107:363:1,0.12
Pteria,penguin,-17.75,-70.75,5107:370:4,0.11
Pteria,penguin,-17.25,-71.25,5107:371:1,0.17
Pteria,penguin,-17.75,-71.25,5107:371:3,0.14
Pteria,penguin,-18.25,-70.25,5107:380:1,0.10
Pteria,penguin,-18.25,-70.75,5107:380:2,0.18
Pteria,penguin,-15.25,-75.25,5107:455:1,0.09
Pteria,penguin,-19.25,-138.75,5113:498:2,0.08
Pteria,penguin,-19.25,-139.25,5113:499:1,0.10
Pteria,penguin,-19.25,-140.75,5114:390:2,0.18
Pteria,penguin,-19.75,-140.25,5114:390:3,0.05
Pteria,penguin,-19.25,-141.25,5114:391:1,0.09
Pteria,penguin,-19.75,-144.75,5114:394:4,0.06
Pteria,penguin,-18.75,-159.75,5115:489:4,0.04
Pteria,penguin,-19.75,-157.75,5115:497:4,0.09
Pteria,penguin,-19.25,-158.75,5115:498:2,0.05
Pteria,penguin,-19.75,-158.25,5115:498:3,0.12
Pteria,penguin,-14.25,-169.25,5116:249:1,0.15
Pteria,penguin,-14.25,-169.75,5116:249:2,0.16
Pteria,penguin,-14.75,-169.75,5116:249:4,0.15
Pteria,penguin,-18.25,-163.25,5116:383:1,0.17
Pteria,penguin,-15.75,-173.75,5117:353:4,0.19
Pteria,penguin,-17.75,-174.25,5117:374:3,0.14
Pteria,penguin,-18.75,-173.75,5117:383:4,0.13
Pteria,penguin,-19.25,-173.75,5117:393:2,0.09
Pteria,penguin,-23.25,-70.25,5207:130:1,0.14
Pteria,penguin,-23.25,-70.75,5207:130:2,0.14
Pteria,penguin,-23.75,-70.25,5207:130:3,0.14
Pteria,penguin,-24.25,-70.25,5207:140:1,0.08
Pteria,penguin,-24.25,-70.75,5207:140:2,0.08
Pteria,penguin,-24.75,-70.25,5207:140:3,0.08
Pteria,penguin,-24.75,-70.75,5207:140:4,0.08
Pteria,penguin,-25.25,-70.25,5207:350:1,0.02
Pteria,penguin,-25.25,-70.75,5207:350:2,0.02
Pteria,penguin,-25.75,-70.75,5207:350:4,0.02
Pteria,penguin,-26.25,-79.75,5207:469:2,0.12
Pteria,penguin,-25.75,-84.25,5208:354:3,0.12
Pteria,penguin,-26.25,-80.25,5208:360:1,0.14
Pteria,penguin,-25.75,-86.75,5208:456:4,0.09
Pteria,penguin,-25.25,-87.25,5208:457:1,0.11
Pteria,penguin,-25.75,-89.25,5208:459:3,0.09
Pteria,penguin,-22.75,-134.75,5213:124:4,0.03
Pteria,penguin,-21.75,-135.25,5213:215:3,0.17
Pteria,penguin,-22.25,-138.75,5213:228:2,0.01
Pteria,penguin,-27.75,-143.25,5214:373:3,0.04
Pteria,penguin,-27.75,-144.25,5214:374:3,0.06
Pteria,penguin,-26.75,-145.75,5214:465:4,0.05
Pteria,penguin,-22.75,-152.75,5215:122:4,0.11
Pteria,penguin,-20.25,-157.25,5215:207:1,0.06
Pteria,penguin,-21.75,-157.75,5215:217:4,0.12
