Mapping parameters for Planiliza macrolepis (Largescale mullet)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 47 |  51 |  57 |  61 |  71 |  77,
Bounding Box (NSWE): ,32,-35,22,-136

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,10,14,31,50
Temperature (°C),1,18.32,23.63,28.91,33.11
Salinity (psu),1,14.99,31.13,35.38,38.72
Primary Production (mgC·m-3·day-1) ,1,0.4,1.53,28.27,238.36
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,26.46,101.92,211.52,324.15
Distance to Land (km),0,0,5,78,727
 

Map data (HSPEC) for predicted occurrences (n = 5042): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Planiliza,macrolepis,28.25,-178.25,7217:488:1,0.14
Planiliza,macrolepis,28.25,-177.25,7217:487:1,0.17
Planiliza,macrolepis,27.75,-175.75,7217:475:4,0.14
Planiliza,macrolepis,26.25,-174.75,7217:364:2,0.04
Planiliza,macrolepis,26.25,-173.25,7217:363:1,0.18
Planiliza,macrolepis,25.75,-173.75,7217:353:4,0.06
Planiliza,macrolepis,25.75,-173.25,7217:353:3,0.18
Planiliza,macrolepis,25.25,-172.25,7217:352:1,0.17
Planiliza,macrolepis,25.75,-169.25,7216:459:3,0.18
Planiliza,macrolepis,24.25,-167.25,7216:247:1,0.15
Planiliza,macrolepis,23.75,-164.25,7216:134:3,0.12
Planiliza,macrolepis,23.25,-164.75,7216:134:2,0.04
Planiliza,macrolepis,23.25,-164.25,7216:134:1,0.15
Planiliza,macrolepis,23.25,-162.25,7216:132:1,0.13
Planiliza,macrolepis,23.25,-161.75,7216:131:2,0.16
Planiliza,macrolepis,22.75,-162.25,7216:122:3,0.09
Planiliza,macrolepis,22.75,-161.25,7216:121:3,0.03
Planiliza,macrolepis,20.75,-157.75,7215:207:4,0.10
Planiliza,macrolepis,16.75,-169.75,7116:469:4,0.13
Planiliza,macrolepis,16.75,-169.25,7116:469:3,0.16
Planiliza,macrolepis,-15.75,-179.25,5117:459:3,0.09
Planiliza,macrolepis,-15.75,-176.75,5117:456:4,0.04
Planiliza,macrolepis,-15.75,-175.75,5117:455:4,0.07
Planiliza,macrolepis,-19.25,-173.75,5117:393:2,0.13
Planiliza,macrolepis,-18.75,-174.75,5117:384:4,0.09
Planiliza,macrolepis,-18.75,-174.25,5117:384:3,0.15
Planiliza,macrolepis,-18.75,-173.75,5117:383:4,0.09
Planiliza,macrolepis,-15.75,-173.75,5117:353:4,0.18
Planiliza,macrolepis,-14.25,-178.25,5117:248:1,0.10
Planiliza,macrolepis,-14.25,-177.75,5117:247:2,0.05
Planiliza,macrolepis,-14.25,-176.25,5117:246:1,0.07
Planiliza,macrolepis,-14.25,-175.75,5117:245:2,0.07
Planiliza,macrolepis,-13.25,-179.25,5117:239:1,0.03
Planiliza,macrolepis,-13.25,-176.25,5117:236:1,0.17
Planiliza,macrolepis,-12.75,-179.25,5117:229:3,0.18
Planiliza,macrolepis,-11.75,-178.25,5117:218:3,0.05
Planiliza,macrolepis,-14.25,-171.25,5117:141:1,0.12
Planiliza,macrolepis,-14.25,-170.75,5117:140:2,0.05
Planiliza,macrolepis,-13.75,-171.25,5117:131:3,0.13
Planiliza,macrolepis,-13.25,-163.25,5116:133:1,0.19
Planiliza,macrolepis,-15.75,-154.25,5115:354:3,0.02
Planiliza,macrolepis,-19.25,-141.25,5114:391:1,0.15
Planiliza,macrolepis,-19.25,-140.75,5114:390:2,0.04
Planiliza,macrolepis,-17.25,-141.25,5114:371:1,0.14
Planiliza,macrolepis,-18.25,-136.75,5113:486:2,0.02
Planiliza,macrolepis,-17.25,-138.25,5113:478:1,0.07
Planiliza,macrolepis,-34.75,174.25,3317:144:3,0.02
Planiliza,macrolepis,-34.25,173.25,3317:143:1,0.01
Planiliza,macrolepis,-34.75,151.25,3315:141:3,0.15
Planiliza,macrolepis,-33.75,151.75,3315:131:4,0.05
Planiliza,macrolepis,-33.25,131.75,3313:131:2,0.01
Planiliza,macrolepis,-32.75,131.75,3313:121:4,0.01
Planiliza,macrolepis,-32.25,130.75,3313:120:2,0.02
Planiliza,macrolepis,-32.25,130.25,3313:120:1,0.03
Planiliza,macrolepis,-33.25,129.25,3312:239:1,0.01
Planiliza,macrolepis,-33.25,128.75,3312:238:2,0.01
Planiliza,macrolepis,-33.25,127.75,3312:237:2,0.01
Planiliza,macrolepis,-33.25,127.25,3312:237:1,0.01
Planiliza,macrolepis,-33.25,126.25,3312:236:1,0.01
Planiliza,macrolepis,-33.75,125.25,3312:235:3,0.01
Planiliza,macrolepis,-33.25,125.75,3312:235:2,0.03
Planiliza,macrolepis,-33.25,125.25,3312:235:1,0.03
Planiliza,macrolepis,-32.75,129.75,3312:229:4,0.01
Planiliza,macrolepis,-32.75,129.25,3312:229:3,0.04
Planiliza,macrolepis,-32.25,129.75,3312:229:2,0.03
Planiliza,macrolepis,-32.25,129.25,3312:229:1,0.03
Planiliza,macrolepis,-32.75,128.75,3312:228:4,0.05
Planiliza,macrolepis,-32.75,128.25,3312:228:3,0.04
Planiliza,macrolepis,-32.25,128.75,3312:228:2,0.03
Planiliza,macrolepis,-32.25,128.25,3312:228:1,0.02
Planiliza,macrolepis,-32.75,127.75,3312:227:4,0.04
Planiliza,macrolepis,-32.75,127.25,3312:227:3,0.04
Planiliza,macrolepis,-32.25,127.75,3312:227:2,0.02
Planiliza,macrolepis,-32.25,127.25,3312:227:1,0.01
Planiliza,macrolepis,-32.75,126.75,3312:226:4,0.04
Planiliza,macrolepis,-32.75,126.25,3312:226:3,0.03
Planiliza,macrolepis,-32.25,126.75,3312:226:2,0.01
Planiliza,macrolepis,-32.25,126.25,3312:226:1,0.01
Planiliza,macrolepis,-32.75,125.75,3312:225:4,0.02
Planiliza,macrolepis,-32.75,125.25,3312:225:3,0.01
Planiliza,macrolepis,-32.25,125.75,3312:225:2,0.03
Planiliza,macrolepis,-34.25,123.75,3312:143:2,0.03
Planiliza,macrolepis,-34.25,123.25,3312:143:1,0.03
Planiliza,macrolepis,-34.25,122.75,3312:142:2,0.04
Planiliza,macrolepis,-34.25,122.25,3312:142:1,0.04
Planiliza,macrolepis,-34.25,121.75,3312:141:2,0.06
Planiliza,macrolepis,-34.25,121.25,3312:141:1,0.09
Planiliza,macrolepis,-34.25,120.75,3312:140:2,0.10
Planiliza,macrolepis,-34.25,120.25,3312:140:1,0.11
Planiliza,macrolepis,-33.75,124.75,3312:134:4,0.03
Planiliza,macrolepis,-33.75,124.25,3312:134:3,0.02
Planiliza,macrolepis,-33.25,124.75,3312:134:2,0.02
Planiliza,macrolepis,-33.75,123.25,3312:133:3,0.02
Planiliza,macrolepis,-33.75,122.75,3312:132:4,0.03
Planiliza,macrolepis,-33.75,122.25,3312:132:3,0.04
Planiliza,macrolepis,-33.75,121.75,3312:131:4,0.05
Planiliza,macrolepis,-33.75,121.25,3312:131:3,0.06
Planiliza,macrolepis,-33.75,120.75,3312:130:4,0.09
Planiliza,macrolepis,-33.75,120.25,3312:130:3,0.11
Planiliza,macrolepis,-32.75,124.75,3312:124:4,0.03
Planiliza,macrolepis,-32.75,124.25,3312:124:3,0.05
Planiliza,macrolepis,-31.75,128.25,3312:218:3,0.01
Planiliza,macrolepis,-34.75,119.75,3311:249:4,0.06
Planiliza,macrolepis,-34.75,119.25,3311:249:3,0.12
Planiliza,macrolepis,-34.25,119.75,3311:249:2,0.11
Planiliza,macrolepis,-34.25,119.25,3311:249:1,0.14
Planiliza,macrolepis,-34.75,118.75,3311:248:4,0.15
Planiliza,macrolepis,-34.75,118.25,3311:248:3,0.17
Planiliza,macrolepis,-34.25,118.75,3311:248:2,0.17
Planiliza,macrolepis,-33.75,119.75,3311:239:4,0.14
Planiliza,macrolepis,-33.75,25.75,3302:235:4,0.11
Planiliza,macrolepis,-33.75,25.25,3302:235:3,0.11
Planiliza,macrolepis,-34.25,24.75,3302:144:2,0.15
Planiliza,macrolepis,-34.25,24.25,3302:144:1,0.10
Planiliza,macrolepis,-34.25,23.75,3302:143:2,0.07
Planiliza,macrolepis,-34.25,23.25,3302:143:1,0.03
Planiliza,macrolepis,-34.75,22.25,3302:142:3,0.06
Planiliza,macrolepis,-33.75,24.75,3302:134:4,0.09
Planiliza,macrolepis,-33.75,23.75,3302:133:4,0.03
Planiliza,macrolepis,-12.75,177.25,3117:227:3,0.11
Planiliza,macrolepis,-12.25,177.25,3117:227:1,0.14
Planiliza,macrolepis,-13.25,173.75,3117:133:2,0.02
Planiliza,macrolepis,-14.75,168.25,3116:248:3,0.19
Planiliza,macrolepis,-14.25,168.25,3116:248:1,0.18
Planiliza,macrolepis,-17.25,155.75,3115:475:2,0.17
Planiliza,macrolepis,-17.25,150.25,3115:370:1,0.19
Planiliza,macrolepis,-14.75,138.75,3113:248:4,0.16
Planiliza,macrolepis,-14.75,138.25,3113:248:3,0.16
Planiliza,macrolepis,-13.75,139.25,3113:239:3,0.05
Planiliza,macrolepis,-13.75,138.75,3113:238:4,0.05
Planiliza,macrolepis,-13.25,138.75,3113:238:2,0.11
Planiliza,macrolepis,-11.75,139.75,3113:219:4,0.16
Planiliza,macrolepis,-10.75,138.75,3113:208:4,0.16
Planiliza,macrolepis,-18.75,120.25,3112:380:3,0.11
Planiliza,macrolepis,-12.75,127.25,3112:227:3,0.16
Planiliza,macrolepis,-11.25,127.75,3112:217:2,0.05
Planiliza,macrolepis,-16.75,118.75,3111:468:4,0.05
Planiliza,macrolepis,-19.75,63.25,3106:393:3,0.03
Planiliza,macrolepis,-7.75,135.75,3013:475:4,0.16
Planiliza,macrolepis,-9.75,132.25,3013:392:3,0.05
Planiliza,macrolepis,-9.75,131.25,3013:391:3,0.05
Planiliza,macrolepis,-5.75,115.75,3011:455:4,0.05
Planiliza,macrolepis,-5.25,112.75,3011:352:2,0.05
Planiliza,macrolepis,-6.25,104.75,3010:364:2,0.11
Planiliza,macrolepis,31.75,126.25,1312:216:3,0.12
Planiliza,macrolepis,31.75,125.25,1312:215:3,0.09
Planiliza,macrolepis,31.25,125.75,1312:215:2,0.04
Planiliza,macrolepis,31.25,125.25,1312:215:1,0.06
Planiliza,macrolepis,31.75,124.75,1312:114:4,0.01
Planiliza,macrolepis,31.25,124.75,1312:114:2,0.05
Planiliza,macrolepis,31.25,124.25,1312:114:1,0.08
Planiliza,macrolepis,31.75,123.25,1312:113:3,0.02
Planiliza,macrolepis,31.25,123.75,1312:113:2,0.08
Planiliza,macrolepis,31.25,123.25,1312:113:1,0.15
Planiliza,macrolepis,31.75,122.75,1312:112:4,0.02
