Mapping parameters for Cerastoderma glaucum (olive green cockle)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 27 |  37,
Bounding Box (NSWE): ,64,30,-11,54

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,8,42,83
Temperature (°C),1,-1.44,8.63,19.83,29.15
Salinity (psu),1,3.49,6.27,37.93,39.25
Primary Production (mgC·m-3·day-1) ,1,0.08,0.66,25.56,96.31
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0.11
Dissolved Bottom Oxygen (mmol·m-3),0,101.71,222.11,376.23,408.99
Distance to Land (km),0,0,3,21,242
 

Map data (HSPEC) for predicted occurrences (n = 1880): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Cerastoderma,glaucum,38.25,0.25,1300:380:1,0.07
Cerastoderma,glaucum,34.75,10.25,1301:140:3,0.10
Cerastoderma,glaucum,34.25,12.75,1301:142:2,0.03
Cerastoderma,glaucum,34.25,13.25,1301:143:1,0.05
Cerastoderma,glaucum,34.75,13.25,1301:143:3,0.12
Cerastoderma,glaucum,32.75,15.25,1301:225:3,0.01
Cerastoderma,glaucum,36.75,13.25,1301:363:3,0.02
Cerastoderma,glaucum,37.25,11.75,1301:371:2,0.19
Cerastoderma,glaucum,39.25,15.75,1301:495:2,0.13
Cerastoderma,glaucum,39.75,17.75,1301:497:4,0.10
Cerastoderma,glaucum,32.25,24.75,1302:124:2,0.19
Cerastoderma,glaucum,34.75,24.25,1302:144:3,0.16
Cerastoderma,glaucum,34.75,24.75,1302:144:4,0.14
Cerastoderma,glaucum,30.75,29.25,1302:209:3,0.19
Cerastoderma,glaucum,31.75,25.25,1302:215:3,0.16
Cerastoderma,glaucum,31.75,25.75,1302:215:4,0.15
Cerastoderma,glaucum,31.75,26.25,1302:216:3,0.13
Cerastoderma,glaucum,31.75,26.75,1302:216:4,0.12
Cerastoderma,glaucum,31.75,27.25,1302:217:3,0.02
Cerastoderma,glaucum,32.25,25.25,1302:225:1,0.15
Cerastoderma,glaucum,34.75,25.25,1302:245:3,0.13
Cerastoderma,glaucum,34.75,26.25,1302:246:3,0.15
Cerastoderma,glaucum,35.25,26.75,1302:456:2,0.13
Cerastoderma,glaucum,35.25,27.25,1302:457:1,0.08
Cerastoderma,glaucum,35.75,27.25,1302:457:3,0.07
Cerastoderma,glaucum,35.75,27.75,1302:457:4,0.03
Cerastoderma,glaucum,36.25,26.75,1302:466:2,0.13
Cerastoderma,glaucum,36.75,26.25,1302:466:3,0.17
Cerastoderma,glaucum,36.75,26.75,1302:466:4,0.10
Cerastoderma,glaucum,36.25,27.25,1302:467:1,0.06
Cerastoderma,glaucum,36.25,27.75,1302:467:2,0.03
Cerastoderma,glaucum,36.75,27.25,1302:467:3,0.04
Cerastoderma,glaucum,36.75,27.75,1302:467:4,0.02
Cerastoderma,glaucum,36.25,28.25,1302:468:1,0.01
Cerastoderma,glaucum,36.75,28.25,1302:468:3,0.01
Cerastoderma,glaucum,36.75,28.75,1302:468:4,0.02
Cerastoderma,glaucum,36.25,29.25,1302:469:1,0.01
Cerastoderma,glaucum,36.25,29.75,1302:469:2,0.01
Cerastoderma,glaucum,37.25,26.75,1302:476:2,0.12
Cerastoderma,glaucum,37.25,27.25,1302:477:1,0.10
Cerastoderma,glaucum,31.75,33.25,1303:113:3,0.15
Cerastoderma,glaucum,32.25,30.75,1303:120:2,0.07
Cerastoderma,glaucum,34.75,32.25,1303:142:3,0.01
Cerastoderma,glaucum,34.75,32.75,1303:142:4,0.02
Cerastoderma,glaucum,34.75,33.25,1303:143:3,0.03
Cerastoderma,glaucum,34.75,33.75,1303:143:4,0.02
Cerastoderma,glaucum,34.75,34.25,1303:144:3,0.03
Cerastoderma,glaucum,33.75,35.25,1303:235:3,0.12
Cerastoderma,glaucum,34.25,35.75,1303:245:2,0.15
Cerastoderma,glaucum,34.75,35.75,1303:245:4,0.07
Cerastoderma,glaucum,35.25,33.25,1303:353:1,0.02
Cerastoderma,glaucum,35.25,33.75,1303:353:2,0.02
Cerastoderma,glaucum,35.25,34.25,1303:354:1,0.02
