Mapping parameters for Crassostrea madrasensis (Indian backwater oyster)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 51 |  57,
Bounding Box (NSWE): ,26,5,64,94

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,2,4
Temperature (°C),1,26.41,26.96,28.6,32.8
Salinity (psu),1,13.31,22.29,35.23,36.41
Primary Production (mgC·m-3·day-1) ,1,2,3,119.96,195.85
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,68.88,121.96,231.31,261.4
Distance to Land (km),0,12,17,25,26
 

Map data (HSPEC) for predicted occurrences (n = 232): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Crassostrea,madrasensis,6.75,73.25,1007:363:3,0.17
Crassostrea,madrasensis,7.25,72.75,1007:372:2,0.02
Crassostrea,madrasensis,7.25,73.25,1007:373:1,0.02
Crassostrea,madrasensis,7.25,93.75,1009:373:2,0.19
Crassostrea,madrasensis,7.75,93.75,1009:373:4,0.19
Crassostrea,madrasensis,8.25,93.75,1009:383:2,0.05
Crassostrea,madrasensis,8.75,93.25,1009:383:3,0.07
Crassostrea,madrasensis,8.75,93.75,1009:383:4,0.06
Crassostrea,madrasensis,10.25,73.75,1107:103:2,0.04
Crassostrea,madrasensis,10.75,73.75,1107:103:4,0.13
Crassostrea,madrasensis,18.75,70.75,1107:380:4,0.03
Crassostrea,madrasensis,18.75,71.25,1107:381:3,0.02
