Mapping parameters for Dicentrarchus labrax (European seabass)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  1 |  5 |  7 |  27 |  34 |  37 ,
Bounding Box (NSWE): ,72,11,-19,42

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,10,19,55,100
Temperature (°C),1,0.64,10.19,20,29.58
Salinity (psu),1,3.58,31.02,37.97,39.25
Primary Production (mgC·m-3·day-1) ,1,0.08,0.91,24.87,98.91
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0.05
Dissolved Bottom Oxygen (mmol·m-3),0,122.9,208.66,286.56,408.48
Distance to Land (km),0,0,3,87,358
 

Map data (HSPEC) for predicted occurrences (n = 2259): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Dicentrarchus,labrax,37.75,9.75,1300:479:4,0.10
Dicentrarchus,labrax,30.75,19.25,1301:209:3,0.13
Dicentrarchus,labrax,32.75,15.25,1301:225:3,0.15
Dicentrarchus,labrax,39.75,17.75,1301:497:4,0.19
Dicentrarchus,labrax,32.25,23.75,1302:123:2,0.18
Dicentrarchus,labrax,32.25,24.25,1302:124:1,0.16
Dicentrarchus,labrax,32.25,24.75,1302:124:2,0.14
Dicentrarchus,labrax,34.75,24.25,1302:144:3,0.12
Dicentrarchus,labrax,34.75,24.75,1302:144:4,0.10
Dicentrarchus,labrax,31.75,25.25,1302:215:3,0.12
Dicentrarchus,labrax,31.75,25.75,1302:215:4,0.11
Dicentrarchus,labrax,31.75,26.25,1302:216:3,0.09
Dicentrarchus,labrax,31.75,26.75,1302:216:4,0.09
Dicentrarchus,labrax,31.75,27.25,1302:217:3,0.05
Dicentrarchus,labrax,31.25,28.75,1302:218:2,0.17
Dicentrarchus,labrax,32.25,25.25,1302:225:1,0.11
Dicentrarchus,labrax,34.75,25.25,1302:245:3,0.09
Dicentrarchus,labrax,34.75,25.75,1302:245:4,0.04
Dicentrarchus,labrax,34.75,26.25,1302:246:3,0.11
Dicentrarchus,labrax,35.25,23.75,1302:353:2,0.17
Dicentrarchus,labrax,35.25,24.25,1302:354:1,0.18
Dicentrarchus,labrax,35.25,25.75,1302:455:2,0.18
Dicentrarchus,labrax,35.25,26.25,1302:456:1,0.16
Dicentrarchus,labrax,35.25,26.75,1302:456:2,0.09
Dicentrarchus,labrax,35.75,26.25,1302:456:3,0.17
Dicentrarchus,labrax,35.75,26.75,1302:456:4,0.03
Dicentrarchus,labrax,35.25,27.25,1302:457:1,0.06
Dicentrarchus,labrax,35.75,27.25,1302:457:3,0.05
Dicentrarchus,labrax,35.75,27.75,1302:457:4,0.02
Dicentrarchus,labrax,36.25,26.25,1302:466:1,0.15
Dicentrarchus,labrax,36.25,26.75,1302:466:2,0.10
Dicentrarchus,labrax,36.75,26.25,1302:466:3,0.13
Dicentrarchus,labrax,36.75,26.75,1302:466:4,0.07
Dicentrarchus,labrax,36.25,27.25,1302:467:1,0.05
Dicentrarchus,labrax,36.25,27.75,1302:467:2,0.03
Dicentrarchus,labrax,36.75,27.25,1302:467:3,0.04
Dicentrarchus,labrax,36.75,27.75,1302:467:4,0.02
Dicentrarchus,labrax,36.25,28.25,1302:468:1,0.01
Dicentrarchus,labrax,36.75,28.25,1302:468:3,0.01
Dicentrarchus,labrax,36.75,28.75,1302:468:4,0.02
Dicentrarchus,labrax,36.25,29.25,1302:469:1,0.02
Dicentrarchus,labrax,36.25,29.75,1302:469:2,0.01
Dicentrarchus,labrax,37.25,26.25,1302:476:1,0.15
Dicentrarchus,labrax,37.25,26.75,1302:476:2,0.12
Dicentrarchus,labrax,37.25,27.25,1302:477:1,0.10
Dicentrarchus,labrax,38.75,25.25,1302:485:3,0.14
Dicentrarchus,labrax,31.75,32.75,1303:112:4,0.19
Dicentrarchus,labrax,31.75,33.25,1303:113:3,0.14
Dicentrarchus,labrax,32.25,30.25,1303:120:1,0.01
Dicentrarchus,labrax,32.25,30.75,1303:120:2,0.07
Dicentrarchus,labrax,32.25,31.25,1303:121:1,0.01
Dicentrarchus,labrax,32.25,31.75,1303:121:2,0.02
Dicentrarchus,labrax,34.75,32.25,1303:142:3,0.01
Dicentrarchus,labrax,34.75,32.75,1303:142:4,0.01
Dicentrarchus,labrax,34.75,33.25,1303:143:3,0.02
Dicentrarchus,labrax,34.75,33.75,1303:143:4,0.02
Dicentrarchus,labrax,34.75,34.25,1303:144:3,0.03
Dicentrarchus,labrax,33.75,35.25,1303:235:3,0.13
Dicentrarchus,labrax,34.25,35.75,1303:245:2,0.16
Dicentrarchus,labrax,34.75,35.75,1303:245:4,0.07
Dicentrarchus,labrax,35.25,33.25,1303:353:1,0.02
Dicentrarchus,labrax,35.25,33.75,1303:353:2,0.02
Dicentrarchus,labrax,35.25,34.25,1303:354:1,0.02
Dicentrarchus,labrax,35.75,34.25,1303:354:3,0.02
Dicentrarchus,labrax,35.75,34.75,1303:354:4,0.03
Dicentrarchus,labrax,36.25,30.25,1303:360:1,0.01
Dicentrarchus,labrax,36.25,30.75,1303:360:2,0.01
Dicentrarchus,labrax,36.75,30.75,1303:360:4,0.02
Dicentrarchus,labrax,36.75,31.25,1303:361:3,0.02
Dicentrarchus,labrax,36.25,32.25,1303:362:1,0.02
Dicentrarchus,labrax,36.25,32.75,1303:362:2,0.06
Dicentrarchus,labrax,36.25,33.25,1303:363:1,0.06
Dicentrarchus,labrax,36.25,33.75,1303:363:2,0.03
Dicentrarchus,labrax,36.25,34.25,1303:364:1,0.04
Dicentrarchus,labrax,36.25,34.75,1303:364:2,0.01
Dicentrarchus,labrax,36.75,34.75,1303:364:4,0.07
Dicentrarchus,labrax,35.25,35.75,1303:455:2,0.07
Dicentrarchus,labrax,35.75,35.75,1303:455:4,0.08
Dicentrarchus,labrax,36.25,35.25,1303:465:1,0.08
Dicentrarchus,labrax,36.25,35.75,1303:465:2,0.14
Dicentrarchus,labrax,36.75,35.25,1303:465:3,0.17
Dicentrarchus,labrax,36.75,35.75,1303:465:4,0.17
Dicentrarchus,labrax,36.25,36.25,1303:466:1,0.17
Dicentrarchus,labrax,42.75,6.25,1400:226:3,0.09
Dicentrarchus,labrax,44.75,12.25,1401:142:3,0.02
Dicentrarchus,labrax,40.75,18.75,1401:208:4,0.09
Dicentrarchus,labrax,41.25,17.75,1401:217:2,0.19
Dicentrarchus,labrax,41.75,18.75,1401:218:4,0.12
Dicentrarchus,labrax,41.25,19.75,1401:219:2,0.11
Dicentrarchus,labrax,42.25,16.75,1401:226:2,0.14
Dicentrarchus,labrax,41.75,29.25,1402:219:3,0.05
Dicentrarchus,labrax,44.75,28.75,1402:248:4,0.06
Dicentrarchus,labrax,44.75,29.25,1402:249:3,0.04
Dicentrarchus,labrax,44.75,29.75,1402:249:4,0.07
Dicentrarchus,labrax,45.25,29.75,1402:459:2,0.06
Dicentrarchus,labrax,41.75,31.25,1403:111:3,0.07
Dicentrarchus,labrax,42.25,41.25,1404:121:1,0.01
Dicentrarchus,labrax,54.25,9.25,1500:249:1,0.15
Dicentrarchus,labrax,58.75,1.75,1500:381:4,0.09
Dicentrarchus,labrax,58.75,3.25,1500:383:3,0.13
Dicentrarchus,labrax,59.25,1.25,1500:391:1,0.02
Dicentrarchus,labrax,59.75,1.75,1500:391:4,0.07
Dicentrarchus,labrax,53.75,13.75,1501:133:4,0.16
Dicentrarchus,labrax,53.75,14.25,1501:134:3,0.12
Dicentrarchus,labrax,53.75,14.75,1501:134:4,0.15
Dicentrarchus,labrax,54.25,12.25,1501:142:1,0.18
Dicentrarchus,labrax,54.25,12.75,1501:142:2,0.16
Dicentrarchus,labrax,54.75,12.25,1501:142:3,0.16
Dicentrarchus,labrax,54.75,12.75,1501:142:4,0.15
Dicentrarchus,labrax,54.25,13.25,1501:143:1,0.14
Dicentrarchus,labrax,54.25,13.75,1501:143:2,0.13
Dicentrarchus,labrax,54.75,13.25,1501:143:3,0.14
Dicentrarchus,labrax,54.75,13.75,1501:143:4,0.14
Dicentrarchus,labrax,54.25,14.25,1501:144:1,0.13
Dicentrarchus,labrax,54.25,14.75,1501:144:2,0.13
Dicentrarchus,labrax,54.75,14.25,1501:144:3,0.13
Dicentrarchus,labrax,54.75,14.75,1501:144:4,0.10
Dicentrarchus,labrax,54.25,15.25,1501:245:1,0.13
Dicentrarchus,labrax,54.25,15.75,1501:245:2,0.13
Dicentrarchus,labrax,54.75,15.25,1501:245:3,0.08
Dicentrarchus,labrax,54.75,15.75,1501:245:4,0.08
Dicentrarchus,labrax,54.25,16.25,1501:246:1,0.14
Dicentrarchus,labrax,54.75,16.25,1501:246:3,0.13
Dicentrarchus,labrax,54.75,16.75,1501:246:4,0.13
Dicentrarchus,labrax,54.75,17.25,1501:247:3,0.13
Dicentrarchus,labrax,54.75,17.75,1501:247:4,0.13
Dicentrarchus,labrax,54.25,18.75,1501:248:2,0.13
Dicentrarchus,labrax,54.75,18.25,1501:248:3,0.12
Dicentrarchus,labrax,54.75,18.75,1501:248:4,0.12
Dicentrarchus,labrax,54.25,19.25,1501:249:1,0.11
Dicentrarchus,labrax,54.25,19.75,1501:249:2,0.13
Dicentrarchus,labrax,54.75,19.25,1501:249:3,0.10
Dicentrarchus,labrax,54.75,19.75,1501:249:4,0.12
Dicentrarchus,labrax,55.25,12.75,1501:352:2,0.14
Dicentrarchus,labrax,55.25,13.25,1501:353:1,0.12
Dicentrarchus,labrax,55.25,13.75,1501:353:2,0.09
Dicentrarchus,labrax,55.25,14.25,1501:354:1,0.10
Dicentrarchus,labrax,55.25,14.75,1501:354:2,0.08
Dicentrarchus,labrax,55.75,14.25,1501:354:3,0.12
Dicentrarchus,labrax,55.75,14.75,1501:354:4,0.12
Dicentrarchus,labrax,56.25,14.75,1501:364:2,0.18
Dicentrarchus,labrax,55.25,15.25,1501:455:1,0.06
Dicentrarchus,labrax,55.25,15.75,1501:455:2,0.04
Dicentrarchus,labrax,55.75,15.25,1501:455:3,0.11
Dicentrarchus,labrax,55.75,15.75,1501:455:4,0.10
Dicentrarchus,labrax,55.25,16.25,1501:456:1,0.10
Dicentrarchus,labrax,55.25,16.75,1501:456:2,0.12
Dicentrarchus,labrax,55.75,16.25,1501:456:3,0.08
Dicentrarchus,labrax,55.75,16.75,1501:456:4,0.09
Dicentrarchus,labrax,55.25,17.25,1501:457:1,0.12
Dicentrarchus,labrax,55.25,17.75,1501:457:2,0.12
Dicentrarchus,labrax,55.75,17.25,1501:457:3,0.10
Dicentrarchus,labrax,55.75,17.75,1501:457:4,0.08
Dicentrarchus,labrax,55.25,18.25,1501:458:1,0.12
Dicentrarchus,labrax,55.25,18.75,1501:458:2,0.13
Dicentrarchus,labrax,55.75,18.25,1501:458:3,0.09
Dicentrarchus,labrax,55.75,18.75,1501:458:4,0.04
Dicentrarchus,labrax,55.25,19.25,1501:459:1,0.07
Dicentrarchus,labrax,55.25,19.75,1501:459:2,0.12
Dicentrarchus,labrax,55.75,19.25,1501:459:3,0.11
Dicentrarchus,labrax,55.75,19.75,1501:459:4,0.11
Dicentrarchus,labrax,56.25,15.25,1501:465:1,0.13
Dicentrarchus,labrax,56.25,15.75,1501:465:2,0.11
Dicentrarchus,labrax,56.25,16.25,1501:466:1,0.11
Dicentrarchus,labrax,56.25,16.75,1501:466:2,0.07
Dicentrarchus,labrax,56.75,16.25,1501:466:3,0.10
Dicentrarchus,labrax,56.75,16.75,1501:466:4,0.10
Dicentrarchus,labrax,56.25,17.25,1501:467:1,0.08
Dicentrarchus,labrax,56.25,17.75,1501:467:2,0.08
Dicentrarchus,labrax,56.75,17.25,1501:467:3,0.07
Dicentrarchus,labrax,56.75,17.75,1501:467:4,0.08
Dicentrarchus,labrax,56.25,18.25,1501:468:1,0.08
Dicentrarchus,labrax,56.25,18.75,1501:468:2,0.08
Dicentrarchus,labrax,56.75,18.25,1501:468:3,0.08
Dicentrarchus,labrax,56.75,18.75,1501:468:4,0.06
Dicentrarchus,labrax,56.25,19.25,1501:469:1,0.08
Dicentrarchus,labrax,56.25,19.75,1501:469:2,0.11
Dicentrarchus,labrax,57.25,16.75,1501:476:2,0.10
Dicentrarchus,labrax,57.75,16.75,1501:476:4,0.09
Dicentrarchus,labrax,57.25,17.25,1501:477:1,0.10
Dicentrarchus,labrax,57.25,17.75,1501:477:2,0.08
Dicentrarchus,labrax,57.75,17.25,1501:477:3,0.09
Dicentrarchus,labrax,57.75,17.75,1501:477:4,0.07
Dicentrarchus,labrax,57.25,18.25,1501:478:1,0.07
Dicentrarchus,labrax,57.25,18.75,1501:478:2,0.05
Dicentrarchus,labrax,57.75,18.25,1501:478:3,0.07
Dicentrarchus,labrax,57.75,18.75,1501:478:4,0.06
Dicentrarchus,labrax,57.25,19.25,1501:479:1,0.04
Dicentrarchus,labrax,57.25,19.75,1501:479:2,0.05
Dicentrarchus,labrax,57.75,19.25,1501:479:3,0.06
Dicentrarchus,labrax,57.75,19.75,1501:479:4,0.05
Dicentrarchus,labrax,58.25,16.75,1501:486:2,0.05
Dicentrarchus,labrax,58.25,17.25,1501:487:1,0.09
Dicentrarchus,labrax,58.25,17.75,1501:487:2,0.08
Dicentrarchus,labrax,58.75,17.25,1501:487:3,0.08
Dicentrarchus,labrax,58.75,17.75,1501:487:4,0.08
Dicentrarchus,labrax,58.25,18.25,1501:488:1,0.07
Dicentrarchus,labrax,58.25,18.75,1501:488:2,0.07
Dicentrarchus,labrax,58.75,18.25,1501:488:3,0.08
Dicentrarchus,labrax,58.75,18.75,1501:488:4,0.08
Dicentrarchus,labrax,58.25,19.25,1501:489:1,0.06
Dicentrarchus,labrax,58.25,19.75,1501:489:2,0.06
Dicentrarchus,labrax,58.75,19.25,1501:489:3,0.07
Dicentrarchus,labrax,58.75,19.75,1501:489:4,0.07
Dicentrarchus,labrax,59.25,18.25,1501:498:1,0.04
Dicentrarchus,labrax,59.25,18.75,1501:498:2,0.06
Dicentrarchus,labrax,59.25,19.25,1501:499:1,0.07
Dicentrarchus,labrax,59.25,19.75,1501:499:2,0.07
Dicentrarchus,labrax,59.75,19.25,1501:499:3,0.05
Dicentrarchus,labrax,59.75,19.75,1501:499:4,0.05
Dicentrarchus,labrax,54.75,20.25,1502:140:3,0.12
Dicentrarchus,labrax,54.75,20.75,1502:140:4,0.12
Dicentrarchus,labrax,54.75,21.25,1502:141:3,0.12
Dicentrarchus,labrax,55.25,20.25,1502:350:1,0.12
Dicentrarchus,labrax,55.25,20.75,1502:350:2,0.12
Dicentrarchus,labrax,55.75,20.25,1502:350:3,0.12
Dicentrarchus,labrax,55.75,20.75,1502:350:4,0.12
Dicentrarchus,labrax,55.25,21.25,1502:351:1,0.12
Dicentrarchus,labrax,55.75,21.25,1502:351:3,0.10
Dicentrarchus,labrax,56.25,20.25,1502:360:1,0.12
Dicentrarchus,labrax,56.25,20.75,1502:360:2,0.11
Dicentrarchus,labrax,56.75,20.25,1502:360:3,0.08
Dicentrarchus,labrax,56.75,20.75,1502:360:4,0.11
Dicentrarchus,labrax,56.25,21.25,1502:361:1,0.10
Dicentrarchus,labrax,56.75,21.25,1502:361:3,0.10
Dicentrarchus,labrax,57.25,20.75,1502:370:2,0.11
