Mapping parameters for Morone saxatilis (Striped bass)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  2 |  21 |  31 ,
Bounding Box (NSWE): ,51,24,-98,-44

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,30,32,41,50
Temperature (°C),1,5.78,8.24,23.84,26.81
Salinity (psu),1,18.28,22.23,35.02,36.45
Primary Production (mgC·m-3·day-1) ,1,0.82,4.71,42.37,56.51
Sea Ice Concentration (0-1 fraction),1,-0.99,0,0.03,0.11
Dissolved Bottom Oxygen (mmol·m-3),0,134.82,214.26,316.12,367.92
Distance to Land (km),0,0,1,87,484
 

Map data (HSPEC) for predicted occurrences (n = 471): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Morone,saxatilis,50.25,-57.75,7505:207:2,0.07
Morone,saxatilis,47.25,-70.25,7407:370:1,0.04
Morone,saxatilis,46.75,-70.75,7407:360:4,0.12
Morone,saxatilis,49.75,-67.25,7406:497:3,0.01
Morone,saxatilis,49.75,-66.75,7406:496:4,0.01
Morone,saxatilis,49.25,-65.25,7406:495:1,0.01
Morone,saxatilis,48.25,-66.25,7406:486:1,0.16
Morone,saxatilis,49.75,-64.75,7406:394:4,0.03
Morone,saxatilis,49.25,-64.75,7406:394:2,0.04
Morone,saxatilis,49.25,-64.25,7406:394:1,0.10
Morone,saxatilis,49.25,-63.75,7406:393:2,0.14
Morone,saxatilis,49.25,-63.25,7406:393:1,0.18
Morone,saxatilis,49.75,-62.75,7406:392:4,0.04
Morone,saxatilis,49.75,-62.25,7406:392:3,0.08
Morone,saxatilis,49.25,-62.75,7406:392:2,0.17
Morone,saxatilis,49.25,-62.25,7406:392:1,0.17
Morone,saxatilis,49.25,-61.75,7406:391:2,0.15
Morone,saxatilis,49.25,-61.25,7406:391:1,0.12
Morone,saxatilis,48.75,-64.25,7406:384:3,0.15
Morone,saxatilis,48.75,-63.75,7406:383:4,0.07
Morone,saxatilis,43.25,-61.25,7406:131:1,0.06
Morone,saxatilis,45.25,-56.25,7405:456:1,0.09
Morone,saxatilis,48.25,-53.75,7405:383:2,0.08
Morone,saxatilis,47.75,-53.25,7405:373:3,0.12
Morone,saxatilis,47.75,-52.75,7405:372:4,0.03
Morone,saxatilis,47.25,-52.75,7405:372:2,0.06
Morone,saxatilis,46.75,-52.75,7405:362:4,0.18
Morone,saxatilis,45.75,-52.25,7405:352:3,0.17
Morone,saxatilis,44.75,-58.25,7405:248:3,0.14
Morone,saxatilis,30.25,-89.75,7308:209:2,0.06
Morone,saxatilis,30.25,-89.25,7308:209:1,0.08
Morone,saxatilis,31.25,-80.25,7308:110:1,0.12
Morone,saxatilis,30.75,-80.75,7308:100:4,0.16
Morone,saxatilis,30.75,-80.25,7308:100:3,0.08
Morone,saxatilis,30.25,-80.75,7308:100:2,0.13
Morone,saxatilis,30.25,-80.25,7308:100:1,0.05
Morone,saxatilis,38.25,-76.25,7307:486:1,0.13
Morone,saxatilis,39.75,-72.75,7307:392:4,0.11
Morone,saxatilis,35.25,-74.75,7307:354:2,0.15
Morone,saxatilis,34.25,-76.25,7307:246:1,0.16
Morone,saxatilis,34.75,-75.25,7307:245:3,0.11
Morone,saxatilis,34.25,-75.75,7307:245:2,0.01
Morone,saxatilis,33.25,-78.75,7307:238:2,0.16
Morone,saxatilis,33.25,-77.75,7307:237:2,0.17
Morone,saxatilis,33.25,-77.25,7307:237:1,0.11
Morone,saxatilis,33.75,-76.75,7307:236:4,0.12
Morone,saxatilis,33.75,-76.25,7307:236:3,0.08
Morone,saxatilis,32.25,-79.25,7307:229:1,0.13
Morone,saxatilis,32.75,-78.75,7307:228:4,0.18
Morone,saxatilis,32.75,-78.25,7307:228:3,0.12
Morone,saxatilis,32.25,-78.75,7307:228:2,0.09
Morone,saxatilis,31.75,-79.75,7307:219:4,0.11
Morone,saxatilis,31.25,-79.75,7307:219:2,0.05
Morone,saxatilis,30.75,-79.75,7307:209:4,0.01
Morone,saxatilis,28.25,-95.25,7209:485:1,0.09
Morone,saxatilis,27.75,-96.25,7209:476:3,0.06
Morone,saxatilis,27.25,-96.75,7209:476:2,0.03
Morone,saxatilis,27.75,-95.75,7209:475:4,0.02
Morone,saxatilis,26.75,-97.25,7209:467:3,0.16
Morone,saxatilis,26.25,-97.25,7209:467:1,0.08
Morone,saxatilis,25.75,-97.25,7209:457:3,0.01
Morone,saxatilis,28.75,-94.25,7209:384:3,0.08
Morone,saxatilis,28.25,-94.75,7209:384:2,0.03
Morone,saxatilis,28.75,-93.75,7209:383:4,0.03
Morone,saxatilis,28.75,-93.25,7209:383:3,0.01
Morone,saxatilis,28.75,-92.75,7209:382:4,0.02
Morone,saxatilis,28.75,-92.25,7209:382:3,0.06
Morone,saxatilis,28.25,-91.25,7209:381:1,0.01
Morone,saxatilis,28.25,-90.75,7209:380:2,0.03
Morone,saxatilis,28.25,-90.25,7209:380:1,0.07
Morone,saxatilis,29.25,-86.25,7208:496:1,0.04
Morone,saxatilis,29.75,-81.25,7208:391:3,0.19
Morone,saxatilis,29.75,-80.75,7208:390:4,0.13
Morone,saxatilis,29.75,-80.25,7208:390:3,0.05
Morone,saxatilis,29.25,-80.75,7208:390:2,0.12
Morone,saxatilis,29.25,-80.25,7208:390:1,0.06
Morone,saxatilis,28.75,-84.25,7208:384:3,0.09
Morone,saxatilis,28.25,-84.75,7208:384:2,0.12
Morone,saxatilis,28.25,-84.25,7208:384:1,0.06
Morone,saxatilis,28.75,-83.75,7208:383:4,0.08
Morone,saxatilis,28.25,-83.75,7208:383:2,0.02
Morone,saxatilis,28.75,-80.75,7208:380:4,0.11
Morone,saxatilis,28.75,-80.25,7208:380:3,0.07
Morone,saxatilis,28.25,-80.25,7208:380:1,0.07
Morone,saxatilis,27.75,-84.25,7208:374:3,0.05
Morone,saxatilis,27.75,-83.75,7208:373:4,0.01
Morone,saxatilis,27.75,-83.25,7208:373:3,0.08
Morone,saxatilis,27.25,-83.75,7208:373:2,0.01
Morone,saxatilis,27.25,-82.75,7208:372:2,0.09
Morone,saxatilis,27.75,-80.25,7208:370:3,0.07
Morone,saxatilis,27.25,-80.25,7208:370:1,0.06
Morone,saxatilis,26.75,-82.75,7208:362:4,0.01
Morone,saxatilis,26.75,-82.25,7208:362:3,0.03
Morone,saxatilis,26.25,-82.25,7208:362:1,0.01
Morone,saxatilis,26.75,-80.25,7208:360:3,0.02
Morone,saxatilis,25.75,-81.75,7208:351:4,0.01
Morone,saxatilis,25.75,-81.25,7208:351:3,0.01
Morone,saxatilis,27.25,-78.75,7207:478:2,0.01
Morone,saxatilis,27.25,-78.25,7207:478:1,0.01
Morone,saxatilis,40.75,-71.25,7407:101:3,0.22
Morone,saxatilis,48.25,-65.75,7406:485:2,0.26
Morone,saxatilis,48.25,-65.25,7406:485:1,0.34
Morone,saxatilis,47.75,-66.25,7406:476:3,0.33
Morone,saxatilis,48.25,-63.25,7406:383:1,0.39
Morone,saxatilis,47.75,-63.25,7406:373:3,0.35
Morone,saxatilis,47.25,-63.25,7406:373:1,0.37
Morone,saxatilis,47.75,-62.75,7406:372:4,0.23
Morone,saxatilis,47.25,-62.75,7406:372:2,0.22
Morone,saxatilis,44.25,-67.25,7406:247:1,0.33
Morone,saxatilis,42.75,-66.25,7406:226:3,0.39
Morone,saxatilis,44.25,-61.25,7406:141:1,0.32
Morone,saxatilis,43.75,-61.25,7406:131:3,0.36
Morone,saxatilis,43.75,-60.75,7406:130:4,0.38
Morone,saxatilis,49.75,-58.25,7405:498:3,0.20
Morone,saxatilis,49.25,-58.75,7405:498:2,0.32
Morone,saxatilis,49.25,-58.25,7405:498:1,0.31
Morone,saxatilis,49.75,-57.75,7405:497:4,0.20
Morone,saxatilis,47.75,-55.25,7405:475:3,0.39
Morone,saxatilis,46.25,-56.25,7405:466:1,0.25
Morone,saxatilis,47.75,-54.75,7405:374:4,0.34
Morone,saxatilis,47.75,-54.25,7405:374:3,0.33
Morone,saxatilis,47.75,-53.75,7405:373:4,0.22
Morone,saxatilis,47.25,-53.75,7405:373:2,0.29
Morone,saxatilis,46.75,-54.25,7405:364:3,0.39
Morone,saxatilis,46.75,-53.75,7405:363:4,0.34
Morone,saxatilis,46.75,-53.25,7405:363:3,0.25
Morone,saxatilis,45.25,-53.25,7405:353:1,0.33
Morone,saxatilis,44.75,-59.75,7405:249:4,0.35
Morone,saxatilis,44.75,-59.25,7405:249:3,0.29
Morone,saxatilis,44.75,-58.75,7405:248:4,0.29
Morone,saxatilis,45.75,-49.75,7404:459:4,0.22
Morone,saxatilis,45.75,-49.25,7404:459:3,0.34
Morone,saxatilis,30.25,-90.25,7309:100:1,0.26
Morone,saxatilis,31.75,-80.25,7308:110:3,0.21
Morone,saxatilis,30.75,-81.25,7308:101:3,0.30
Morone,saxatilis,30.25,-81.25,7308:101:1,0.22
Morone,saxatilis,38.25,-76.75,7307:486:2,0.23
Morone,saxatilis,34.25,-77.25,7307:247:1,0.32
Morone,saxatilis,34.75,-76.75,7307:246:4,0.34
Morone,saxatilis,34.75,-76.25,7307:246:3,0.36
Morone,saxatilis,34.25,-76.75,7307:246:2,0.21
Morone,saxatilis,34.75,-75.75,7307:245:4,0.25
Morone,saxatilis,33.75,-78.25,7307:238:3,0.37
Morone,saxatilis,33.25,-78.25,7307:238:1,0.20
Morone,saxatilis,33.75,-77.25,7307:237:3,0.20
Morone,saxatilis,32.75,-79.25,7307:229:3,0.33
Morone,saxatilis,32.25,-79.75,7307:229:2,0.28
Morone,saxatilis,28.25,-95.75,7209:485:2,0.23
Morone,saxatilis,28.75,-94.75,7209:384:4,0.29
Morone,saxatilis,28.75,-91.75,7209:381:4,0.23
Morone,saxatilis,28.75,-85.25,7208:485:3,0.22
Morone,saxatilis,29.25,-84.25,7208:394:1,0.25
Morone,saxatilis,28.75,-84.75,7208:384:4,0.20
Morone,saxatilis,42.75,-70.25,7407:120:3,0.56
Morone,saxatilis,40.25,-72.25,7407:102:1,0.44
Morone,saxatilis,47.75,-65.75,7406:475:4,0.58
Morone,saxatilis,47.75,-65.25,7406:475:3,0.56
Morone,saxatilis,48.25,-64.75,7406:384:2,0.49
Morone,saxatilis,48.25,-64.25,7406:384:1,0.41
Morone,saxatilis,47.75,-64.75,7406:374:4,0.59
Morone,saxatilis,47.75,-63.75,7406:373:4,0.54
Morone,saxatilis,47.75,-62.25,7406:372:3,0.52
Morone,saxatilis,47.75,-61.75,7406:371:4,0.52
Morone,saxatilis,47.75,-61.25,7406:371:3,0.49
Morone,saxatilis,47.75,-60.75,7406:370:4,0.49
Morone,saxatilis,43.25,-65.25,7406:235:1,0.59
Morone,saxatilis,42.25,-67.75,7406:227:2,0.43
Morone,saxatilis,44.25,-60.75,7406:140:2,0.51
Morone,saxatilis,44.25,-60.25,7406:140:1,0.54
Morone,saxatilis,43.25,-62.75,7406:132:2,0.49
Morone,saxatilis,43.75,-61.75,7406:131:4,0.40
Morone,saxatilis,43.75,-60.25,7406:130:3,0.47
Morone,saxatilis,48.75,-59.25,7405:489:3,0.44
Morone,saxatilis,48.25,-59.25,7405:489:1,0.53
Morone,saxatilis,48.75,-58.75,7405:488:4,0.46
Morone,saxatilis,48.25,-58.75,7405:488:2,0.51
Morone,saxatilis,47.75,-59.25,7405:479:3,0.57
Morone,saxatilis,47.75,-58.75,7405:478:4,0.57
Morone,saxatilis,47.75,-58.25,7405:478:3,0.56
Morone,saxatilis,47.75,-57.75,7405:477:4,0.53
Morone,saxatilis,47.75,-57.25,7405:477:3,0.50
Morone,saxatilis,47.75,-56.75,7405:476:4,0.50
Morone,saxatilis,47.75,-56.25,7405:476:3,0.55
Morone,saxatilis,47.25,-56.25,7405:476:1,0.56
Morone,saxatilis,47.75,-55.75,7405:475:4,0.45
Morone,saxatilis,47.25,-55.75,7405:475:2,0.56
Morone,saxatilis,47.25,-55.25,7405:475:1,0.50
Morone,saxatilis,46.75,-57.25,7405:467:3,0.58
Morone,saxatilis,46.75,-56.75,7405:466:4,0.54
Morone,saxatilis,46.75,-56.25,7405:466:3,0.54
Morone,saxatilis,46.75,-55.75,7405:465:4,0.50
Morone,saxatilis,46.75,-55.25,7405:465:3,0.48
Morone,saxatilis,45.75,-59.25,7405:459:3,0.46
Morone,saxatilis,45.25,-57.75,7405:457:2,0.49
Morone,saxatilis,45.25,-55.75,7405:455:2,0.50
Morone,saxatilis,47.25,-54.75,7405:374:2,0.47
Morone,saxatilis,47.25,-54.25,7405:374:1,0.43
Morone,saxatilis,44.25,-59.75,7405:249:2,0.52
Morone,saxatilis,44.25,-59.25,7405:249:1,0.55
Morone,saxatilis,44.25,-58.25,7405:248:1,0.41
Morone,saxatilis,43.75,-59.75,7405:239:4,0.54
Morone,saxatilis,43.25,-50.25,7405:130:1,0.44
Morone,saxatilis,44.75,-49.25,7404:249:3,0.58
Morone,saxatilis,43.25,-49.75,7404:239:2,0.44
Morone,saxatilis,30.75,-87.75,7308:207:4,0.50
Morone,saxatilis,38.75,-76.25,7307:486:3,0.51
Morone,saxatilis,35.25,-76.25,7307:456:1,0.49
Morone,saxatilis,37.75,-74.25,7307:374:3,0.44
Morone,saxatilis,35.75,-74.75,7307:354:4,0.55
Morone,saxatilis,33.75,-78.75,7307:238:4,0.44
Morone,saxatilis,32.75,-79.75,7307:229:4,0.43
Morone,saxatilis,28.25,-96.25,7209:486:1,0.59
Morone,saxatilis,27.25,-97.25,7209:477:1,0.42
Morone,saxatilis,29.75,-93.25,7209:393:3,0.50
Morone,saxatilis,29.25,-88.25,7208:498:1,0.58
Morone,saxatilis,29.75,-87.25,7208:497:3,0.57
Morone,saxatilis,29.25,-87.75,7208:497:2,0.41
Morone,saxatilis,29.25,-85.75,7208:495:2,0.57
Morone,saxatilis,28.75,-89.25,7208:489:3,0.56
Morone,saxatilis,29.75,-84.75,7208:394:4,0.43
Morone,saxatilis,29.25,-84.75,7208:394:2,0.40
Morone,saxatilis,28.25,-82.75,7208:382:2,0.48
Morone,saxatilis,41.25,-70.25,7407:110:1,0.77
Morone,saxatilis,40.75,-70.75,7407:100:4,0.67
Morone,saxatilis,47.25,-65.25,7406:475:1,0.77
Morone,saxatilis,47.75,-64.25,7406:374:3,0.60
Morone,saxatilis,47.25,-63.75,7406:373:2,0.73
Morone,saxatilis,47.25,-62.25,7406:372:1,0.65
Morone,saxatilis,47.25,-61.75,7406:371:2,0.67
Morone,saxatilis,47.25,-61.25,7406:371:1,0.66
Morone,saxatilis,47.25,-60.75,7406:370:2,0.66
Morone,saxatilis,47.25,-60.25,7406:370:1,0.65
Morone,saxatilis,45.75,-62.75,7406:352:4,0.79
Morone,saxatilis,43.25,-66.25,7406:236:1,0.78
Morone,saxatilis,43.25,-65.75,7406:235:2,0.72
Morone,saxatilis,41.75,-69.25,7406:219:3,0.78
Morone,saxatilis,41.25,-69.75,7406:219:2,0.74
Morone,saxatilis,44.25,-63.25,7406:143:1,0.77
Morone,saxatilis,44.75,-60.75,7406:140:4,0.79
Morone,saxatilis,44.75,-60.25,7406:140:3,0.73
Morone,saxatilis,42.75,-64.75,7406:124:4,0.72
Morone,saxatilis,46.25,-59.25,7405:469:1,0.78
Morone,saxatilis,46.25,-57.25,7405:467:1,0.66
Morone,saxatilis,46.25,-56.75,7405:466:2,0.60
Morone,saxatilis,45.75,-56.75,7405:456:4,0.76
Morone,saxatilis,45.75,-56.25,7405:456:3,0.69
Morone,saxatilis,45.75,-55.75,7405:455:4,0.64
Morone,saxatilis,45.75,-53.25,7405:353:3,0.67
Morone,saxatilis,45.75,-52.75,7405:352:4,0.71
Morone,saxatilis,45.75,-51.25,7405:351:3,0.78
Morone,saxatilis,45.75,-50.75,7405:350:4,0.75
Morone,saxatilis,44.75,-57.75,7405:247:4,0.72
Morone,saxatilis,44.75,-57.25,7405:247:3,0.77
Morone,saxatilis,43.75,-59.25,7405:239:3,0.62
Morone,saxatilis,43.75,-51.75,7405:131:4,0.75
Morone,saxatilis,39.25,-76.25,7307:496:1,0.65
Morone,saxatilis,35.25,-75.75,7307:455:2,0.63
Morone,saxatilis,35.25,-75.25,7307:455:1,0.63
Morone,saxatilis,27.75,-96.75,7209:476:4,0.62
Morone,saxatilis,28.75,-91.25,7209:381:3,0.74
Morone,saxatilis,28.75,-90.75,7209:380:4,0.74
Morone,saxatilis,28.75,-90.25,7209:380:3,0.68
Morone,saxatilis,29.75,-89.75,7208:499:4,0.71
Morone,saxatilis,29.75,-89.25,7208:499:3,0.73
Morone,saxatilis,29.25,-88.75,7208:498:2,0.68
Morone,saxatilis,29.75,-86.25,7208:496:3,0.65
Morone,saxatilis,29.25,-85.25,7208:495:1,0.63
Morone,saxatilis,28.75,-89.75,7208:489:4,0.64
Morone,saxatilis,29.75,-84.25,7208:394:3,0.72
Morone,saxatilis,43.75,-70.25,7407:130:3,1.00
Morone,saxatilis,43.25,-70.75,7407:130:2,1.00
Morone,saxatilis,43.25,-70.25,7407:130:1,1.00
Morone,saxatilis,42.75,-70.75,7407:120:4,1.00
Morone,saxatilis,42.25,-70.75,7407:120:2,1.00
Morone,saxatilis,42.25,-70.25,7407:120:1,1.00
Morone,saxatilis,41.25,-73.75,7407:113:2,1.00
Morone,saxatilis,41.25,-73.25,7407:113:1,1.00
Morone,saxatilis,41.25,-72.75,7407:112:2,1.00
Morone,saxatilis,41.25,-72.25,7407:112:1,1.00
Morone,saxatilis,41.25,-71.75,7407:111:2,1.00
Morone,saxatilis,41.25,-71.25,7407:111:1,1.00
Morone,saxatilis,41.75,-70.75,7407:110:4,1.00
Morone,saxatilis,41.75,-70.25,7407:110:3,1.00
Morone,saxatilis,41.25,-70.75,7407:110:2,0.99
Morone,saxatilis,40.75,-73.75,7407:103:4,1.00
Morone,saxatilis,40.75,-73.25,7407:103:3,1.00
Morone,saxatilis,40.25,-73.75,7407:103:2,1.00
Morone,saxatilis,40.25,-73.25,7407:103:1,1.00
Morone,saxatilis,40.75,-72.75,7407:102:4,1.00
Morone,saxatilis,40.75,-72.25,7407:102:3,1.00
Morone,saxatilis,40.25,-72.75,7407:102:2,1.00
Morone,saxatilis,40.75,-71.75,7407:101:4,1.00
Morone,saxatilis,40.75,-70.25,7407:100:3,1.00
Morone,saxatilis,45.25,-67.25,7406:457:1,1.00
Morone,saxatilis,45.25,-66.75,7406:456:2,1.00
Morone,saxatilis,45.25,-66.25,7406:456:1,1.00
Morone,saxatilis,45.75,-65.25,7406:455:3,1.00
Morone,saxatilis,45.25,-65.75,7406:455:2,1.00
Morone,saxatilis,45.25,-65.25,7406:455:1,0.97
Morone,saxatilis,47.25,-64.75,7406:374:2,0.87
Morone,saxatilis,47.25,-64.25,7406:374:1,0.81
Morone,saxatilis,46.75,-64.75,7406:364:4,0.95
