Mapping parameters for Tresus nuttallii (Pacific gaper)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  67 |  77 ,
Bounding Box (NSWE): ,61,22,-156,-109

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,26,50
Temperature (°C),1,4.55,9.33,17.36,24.51
Salinity (psu),1,27.99,30.27,33.5,35.08
Primary Production,1,288.5,1014,2121,2828.5
Sea Ice Concentration,1,-1,0,0,0.03
Distance to Land (km),0,1,8,22,27
 

Map data (HSPEC) for predicted occurrences (n = 333): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Tresus,nuttallii,23.25,-110.25,7211:130:1,0.01,1,0.033566433566434,0.31012658227848,0.60441075120606,1,1
Tresus,nuttallii,23.75,-110.75,7211:130:4,0.01,1,0.033566433566434,0.39873417721519,0.84975878704342,1,1
Tresus,nuttallii,23.75,-111.75,7211:131:4,0.01,0.41666666666667,0.14405594405594,0.39873417721519,0.565816678153,1,1
Tresus,nuttallii,24.25,-110.75,7211:140:2,0.01,1,0.037762237762238,0.39873417721519,0.82908339076499,1,1
Tresus,nuttallii,24.25,-111.25,7211:141:1,0.07,1,0.17902097902098,0.39873417721519,1,1,1
Tresus,nuttallii,24.25,-111.75,7211:141:2,0.09,1,0.17902097902098,0.5126582278481,0.97656788421778,1,1
Tresus,nuttallii,24.75,-111.75,7211:141:4,0.08,1,0.17902097902098,0.5126582278481,0.83735354927636,1,1
Tresus,nuttallii,24.75,-112.25,7211:142:3,0.14,1,0.28531468531469,0.5126582278481,0.93659545141282,1,1
Tresus,nuttallii,25.25,-112.25,7211:352:1,0.16,1,0.31328671328671,0.5126582278481,1,1,1
Tresus,nuttallii,25.25,-112.75,7211:352:2,0.10,0.75,0.31328671328671,0.5126582278481,0.83873190902826,1,1
Tresus,nuttallii,25.75,-112.25,7211:352:3,0.16,1,0.31328671328671,0.5126582278481,1,1,1
Tresus,nuttallii,25.75,-112.75,7211:352:4,0.16,1,0.31328671328671,0.5126582278481,1,1,1
Tresus,nuttallii,26.25,-112.25,7211:362:1,0.16,1,0.30489510489511,0.5126582278481,1,1,1
Tresus,nuttallii,26.25,-112.75,7211:362:2,0.16,1,0.30489510489511,0.5126582278481,1,1,1
Tresus,nuttallii,26.75,-112.75,7211:362:4,0.16,1,0.30489510489511,0.5126582278481,1,1,1
Tresus,nuttallii,26.25,-113.25,7211:363:1,0.16,0.58333333333333,0.47972027972028,0.63291139240506,0.89110957960028,1,1
Tresus,nuttallii,26.25,-113.75,7211:363:2,0.19,0.70833333333333,0.47972027972028,0.82911392405063,0.65954514128187,1,1
Tresus,nuttallii,28.75,-118.25,7211:488:3,0.19,1,0.84195804195804,0.93037974683544,0.24328049620951,1,1
Tresus,nuttallii,39.75,-124.25,7312:394:3,0.04,0.041666666666667,1,1,1,1,1
Tresus,nuttallii,41.25,-124.75,7412:114:2,0.08,0.083333333333333,1,1,1,1,1
Tresus,nuttallii,47.75,-123.25,7412:373:3,0.19,0.2,1,1,0.94770318021201,1,1
Tresus,nuttallii,49.25,-123.25,7412:393:1,0.12,1,1,1,0.12226148409894,1,1
Tresus,nuttallii,49.75,-123.25,7412:393:3,0.05,0.2,1,1,0.23674911660777,1,1
Tresus,nuttallii,49.75,-126.25,7412:496:3,0.17,0.2,1,1,0.83462897526502,1,1
Tresus,nuttallii,50.25,-123.75,7512:103:2,0.05,0.2,1,1,0.23816254416961,1,1
Tresus,nuttallii,50.25,-124.25,7512:104:1,0.06,0.2,1,1,0.30318021201413,1,1
Tresus,nuttallii,51.75,-129.25,7512:219:3,0.12,0.125,1,1,1,1,1
Tresus,nuttallii,54.25,-128.75,7512:248:2,0.19,0.2,0.93514644351464,1,1,1,1
Tresus,nuttallii,55.75,-129.75,7512:459:4,0.17,0.2,0.85355648535565,1,1,1,1
Tresus,nuttallii,55.75,-130.25,7513:350:3,0.16,0.2,0.94351464435146,1,1,0.842494,1
Tresus,nuttallii,56.25,-131.25,7513:361:1,0.06,0.2,0.89539748953975,1,1,0.33333333333333,1
Tresus,nuttallii,57.25,-136.25,7513:476:1,0.06,0.20833333333333,0.91422594142259,1,1,0.33333333333333,1
Tresus,nuttallii,59.25,-136.75,7513:496:2,0.11,0.4,0.83891213389121,1,1,0.33333333333333,1
Tresus,nuttallii,59.25,-137.25,7513:497:1,0.11,0.2,0.85146443514644,1,1,0.66666666666667,1
Tresus,nuttallii,59.75,-138.75,7513:498:4,0.05,0.2,0.8765690376569,1,0.88835286009649,0.33333333333333,1
Tresus,nuttallii,59.75,-142.25,7514:392:3,0.19,1,0.84309623430962,1,0.68711233631978,0.33333333333333,1
Tresus,nuttallii,56.75,-153.75,7515:363:4,0.11,1,0.55020920502092,1,0.57546519641626,0.33333333333333,1
Tresus,nuttallii,56.75,-154.25,7515:364:3,0.09,1,0.53556485355649,1,0.52584424534804,0.33333333333333,1
Tresus,nuttallii,57.75,-150.75,7515:370:4,0.08,0.125,0.63598326359833,1,1,0.974139,1
Tresus,nuttallii,57.25,-151.25,7515:371:1,0.19,0.33333333333333,0.59414225941423,1,1,0.97044433333333,1
Tresus,nuttallii,57.75,-151.75,7515:371:4,0.10,0.25,0.59414225941423,1,1,0.66666666666667,1
Tresus,nuttallii,57.75,-152.25,7515:372:3,0.18,1,0.5397489539749,1,1,0.33333333333333,1
Tresus,nuttallii,58.25,-151.75,7515:381:2,0.18,1,0.581589958159,1,0.92419021364576,0.33333333333333,1
Tresus,nuttallii,58.75,-151.75,7515:381:4,0.19,1,0.581589958159,1,1,0.33333333333333,1
Tresus,nuttallii,58.25,-153.25,7515:383:1,0.16,1,0.47071129707113,1,1,0.33333333333333,1
Tresus,nuttallii,59.25,-151.75,7515:391:2,0.14,1,0.5397489539749,1,0.78497587870434,0.33333333333333,1
Tresus,nuttallii,59.25,-152.75,7515:392:2,0.11,0.83333333333333,0.44769874476987,1,0.90902825637491,0.33333333333333,1
Tresus,nuttallii,60.75,-145.75,7614:205:4,0.12,1,0.82426778242678,1,0.43762922122674,0.33333333333333,1
Tresus,nuttallii,60.25,-148.25,7614:208:1,0.17,1,0.76569037656904,1,0.68435561681599,0.33333333333333,1
Tresus,nuttallii,60.25,-148.75,7614:208:2,0.04,0.2,0.76569037656904,1,0.69676085458305,0.33333333333333,1
Tresus,nuttallii,60.25,-149.25,7614:209:1,0.19,1,0.70083682008368,1,0.8263266712612,0.33333333333333,1
Tresus,nuttallii,26.75,-114.25,7211:364:3,0.34,0.79166666666667,0.64335664335664,0.82911392405063,0.80702963473467,1,1
Tresus,nuttallii,28.25,-115.25,7211:485:1,0.25,1,0.85314685314685,0.90506329113924,0.31771192281185,1,1
Tresus,nuttallii,29.25,-118.25,7211:498:1,0.20,1,0.90769230769231,0.9746835443038,0.22674017918677,1,1
Tresus,nuttallii,46.25,-123.25,7412:363:1,0.20,0.2,1,1,1,1,1
Tresus,nuttallii,47.25,-123.25,7412:373:1,0.20,0.2,1,1,1,1,1
Tresus,nuttallii,48.75,-123.75,7412:383:4,0.33,1,1,1,0.33286219081272,1,1
Tresus,nuttallii,49.25,-122.75,7412:392:2,0.24,1,1,1,0.23533568904594,1,1
Tresus,nuttallii,49.25,-123.75,7412:393:2,0.27,1,1,1,0.26501766784452,1,1
Tresus,nuttallii,49.75,-123.75,7412:393:4,0.29,1,1,1,0.29187279151943,1,1
Tresus,nuttallii,48.75,-125.25,7412:485:3,0.39,1,1,1,0.39222614840989,1,1
Tresus,nuttallii,49.25,-125.25,7412:495:1,0.28,0.4,1,1,0.71024734982332,1,1
Tresus,nuttallii,50.75,-124.75,7512:104:4,0.20,0.2,1,1,1,1,1
Tresus,nuttallii,50.75,-125.25,7512:205:3,0.20,0.2,1,1,1,1,1
Tresus,nuttallii,50.75,-125.75,7512:205:4,0.20,0.2,1,1,1,1,1
Tresus,nuttallii,51.25,-125.75,7512:215:2,0.20,0.2,1,1,1,1,1
Tresus,nuttallii,51.25,-126.75,7512:216:2,0.20,0.2,1,1,1,1,1
Tresus,nuttallii,52.25,-127.25,7512:227:1,0.20,0.2,1,1,1,1,1
