Mapping parameters for Diplodus puntazzo (Sharpsnout seabream)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 27 |  34 |  37 |  47,
Bounding Box (NSWE): ,42,-28,-26,42

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,60,150
Temperature (°C),1,16.03,18.82,23.03,27.83
Salinity (psu),1,28.35,34.83,38.82,39.32
Primary Production (mgC·m-3·day-1) ,1,0.08,0.53,13.62,111.46
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,77.04,183.67,244.97,301.3
Distance to Land (km),0,1,8,82,594
 

Map data (HSPEC) for predicted occurrences (n = 958): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Diplodus,puntazzo,0.25,6.75,1000:206:2,0.08
Diplodus,puntazzo,0.25,8.75,1000:208:2,0.02
Diplodus,puntazzo,1.25,7.25,1000:217:1,0.02
Diplodus,puntazzo,1.75,7.25,1000:217:3,0.01
Diplodus,puntazzo,1.75,7.75,1000:217:4,0.01
Diplodus,puntazzo,5.25,0.25,1000:350:1,0.10
Diplodus,puntazzo,5.75,0.25,1000:350:3,0.11
Diplodus,puntazzo,5.75,0.75,1000:350:4,0.09
Diplodus,puntazzo,5.75,1.25,1000:351:3,0.07
Diplodus,puntazzo,6.25,1.25,1000:361:1,0.08
Diplodus,puntazzo,6.25,1.75,1000:361:2,0.05
Diplodus,puntazzo,6.25,2.25,1000:362:1,0.02
Diplodus,puntazzo,6.75,3.25,1000:363:3,0.01
Diplodus,puntazzo,6.75,3.75,1000:363:4,0.01
Diplodus,puntazzo,39.25,3.75,1300:393:2,0.13
Diplodus,puntazzo,34.25,13.75,1301:143:2,0.18
Diplodus,puntazzo,34.75,13.75,1301:143:4,0.11
Diplodus,puntazzo,37.75,11.25,1301:371:3,0.04
Diplodus,puntazzo,36.25,28.25,1302:468:1,0.18
Diplodus,puntazzo,36.75,28.25,1302:468:3,0.18
Diplodus,puntazzo,36.25,29.25,1302:469:1,0.19
Diplodus,puntazzo,36.25,29.75,1302:469:2,0.17
Diplodus,puntazzo,32.25,32.25,1303:122:1,0.07
Diplodus,puntazzo,34.75,32.25,1303:142:3,0.19
Diplodus,puntazzo,35.25,32.25,1303:352:1,0.14
Diplodus,puntazzo,35.25,32.75,1303:352:2,0.13
Diplodus,puntazzo,36.25,30.25,1303:360:1,0.16
Diplodus,puntazzo,36.25,30.75,1303:360:2,0.17
