Mapping parameters for Polymesoda expansa (broad geloina)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO
FAOAreas: 57 |  71,
Bounding Box (NSWE): ,,,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,2,11,20
Temperature (°C),1,27.06,27.71,29.59,33.79
Salinity (psu),1,25.97,29.56,34.37,38.11
Primary Production (mgC·m-3·day-1) ,1,1.2,2.2,29.29,53.35
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,67.56,152.28,206.1,234.39
Distance to Land (km),0,0,11,26,34
 

Map data (HSPEC) for predicted occurrences (n = 2449): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Polymesoda,expansa,2.25,101.75,1010:121:2,0.08
Polymesoda,expansa,8.25,103.75,1010:383:2,0.11
Polymesoda,expansa,7.75,108.25,1010:478:3,0.11
Polymesoda,expansa,8.25,107.25,1010:487:1,0.11
Polymesoda,expansa,8.75,107.25,1010:487:3,0.11
Polymesoda,expansa,4.75,112.25,1011:142:3,0.11
Polymesoda,expansa,8.25,137.75,1013:487:2,0.12
Polymesoda,expansa,8.75,137.25,1013:487:3,0.09
Polymesoda,expansa,7.25,143.75,1014:373:2,0.07
Polymesoda,expansa,7.75,144.75,1014:374:4,0.17
Polymesoda,expansa,8.25,140.25,1014:380:1,0.06
Polymesoda,expansa,8.75,148.75,1014:488:4,0.14
Polymesoda,expansa,8.75,149.75,1014:489:4,0.08
Polymesoda,expansa,6.75,157.75,1015:467:4,0.02
Polymesoda,expansa,7.25,158.25,1015:478:1,0.14
Polymesoda,expansa,12.75,99.75,1109:229:4,0.15
Polymesoda,expansa,15.75,94.75,1109:354:4,0.10
Polymesoda,expansa,15.25,95.75,1109:455:2,0.18
Polymesoda,expansa,15.75,95.25,1109:455:3,0.14
Polymesoda,expansa,15.25,97.25,1109:457:1,0.02
Polymesoda,expansa,16.25,95.25,1109:465:1,0.15
Polymesoda,expansa,12.75,100.75,1110:120:4,0.01
Polymesoda,expansa,10.75,106.75,1110:206:4,0.13
Polymesoda,expansa,13.25,109.25,1110:239:1,0.13
Polymesoda,expansa,13.75,109.25,1110:239:3,0.08
Polymesoda,expansa,14.75,108.75,1110:248:4,0.01
Polymesoda,expansa,14.25,109.25,1110:249:1,0.10
Polymesoda,expansa,14.75,109.25,1110:249:3,0.17
Polymesoda,expansa,16.25,108.75,1110:468:2,0.16
Polymesoda,expansa,16.25,109.25,1110:469:1,0.16
Polymesoda,expansa,16.75,109.75,1110:469:4,0.17
Polymesoda,expansa,18.25,108.75,1110:488:2,0.14
Polymesoda,expansa,18.75,111.25,1111:381:3,0.08
Polymesoda,expansa,13.75,124.75,1112:134:4,0.09
Polymesoda,expansa,11.25,167.75,1116:217:2,0.19
Polymesoda,expansa,21.25,87.25,1208:217:1,0.16
Polymesoda,expansa,21.25,87.75,1208:217:2,0.10
Polymesoda,expansa,20.25,93.25,1209:103:1,0.14
Polymesoda,expansa,21.25,121.75,1212:111:2,0.19
Polymesoda,expansa,22.75,121.25,1212:121:3,0.08
Polymesoda,expansa,-3.75,107.75,3010:237:4,0.11
Polymesoda,expansa,-5.75,106.25,3010:456:3,0.12
Polymesoda,expansa,-5.75,106.75,3010:456:4,0.15
Polymesoda,expansa,-7.25,112.75,3011:372:2,0.11
Polymesoda,expansa,-7.25,113.25,3011:373:1,0.09
Polymesoda,expansa,-7.75,143.25,3014:373:3,0.15
Polymesoda,expansa,-12.25,96.75,3109:226:2,0.14
Polymesoda,expansa,-13.25,96.25,3109:236:1,0.03
Polymesoda,expansa,-19.25,116.75,3111:496:2,0.08
Polymesoda,expansa,-19.25,118.25,3111:498:1,0.05
Polymesoda,expansa,-19.25,119.25,3111:499:1,0.01
Polymesoda,expansa,-16.25,121.75,3112:361:2,0.10
Polymesoda,expansa,-12.25,137.75,3113:227:2,0.10
Polymesoda,expansa,-14.75,136.25,3113:246:3,0.16
Polymesoda,expansa,-15.75,136.25,3113:456:3,0.13
Polymesoda,expansa,-15.75,137.25,3113:457:3,0.09
Polymesoda,expansa,-16.25,138.25,3113:468:1,0.02
Polymesoda,expansa,-16.25,138.75,3113:468:2,0.08
Polymesoda,expansa,-16.25,139.75,3113:469:2,0.14
Polymesoda,expansa,-10.25,144.25,3114:104:1,0.12
Polymesoda,expansa,-10.25,144.75,3114:104:2,0.12
Polymesoda,expansa,-10.75,144.25,3114:104:3,0.08
Polymesoda,expansa,-11.25,142.75,3114:112:2,0.06
Polymesoda,expansa,-11.75,142.75,3114:112:4,0.10
Polymesoda,expansa,-11.25,143.25,3114:113:1,0.12
Polymesoda,expansa,-11.25,143.75,3114:113:2,0.10
Polymesoda,expansa,-11.25,144.25,3114:114:1,0.08
Polymesoda,expansa,-11.75,144.25,3114:114:3,0.04
Polymesoda,expansa,-12.25,144.25,3114:124:1,0.03
Polymesoda,expansa,-10.25,145.25,3114:205:1,0.15
Polymesoda,expansa,-13.75,146.75,3114:236:4,0.14
Polymesoda,expansa,-15.75,140.75,3114:350:4,0.17
Polymesoda,expansa,-15.25,141.75,3114:351:2,0.14
Polymesoda,expansa,-15.75,141.25,3114:351:3,0.17
Polymesoda,expansa,-16.25,140.25,3114:360:1,0.15
Polymesoda,expansa,-15.25,166.75,3116:456:2,0.07
Polymesoda,expansa,-15.75,167.25,3116:457:3,0.11
Polymesoda,expansa,-16.25,167.75,3116:467:2,0.09
Polymesoda,expansa,-16.75,167.25,3116:467:3,0.18
Polymesoda,expansa,-16.75,168.25,3116:468:3,0.07
Polymesoda,expansa,-16.25,178.25,3117:468:1,0.19
Polymesoda,expansa,-16.25,179.75,3117:469:2,0.03
Polymesoda,expansa,-17.75,178.75,3117:478:4,0.14
Polymesoda,expansa,-18.25,178.25,3117:488:1,0.08
Polymesoda,expansa,-18.25,178.75,3117:488:2,0.07
Polymesoda,expansa,-18.25,179.25,3117:489:1,0.10
Polymesoda,expansa,-16.75,-179.75,5117:469:4,0.17
Polymesoda,expansa,-17.25,-179.25,5117:479:1,0.04
Polymesoda,expansa,-17.75,-179.25,5117:479:3,0.05
Polymesoda,expansa,-18.25,-178.75,5117:488:2,0.02
Polymesoda,expansa,-18.25,-179.25,5117:489:1,0.03
Polymesoda,expansa,6.25,79.75,1007:469:2,0.22
Polymesoda,expansa,1.75,100.75,1010:110:4,0.39
Polymesoda,expansa,1.75,101.25,1010:111:3,0.36
Polymesoda,expansa,1.25,103.75,1010:113:2,0.38
Polymesoda,expansa,0.25,106.75,1010:206:2,0.33
Polymesoda,expansa,1.25,105.25,1010:215:1,0.22
Polymesoda,expansa,8.25,105.75,1010:485:2,0.22
Polymesoda,expansa,9.75,105.75,1010:495:4,0.20
Polymesoda,expansa,9.25,106.75,1010:496:2,0.21
Polymesoda,expansa,9.75,107.25,1010:497:3,0.21
Polymesoda,expansa,9.75,107.75,1010:497:4,0.22
Polymesoda,expansa,1.75,110.75,1011:110:4,0.38
Polymesoda,expansa,6.25,118.75,1011:468:2,0.33
Polymesoda,expansa,7.25,126.75,1012:476:2,0.24
Polymesoda,expansa,8.25,134.75,1013:384:2,0.39
Polymesoda,expansa,8.25,137.25,1013:487:1,0.22
Polymesoda,expansa,6.75,143.25,1014:363:3,0.24
Polymesoda,expansa,7.25,144.75,1014:374:2,0.25
Polymesoda,expansa,5.75,145.25,1014:455:3,0.30
Polymesoda,expansa,8.25,148.75,1014:488:2,0.26
Polymesoda,expansa,6.75,158.25,1015:468:3,0.25
Polymesoda,expansa,16.25,81.75,1108:361:2,0.27
Polymesoda,expansa,17.25,83.75,1108:373:2,0.33
Polymesoda,expansa,15.25,94.75,1109:354:2,0.26
Polymesoda,expansa,16.75,94.75,1109:364:4,0.37
Polymesoda,expansa,15.25,97.75,1109:457:2,0.21
Polymesoda,expansa,15.75,97.25,1109:457:3,0.20
Polymesoda,expansa,12.75,101.25,1110:121:3,0.36
Polymesoda,expansa,10.75,107.25,1110:207:3,0.23
Polymesoda,expansa,11.25,108.75,1110:218:2,0.31
Polymesoda,expansa,11.75,109.25,1110:219:3,0.37
Polymesoda,expansa,12.25,109.25,1110:229:1,0.35
Polymesoda,expansa,12.75,109.25,1110:229:3,0.39
Polymesoda,expansa,15.25,109.25,1110:459:1,0.35
Polymesoda,expansa,17.75,109.75,1110:479:4,0.33
Polymesoda,expansa,18.25,110.75,1111:380:2,0.26
Polymesoda,expansa,11.25,167.25,1116:217:1,0.31
Polymesoda,expansa,22.25,120.25,1212:120:1,0.30
Polymesoda,expansa,22.25,120.75,1212:120:2,0.35
Polymesoda,expansa,22.25,121.75,1212:121:2,0.38
Polymesoda,expansa,22.75,121.75,1212:121:4,0.26
Polymesoda,expansa,-3.75,108.25,3010:238:3,0.22
Polymesoda,expansa,-4.25,107.25,3010:247:1,0.33
Polymesoda,expansa,-5.25,108.25,3010:458:1,0.33
Polymesoda,expansa,-5.25,109.75,3010:459:2,0.22
Polymesoda,expansa,-3.75,113.25,3011:133:3,0.33
Polymesoda,expansa,-3.25,114.25,3011:134:1,0.38
Polymesoda,expansa,-3.25,114.75,3011:134:2,0.37
Polymesoda,expansa,-1.25,117.75,3011:217:2,0.22
Polymesoda,expansa,-6.25,110.25,3011:360:1,0.33
Polymesoda,expansa,-6.25,111.75,3011:361:2,0.22
Polymesoda,expansa,-7.75,113.25,3011:373:3,0.39
Polymesoda,expansa,-5.75,118.75,3011:458:4,0.33
Polymesoda,expansa,-5.75,124.75,3012:354:4,0.33
Polymesoda,expansa,-4.75,137.75,3013:247:4,0.35
Polymesoda,expansa,-8.25,133.75,3013:383:2,0.33
Polymesoda,expansa,-8.75,133.25,3013:383:3,0.22
Polymesoda,expansa,-5.25,136.25,3013:456:1,0.22
Polymesoda,expansa,-5.75,137.25,3013:457:3,0.22
Polymesoda,expansa,-5.75,138.25,3013:458:3,0.33
Polymesoda,expansa,-8.75,137.75,3013:487:4,0.22
Polymesoda,expansa,-7.25,143.75,3014:373:2,0.24
Polymesoda,expansa,-7.75,143.75,3014:373:4,0.36
Polymesoda,expansa,-8.25,142.25,3014:382:1,0.29
Polymesoda,expansa,-8.25,142.75,3014:382:2,0.30
Polymesoda,expansa,-8.25,144.75,3014:384:2,0.22
Polymesoda,expansa,-9.75,144.25,3014:394:3,0.29
Polymesoda,expansa,-9.75,144.75,3014:394:4,0.33
Polymesoda,expansa,-9.75,145.75,3014:495:4,0.39
Polymesoda,expansa,-9.25,179.75,3017:499:2,0.35
Polymesoda,expansa,-11.75,96.75,3109:216:4,0.22
Polymesoda,expansa,-14.75,123.75,3112:143:4,0.32
Polymesoda,expansa,-17.75,123.75,3112:373:4,0.23
Polymesoda,expansa,-18.25,122.25,3112:382:1,0.37
Polymesoda,expansa,-10.75,131.25,3113:101:3,0.22
Polymesoda,expansa,-11.25,135.75,3113:215:2,0.33
Polymesoda,expansa,-11.25,137.25,3113:217:1,0.21
Polymesoda,expansa,-15.25,136.25,3113:456:1,0.33
Polymesoda,expansa,-15.25,136.75,3113:456:2,0.30
Polymesoda,expansa,-15.75,136.75,3113:456:4,0.20
Polymesoda,expansa,-16.25,139.25,3113:469:1,0.22
Polymesoda,expansa,-10.75,142.75,3114:102:4,0.24
Polymesoda,expansa,-10.25,143.75,3114:103:2,0.24
Polymesoda,expansa,-10.75,143.25,3114:103:3,0.37
Polymesoda,expansa,-10.75,143.75,3114:103:4,0.23
Polymesoda,expansa,-12.75,142.25,3114:122:3,0.28
Polymesoda,expansa,-14.75,141.75,3114:141:4,0.35
Polymesoda,expansa,-10.25,145.75,3114:205:2,0.23
Polymesoda,expansa,-15.25,141.25,3114:351:1,0.38
Polymesoda,expansa,-11.75,167.25,3116:217:3,0.32
Polymesoda,expansa,-15.75,166.75,3116:456:4,0.24
Polymesoda,expansa,-16.25,167.25,3116:467:1,0.27
Polymesoda,expansa,-16.75,167.75,3116:467:4,0.20
Polymesoda,expansa,-16.25,178.75,3117:468:2,0.27
Polymesoda,expansa,-16.25,179.25,3117:469:1,0.20
Polymesoda,expansa,-16.75,179.25,3117:469:3,0.39
Polymesoda,expansa,-16.75,179.75,3117:469:4,0.28
Polymesoda,expansa,-17.75,177.75,3117:477:4,0.33
Polymesoda,expansa,-17.25,178.25,3117:478:1,0.39
Polymesoda,expansa,-17.25,178.75,3117:478:2,0.25
Polymesoda,expansa,-17.75,178.25,3117:478:3,0.29
Polymesoda,expansa,-17.25,179.25,3117:479:1,0.32
Polymesoda,expansa,-17.75,179.25,3117:479:3,0.20
Polymesoda,expansa,-18.25,177.75,3117:487:2,0.38
Polymesoda,expansa,-18.75,177.75,3117:487:4,0.21
Polymesoda,expansa,-17.25,-179.75,5117:479:2,0.27
Polymesoda,expansa,8.25,99.25,1009:489:1,0.50
Polymesoda,expansa,0.25,102.75,1010:102:2,0.50
Polymesoda,expansa,0.75,102.25,1010:102:3,0.42
Polymesoda,expansa,0.75,102.75,1010:102:4,0.46
Polymesoda,expansa,1.25,102.25,1010:112:1,0.40
Polymesoda,expansa,1.75,103.75,1010:113:4,0.50
Polymesoda,expansa,2.25,101.25,1010:121:1,0.58
Polymesoda,expansa,2.75,101.75,1010:121:4,0.52
Polymesoda,expansa,2.25,102.75,1010:122:2,0.44
Polymesoda,expansa,8.25,106.25,1010:486:1,0.44
Polymesoda,expansa,8.25,107.75,1010:487:2,0.56
Polymesoda,expansa,8.75,108.25,1010:488:3,0.44
Polymesoda,expansa,9.25,105.75,1010:495:2,0.49
Polymesoda,expansa,1.25,111.25,1011:111:1,0.40
Polymesoda,expansa,2.25,111.75,1011:121:2,0.49
Polymesoda,expansa,1.25,117.75,1011:217:2,0.50
Polymesoda,expansa,3.25,117.25,1011:237:1,0.50
Polymesoda,expansa,3.75,117.25,1011:237:3,0.50
Polymesoda,expansa,4.25,117.25,1011:247:1,0.50
Polymesoda,expansa,7.25,125.75,1012:475:2,0.59
Polymesoda,expansa,7.75,126.75,1012:476:4,0.49
Polymesoda,expansa,9.75,126.25,1012:496:3,0.40
Polymesoda,expansa,7.75,134.75,1013:374:4,0.57
Polymesoda,expansa,7.75,148.75,1014:478:4,0.48
Polymesoda,expansa,5.75,153.75,1015:353:4,0.49
Polymesoda,expansa,16.25,82.25,1108:362:1,0.43
Polymesoda,expansa,16.75,82.25,1108:362:3,0.44
Polymesoda,expansa,11.25,93.75,1109:113:2,0.49
Polymesoda,expansa,14.75,94.25,1109:144:3,0.59
Polymesoda,expansa,12.75,97.75,1109:227:4,0.54
Polymesoda,expansa,13.75,97.75,1109:237:4,0.57
Polymesoda,expansa,14.25,98.25,1109:248:1,0.55
Polymesoda,expansa,16.25,94.75,1109:364:2,0.57
Polymesoda,expansa,15.75,109.25,1110:459:3,0.59
Polymesoda,expansa,16.25,111.75,1111:361:2,0.58
Polymesoda,expansa,16.75,111.75,1111:361:4,0.56
Polymesoda,expansa,16.25,112.25,1111:362:1,0.57
