Mapping parameters for Argyrosomus japonicus (Japanese meagre)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 47 |  51 |  57 |  61 |  71,
Bounding Box (NSWE): ,40,-39,18,155

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,26,50
Temperature (°C),1,9.45,15.85,25.84,30.04
Salinity (psu),1,28.14,32.96,35.7,37.68
Primary Production (mgC·m-3·day-1) ,1,0.9,5.73,35.55,97.58
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,143.59,190.05,248.47,271.82
Distance to Land (km),0,0,4,24,303
 

Map data (HSPEC) for predicted occurrences (n = 4783): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Argyrosomus,japonicus,-35.75,150.75,3315:350:4,0.17
Argyrosomus,japonicus,-33.75,151.75,3315:131:4,0.08
Argyrosomus,japonicus,-38.75,141.25,3314:381:3,0.17
Argyrosomus,japonicus,-35.75,139.75,3313:459:4,0.14
Argyrosomus,japonicus,-35.75,136.25,3313:456:3,0.12
Argyrosomus,japonicus,-34.25,138.25,3313:248:1,0.01
Argyrosomus,japonicus,-34.75,137.25,3313:247:3,0.05
Argyrosomus,japonicus,-34.25,137.75,3313:247:2,0.02
Argyrosomus,japonicus,-34.75,136.75,3313:246:4,0.06
Argyrosomus,japonicus,-34.25,136.25,3313:246:1,0.04
Argyrosomus,japonicus,-34.25,135.75,3313:245:2,0.11
Argyrosomus,japonicus,-34.25,132.75,3313:142:2,0.16
Argyrosomus,japonicus,-33.75,133.75,3313:133:4,0.16
Argyrosomus,japonicus,-33.25,133.25,3313:133:1,0.10
Argyrosomus,japonicus,-33.25,132.75,3313:132:2,0.03
Argyrosomus,japonicus,-33.25,132.25,3313:132:1,0.16
Argyrosomus,japonicus,-32.25,132.75,3313:122:2,0.19
Argyrosomus,japonicus,-32.25,132.25,3313:122:1,0.19
Argyrosomus,japonicus,-32.75,131.75,3313:121:4,0.17
Argyrosomus,japonicus,-32.75,129.75,3312:229:4,0.11
Argyrosomus,japonicus,-35.25,22.25,3302:352:1,0.04
Argyrosomus,japonicus,-33.75,23.25,3302:133:3,0.18
Argyrosomus,japonicus,-20.75,154.25,3215:104:3,0.18
Argyrosomus,japonicus,-29.75,114.25,3211:394:3,0.06
Argyrosomus,japonicus,-24.25,112.75,3211:142:2,0.06
Argyrosomus,japonicus,-20.25,57.25,3205:207:1,0.01
Argyrosomus,japonicus,-20.25,36.25,3203:206:1,0.14
Argyrosomus,japonicus,-20.75,35.25,3203:205:3,0.17
Argyrosomus,japonicus,-19.25,152.25,3115:392:1,0.06
Argyrosomus,japonicus,-17.75,150.75,3115:370:4,0.03
Argyrosomus,japonicus,-11.25,150.75,3115:110:2,0.15
Argyrosomus,japonicus,-17.75,148.75,3114:478:4,0.05
Argyrosomus,japonicus,-17.75,148.25,3114:478:3,0.09
Argyrosomus,japonicus,-17.25,148.25,3114:478:1,0.02
Argyrosomus,japonicus,-16.25,148.25,3114:468:1,0.02
Argyrosomus,japonicus,-16.75,147.75,3114:467:4,0.02
Argyrosomus,japonicus,-16.25,147.75,3114:467:2,0.02
Argyrosomus,japonicus,-16.75,146.75,3114:466:4,0.11
Argyrosomus,japonicus,-16.25,146.25,3114:466:1,0.16
