Mapping parameters for Thunnus thynnus (Atlantic bluefin tuna)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  21 |  27 |  31 |  34 |  37 |  41 |  47 ,
Bounding Box (NSWE): ,68,-58,-99,42

Pelagic: True,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,100,985
Temperature (°C),1,2.66,11.6,27.36,31.56
Salinity (psu),1,3.58,33.13,36.73,39.25
Primary Production (mgC·m-3·day-1) ,1,0.08,0.24,11.93,98.91
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0.11
Dissolved Bottom Oxygen (mmol·m-3),0,0.1,175.13,270.46,408.48
Distance to Land (km),0,0,19,801,2036
 

Map data (HSPEC) for predicted occurrences (n = 34465): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Thunnus,thynnus,62.25,-59.25,7605:229:1,0.01
Thunnus,thynnus,62.25,-58.75,7605:228:2,0.02
Thunnus,thynnus,62.25,-58.25,7605:228:1,0.04
Thunnus,thynnus,62.75,-57.75,7605:227:4,0.02
Thunnus,thynnus,62.75,-57.25,7605:227:3,0.03
Thunnus,thynnus,62.25,-57.75,7605:227:2,0.05
Thunnus,thynnus,62.25,-57.25,7605:227:1,0.06
Thunnus,thynnus,62.75,-56.75,7605:226:4,0.04
Thunnus,thynnus,62.75,-56.25,7605:226:3,0.04
Thunnus,thynnus,62.25,-56.75,7605:226:2,0.07
Thunnus,thynnus,62.25,-56.25,7605:226:1,0.07
Thunnus,thynnus,62.75,-55.75,7605:225:4,0.04
Thunnus,thynnus,62.75,-55.25,7605:225:3,0.04
Thunnus,thynnus,62.25,-55.75,7605:225:2,0.07
Thunnus,thynnus,62.25,-55.25,7605:225:1,0.07
Thunnus,thynnus,61.75,-59.75,7605:219:4,0.01
Thunnus,thynnus,61.75,-59.25,7605:219:3,0.03
Thunnus,thynnus,61.25,-59.75,7605:219:2,0.02
Thunnus,thynnus,61.25,-59.25,7605:219:1,0.05
