Mapping parameters for Epinephelus coioides (Orange-spotted grouper)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  31 |  51 |  57 |  61 |  71 ,
Bounding Box (NSWE): ,37,-34,28,180

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,11,50,100
Temperature (°C),1,18.4,24.17,29.11,33.31
Salinity (psu),1,21.09,31.13,35.45,38.83
Primary Production (mgC·m-3·day-1) ,1,0.79,2.58,22.47,195.85
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,4.27,151.79,212.96,249.82
Distance to Land (km),0,0,8,108,333
 

Map data (HSPEC) for predicted occurrences (n = 5358): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Epinephelus,coioides,-32.25,167.75,3316:227:2,0.01
Epinephelus,coioides,-33.25,151.25,3315:131:1,0.18
Epinephelus,coioides,-32.75,131.25,3313:121:3,0.02
Epinephelus,coioides,-32.75,130.75,3313:120:4,0.02
Epinephelus,coioides,-32.75,130.25,3313:120:3,0.02
Epinephelus,coioides,-32.25,130.75,3313:120:2,0.01
Epinephelus,coioides,-32.25,130.25,3313:120:1,0.01
Epinephelus,coioides,-33.25,125.75,3312:235:2,0.02
Epinephelus,coioides,-33.25,125.25,3312:235:1,0.02
Epinephelus,coioides,-32.75,129.75,3312:229:4,0.03
Epinephelus,coioides,-32.75,129.25,3312:229:3,0.03
Epinephelus,coioides,-32.25,129.75,3312:229:2,0.02
Epinephelus,coioides,-32.25,129.25,3312:229:1,0.02
Epinephelus,coioides,-32.75,128.75,3312:228:4,0.03
Epinephelus,coioides,-32.75,128.25,3312:228:3,0.03
Epinephelus,coioides,-32.25,128.75,3312:228:2,0.01
Epinephelus,coioides,-32.25,128.25,3312:228:1,0.01
Epinephelus,coioides,-32.75,127.75,3312:227:4,0.03
Epinephelus,coioides,-32.75,127.25,3312:227:3,0.02
Epinephelus,coioides,-32.75,126.75,3312:226:4,0.02
Epinephelus,coioides,-32.75,126.25,3312:226:3,0.02
Epinephelus,coioides,-32.75,125.75,3312:225:4,0.01
Epinephelus,coioides,-32.25,125.75,3312:225:2,0.02
Epinephelus,coioides,-33.75,124.75,3312:134:4,0.02
Epinephelus,coioides,-33.75,124.25,3312:134:3,0.01
Epinephelus,coioides,-33.25,124.75,3312:134:2,0.01
Epinephelus,coioides,-33.75,122.75,3312:132:4,0.02
Epinephelus,coioides,-33.75,122.25,3312:132:3,0.03
Epinephelus,coioides,-33.75,121.75,3312:131:4,0.04
Epinephelus,coioides,-33.75,121.25,3312:131:3,0.04
Epinephelus,coioides,-33.75,120.75,3312:130:4,0.07
Epinephelus,coioides,-33.75,120.25,3312:130:3,0.09
Epinephelus,coioides,-32.75,124.75,3312:124:4,0.01
Epinephelus,coioides,-32.75,124.25,3312:124:3,0.03
Epinephelus,coioides,-33.75,119.75,3311:239:4,0.12
Epinephelus,coioides,-31.25,115.75,3311:215:2,0.13
Epinephelus,coioides,-22.25,171.25,3217:121:1,0.09
Epinephelus,coioides,-26.25,161.25,3216:361:1,0.09
Epinephelus,coioides,-22.75,169.75,3216:229:4,0.11
Epinephelus,coioides,-22.25,169.25,3216:229:1,0.09
Epinephelus,coioides,-21.75,168.75,3216:218:4,0.15
Epinephelus,coioides,-21.25,168.25,3216:218:1,0.18
Epinephelus,coioides,-21.25,167.75,3216:217:2,0.19
Epinephelus,coioides,-20.25,169.75,3216:209:2,0.04
Epinephelus,coioides,-20.75,167.25,3216:207:3,0.12
Epinephelus,coioides,-20.75,166.75,3216:206:4,0.15
