Mapping parameters for Mytilus planulatus (New Zealand blue mussel)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 81,
Bounding Box (NSWE): ,,,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,10,50,100
Temperature (°C),1,4.64,9.15,19.81,24.66
Salinity (psu),1,32.82,34.36,35.55,37.13
Primary Production (mgC·m-3·day-1) ,1,4.16,8.62,54.87,62.09
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,157.25,223.94,283.94,353.19
Distance to Land (km),0,1.5,9,21,62
 

Map data (HSPEC) for predicted occurrences (n = 262): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Mytilus,planulatus,-28.25,153.75,3215:383:2,0.19
Mytilus,planulatus,-29.75,159.25,3215:499:3,0.03
Mytilus,planulatus,-28.75,167.75,3216:487:4,0.01
Mytilus,planulatus,-29.25,167.75,3216:497:2,0.07
Mytilus,planulatus,-29.25,168.25,3216:498:1,0.03
Mytilus,planulatus,-32.25,167.75,3316:227:2,0.01
Mytilus,planulatus,-34.75,172.25,3317:142:3,0.08
Mytilus,planulatus,-36.75,173.75,3317:363:4,0.03
Mytilus,planulatus,-38.75,172.75,3317:382:4,0.17
Mytilus,planulatus,-38.25,173.25,3317:383:1,0.17
Mytilus,planulatus,-39.25,172.75,3317:392:2,0.02
Mytilus,planulatus,-39.75,172.75,3317:392:4,0.04
Mytilus,planulatus,-39.75,173.25,3317:393:3,0.18
Mytilus,planulatus,-37.75,175.75,3317:475:4,0.10
Mytilus,planulatus,-45.75,167.25,3416:457:3,0.10
Mytilus,planulatus,-48.75,166.75,3416:486:4,0.16
Mytilus,planulatus,-48.75,167.25,3416:487:3,0.08
Mytilus,planulatus,-49.75,166.75,3416:496:4,0.09
Mytilus,planulatus,-43.25,170.75,3417:130:2,0.10
Mytilus,planulatus,-40.25,177.25,3417:207:1,0.16
Mytilus,planulatus,-49.25,171.75,3417:391:2,0.01
Mytilus,planulatus,-47.75,179.25,3417:479:3,0.13
Mytilus,planulatus,-49.75,178.75,3417:498:4,0.02
Mytilus,planulatus,-50.25,166.25,3516:206:1,0.16
Mytilus,planulatus,-50.25,167.25,3516:207:1,0.15
Mytilus,planulatus,-50.75,167.25,3516:207:3,0.01
Mytilus,planulatus,-52.25,169.25,3516:229:1,0.04
Mytilus,planulatus,-52.75,169.75,3516:229:4,0.06
Mytilus,planulatus,-47.75,-179.75,5417:479:4,0.05
Mytilus,planulatus,-28.25,153.25,3215:383:1,0.21
Mytilus,planulatus,-28.75,153.75,3215:383:4,0.22
Mytilus,planulatus,-29.25,153.75,3215:393:2,0.25
Mytilus,planulatus,-29.75,153.75,3215:393:4,0.24
Mytilus,planulatus,-30.25,153.25,3315:103:1,0.39
Mytilus,planulatus,-30.25,153.75,3315:103:2,0.21
Mytilus,planulatus,-30.75,153.25,3315:103:3,0.35
Mytilus,planulatus,-31.25,153.25,3315:113:1,0.36
Mytilus,planulatus,-31.75,153.25,3315:113:3,0.35
Mytilus,planulatus,-33.25,152.25,3315:132:1,0.38
Mytilus,planulatus,-31.25,159.25,3315:219:1,0.20
Mytilus,planulatus,-31.75,159.25,3315:219:3,0.28
Mytilus,planulatus,-35.25,173.75,3317:353:2,0.20
Mytilus,planulatus,-35.75,173.25,3317:353:3,0.38
Mytilus,planulatus,-36.25,173.75,3317:363:2,0.37
Mytilus,planulatus,-36.75,174.25,3317:364:3,0.39
Mytilus,planulatus,-37.25,173.75,3317:373:2,0.27
Mytilus,planulatus,-38.25,173.75,3317:383:2,0.31
Mytilus,planulatus,-38.75,173.75,3317:383:4,0.20
Mytilus,planulatus,-39.25,173.25,3317:393:1,0.24
