Mapping parameters for Anarhichas lupus (Atlantic wolffish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 21 |  27,
Bounding Box (NSWE): ,79,37,-75,56

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,18,110,600
Temperature (°C),1,-1.57,2.01,10.9,20.03
Salinity (psu),1,5.21,29.52,35.03,37.97
Primary Production (mgC·m-3·day-1) ,1,1.28,3.78,13.23,42.4
Sea Ice Concentration (0-1 fraction),1,-0.97,0,0.06,0.58
Dissolved Bottom Oxygen (mmol·m-3),0,1.33,191.62,311.56,408.48
Distance to Land (km),0,0,10,310,716
 

Map data (HSPEC) for predicted occurrences (n = 5734): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Anarhichas,lupus,51.75,3.75,1500:113:4,0.17
Anarhichas,lupus,51.75,4.25,1500:114:3,0.02
Anarhichas,lupus,51.75,4.75,1500:114:4,0.02
Anarhichas,lupus,52.25,4.75,1500:124:2,0.05
Anarhichas,lupus,54.25,4.25,1500:144:1,0.18
Anarhichas,lupus,52.25,5.25,1500:225:1,0.03
Anarhichas,lupus,52.25,5.75,1500:225:2,0.04
Anarhichas,lupus,54.25,8.75,1500:248:2,0.10
Anarhichas,lupus,54.75,9.25,1500:249:3,0.03
Anarhichas,lupus,59.25,9.75,1500:499:2,0.05
Anarhichas,lupus,53.75,11.25,1501:131:3,0.04
Anarhichas,lupus,53.75,13.75,1501:133:4,0.08
Anarhichas,lupus,53.75,14.25,1501:134:3,0.04
Anarhichas,lupus,53.75,14.75,1501:134:4,0.09
Anarhichas,lupus,54.25,11.25,1501:141:1,0.19
Anarhichas,lupus,54.25,11.75,1501:141:2,0.08
Anarhichas,lupus,54.75,11.75,1501:141:4,0.19
Anarhichas,lupus,54.25,12.25,1501:142:1,0.07
Anarhichas,lupus,54.25,12.75,1501:142:2,0.12
Anarhichas,lupus,54.75,12.25,1501:142:3,0.03
Anarhichas,lupus,54.75,12.75,1501:142:4,0.01
Anarhichas,lupus,54.25,13.25,1501:143:1,0.09
Anarhichas,lupus,54.25,13.75,1501:143:2,0.08
Anarhichas,lupus,54.25,14.25,1501:144:1,0.08
Anarhichas,lupus,54.25,14.75,1501:144:2,0.07
Anarhichas,lupus,54.25,15.25,1501:245:1,0.04
Anarhichas,lupus,54.25,15.75,1501:245:2,0.03
Anarhichas,lupus,54.25,16.25,1501:246:1,0.09
Anarhichas,lupus,54.75,16.75,1501:246:4,0.02
Anarhichas,lupus,54.75,17.25,1501:247:3,0.05
Anarhichas,lupus,54.75,17.75,1501:247:4,0.08
Anarhichas,lupus,54.25,18.75,1501:248:2,0.05
Anarhichas,lupus,54.75,18.25,1501:248:3,0.07
Anarhichas,lupus,54.75,18.75,1501:248:4,0.05
Anarhichas,lupus,54.25,19.25,1501:249:1,0.03
Anarhichas,lupus,54.25,19.75,1501:249:2,0.05
Anarhichas,lupus,54.75,19.25,1501:249:3,0.07
Anarhichas,lupus,54.75,19.75,1501:249:4,0.07
Anarhichas,lupus,55.25,12.25,1501:352:1,0.13
Anarhichas,lupus,55.25,12.75,1501:352:2,0.01
Anarhichas,lupus,55.75,14.25,1501:354:3,0.08
Anarhichas,lupus,55.75,14.75,1501:354:4,0.03
Anarhichas,lupus,56.25,14.25,1501:364:1,0.01
Anarhichas,lupus,56.25,14.75,1501:364:2,0.15
Anarhichas,lupus,55.25,17.75,1501:457:2,0.01
Anarhichas,lupus,55.25,18.25,1501:458:1,0.03
Anarhichas,lupus,55.25,18.75,1501:458:2,0.03
Anarhichas,lupus,55.25,19.25,1501:459:1,0.04
Anarhichas,lupus,55.25,19.75,1501:459:2,0.06
Anarhichas,lupus,55.75,19.25,1501:459:3,0.01
Anarhichas,lupus,55.75,19.75,1501:459:4,0.03
Anarhichas,lupus,56.25,15.25,1501:465:1,0.06
Anarhichas,lupus,56.25,15.75,1501:465:2,0.02
Anarhichas,lupus,56.75,16.25,1501:466:3,0.02
Anarhichas,lupus,57.25,16.75,1501:476:2,0.01
Anarhichas,lupus,57.75,16.75,1501:476:4,0.05
Anarhichas,lupus,58.25,16.75,1501:486:2,0.04
Anarhichas,lupus,58.75,16.75,1501:486:4,0.03
Anarhichas,lupus,58.25,17.25,1501:487:1,0.01
Anarhichas,lupus,58.75,17.25,1501:487:3,0.04
Anarhichas,lupus,58.75,17.75,1501:487:4,0.04
Anarhichas,lupus,58.75,18.25,1501:488:3,0.03
Anarhichas,lupus,54.75,20.25,1502:140:3,0.05
Anarhichas,lupus,54.75,20.75,1502:140:4,0.05
Anarhichas,lupus,54.75,21.25,1502:141:3,0.06
Anarhichas,lupus,55.25,20.25,1502:350:1,0.07
Anarhichas,lupus,55.25,20.75,1502:350:2,0.06
Anarhichas,lupus,55.75,20.25,1502:350:3,0.07
