Mapping parameters for Cyclina sinensis (Oriental cylcina)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 ,
Bounding Box (NSWE): ,40,0,34,143

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,20,50
Temperature (°C),1,8.38,16.45,29.18,33.38
Salinity (psu),1,11.83,28.28,33.83,37.87
Primary Production (mgC·m-3·day-1) ,1,3.3,8.14,63.21,119.58
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,132.29,200.51,249.82,284.39
Distance to Land (km),0,0,2,25,40
 

Map data (HSPEC) for predicted occurrences (n = 1878): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Cyclina,sinensis,0.25,73.25,1007:103:1,0.02
Cyclina,sinensis,0.75,73.25,1007:103:3,0.11
Cyclina,sinensis,0.75,73.75,1007:103:4,0.01
Cyclina,sinensis,2.25,72.75,1007:122:2,0.07
Cyclina,sinensis,2.75,72.75,1007:122:4,0.09
Cyclina,sinensis,2.25,73.25,1007:123:1,0.11
Cyclina,sinensis,2.25,73.75,1007:123:2,0.06
Cyclina,sinensis,2.75,73.25,1007:123:3,0.14
Cyclina,sinensis,2.75,73.75,1007:123:4,0.09
Cyclina,sinensis,3.25,72.75,1007:132:2,0.07
Cyclina,sinensis,3.75,72.75,1007:132:4,0.04
Cyclina,sinensis,3.25,73.25,1007:133:1,0.09
Cyclina,sinensis,3.25,73.75,1007:133:2,0.09
Cyclina,sinensis,3.75,73.25,1007:133:3,0.04
Cyclina,sinensis,3.75,73.75,1007:133:4,0.07
Cyclina,sinensis,4.25,73.25,1007:143:1,0.02
Cyclina,sinensis,4.25,73.75,1007:143:2,0.03
Cyclina,sinensis,1.75,98.75,1009:218:4,0.08
Cyclina,sinensis,3.75,96.25,1009:236:3,0.01
Cyclina,sinensis,4.75,95.75,1009:245:4,0.02
Cyclina,sinensis,4.25,96.25,1009:246:1,0.18
Cyclina,sinensis,4.75,98.75,1009:248:4,0.18
Cyclina,sinensis,4.25,99.75,1009:249:2,0.09
Cyclina,sinensis,5.25,95.75,1009:455:2,0.08
Cyclina,sinensis,5.25,98.25,1009:458:1,0.01
Cyclina,sinensis,5.25,99.75,1009:459:2,0.07
Cyclina,sinensis,5.75,99.75,1009:459:4,0.15
Cyclina,sinensis,8.25,98.25,1009:488:1,0.05
Cyclina,sinensis,8.75,98.25,1009:488:3,0.14
Cyclina,sinensis,9.25,98.25,1009:498:1,0.06
Cyclina,sinensis,3.75,100.25,1010:130:3,0.18
Cyclina,sinensis,4.25,104.25,1010:144:1,0.02
Cyclina,sinensis,0.25,105.75,1010:205:2,0.15
Cyclina,sinensis,0.75,105.75,1010:205:4,0.08
Cyclina,sinensis,0.25,106.25,1010:206:1,0.03
Cyclina,sinensis,0.25,106.75,1010:206:2,0.05
Cyclina,sinensis,0.75,106.25,1010:206:3,0.01
Cyclina,sinensis,0.25,107.25,1010:207:1,0.19
Cyclina,sinensis,0.75,107.25,1010:207:3,0.19
Cyclina,sinensis,1.25,105.75,1010:215:2,0.03
Cyclina,sinensis,1.75,105.25,1010:215:3,0.09
Cyclina,sinensis,1.25,107.25,1010:217:1,0.16
Cyclina,sinensis,1.75,107.75,1010:217:4,0.01
Cyclina,sinensis,1.75,108.25,1010:218:3,0.11
Cyclina,sinensis,2.25,105.25,1010:225:1,0.01
Cyclina,sinensis,2.25,108.25,1010:228:1,0.02
Cyclina,sinensis,2.75,109.75,1010:229:4,0.17
Cyclina,sinensis,3.25,108.75,1010:238:2,0.03
Cyclina,sinensis,6.75,102.25,1010:362:3,0.15
Cyclina,sinensis,6.75,102.75,1010:362:4,0.02
Cyclina,sinensis,6.25,103.25,1010:363:1,0.06
Cyclina,sinensis,6.75,103.25,1010:363:3,0.02
Cyclina,sinensis,6.75,103.75,1010:363:4,0.05
Cyclina,sinensis,6.75,104.25,1010:364:3,0.01
Cyclina,sinensis,7.25,102.25,1010:372:1,0.03
Cyclina,sinensis,7.25,102.75,1010:372:2,0.03
Cyclina,sinensis,7.75,102.75,1010:372:4,0.01
Cyclina,sinensis,7.25,103.25,1010:373:1,0.01
Cyclina,sinensis,7.25,103.75,1010:373:2,0.03
Cyclina,sinensis,7.75,103.25,1010:373:3,0.04
Cyclina,sinensis,7.75,103.75,1010:373:4,0.12
Cyclina,sinensis,7.25,104.25,1010:374:1,0.03
Cyclina,sinensis,7.25,104.75,1010:374:2,0.04
Cyclina,sinensis,7.75,104.25,1010:374:3,0.18
Cyclina,sinensis,8.75,100.75,1010:380:4,0.15
Cyclina,sinensis,8.25,103.25,1010:383:1,0.09
Cyclina,sinensis,8.75,103.25,1010:383:3,0.19
Cyclina,sinensis,9.25,103.25,1010:393:1,0.16
Cyclina,sinensis,6.75,105.75,1010:465:4,0.02
Cyclina,sinensis,6.75,106.25,1010:466:3,0.02
Cyclina,sinensis,6.75,106.75,1010:466:4,0.01
Cyclina,sinensis,7.25,105.25,1010:475:1,0.05
Cyclina,sinensis,7.25,105.75,1010:475:2,0.07
Cyclina,sinensis,7.25,106.25,1010:476:1,0.07
Cyclina,sinensis,7.25,106.75,1010:476:2,0.05
Cyclina,sinensis,7.75,106.75,1010:476:4,0.13
Cyclina,sinensis,7.25,107.25,1010:477:1,0.01
Cyclina,sinensis,7.75,107.25,1010:477:3,0.07
Cyclina,sinensis,8.25,107.25,1010:487:1,0.19
Cyclina,sinensis,8.25,107.75,1010:487:2,0.05
Cyclina,sinensis,8.75,107.75,1010:487:4,0.15
Cyclina,sinensis,8.75,108.25,1010:488:3,0.01
Cyclina,sinensis,9.25,108.75,1010:498:2,0.05
Cyclina,sinensis,2.75,110.25,1011:120:3,0.12
Cyclina,sinensis,3.25,110.75,1011:130:2,0.10
Cyclina,sinensis,3.75,111.75,1011:131:4,0.02
Cyclina,sinensis,3.75,112.25,1011:132:3,0.09
Cyclina,sinensis,3.75,112.75,1011:132:4,0.08
Cyclina,sinensis,4.75,113.25,1011:143:3,0.04
Cyclina,sinensis,0.75,119.25,1011:209:3,0.06
Cyclina,sinensis,5.75,114.75,1011:354:4,0.07
