Mapping parameters for Mytilus chilensis (Chilean mussel)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 41 |  48 |  87,
Bounding Box (NSWE): ,-40,-56,-76,-36

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,10,50,100
Temperature (°C),1,3.25,6.51,13.61,14.64
Salinity (psu),1,25.39,32.71,35.01,35.51
Primary Production (mgC·m-3·day-1) ,1,0.38,2.4,33.62,53.64
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,55.07,257.15,308.03,329.58
Distance to Land (km),0,0,2,15,24.5
 

Map data (HSPEC) for predicted occurrences (n = 607): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Mytilus,chilensis,-40.25,-60.25,5406:100:1,0.10
Mytilus,chilensis,-40.75,-61.25,5406:101:3,0.09
Mytilus,chilensis,-40.75,-61.75,5406:101:4,0.05
Mytilus,chilensis,-40.75,-62.25,5406:102:3,0.15
Mytilus,chilensis,-40.75,-62.75,5406:102:4,0.12
Mytilus,chilensis,-40.75,-64.75,5406:104:4,0.03
Mytilus,chilensis,-41.25,-61.75,5406:111:2,0.14
Mytilus,chilensis,-41.25,-62.25,5406:112:1,0.04
Mytilus,chilensis,-41.25,-62.75,5406:112:2,0.01
Mytilus,chilensis,-41.75,-62.75,5406:112:4,0.07
Mytilus,chilensis,-41.75,-63.25,5406:113:3,0.04
