Mapping parameters for Bolbometopon muricatum (Green humphead parrotfish)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  51 |  57 |  61 |  71 |  77 ,
Bounding Box (NSWE): ,34,-26,32,-145

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,5,21,40
Temperature (°C),1,22.16,25.64,29.34,33.54
Salinity (psu),1,28.24,32.51,35.28,38.83
Primary Production (mgC·m-3·day-1) ,1,0.08,1.05,15.58,31.17
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,21.38,104.01,209.01,291.52
Distance to Land (km),0,0,16,205,790
 

Map data (HSPEC) for predicted occurrences (n = 4453): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Bolbometopon,muricatum,23.75,-164.25,7216:134:3,0.07
Bolbometopon,muricatum,16.75,-169.75,7116:469:4,0.14
Bolbometopon,muricatum,-21.25,-159.75,5215:219:2,0.16
Bolbometopon,muricatum,-21.75,-157.75,5215:217:4,0.12
Bolbometopon,muricatum,-20.25,-157.25,5215:207:1,0.17
Bolbometopon,muricatum,-22.75,-152.75,5215:122:4,0.10
Bolbometopon,muricatum,-22.25,-151.25,5215:121:1,0.16
Bolbometopon,muricatum,-21.75,-154.75,5215:114:4,0.14
Bolbometopon,muricatum,-24.75,-145.75,5214:245:4,0.07
Bolbometopon,muricatum,-23.25,-149.25,5214:239:1,0.11
Bolbometopon,muricatum,-23.75,-147.75,5214:237:4,0.10
Bolbometopon,muricatum,-15.75,-176.75,5117:456:4,0.18
Bolbometopon,muricatum,-18.25,-163.25,5116:383:1,0.14
Bolbometopon,muricatum,-17.75,-163.25,5116:373:3,0.14
Bolbometopon,muricatum,-19.75,-158.25,5115:498:3,0.18
Bolbometopon,muricatum,-19.25,-158.75,5115:498:2,0.15
Bolbometopon,muricatum,-19.75,-157.75,5115:497:4,0.19
Bolbometopon,muricatum,-18.75,-159.75,5115:489:4,0.18
Bolbometopon,muricatum,-8.25,-161.75,5016:381:2,0.19
Bolbometopon,muricatum,-21.75,168.75,3216:218:4,0.19
Bolbometopon,muricatum,-20.75,161.25,3216:101:3,0.19
Bolbometopon,muricatum,-25.75,152.75,3215:352:4,0.07
Bolbometopon,muricatum,-22.75,149.75,3214:229:4,0.11
Bolbometopon,muricatum,-25.75,113.75,3211:353:4,0.14
Bolbometopon,muricatum,-25.75,113.25,3211:353:3,0.19
Bolbometopon,muricatum,-25.25,113.75,3211:353:2,0.17
Bolbometopon,muricatum,-20.75,35.25,3203:205:3,0.09
Bolbometopon,muricatum,-11.75,174.25,3117:114:3,0.15
Bolbometopon,muricatum,-18.25,164.25,3116:384:1,0.19
Bolbometopon,muricatum,-13.25,140.75,3114:130:2,0.11
Bolbometopon,muricatum,-12.75,138.75,3113:228:4,0.11
Bolbometopon,muricatum,-11.25,139.75,3113:219:2,0.11
Bolbometopon,muricatum,-10.25,138.25,3113:208:1,0.05
Bolbometopon,muricatum,-10.25,137.75,3113:207:2,0.11
Bolbometopon,muricatum,-10.75,135.75,3113:205:4,0.16
Bolbometopon,muricatum,-10.25,134.25,3113:104:1,0.11
Bolbometopon,muricatum,-10.25,132.25,3113:102:1,0.11
Bolbometopon,muricatum,-19.25,120.25,3112:390:1,0.11
Bolbometopon,muricatum,-12.25,129.25,3112:229:1,0.05
Bolbometopon,muricatum,-11.75,128.75,3112:218:4,0.11
Bolbometopon,muricatum,-10.25,129.25,3112:209:1,0.05
Bolbometopon,muricatum,-10.75,126.25,3112:206:3,0.16
Bolbometopon,muricatum,-10.25,60.25,3106:100:1,0.16
Bolbometopon,muricatum,-16.25,45.25,3104:465:1,0.01
Bolbometopon,muricatum,-8.75,143.75,3014:383:4,0.09
Bolbometopon,muricatum,-7.75,144.75,3014:374:4,0.05
Bolbometopon,muricatum,-3.25,143.25,3014:133:1,0.17
Bolbometopon,muricatum,-3.25,142.75,3014:132:2,0.13
Bolbometopon,muricatum,-3.25,142.25,3014:132:1,0.13
Bolbometopon,muricatum,-2.75,141.25,3014:121:3,0.18
Bolbometopon,muricatum,-2.75,140.75,3014:120:4,0.13
Bolbometopon,muricatum,-9.75,139.25,3013:499:3,0.16
Bolbometopon,muricatum,-9.25,138.25,3013:498:1,0.05
Bolbometopon,muricatum,-7.25,138.75,3013:478:2,0.03
Bolbometopon,muricatum,-7.25,138.25,3013:478:1,0.09
Bolbometopon,muricatum,-6.75,138.25,3013:468:3,0.04
Bolbometopon,muricatum,-2.25,139.75,3013:229:2,0.06
Bolbometopon,muricatum,-2.25,139.25,3013:229:1,0.06
Bolbometopon,muricatum,-1.75,138.75,3013:218:4,0.12
Bolbometopon,muricatum,-1.75,138.25,3013:218:3,0.13
Bolbometopon,muricatum,-1.25,138.25,3013:218:1,0.10
Bolbometopon,muricatum,-1.75,137.75,3013:217:4,0.19
Bolbometopon,muricatum,-9.75,128.75,3012:498:4,0.05
Bolbometopon,muricatum,-7.75,118.25,3011:478:3,0.11
Bolbometopon,muricatum,-8.75,113.75,3011:383:4,0.10
