Mapping parameters for Ruditapes decussatus (grooved carpet shell)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  27 |  34 |  37 |  51 ,
Bounding Box (NSWE): ,61,13,-18,36

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,2,11,20
Temperature (°C),1,1.525,12.31,21.36,29.085
Salinity (psu),1,30.275,34.4,38.86,39.36
Primary Production,1,322,354,1726,3781
Sea Ice Concentration,1,-0.99756648662162,0,0.01,0.03
Distance to Land (km),0,3,7,48,257
 

Map data (HSPEC) for predicted occurrences (n = 1055): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Ruditapes,decussatus,28.25,34.25,1203:384:1,0.16,1,0.56116504854369,1,0.28125,1,1
Ruditapes,decussatus,26.75,35.75,1203:465:4,0.15,1,0.45760517799353,0.31999999999999,1,1,1
Ruditapes,decussatus,27.25,35.75,1203:475:2,0.17,1,0.51844660194175,0.31999999999999,1,1,1
Ruditapes,decussatus,32.25,19.75,1301:229:2,0.06,1,1,1,0.0625,1,1
Ruditapes,decussatus,32.75,20.25,1302:120:3,0.03,1,1,1,0.03125,1,1
Ruditapes,decussatus,32.75,20.75,1302:120:4,0.12,1,1,1,0.125,1,1
Ruditapes,decussatus,32.75,21.25,1302:121:3,0.12,1,1,1,0.125,1,1
Ruditapes,decussatus,32.75,23.25,1302:123:3,0.19,1,1,1,0.1875,1,1
Ruditapes,decussatus,32.25,24.25,1302:124:1,0.03,1,1,1,0.03125,1,1
Ruditapes,decussatus,34.75,24.25,1302:144:3,0.10,1,1,0.78,0.125,1,1
Ruditapes,decussatus,38.25,24.25,1302:384:1,0.06,1,1,1,0.0625,1,1
Ruditapes,decussatus,36.25,27.25,1302:467:1,0.04,1,1,0.039999999999992,1,1,1
Ruditapes,decussatus,36.25,27.75,1302:467:2,0.04,1,1,0.039999999999992,1,1,1
Ruditapes,decussatus,36.75,27.75,1302:467:4,0.04,1,1,0.039999999999992,1,1,1
Ruditapes,decussatus,36.25,28.25,1302:468:1,0.04,1,1,0.039999999999992,1,1,1
Ruditapes,decussatus,36.25,29.75,1302:469:2,0.16,1,1,0.45999999999999,0.34375,1,1
Ruditapes,decussatus,37.75,25.75,1302:475:4,0.11,0.11111111111111,1,1,1,1,1
Ruditapes,decussatus,34.75,32.75,1303:142:4,0.03,1,0.98576051779935,0.099999999999994,0.3125,1,1
Ruditapes,decussatus,35.25,32.25,1303:352:1,0.09,1,0.9831715210356,0.5,0.1875,1,1
