Mapping parameters for Siganus javus (Streaked spinefoot)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 51 |  57 |  61 |  71,
Bounding Box (NSWE): ,30,-20,,

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,2,20,20
Temperature (°C),1,21.42,26.6,28.97,33.17
Salinity (psu),1,26.36,31.78,35.13,39.65
Primary Production,1,25.5,432,1411,2838
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,1,11,171,370
 

Map data (HSPEC) for predicted occurrences (n = 3810): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Siganus,javus,14.25,48.25,1104:248:1,0.06
Siganus,javus,14.25,48.75,1104:248:2,0.19
Siganus,javus,17.25,55.25,1105:475:1,0.11
Siganus,javus,17.75,55.25,1105:475:3,0.12
Siganus,javus,17.75,55.75,1105:475:4,0.15
Siganus,javus,17.75,56.25,1105:476:3,0.17
Siganus,javus,17.75,56.75,1105:476:4,0.12
Siganus,javus,18.75,57.25,1105:487:3,0.12
Siganus,javus,19.25,57.75,1105:497:2,0.11
Siganus,javus,15.25,95.25,1109:455:1,0.18
Siganus,javus,15.25,97.25,1109:457:1,0.14
Siganus,javus,16.25,96.25,1109:466:1,0.15
Siganus,javus,16.25,96.75,1109:466:2,0.04
Siganus,javus,16.75,97.75,1109:467:4,0.12
Siganus,javus,10.75,119.75,1111:209:4,0.19
Siganus,javus,10.75,120.25,1112:100:3,0.17
Siganus,javus,24.75,34.75,1203:144:4,0.03
Siganus,javus,20.25,37.25,1203:207:1,0.10
Siganus,javus,20.75,37.25,1203:207:3,0.10
Siganus,javus,21.75,36.75,1203:216:4,0.10
Siganus,javus,21.25,37.25,1203:217:1,0.10
Siganus,javus,21.75,37.25,1203:217:3,0.10
Siganus,javus,21.75,38.75,1203:218:4,0.12
Siganus,javus,21.25,39.25,1203:219:1,0.12
Siganus,javus,21.75,39.25,1203:219:3,0.12
Siganus,javus,22.75,35.75,1203:225:4,0.02
Siganus,javus,22.25,36.25,1203:226:1,0.02
Siganus,javus,22.25,36.75,1203:226:2,0.12
Siganus,javus,22.75,36.25,1203:226:3,0.02
Siganus,javus,22.75,36.75,1203:226:4,0.02
Siganus,javus,22.25,37.25,1203:227:1,0.12
Siganus,javus,22.25,38.75,1203:228:2,0.13
Siganus,javus,22.75,38.75,1203:228:4,0.13
Siganus,javus,22.25,39.25,1203:229:1,0.13
Siganus,javus,22.75,39.25,1203:229:3,0.13
Siganus,javus,23.25,35.75,1203:235:2,0.02
Siganus,javus,23.75,35.25,1203:235:3,0.02
Siganus,javus,23.75,35.75,1203:235:4,0.02
Siganus,javus,23.25,36.25,1203:236:1,0.02
Siganus,javus,23.75,36.25,1203:236:3,0.02
Siganus,javus,23.25,38.75,1203:238:2,0.13
Siganus,javus,24.25,35.25,1203:245:1,0.03
Siganus,javus,24.75,35.25,1203:245:3,0.03
Siganus,javus,25.25,34.75,1203:354:2,0.03
Siganus,javus,25.75,34.25,1203:354:3,0.13
Siganus,javus,25.75,34.75,1203:354:4,0.13
Siganus,javus,26.75,33.75,1203:363:4,0.11
Siganus,javus,26.25,34.25,1203:364:1,0.12
Siganus,javus,26.75,34.25,1203:364:3,0.12
Siganus,javus,27.25,33.75,1203:373:2,0.13
Siganus,javus,27.75,33.75,1203:373:4,0.13
Siganus,javus,27.25,34.25,1203:374:1,0.15
Siganus,javus,27.75,34.25,1203:374:3,0.15
Siganus,javus,27.75,34.75,1203:374:4,0.15
Siganus,javus,28.75,32.75,1203:382:4,0.03
Siganus,javus,28.25,33.25,1203:383:1,0.08
Siganus,javus,28.25,33.75,1203:383:2,0.14
Siganus,javus,28.75,33.25,1203:383:3,0.14
Siganus,javus,28.25,34.25,1203:384:1,0.11
Siganus,javus,28.25,34.75,1203:384:2,0.12
Siganus,javus,28.75,34.75,1203:384:4,0.10
Siganus,javus,29.25,32.75,1203:392:2,0.06
Siganus,javus,29.75,32.25,1203:392:3,0.06
Siganus,javus,29.75,32.75,1203:392:4,0.06
Siganus,javus,29.25,33.25,1203:393:1,0.12
Siganus,javus,29.25,34.75,1203:394:2,0.10
Siganus,javus,29.75,34.75,1203:394:4,0.11
Siganus,javus,25.25,35.25,1203:455:1,0.03
Siganus,javus,25.75,36.25,1203:456:3,0.03
Siganus,javus,25.75,36.75,1203:456:4,0.03
Siganus,javus,26.75,35.75,1203:465:4,0.08
Siganus,javus,26.25,36.25,1203:466:1,0.08
Siganus,javus,26.25,36.75,1203:466:2,0.09
Siganus,javus,26.75,36.25,1203:466:3,0.09
Siganus,javus,27.25,35.75,1203:475:2,0.07
Siganus,javus,27.75,35.25,1203:475:3,0.16
Siganus,javus,27.75,35.75,1203:475:4,0.16
Siganus,javus,28.25,35.25,1203:485:1,0.14
Siganus,javus,29.25,35.25,1203:495:1,0.05
Siganus,javus,26.75,49.75,1204:469:4,0.03
Siganus,javus,28.75,48.25,1204:488:3,0.10
Siganus,javus,28.75,48.75,1204:488:4,0.14
Siganus,javus,29.25,47.75,1204:497:2,0.13
Siganus,javus,29.75,47.75,1204:497:4,0.13
Siganus,javus,29.25,48.25,1204:498:1,0.07
Siganus,javus,29.25,48.75,1204:498:2,0.07
Siganus,javus,29.75,48.25,1204:498:3,0.14
Siganus,javus,29.75,48.75,1204:498:4,0.05
Siganus,javus,29.25,49.25,1204:499:1,0.09
Siganus,javus,29.75,49.25,1204:499:3,0.09
Siganus,javus,29.75,49.75,1204:499:4,0.09
Siganus,javus,23.75,51.25,1205:131:3,0.04
Siganus,javus,24.75,50.75,1205:140:4,0.03
Siganus,javus,24.25,53.25,1205:143:1,0.08
Siganus,javus,24.25,53.75,1205:143:2,0.08
Siganus,javus,24.75,53.25,1205:143:3,0.08
Siganus,javus,24.75,53.75,1205:143:4,0.08
Siganus,javus,24.25,54.25,1205:144:1,0.16
Siganus,javus,24.25,54.75,1205:144:2,0.08
Siganus,javus,24.75,54.25,1205:144:3,0.16
Siganus,javus,24.75,54.75,1205:144:4,0.16
Siganus,javus,20.25,58.25,1205:208:1,0.10
Siganus,javus,21.75,59.75,1205:219:4,0.14
Siganus,javus,25.25,50.25,1205:350:1,0.03
Siganus,javus,25.25,50.75,1205:350:2,0.03
Siganus,javus,25.75,50.25,1205:350:3,0.03
Siganus,javus,25.75,50.75,1205:350:4,0.03
Siganus,javus,25.75,51.25,1205:351:3,0.06
Siganus,javus,25.75,51.75,1205:351:4,0.06
Siganus,javus,25.25,53.25,1205:353:1,0.08
Siganus,javus,25.25,53.75,1205:353:2,0.08
Siganus,javus,25.75,53.25,1205:353:3,0.08
Siganus,javus,25.25,54.25,1205:354:1,0.16
Siganus,javus,25.75,54.75,1205:354:4,0.16
Siganus,javus,26.25,50.25,1205:360:1,0.03
Siganus,javus,26.25,50.75,1205:360:2,0.03
Siganus,javus,26.75,50.25,1205:360:3,0.03
Siganus,javus,26.75,50.75,1205:360:4,0.03
Siganus,javus,26.25,51.25,1205:361:1,0.06
Siganus,javus,26.25,51.75,1205:361:2,0.06
Siganus,javus,26.75,51.25,1205:361:3,0.06
Siganus,javus,26.75,51.75,1205:361:4,0.06
Siganus,javus,26.75,53.25,1205:363:3,0.10
Siganus,javus,26.75,53.75,1205:363:4,0.10
Siganus,javus,26.25,54.25,1205:364:1,0.16
Siganus,javus,27.25,52.75,1205:372:2,0.10
Siganus,javus,27.75,52.25,1205:372:3,0.10
Siganus,javus,27.75,52.75,1205:372:4,0.10
Siganus,javus,27.25,53.25,1205:373:1,0.10
Siganus,javus,29.25,50.25,1205:390:1,0.10
Siganus,javus,29.75,50.25,1205:390:3,0.10
Siganus,javus,29.75,50.75,1205:390:4,0.10
Siganus,javus,25.25,55.25,1205:455:1,0.16
Siganus,javus,23.75,67.75,1206:237:4,0.06
Siganus,javus,23.25,68.25,1206:238:1,0.18
Siganus,javus,25.25,62.75,1206:352:2,0.19
Siganus,javus,25.25,63.25,1206:353:1,0.16
Siganus,javus,25.25,64.25,1206:354:1,0.05
Siganus,javus,25.25,64.75,1206:354:2,0.02
Siganus,javus,25.75,64.25,1206:354:3,0.13
Siganus,javus,25.75,66.75,1206:456:4,0.17
Siganus,javus,20.75,87.25,1208:207:3,0.12
Siganus,javus,20.75,87.75,1208:207:4,0.15
Siganus,javus,20.75,88.25,1208:208:3,0.18
Siganus,javus,21.25,89.25,1208:219:1,0.02
Siganus,javus,21.25,89.75,1208:219:2,0.01
Siganus,javus,21.75,89.25,1208:219:3,0.07
Siganus,javus,21.75,89.75,1208:219:4,0.06
Siganus,javus,22.25,89.75,1208:229:2,0.08
Siganus,javus,20.75,93.25,1209:103:3,0.18
Siganus,javus,21.25,90.25,1209:110:1,0.02
Siganus,javus,21.25,90.75,1209:110:2,0.01
Siganus,javus,21.75,90.75,1209:110:4,0.14
Siganus,javus,21.75,91.25,1209:111:3,0.12
Siganus,javus,21.75,91.75,1209:111:4,0.16
Siganus,javus,21.25,92.25,1209:112:1,0.16
Siganus,javus,22.25,90.25,1209:120:1,0.09
Siganus,javus,22.25,90.75,1209:120:2,0.08
Siganus,javus,22.75,90.25,1209:120:3,0.04
Siganus,javus,22.75,90.75,1209:120:4,0.17
Siganus,javus,22.25,91.25,1209:121:1,0.18
Siganus,javus,22.25,91.75,1209:121:2,0.18
Siganus,javus,22.75,91.25,1209:121:3,0.14
Siganus,javus,25.25,118.75,1211:458:2,0.13
Siganus,javus,26.25,120.25,1212:360:1,0.08
Siganus,javus,26.25,120.75,1212:360:2,0.11
Siganus,javus,26.75,120.25,1212:360:3,0.06
Siganus,javus,26.75,120.75,1212:360:4,0.09
Siganus,javus,27.25,120.25,1212:370:1,0.05
Siganus,javus,27.25,120.75,1212:370:2,0.03
Siganus,javus,27.75,120.75,1212:370:4,0.04
Siganus,javus,27.25,121.25,1212:371:1,0.03
Siganus,javus,27.75,121.25,1212:371:3,0.02
Siganus,javus,27.75,121.75,1212:371:4,0.03
Siganus,javus,-0.75,103.75,3010:103:4,0.13
Siganus,javus,-1.25,109.25,3010:219:1,0.10
Siganus,javus,-1.75,109.75,3010:219:4,0.02
Siganus,javus,-3.75,113.75,3011:133:4,0.18
Siganus,javus,-1.75,131.75,3013:111:4,0.16
Siganus,javus,-10.75,61.25,3106:101:3,0.09
Siganus,javus,-14.25,60.75,3106:140:2,0.13
Siganus,javus,-14.25,136.25,3113:246:1,0.15
Siganus,javus,-14.75,136.25,3113:246:3,0.15
Siganus,javus,-15.25,136.25,3113:456:1,0.15
Siganus,javus,-15.25,136.75,3113:456:2,0.04
Siganus,javus,-19.25,148.25,3114:498:1,0.16
Siganus,javus,-19.25,158.75,3115:498:2,0.08
Siganus,javus,-19.75,158.75,3115:498:4,0.09
Siganus,javus,28.25,-177.25,7217:487:1,0.19
Siganus,javus,7.75,77.75,1007:477:4,0.37
Siganus,javus,0.25,102.75,1010:102:2,0.38
Siganus,javus,0.75,102.25,1010:102:3,0.38
Siganus,javus,0.75,102.75,1010:102:4,0.38
Siganus,javus,1.75,102.75,1010:112:4,0.27
Siganus,javus,1.25,103.25,1010:113:1,0.39
Siganus,javus,1.75,103.75,1010:113:4,0.39
Siganus,javus,2.75,100.25,1010:120:3,0.23
Siganus,javus,2.75,100.75,1010:120:4,0.27
Siganus,javus,2.25,101.75,1010:121:2,0.31
Siganus,javus,1.25,108.75,1010:218:2,0.24
Siganus,javus,7.25,126.75,1012:476:2,0.38
Siganus,javus,7.75,126.75,1012:476:4,0.36
Siganus,javus,16.75,39.75,1103:469:4,0.38
Siganus,javus,11.25,43.25,1104:113:1,0.37
Siganus,javus,13.75,47.75,1104:237:4,0.29
Siganus,javus,13.75,48.25,1104:238:3,0.32
Siganus,javus,14.25,47.75,1104:247:2,0.23
Siganus,javus,15.75,40.25,1104:350:3,0.33
Siganus,javus,16.25,40.25,1104:360:1,0.36
Siganus,javus,16.75,42.25,1104:362:3,0.38
Siganus,javus,17.25,41.25,1104:371:1,0.36
Siganus,javus,17.25,41.75,1104:371:2,0.36
Siganus,javus,17.75,41.25,1104:371:3,0.36
Siganus,javus,17.75,41.75,1104:371:4,0.36
Siganus,javus,17.25,42.25,1104:372:1,0.36
Siganus,javus,17.25,42.75,1104:372:2,0.36
Siganus,javus,17.75,42.25,1104:372:3,0.36
Siganus,javus,18.25,41.75,1104:381:2,0.35
Siganus,javus,10.75,51.25,1105:101:3,0.38
Siganus,javus,11.25,51.25,1105:111:1,0.27
Siganus,javus,15.25,50.25,1105:350:1,0.38
Siganus,javus,17.25,54.75,1105:374:2,0.30
Siganus,javus,18.25,56.25,1105:486:1,0.24
Siganus,javus,18.25,57.25,1105:487:1,0.26
Siganus,javus,19.75,58.25,1105:498:3,0.33
Siganus,javus,19.25,73.25,1107:393:1,0.31
Siganus,javus,13.25,99.75,1109:239:2,0.35
Siganus,javus,15.75,94.25,1109:354:3,0.28
Siganus,javus,15.75,94.75,1109:354:4,0.36
Siganus,javus,16.75,94.75,1109:364:4,0.36
Siganus,javus,19.75,93.25,1109:393:3,0.36
Siganus,javus,19.75,93.75,1109:393:4,0.26
Siganus,javus,15.25,95.75,1109:455:2,0.22
Siganus,javus,15.75,95.25,1109:455:3,0.33
Siganus,javus,15.75,97.25,1109:457:3,0.33
Siganus,javus,16.75,96.25,1109:466:3,0.28
Siganus,javus,16.75,96.75,1109:466:4,0.25
Siganus,javus,16.25,97.75,1109:467:2,0.29
Siganus,javus,16.75,97.25,1109:467:3,0.39
Siganus,javus,17.25,96.75,1109:476:2,0.38
Siganus,javus,13.25,100.25,1110:130:1,0.31
Siganus,javus,13.25,100.75,1110:130:2,0.20
Siganus,javus,13.75,100.25,1110:130:3,0.35
Siganus,javus,13.75,100.75,1110:130:4,0.35
Siganus,javus,11.25,119.75,1111:219:2,0.32
Siganus,javus,10.75,120.75,1112:100:4,0.28
Siganus,javus,11.25,120.25,1112:110:1,0.28
Siganus,javus,13.75,124.75,1112:134:4,0.38
Siganus,javus,14.25,123.25,1112:143:1,0.20
Siganus,javus,14.25,123.75,1112:143:2,0.37
Siganus,javus,10.75,125.75,1112:205:4,0.38
Siganus,javus,10.75,126.25,1112:206:3,0.39
Siganus,javus,10.25,139.75,1113:209:2,0.38
Siganus,javus,13.25,144.75,1114:134:2,0.36
Siganus,javus,13.75,144.75,1114:134:4,0.33
Siganus,javus,14.25,145.25,1114:245:1,0.31
Siganus,javus,14.75,145.75,1114:245:4,0.30
Siganus,javus,15.25,145.75,1114:455:2,0.34
Siganus,javus,16.25,145.75,1114:465:2,0.37
Siganus,javus,10.25,165.75,1116:205:2,0.39
Siganus,javus,11.25,167.75,1116:217:2,0.39
Siganus,javus,12.25,168.75,1116:228:2,0.38
Siganus,javus,19.25,166.75,1116:496:2,0.36
Siganus,javus,12.25,170.25,1117:120:1,0.38
Siganus,javus,20.25,37.75,1203:207:2,0.22
Siganus,javus,20.75,39.25,1203:209:3,0.22
Siganus,javus,20.75,39.75,1203:209:4,0.22
Siganus,javus,20.25,58.75,1205:208:2,0.35
Siganus,javus,20.75,58.75,1205:208:4,0.39
Siganus,javus,20.75,59.25,1205:209:3,0.25
Siganus,javus,21.25,59.25,1205:219:1,0.27
Siganus,javus,22.25,59.75,1205:229:2,0.35
Siganus,javus,23.25,58.75,1205:238:2,0.35
Siganus,javus,26.25,54.75,1205:364:2,0.39
Siganus,javus,25.75,55.25,1205:455:3,0.38
Siganus,javus,25.75,59.25,1205:459:3,0.30
Siganus,javus,26.25,55.25,1205:465:1,0.35
Siganus,javus,26.25,55.75,1205:465:2,0.37
Siganus,javus,26.25,56.25,1205:466:1,0.38
Siganus,javus,26.75,56.25,1205:466:3,0.38
Siganus,javus,26.75,56.75,1205:466:4,0.37
Siganus,javus,27.25,56.75,1205:476:2,0.38
Siganus,javus,23.75,68.25,1206:238:3,0.24
Siganus,javus,23.75,68.75,1206:238:4,0.21
Siganus,javus,24.25,67.25,1206:247:1,0.29
Siganus,javus,24.25,67.75,1206:247:2,0.20
Siganus,javus,25.25,62.25,1206:352:1,0.38
Siganus,javus,25.75,66.25,1206:456:3,0.26
Siganus,javus,23.25,70.25,1207:130:1,0.32
Siganus,javus,20.25,86.75,1208:206:2,0.26
Siganus,javus,20.75,86.75,1208:206:4,0.30
Siganus,javus,21.25,86.75,1208:216:2,0.34
Siganus,javus,21.25,87.25,1208:217:1,0.31
Siganus,javus,20.75,90.25,1209:100:3,0.37
Siganus,javus,20.75,91.75,1209:101:4,0.33
Siganus,javus,21.75,90.25,1209:110:3,0.20
Siganus,javus,21.75,92.25,1209:112:3,0.26
Siganus,javus,22.75,91.75,1209:121:4,0.21
Siganus,javus,22.25,113.75,1211:123:2,0.32
Siganus,javus,22.75,113.25,1211:123:3,0.31
Siganus,javus,23.25,113.25,1211:133:1,0.31
Siganus,javus,23.25,113.75,1211:133:2,0.31
Siganus,javus,24.25,118.25,1211:248:1,0.27
Siganus,javus,24.25,118.75,1211:248:2,0.27
Siganus,javus,24.75,118.25,1211:248:3,0.27
Siganus,javus,24.75,118.75,1211:248:4,0.27
Siganus,javus,24.25,119.75,1211:249:2,0.27
Siganus,javus,24.75,119.25,1211:249:3,0.24
Siganus,javus,24.75,119.75,1211:249:4,0.27
Siganus,javus,25.25,120.25,1212:350:1,0.29
Siganus,javus,25.25,120.75,1212:350:2,0.29
Siganus,javus,25.75,120.25,1212:350:3,0.25
Siganus,javus,24.25,141.75,1214:141:2,0.39
Siganus,javus,25.25,141.25,1214:351:1,0.38
Siganus,javus,27.25,140.75,1214:370:2,0.33
Siganus,javus,27.25,142.25,1214:372:1,0.38
Siganus,javus,-4.25,55.25,3005:245:1,0.32
Siganus,javus,-5.25,56.75,3005:456:2,0.39
Siganus,javus,-0.25,103.25,3010:103:1,0.31
Siganus,javus,-0.75,104.25,3010:104:3,0.29
Siganus,javus,-2.25,109.75,3010:229:2,0.32
Siganus,javus,-2.75,109.75,3010:229:4,0.36
Siganus,javus,-3.75,112.75,3011:132:4,0.25
Siganus,javus,-0.75,117.75,3011:207:4,0.39
Siganus,javus,-8.25,144.75,3014:384:2,0.24
Siganus,javus,-8.75,150.75,3015:380:4,0.23
Siganus,javus,-16.25,50.25,3105:360:1,0.36
Siganus,javus,-16.75,50.25,3105:360:3,0.36
Siganus,javus,-16.25,59.75,3105:469:2,0.36
Siganus,javus,-10.75,60.75,3106:100:4,0.24
Siganus,javus,-10.75,61.75,3106:101:4,0.37
Siganus,javus,-11.25,61.25,3106:111:1,0.37
Siganus,javus,-19.25,61.75,3106:391:2,0.36
Siganus,javus,-19.75,61.75,3106:391:4,0.36
Siganus,javus,-19.75,62.25,3106:392:3,0.35
Siganus,javus,-18.75,146.75,3114:486:4,0.32
Siganus,javus,-18.75,147.25,3114:487:3,0.32
Siganus,javus,-19.25,148.75,3114:498:2,0.35
Siganus,javus,-19.75,148.25,3114:498:3,0.31
Siganus,javus,-19.75,148.75,3114:498:4,0.24
Siganus,javus,-19.75,158.25,3115:498:3,0.36
Siganus,javus,-11.25,175.75,3117:215:2,0.39
Siganus,javus,-11.75,175.75,3117:215:4,0.39
Siganus,javus,-12.25,177.25,3117:227:1,0.39
Siganus,javus,-12.75,177.25,3117:227:3,0.38
Siganus,javus,-12.25,-179.25,5117:229:1,0.39
Siganus,javus,-14.25,-177.75,5117:247:2,0.38
Siganus,javus,-14.25,-178.25,5117:248:1,0.39
Siganus,javus,27.75,-175.75,7217:475:4,0.26
Siganus,javus,28.25,-178.25,7217:488:1,0.22
Siganus,javus,8.25,78.25,1007:488:1,0.51
Siganus,javus,3.25,99.75,1009:239:2,0.57
Siganus,javus,8.25,99.25,1009:489:1,0.48
Siganus,javus,0.75,103.75,1010:103:4,0.57
Siganus,javus,1.75,100.75,1010:110:4,0.46
Siganus,javus,1.75,101.75,1010:111:4,0.52
Siganus,javus,1.75,102.25,1010:112:3,0.50
Siganus,javus,1.25,103.75,1010:113:2,0.42
Siganus,javus,1.75,103.25,1010:113:3,0.49
Siganus,javus,3.75,100.75,1010:130:4,0.59
Siganus,javus,9.75,105.75,1010:495:4,0.50
Siganus,javus,9.75,106.75,1010:496:4,0.55
Siganus,javus,1.25,111.25,1011:111:1,0.46
