Mapping parameters for Oplegnathus fasciatus (Barred knifejaw)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas:  61 |  77 ,
Bounding Box (NSWE): ,41,22,117,-154

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,1,2,6,10
Temperature (°C),1,11.62,16.62,24.51,29.7
Salinity (psu),1,30.98,32.96,34.76,35.42
Primary Production (mgC·m-3·day-1) ,1,0.56,3.22,62.42,80.11
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,44.92,103.25,251.55,329.76
Distance to Land (km),0,1,4,95,147
 

Map data (HSPEC) for predicted occurrences (n = 307): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Oplegnathus,fasciatus,23.75,-164.75,7216:134:4,0.01
Oplegnathus,fasciatus,22.25,-160.25,7216:120:1,0.04
Oplegnathus,fasciatus,22.25,-159.75,7215:229:2,0.07
Oplegnathus,fasciatus,22.25,-159.25,7215:229:1,0.06
Oplegnathus,fasciatus,40.75,129.75,1412:209:4,0.13
Oplegnathus,fasciatus,40.75,129.25,1412:209:3,0.15
Oplegnathus,fasciatus,34.75,136.75,1313:246:4,0.08
Oplegnathus,fasciatus,36.75,125.25,1312:465:3,0.01
Oplegnathus,fasciatus,35.25,128.25,1312:458:1,0.19
Oplegnathus,fasciatus,34.75,128.25,1312:248:3,0.11
Oplegnathus,fasciatus,34.25,127.75,1312:247:2,0.19
Oplegnathus,fasciatus,34.75,125.25,1312:245:3,0.13
Oplegnathus,fasciatus,34.25,125.75,1312:245:2,0.12
Oplegnathus,fasciatus,34.25,125.25,1312:245:1,0.19
Oplegnathus,fasciatus,23.75,157.25,1215:237:3,0.03
Oplegnathus,fasciatus,24.25,154.25,1215:144:1,0.04
Oplegnathus,fasciatus,25.25,141.25,1214:351:1,0.13
Oplegnathus,fasciatus,24.75,141.25,1214:141:3,0.09
Oplegnathus,fasciatus,24.25,141.75,1214:141:2,0.08
Oplegnathus,fasciatus,27.75,121.75,1212:371:4,0.15
Oplegnathus,fasciatus,26.75,120.75,1212:360:4,0.11
Oplegnathus,fasciatus,26.25,120.25,1212:360:1,0.09
Oplegnathus,fasciatus,25.25,119.75,1211:459:2,0.08
Oplegnathus,fasciatus,24.75,118.75,1211:248:4,0.08
Oplegnathus,fasciatus,24.75,118.25,1211:248:3,0.12
Oplegnathus,fasciatus,40.75,141.25,1414:101:3,0.38
Oplegnathus,fasciatus,40.25,141.75,1414:101:2,0.36
Oplegnathus,fasciatus,40.25,129.25,1412:209:1,0.25
Oplegnathus,fasciatus,40.25,128.75,1412:208:2,0.26
Oplegnathus,fasciatus,39.75,142.25,1314:392:3,0.39
Oplegnathus,fasciatus,39.75,128.25,1312:498:3,0.37
Oplegnathus,fasciatus,39.75,127.75,1312:497:4,0.33
Oplegnathus,fasciatus,38.75,127.75,1312:487:4,0.25
Oplegnathus,fasciatus,34.75,128.75,1312:248:4,0.35
Oplegnathus,fasciatus,27.75,125.75,1212:475:4,0.24
Oplegnathus,fasciatus,28.25,122.25,1212:382:1,0.38
Oplegnathus,fasciatus,27.25,121.25,1212:371:1,0.30
Oplegnathus,fasciatus,24.25,118.25,1211:248:1,0.39
Oplegnathus,fasciatus,24.25,117.75,1211:247:2,0.33
Oplegnathus,fasciatus,40.75,140.75,1414:100:4,0.56
Oplegnathus,fasciatus,39.25,142.25,1314:392:1,0.54
Oplegnathus,fasciatus,39.75,141.75,1314:391:4,0.47
Oplegnathus,fasciatus,39.25,141.75,1314:391:2,0.56
Oplegnathus,fasciatus,37.25,130.75,1313:370:2,0.50
Oplegnathus,fasciatus,39.25,127.75,1312:497:2,0.43
Oplegnathus,fasciatus,38.25,128.25,1312:488:1,0.44
Oplegnathus,fasciatus,35.25,129.25,1312:459:1,0.59
Oplegnathus,fasciatus,35.25,128.75,1312:458:2,0.40
Oplegnathus,fasciatus,34.25,128.25,1312:248:1,0.50
Oplegnathus,fasciatus,30.75,123.25,1312:103:3,0.59
Oplegnathus,fasciatus,24.75,131.25,1213:141:3,0.55
Oplegnathus,fasciatus,29.75,124.75,1212:394:4,0.50
Oplegnathus,fasciatus,25.75,120.25,1212:350:3,0.41
Oplegnathus,fasciatus,23.75,121.75,1212:131:4,0.55
Oplegnathus,fasciatus,23.25,121.25,1212:131:1,0.58
Oplegnathus,fasciatus,22.75,121.75,1212:121:4,0.48
Oplegnathus,fasciatus,22.75,121.25,1212:121:3,0.50
Oplegnathus,fasciatus,22.25,121.75,1212:121:2,0.46
Oplegnathus,fasciatus,22.75,120.75,1212:120:4,0.54
Oplegnathus,fasciatus,22.75,120.25,1212:120:3,0.56
Oplegnathus,fasciatus,22.25,120.75,1212:120:2,0.47
Oplegnathus,fasciatus,22.25,120.25,1212:120:1,0.47
Oplegnathus,fasciatus,24.75,119.75,1211:249:4,0.48
Oplegnathus,fasciatus,24.75,119.25,1211:249:3,0.56
Oplegnathus,fasciatus,23.75,117.75,1211:237:4,0.53
Oplegnathus,fasciatus,23.75,117.25,1211:237:3,0.57
Oplegnathus,fasciatus,40.75,140.25,1414:100:3,0.73
Oplegnathus,fasciatus,40.25,140.25,1414:100:1,0.79
Oplegnathus,fasciatus,38.75,141.75,1314:381:4,0.63
Oplegnathus,fasciatus,38.75,141.25,1314:381:3,0.72
