Mapping parameters for Pecten jacobaeus (great Mediterranean scallop)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  34 |  37 ,
Bounding Box (NSWE): ,45,28,-29,36

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,30,500
Temperature (°C),1,13,14,19,24.99
Salinity (psu),1,35.25,37.06,39.11,39.61
Primary Production,1,202,315,676,1030
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,0,12,155,202
 

Map data (HSPEC) for predicted occurrences (n = 880): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Pecten,jacobaeus,37.75,0.25,1300:370:3,0.10,0.1,0.96494156928214,1,1,1,1
Pecten,jacobaeus,38.25,9.25,1300:489:1,0.19,0.19574468085106,0.98497495826377,1,1,1,1
Pecten,jacobaeus,39.75,7.75,1300:497:4,0.07,0.070212765957447,1,1,1,1,1
Pecten,jacobaeus,33.25,14.75,1301:134:2,0.06,0.087234042553191,0.64774624373957,1,1,1,1
Pecten,jacobaeus,34.75,10.75,1301:140:4,0.14,1,0.66110183639399,1,0.21468926553672,1,1
Pecten,jacobaeus,30.75,18.25,1301:208:3,0.03,1,0.6126878130217,1,0.053097345132743,1,1
Pecten,jacobaeus,32.75,19.75,1301:229:4,0.10,0.15106382978723,0.63939899833055,1,1,1,1
Pecten,jacobaeus,33.75,15.25,1301:235:3,0.04,0.063829787234043,0.63772954924875,1,1,1,1
Pecten,jacobaeus,33.75,15.75,1301:235:4,0.05,0.072340425531915,0.63772954924875,1,1,1,1
Pecten,jacobaeus,34.25,16.25,1301:246:1,0.03,0.036170212765957,0.69782971619366,1,1,1,1
Pecten,jacobaeus,35.25,14.25,1301:354:1,0.07,0.093617021276596,0.7779632721202,1,1,1,1
Pecten,jacobaeus,36.25,13.25,1301:363:1,0.19,0.22978723404255,0.84307178631052,1,1,1,1
Pecten,jacobaeus,35.75,15.75,1301:455:4,0.14,0.18510638297872,0.75959933222037,1,1,1,1
Pecten,jacobaeus,35.25,16.25,1301:456:1,0.12,0.15957446808511,0.75125208681135,1,1,1,1
Pecten,jacobaeus,35.75,24.75,1302:354:4,0.14,0.15957446808511,0.8881469115192,1,1,1,1
Pecten,jacobaeus,36.25,23.75,1302:363:2,0.19,0.20212765957447,0.93322203672788,1,1,1,1
Pecten,jacobaeus,36.25,24.25,1302:364:1,0.19,0.2,0.95659432387312,1,1,1,1
Pecten,jacobaeus,38.75,20.25,1302:380:3,0.13,0.1468085106383,0.89816360601002,1,1,1,1
Pecten,jacobaeus,37.25,26.75,1302:476:2,0.05,1,1,1,0.053097345132743,1,1
Pecten,jacobaeus,32.25,32.75,1303:122:2,0.05,0.091489361702128,0.53589315525876,1,0.93805309734513,1,1
Pecten,jacobaeus,32.25,34.25,1303:124:1,0.11,0.23404255319149,0.48747913188648,1,1,1,1
Pecten,jacobaeus,34.25,33.75,1303:143:2,0.02,0.036170212765957,0.55258764607679,0.92,0.92035398230088,1,1
Pecten,jacobaeus,35.75,33.75,1303:353:4,0.17,0.30851063829787,0.54924874791319,1,1,1,1
Pecten,jacobaeus,43.25,4.75,1400:134:2,0.18,1,1,1,0.18361581920904,1,1
Pecten,jacobaeus,41.75,11.25,1401:111:3,0.01,0.0063829787234043,1,1,1,1,1
Pecten,jacobaeus,43.25,10.75,1401:130:2,0.07,1,1,1,0.067796610169492,1,1
Pecten,jacobaeus,28.25,-12.25,7201:382:1,0.07,1,0.85141903171953,0.57458563535911,0.14124293785311,1,1
Pecten,jacobaeus,29.75,-12.25,7201:392:3,0.13,0.23404255319149,0.85976627712855,0.65193370165746,1,1,1
Pecten,jacobaeus,29.75,-28.25,7202:498:3,0.14,0.48510638297872,0.46744574290484,0.93370165745856,0.65486725663717,1,1
Pecten,jacobaeus,29.75,-28.75,7202:498:4,0.14,0.42978723404255,0.46744574290484,0.93370165745856,0.73451327433628,1,1
Pecten,jacobaeus,32.75,-8.75,7300:228:4,0.12,1,0.89482470784641,0.74033149171271,0.1864406779661,1,1
Pecten,jacobaeus,33.25,-8.25,7300:238:1,0.04,1,0.85976627712855,0.69060773480663,0.064971751412429,1,1
Pecten,jacobaeus,34.25,-8.25,7300:248:1,0.08,0.13829787234043,0.88313856427379,0.69060773480663,1,1,1
Pecten,jacobaeus,35.75,-4.25,7300:354:3,0.11,0.16170212765957,1,0.70165745856354,1,1,1
Pecten,jacobaeus,36.25,-3.25,7300:363:1,0.11,0.16382978723404,1,0.70165745856354,1,1,1
Pecten,jacobaeus,35.75,-6.75,7300:456:4,0.17,0.27234042553191,0.96828046744574,0.65193370165746,1,1,1
Pecten,jacobaeus,36.25,-6.75,7300:466:2,0.09,0.89574468085106,1,0.48618784530387,0.21751412429379,1,1
Pecten,jacobaeus,36.25,-7.75,7300:467:2,0.11,0.23617021276596,1,0.48618784530387,1,1,1
Pecten,jacobaeus,37.25,-9.25,7300:479:1,0.12,0.91063829787234,1,0.54696132596685,0.23446327683616,1,1
Pecten,jacobaeus,37.75,-9.25,7300:479:3,0.18,0.58085106382979,1,0.54696132596685,0.57909604519774,1,1
Pecten,jacobaeus,38.25,-8.75,7300:488:2,0.11,1,1,0.54696132596685,0.19774011299435,1,1
Pecten,jacobaeus,38.25,-9.25,7300:489:1,0.12,1,1,0.54696132596685,0.21751412429379,1,1
Pecten,jacobaeus,38.25,-9.75,7300:489:2,0.09,0.27872340425532,1,0.43646408839779,0.77401129943503,1,1
Pecten,jacobaeus,39.75,-8.75,7300:498:4,0.11,1,1,0.23756906077348,0.4774011299435,1,1
Pecten,jacobaeus,39.75,-9.75,7300:499:4,0.17,0.86382978723404,1,0.23756906077348,0.83050847457627,1,1
Pecten,jacobaeus,30.25,-10.25,7301:100:1,0.01,0.30212765957447,0.95993322203673,0.61325966850829,0.064971751412429,1,1
Pecten,jacobaeus,30.25,-12.25,7301:102:1,0.06,0.10425531914894,0.86310517529215,0.69060773480663,1,1,1
Pecten,jacobaeus,30.25,-13.25,7301:103:1,0.10,0.17659574468085,0.82303839732888,0.71270718232044,1,1,1
Pecten,jacobaeus,31.25,-10.75,7301:110:2,0.03,0.068085106382979,0.93823038397329,0.62430939226519,0.86723163841808,1,1
Pecten,jacobaeus,31.25,-12.75,7301:112:2,0.18,0.28723404255319,0.86477462437396,0.70718232044199,1,1,1
Pecten,jacobaeus,30.25,-16.25,7301:206:1,0.11,0.18936170212766,0.73288814691152,0.8232044198895,1,1,1
Pecten,jacobaeus,30.25,-28.25,7302:208:1,0.13,0.4531914893617,0.51085141903172,0.87292817679558,0.6283185840708,1,1
Pecten,jacobaeus,30.25,-28.75,7302:208:2,0.15,0.4531914893617,0.51085141903172,0.87292817679558,0.73451327433628,1,1
Pecten,jacobaeus,31.25,-28.75,7302:218:2,0.04,0.13404255319149,0.55091819699499,0.81767955801105,0.73451327433628,1,1
Pecten,jacobaeus,31.75,-28.75,7302:218:4,0.10,0.25531914893617,0.55091819699499,0.81767955801105,0.87610619469027,1,1
Pecten,jacobaeus,33.75,-28.25,7302:238:3,0.11,0.25106382978723,0.63439065108514,0.71270718232044,0.93805309734513,1,1
