Mapping parameters for Siganus guttatus (Orange-spotted spinefoot)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  57 |  61 |  71 ,
Bounding Box (NSWE): ,31,-30,92,163

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,2,13,25
Temperature (°C),1,21.42,25.41,29.12,33.32
Salinity (psu),1,30.21,31.78,35.02,36.26
Primary Production,1,166,335,1133,2059
Sea Ice Concentration,1,-1,0,0,0
Distance to Land (km),0,2,10,96,133
 

Map data (HSPEC) for predicted occurrences (n = 2763): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Siganus,guttatus,3.25,99.75,1009:239:2,0.15,1,0.93095238095238,0.88535031847134,0.17710583153348,1,1
Siganus,guttatus,0.25,102.75,1010:102:2,0.11,0.5,1,0.22292993630573,1,1,1
Siganus,guttatus,0.75,102.25,1010:102:3,0.11,0.5,1,0.22292993630573,1,1,1
Siganus,guttatus,0.75,102.75,1010:102:4,0.11,0.5,1,0.22292993630573,1,1,1
Siganus,guttatus,0.25,103.75,1010:103:2,0.09,1,1,0.22292993630573,0.39524838012959,1,1
Siganus,guttatus,0.75,103.25,1010:103:3,0.12,1,1,0.22292993630573,0.5475161987041,1,1
Siganus,guttatus,0.75,103.75,1010:103:4,0.07,1,1,0.22292993630573,0.29481641468683,1,1
Siganus,guttatus,1.75,101.75,1010:111:4,0.05,1,0.98333333333333,0.22292993630573,0.24730021598272,1,1
Siganus,guttatus,1.25,102.75,1010:112:2,0.12,1,1,0.22292993630573,0.55831533477322,1,1
Siganus,guttatus,1.75,102.25,1010:112:3,0.04,1,1,0.22292993630573,0.17170626349892,1,1
Siganus,guttatus,1.75,103.25,1010:113:3,0.03,1,1,0.22292993630573,0.13606911447084,1,1
Siganus,guttatus,1.75,103.75,1010:113:4,0.19,0.5,1,1,0.37365010799136,1,1
Siganus,guttatus,2.25,102.25,1010:122:1,0.12,1,1,0.22292993630573,0.53995680345572,1,1
Siganus,guttatus,3.75,100.75,1010:130:4,0.17,1,0.92857142857143,0.88535031847134,0.21274298056156,1,1
Siganus,guttatus,0.25,105.25,1010:205:1,0.08,0.083333333333333,1,1,1,1,1
Siganus,guttatus,0.75,108.75,1010:208:4,0.19,1,1,1,0.18790496760259,1,1
Siganus,guttatus,8.75,103.75,1010:383:4,0.08,0.083333333333333,1,1,1,1,1
Siganus,guttatus,8.75,104.75,1010:384:4,0.14,1,1,1,0.14038876889849,1,1
Siganus,guttatus,7.75,107.25,1010:477:3,0.08,0.083333333333333,1,1,1,1,1
Siganus,guttatus,9.75,106.75,1010:496:4,0.01,1,1,1,0.009719222462203,1,1
Siganus,guttatus,1.75,110.75,1011:110:4,0.19,1,0.95952380952381,1,0.19762419006479,1,1
Siganus,guttatus,2.25,111.25,1011:121:1,0.08,1,0.98095238095238,1,0.083153347732181,1,1
Siganus,guttatus,2.75,111.75,1011:121:4,0.05,1,0.98095238095238,1,0.053995680345572,1,1
Siganus,guttatus,2.75,112.25,1011:122:3,0.19,1,1,1,0.19114470842333,1,1
Siganus,guttatus,3.25,111.25,1011:131:1,0.08,0.083333333333333,1,1,1,1,1
Siganus,guttatus,3.75,117.75,1011:237:4,0.08,1,1,1,0.076673866090713,1,1
Siganus,guttatus,7.25,126.75,1012:476:2,0.07,1,1,1,0.071005917159763,1,1
Siganus,guttatus,7.75,126.75,1012:476:4,0.04,1,1,1,0.035502958579882,1,1
Siganus,guttatus,8.25,126.75,1012:486:2,0.02,0.33333333333333,1,1,0.059171597633136,1,1
Siganus,guttatus,9.75,138.25,1013:498:3,0.17,1,1,1,0.17159763313609,1,1
Siganus,guttatus,9.75,139.75,1013:499:4,0.18,1,1,1,0.17751479289941,1,1
Siganus,guttatus,8.25,147.25,1014:487:1,0.06,0.16666666666667,1,1,0.36686390532544,1,1
Siganus,guttatus,9.75,161.25,1016:391:3,0.15,1,1,1,0.14792899408284,1,1
Siganus,guttatus,14.75,94.25,1109:144:3,0.19,0.91666666666667,1,0.21019108280255,1,1,1
Siganus,guttatus,14.75,94.75,1109:144:4,0.04,0.16666666666667,1,0.21019108280255,1,1,1
Siganus,guttatus,13.75,97.25,1109:237:3,0.13,0.33333333333333,1,0.40127388535032,1,1,1
Siganus,guttatus,17.25,94.25,1109:374:1,0.12,1,1,0.25477707006369,0.45788336933045,1,1
Siganus,guttatus,17.25,94.75,1109:374:2,0.18,1,1,0.25477707006369,0.70842332613391,1,1
Siganus,guttatus,17.75,94.25,1109:374:3,0.09,1,1,0.25477707006369,0.36501079913607,1,1
Siganus,guttatus,17.75,94.75,1109:374:4,0.15,1,1,0.25477707006369,0.57343412526998,1,1
Siganus,guttatus,16.75,94.75,1109:364:4,0.01,0.5,1,0.012738853503184,0.80237580993521,1,1
Siganus,guttatus,18.25,93.75,1109:383:2,0.03,1,1,0.031847133757962,1,1,1
Siganus,guttatus,18.75,93.25,1109:383:3,0.03,1,1,0.031847133757962,1,1,1
Siganus,guttatus,18.75,93.75,1109:383:4,0.02,1,1,0.031847133757962,0.7645788336933,1,1
Siganus,guttatus,18.25,94.25,1109:384:1,0.02,1,1,0.031847133757962,0.64686825053996,1,1
Siganus,guttatus,18.75,94.25,1109:384:3,0.03,1,1,0.031847133757962,0.88012958963283,1,1
Siganus,guttatus,19.25,93.75,1109:393:2,0.01,1,1,0.031847133757962,0.38228941684665,1,1
Siganus,guttatus,19.25,94.25,1109:394:1,0.02,1,1,0.031847133757962,0.61663066954644,1,1
