Mapping parameters for Saxidomus gigantea (Washington butterclam)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2016. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, Version 08/2016. "

Map type: Team reviewed,
Map Option: In FAO and Bounding Box
FAOAreas:  67 |  77 ,
Bounding Box (NSWE): ,61,37,-165,-122

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,5,26,50
Temperature (°C),1,0,2,12.07,12.695
Salinity (psu),1,22.9,24,32.18,33.115
Primary Production,1,452,858,2282,3117.5
Sea Ice Concentration,1,-0.97973684210526,0,0.07,0.25
Distance to Land (km),0,0,2,16,112
 

Map data (HSPEC) for predicted occurrences (n = 508): 
Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability,Depth,Temperature,Salinity,Primary Production,Sea Ice Concentration.,Distance to Land
Saxidomus,gigantea,39.25,-123.75,7312:393:2,0.11,1,0.44,0.25133689839572,1,1,1
Saxidomus,gigantea,39.75,-123.75,7312:393:4,0.11,1,0.44,0.25133689839572,1,1,1
Saxidomus,gigantea,40.25,-124.25,7412:104:1,0.12,1,0.488,0.25133689839572,1,1,1
Saxidomus,gigantea,41.25,-124.75,7412:114:2,0.04,0.083333333333333,0.824,0.61497326203209,1,1,1
Saxidomus,gigantea,49.75,-123.25,7412:393:3,0.11,0.2,1,1,0.54637941352484,1,1
Saxidomus,gigantea,50.25,-123.75,7512:103:2,0.11,0.2,1,1,0.5475763016158,1,1
Saxidomus,gigantea,50.25,-124.25,7512:104:1,0.12,0.2,1,1,0.60263315380012,1,1
Saxidomus,gigantea,51.75,-129.25,7512:219:3,0.12,0.125,1,1,1,1,1
Saxidomus,gigantea,57.75,-132.75,7513:372:4,0.16,0.2,1,1,1,0.77777777777778,1
Saxidomus,gigantea,58.75,-133.75,7513:383:4,0.10,0.2,1,1,1,0.5,1
Saxidomus,gigantea,58.25,-135.25,7513:485:1,0.11,1,1,1,1,0.11111111111111,1
Saxidomus,gigantea,59.25,-135.75,7513:495:2,0.17,0.2,1,1,1,0.83333333333333,1
Saxidomus,gigantea,57.75,-150.75,7515:370:4,0.11,0.125,1,0.89304812834224,1,1,1
Saxidomus,gigantea,55.25,-157.25,7515:457:1,0.12,0.125,1,1,1,1,1
Saxidomus,gigantea,57.75,-157.25,7515:477:3,0.15,0.2,1,1,0.99507389162562,0.77777777777778,1
Saxidomus,gigantea,59.25,-156.75,7515:496:2,0.04,0.4,1,1,1,0.11111111111111,1
Saxidomus,gigantea,57.25,-163.25,7516:373:1,0.17,0.16666666666667,1,1,1,1,1
Saxidomus,gigantea,59.75,-162.25,7516:392:3,0.06,1,1,1,0.36453201970443,0.16666666666667,1
Saxidomus,gigantea,59.75,-162.75,7516:392:4,0.11,1,1,1,1,0.11111111111111,1
Saxidomus,gigantea,60.25,-148.75,7614:208:2,0.17,0.2,1,1,0.8423645320197,1,1
Saxidomus,gigantea,60.75,-150.75,7615:100:4,0.16,1,1,1,0.74137931034483,0.22222222222222,1
Saxidomus,gigantea,60.75,-151.75,7615:101:4,0.11,1,1,1,1,0.11111111111111,1
Saxidomus,gigantea,60.25,-162.75,7616:102:2,0.06,0.4,1,1,0.6576354679803,0.22222222222222,1
Saxidomus,gigantea,60.75,-163.25,7616:103:3,0.14,1,1,1,0.85467980295567,0.16666666666667,1
Saxidomus,gigantea,60.75,-163.75,7616:103:4,0.06,1,1,1,1,0.055555555555556,1
Saxidomus,gigantea,60.25,-164.25,7616:104:1,0.10,1,1,1,0.88916256157635,0.11111111111111,1
Saxidomus,gigantea,40.75,-124.25,7412:104:3,0.22,1,0.488,0.46524064171123,0.98922800718133,1,1
Saxidomus,gigantea,45.25,-124.25,7412:354:1,0.28,0.45833333333333,0.616,1,1,1,1
Saxidomus,gigantea,46.25,-123.25,7412:363:1,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,47.25,-123.25,7412:373:1,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,47.75,-123.25,7412:373:3,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,49.25,-125.25,7412:495:1,0.38,0.4,1,1,0.94733692399761,1,1
Saxidomus,gigantea,49.75,-126.25,7412:496:3,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,50.75,-124.75,7512:104:4,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,50.75,-125.25,7512:205:3,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,50.75,-125.75,7512:205:4,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,51.25,-125.75,7512:215:2,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,51.25,-126.75,7512:216:2,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,52.25,-127.25,7512:227:1,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,52.75,-127.25,7512:227:3,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,52.75,-127.75,7512:227:4,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,53.25,-128.25,7512:238:1,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,53.75,-128.25,7512:238:3,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,54.25,-128.75,7512:248:2,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,55.75,-129.75,7512:459:4,0.20,0.2,1,1,1,1,1
Saxidomus,gigantea,55.75,-130.25,7513:350:3,0.20,0.2,1,1,1,1,1
