Mapping parameters for Diplodus vulgaris (Common two-banded seabream)

"Cite AquaMaps itself as: Kaschner, K., K. Kesner-Reyes, C. Garilao, J. Rius-Barile, T. Rees, and R. Froese. 2019. AquaMaps: Predicted range maps for aquatic species. World wide web electronic publication, www.aquamaps.org, version 10/2019. "

Map type: Computer-generated,
Map Option: In FAO and Bounding Box
FAOAreas: 27 |  34 |  37 |  47,
Bounding Box (NSWE): ,50,-40,-26,36

Pelagic: False,
Layer used to generate probabilities: Surface,

Species Envelope (HSPEN):
 ,Used,Min,Pref Min (10th),Pref Max (90th),Max
Depth (m),1,0,0,30,160
Temperature (°C),1,14.45,17.45,22.28,27.21
Salinity (psu),1,17.66,35.03,38.71,39.25
Primary Production (mgC·m-3·day-1) ,1,0.08,0.51,14.68,139.39
Sea Ice Concentration (0-1 fraction),1,-1,0,0,0
Dissolved Bottom Oxygen (mmol·m-3),0,23.91,183.83,249.45,313.69
Distance to Land (km),0,0,6,86,594
 

Map data (HSPEC) for predicted occurrences (n = 1299): 

"To get individual probabilities (i.e. Depth, Temperature, Salinity, Primary Production, Sea Ice Concentration, Distance to Land):"
1. Click on the Create-Your-Own-Map at the bottom left part of the species map page.
2. Click on the Regenerate Map Data and View Map button then click OK.
3. In the resulting User-Specified Map for the species click on the Download data (as csv) link.
4. Select HSPEC then Submit.

Genus,Species,Center Lat,Center Long,C-Square Code,Overall Probability
Diplodus,vulgaris,5.75,0.25,1000:350:3,0.05
Diplodus,vulgaris,5.75,0.75,1000:350:4,0.01
Diplodus,vulgaris,39.25,3.75,1300:393:2,0.17
Diplodus,vulgaris,34.75,13.75,1301:143:4,0.15
Diplodus,vulgaris,34.25,14.25,1301:144:1,0.08
Diplodus,vulgaris,34.75,15.25,1301:245:3,0.02
Diplodus,vulgaris,37.75,11.25,1301:371:3,0.09
Diplodus,vulgaris,35.25,15.25,1301:455:1,0.04
Diplodus,vulgaris,35.75,27.75,1302:457:4,0.09
Diplodus,vulgaris,36.25,27.75,1302:467:2,0.10
Diplodus,vulgaris,36.75,27.25,1302:467:3,0.12
Diplodus,vulgaris,36.75,27.75,1302:467:4,0.05
Diplodus,vulgaris,36.25,28.25,1302:468:1,0.03
Diplodus,vulgaris,36.75,28.25,1302:468:3,0.03
Diplodus,vulgaris,36.75,28.75,1302:468:4,0.06
Diplodus,vulgaris,36.25,29.25,1302:469:1,0.05
Diplodus,vulgaris,36.25,29.75,1302:469:2,0.02
Diplodus,vulgaris,32.25,30.25,1303:120:1,0.17
Diplodus,vulgaris,32.25,31.25,1303:121:1,0.17
Diplodus,vulgaris,32.25,31.75,1303:121:2,0.18
Diplodus,vulgaris,32.25,32.25,1303:122:1,0.05
Diplodus,vulgaris,33.25,34.75,1303:134:2,0.13
Diplodus,vulgaris,34.75,32.25,1303:142:3,0.05
Diplodus,vulgaris,34.75,32.75,1303:142:4,0.05
Diplodus,vulgaris,34.75,33.25,1303:143:3,0.09
Diplodus,vulgaris,34.75,33.75,1303:143:4,0.07
Diplodus,vulgaris,34.75,34.25,1303:144:3,0.10
Diplodus,vulgaris,35.25,33.25,1303:353:1,0.06
Diplodus,vulgaris,35.25,33.75,1303:353:2,0.07
Diplodus,vulgaris,35.25,34.25,1303:354:1,0.06
Diplodus,vulgaris,35.75,34.25,1303:354:3,0.07
Diplodus,vulgaris,35.75,34.75,1303:354:4,0.09
Diplodus,vulgaris,36.25,30.25,1303:360:1,0.02
Diplodus,vulgaris,36.25,30.75,1303:360:2,0.03
Diplodus,vulgaris,36.75,30.75,1303:360:4,0.07
Diplodus,vulgaris,36.75,31.25,1303:361:3,0.06
Diplodus,vulgaris,36.25,32.25,1303:362:1,0.05
Diplodus,vulgaris,36.25,32.75,1303:362:2,0.18
Diplodus,vulgaris,36.25,33.25,1303:363:1,0.19
Diplodus,vulgaris,36.25,33.75,1303:363:2,0.10
Diplodus,vulgaris,36.25,34.25,1303:364:1,0.11
Diplodus,vulgaris,36.25,34.75,1303:364:2,0.07
Diplodus,vulgaris,42.25,3.75,1400:123:2,0.07
Diplodus,vulgaris,40.25,10.25,1401:100:1,0.07
Diplodus,vulgaris,40.75,28.75,1402:208:4,0.14
Diplodus,vulgaris,40.75,29.75,1402:209:4,0.12
Diplodus,vulgaris,41.25,27.75,1402:217:2,0.17
Diplodus,vulgaris,41.25,28.25,1402:218:1,0.11
Diplodus,vulgaris,41.25,28.75,1402:218:2,0.08
Diplodus,vulgaris,41.75,28.25,1402:218:3,0.02
Diplodus,vulgaris,41.75,28.75,1402:218:4,0.02
Diplodus,vulgaris,41.25,29.25,1402:219:1,0.05
Diplodus,vulgaris,41.25,29.75,1402:219:2,0.04
Diplodus,vulgaris,41.75,29.25,1402:219:3,0.02
Diplodus,vulgaris,42.25,27.25,1402:227:1,0.11
Diplodus,vulgaris,42.25,27.75,1402:227:2,0.01
Diplodus,vulgaris,42.75,27.75,1402:227:4,0.01
Diplodus,vulgaris,42.25,28.25,1402:228:1,0.02
Diplodus,vulgaris,42.75,28.25,1402:228:3,0.01
Diplodus,vulgaris,43.25,28.75,1402:238:2,0.01
Diplodus,vulgaris,43.25,29.25,1402:239:1,0.01
Diplodus,vulgaris,43.75,29.75,1402:239:4,0.01
Diplodus,vulgaris,41.25,30.25,1403:110:1,0.04
Diplodus,vulgaris,41.25,30.75,1403:110:2,0.04
Diplodus,vulgaris,41.25,31.25,1403:111:1,0.05
Diplodus,vulgaris,41.25,31.75,1403:111:2,0.10
Diplodus,vulgaris,41.75,31.25,1403:111:3,0.02
Diplodus,vulgaris,41.75,31.75,1403:111:4,0.05
Diplodus,vulgaris,41.75,32.25,1403:112:3,0.05
Diplodus,vulgaris,41.75,32.75,1403:112:4,0.07
Diplodus,vulgaris,41.75,33.25,1403:113:3,0.08
Diplodus,vulgaris,41.75,34.25,1403:114:3,0.08
Diplodus,vulgaris,41.75,34.75,1403:114:4,0.07
Diplodus,vulgaris,42.25,33.25,1403:123:1,0.04
Diplodus,vulgaris,42.25,33.75,1403:123:2,0.04
Diplodus,vulgaris,42.25,34.25,1403:124:1,0.04
Diplodus,vulgaris,42.25,34.75,1403:124:2,0.04
Diplodus,vulgaris,43.75,30.25,1403:130:3,0.02
Diplodus,vulgaris,44.25,30.25,1403:140:1,0.01
Diplodus,vulgaris,44.25,30.75,1403:140:2,0.01
Diplodus,vulgaris,44.75,30.75,1403:140:4,0.01
Diplodus,vulgaris,44.75,31.25,1403:141:3,0.02
Diplodus,vulgaris,44.75,31.75,1403:141:4,0.01
Diplodus,vulgaris,44.75,32.25,1403:142:3,0.01
Diplodus,vulgaris,44.75,32.75,1403:142:4,0.01
Diplodus,vulgaris,44.25,33.25,1403:143:1,0.03
Diplodus,vulgaris,44.25,33.75,1403:143:2,0.04
Diplodus,vulgaris,44.75,33.25,1403:143:3,0.03
Diplodus,vulgaris,44.75,33.75,1403:143:4,0.03
Diplodus,vulgaris,44.25,34.25,1403:144:1,0.04
Diplodus,vulgaris,44.75,34.25,1403:144:3,0.02
Diplodus,vulgaris,44.75,34.75,1403:144:4,0.04
Diplodus,vulgaris,41.75,35.25,1403:215:3,0.04
Diplodus,vulgaris,41.75,35.75,1403:215:4,0.04
Diplodus,vulgaris,42.25,35.25,1403:225:1,0.04
Diplodus,vulgaris,44.75,35.25,1403:245:3,0.03
Diplodus,vulgaris,44.75,35.75,1403:245:4,0.03
Diplodus,vulgaris,45.25,30.75,1403:350:2,0.01
Diplodus,vulgaris,45.25,31.25,1403:351:1,0.02
Diplodus,vulgaris,45.25,31.75,1403:351:2,0.02
Diplodus,vulgaris,45.25,32.25,1403:352:1,0.02
Diplodus,vulgaris,45.25,32.75,1403:352:2,0.02
Diplodus,vulgaris,45.25,33.25,1403:353:1,0.02
Diplodus,vulgaris,45.25,33.75,1403:353:2,0.01
Diplodus,vulgaris,45.25,35.25,1403:455:1,0.01
Diplodus,vulgaris,45.25,35.75,1403:455:2,0.01
Diplodus,vulgaris,-0.25,8.75,3000:208:2,0.02
Diplodus,vulgaris,-0.75,8.75,3000:208:4,0.07
Diplodus,vulgaris,-0.25,9.25,3000:209:1,0.01
Diplodus,vulgaris,-0.75,9.25,3000:209:3,0.07
Diplodus,vulgaris,-1.25,5.75,3000:215:2,0.12
Diplodus,vulgaris,-1.25,8.25,3000:218:1,0.02
Diplodus,vulgaris,-1.25,8.75,3000:218:2,0.13
Diplodus,vulgaris,-1.75,8.75,3000:218:4,0.03
Diplodus,vulgaris,-1.25,9.25,3000:219:1,0.12
Diplodus,vulgaris,-1.75,9.25,3000:219:3,0.18
Diplodus,vulgaris,-2.25,8.75,3000:228:2,0.14
Diplodus,vulgaris,-2.25,9.75,3000:229:2,0.18
Diplodus,vulgaris,-5.25,1.75,3000:351:2,0.09
Diplodus,vulgaris,-2.75,10.25,3001:120:3,0.18
Diplodus,vulgaris,-3.25,10.75,3001:130:2,0.16
Diplodus,vulgaris,-3.75,10.25,3001:130:3,0.07
Diplodus,vulgaris,-3.75,11.25,3001:131:3,0.13
Diplodus,vulgaris,-4.25,10.75,3001:140:2,0.16
Diplodus,vulgaris,-4.25,11.25,3001:141:1,0.18
Diplodus,vulgaris,-4.25,11.75,3001:141:2,0.12
Diplodus,vulgaris,-4.75,11.25,3001:141:3,0.12
Diplodus,vulgaris,-4.75,11.75,3001:141:4,0.13
Diplodus,vulgaris,-4.75,12.25,3001:142:3,0.13
Diplodus,vulgaris,-5.25,11.75,3001:351:2,0.06
Diplodus,vulgaris,-5.25,12.25,3001:352:1,0.14
Diplodus,vulgaris,-5.75,12.25,3001:352:3,0.14
Diplodus,vulgaris,-5.75,12.75,3001:352:4,0.17
Diplodus,vulgaris,-6.25,11.75,3001:361:2,0.02
Diplodus,vulgaris,-6.75,11.75,3001:361:4,0.14
Diplodus,vulgaris,-6.25,12.75,3001:362:2,0.19
Diplodus,vulgaris,-6.75,12.25,3001:362:3,0.08
Diplodus,vulgaris,-8.25,12.75,3001:382:2,0.14
Diplodus,vulgaris,-21.25,13.75,3201:113:2,0.18
Diplodus,vulgaris,-21.75,13.75,3201:113:4,0.17
Diplodus,vulgaris,-21.75,14.25,3201:114:3,0.13
Diplodus,vulgaris,-22.25,13.75,3201:123:2,0.17
Diplodus,vulgaris,-22.75,13.75,3201:123:4,0.07
Diplodus,vulgaris,-22.25,14.25,3201:124:1,0.08
Diplodus,vulgaris,-22.75,14.25,3201:124:3,0.06
Diplodus,vulgaris,-22.75,14.75,3201:124:4,0.09
Diplodus,vulgaris,-23.25,13.75,3201:133:2,0.04
Diplodus,vulgaris,-23.25,14.25,3201:134:1,0.06
Diplodus,vulgaris,-23.25,14.75,3201:134:2,0.07
Diplodus,vulgaris,-23.75,14.25,3201:134:3,0.02
Diplodus,vulgaris,-23.75,14.75,3201:134:4,0.05
Diplodus,vulgaris,-24.25,14.25,3201:144:1,0.01
Diplodus,vulgaris,-24.25,14.75,3201:144:2,0.02
Diplodus,vulgaris,-26.75,14.75,3201:364:4,0.01
Diplodus,vulgaris,-27.25,15.25,3201:475:1,0.04
Diplodus,vulgaris,-27.75,15.25,3201:475:3,0.12
